"birthyear","birthmonth","f_id","black","white","id","male","h_sentscore1972","birthstate","inc_labor","hours","hhchildren","married","fam_inc","works","age","state","inc_afdc","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","head","wife"
1946,7,NA,0,1,2180170,0,9,4,NA,NA,1,1,44417.55859375,NA,NA,4,NA,NA,NA,NA,NA,NA,4,4,NA,0,NA
1964,8,922001,0,1,922003,1,12,29,NA,NA,3,NA,85998.9921875,NA,4,29,NA,85668,0,0,0,0,1,29,NA,NA,0
1955,10,5107001,0,1,5107008,1,11,4,NA,NA,7,NA,55126.05859375,NA,10,4,NA,35305.6015625,0,0,0,0,4,4,NA,NA,0
1917,9,NA,1,0,5335001,0,10,39,5841,1410,3,0,5938.35009765625,1,52,39,0,NA,NA,NA,NA,0,3,39,0,1,0
1954,4,7001,0,1,7003,1,7,34,NA,132,3,NA,52887.01171875,NA,14,34,NA,46663.1015625,5399.68017578125,0,0,0,2,34,NA,NA,0
1953,2,5626001,1,0,5626007,1,7,23,NA,NA,7,NA,60493.2890625,NA,15,23,NA,47513.2890625,0,0,0,0,3,23,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2,NA,1,0,5655194,0,8,23,NA,NA,6,NA,24921.599609375,NA,NA,23,NA,NA,NA,NA,NA,NA,3,23,NA,0,NA
1949,9,NA,0,1,117002,0,11,24,19470,1836,1,1,53218,NA,19,24,NA,NA,NA,NA,NA,0,2,24,NA,NA,1
1916,7,NA,0,1,2615002,0,9,46,103.839996337891,60,3,1,172608.046875,NA,52,46,NA,NA,NA,NA,NA,0,4,46,NA,NA,1
1924,5,NA,1,0,5478001,1,9,21,43476.51171875,1740,4,1,45423.51171875,1,44,21,0,NA,NA,NA,NA,0,2,21,0,1,0
1942,3,NA,0,1,2188002,0,9,14,0,0,3,NA,108279.15625,NA,27,42,NA,NA,NA,NA,NA,0,3,42,NA,NA,1
1936,7,NA,0,1,1831171,1,9,21,NA,NA,2,NA,49856.1796875,NA,NA,21,NA,NA,NA,NA,NA,NA,2,21,NA,0,NA
1959,4,NA,1,0,5066178,1,11,21,NA,NA,6,NA,68313.7421875,NA,NA,21,NA,NA,NA,NA,NA,NA,2,21,NA,0,NA
1963,6,NA,0,0,2608174,0,7,4,NA,NA,3,NA,28945.400390625,NA,NA,4,NA,NA,NA,NA,NA,NA,4,4,NA,0,NA
1954,1,NA,1,0,5898002,0,11,37,NA,NA,5,NA,25388.880859375,NA,15,37,NA,NA,0,0,NA,0,1,37,NA,NA,0
1948,1,NA,0,1,963170,0,12,34,NA,NA,2,1,107558.7734375,NA,NA,34,NA,NA,NA,NA,NA,NA,2,34,NA,0,NA
1956,5,NA,0,1,9117002,0,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1952,5,NA,0,1,512002,0,11,4,NA,NA,2,NA,42185,NA,16,4,NA,NA,24662,0,NA,0,4,4,NA,NA,0
1941,5,NA,1,0,5055007,1,8,21,NA,NA,6,1,49960.01953125,NA,27,21,NA,NA,NA,NA,NA,0,2,21,NA,NA,0
1964,2,NA,0,1,8664001,1,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1959,10,5040227,1,0,5040005,0,10,34,NA,NA,6,NA,13161.7197265625,NA,9,34,NA,NA,0,0,NA,0,2,34,NA,NA,0
1926,11,NA,0,1,5758001,0,10,29,0,0,2,0,43872.3984375,0,42,29,1440,NA,NA,NA,NA,0,1,29,0,1,0
1957,6,1399001,0,1,1399005,0,10,46,NA,44,6,NA,116034.7109375,NA,11,46,NA,84370,23364,0,0,0,4,46,NA,NA,0
1963,7,NA,0,1,2355004,0,10,21,NA,NA,3,NA,81774,NA,5,21,NA,NA,58410,0,NA,0,2,21,NA,NA,0
1969,8,NA,NA,NA,5430186,0,8,39,NA,NA,6,0,15576,NA,NA,39,NA,NA,NA,NA,NA,NA,3,39,NA,0,NA
1954,7,NA,0,1,7585170,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,9,NA,0,1,1306170,0,11,20,NA,NA,1,NA,143136.953125,NA,NA,20,NA,NA,NA,NA,NA,NA,1,20,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,1,NA,0,0,3325002,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1946,5,NA,1,0,5852175,1,9,9,NA,NA,2,NA,18691.19921875,NA,NA,9,NA,NA,NA,NA,NA,NA,3,9,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,1,NA,1,0,6789007,0,12,8,NA,NA,7,NA,22585.19921875,NA,6,8,NA,NA,0,0,NA,0,3,8,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,5,NA,0,1,5764173,0,8,31,NA,NA,7,NA,40497.6015625,NA,NA,31,NA,NA,NA,NA,NA,NA,1,31,NA,0,NA
1945,5,NA,1,0,6054005,0,11,29,NA,2000,3,NA,74284.5390625,NA,24,29,NA,NA,0,0,NA,0,1,29,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,2,NA,0,1,6018172,1,7,37,NA,NA,3,NA,39913.5,NA,NA,37,NA,NA,NA,NA,NA,NA,1,37,NA,0,NA
1929,5,NA,0,0,6004001,1,11,31,5192,320,5,1,39738.26953125,1,41,31,0,NA,NA,NA,NA,0,1,31,0,1,0
1922,3,NA,0,1,1663001,1,11,6,194700,2400,7,1,196647,1,47,6,0,NA,NA,NA,NA,0,1,6,0,1,0
1956,1,NA,0,0,8314001,1,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1955,12,NA,1,0,1411177,1,9,29,NA,NA,11,NA,44086.5703125,NA,NA,29,NA,NA,NA,NA,NA,NA,1,29,NA,0,NA
1912,9,NA,0,1,737001,1,11,31,71390,2500,2,1,79827,1,57,31,0,NA,NA,NA,NA,0,1,31,0,1,0
1918,2,NA,0,1,1149002,0,10,46,0,0,2,1,124380.8515625,NA,51,46,NA,NA,NA,NA,NA,0,4,46,NA,NA,1
1939,11,NA,0,1,2655001,0,9,37,6743.10986328125,912,1,0,19671.189453125,1,29,37,0,NA,NA,NA,NA,0,1,37,0,1,0
1930,12,NA,0,1,1787172,1,10,14,NA,NA,3,NA,40238,NA,NA,14,NA,NA,NA,NA,NA,NA,2,14,NA,0,NA
1956,11,5316001,0,1,5316004,0,10,39,NA,36,2,NA,59837.80078125,NA,12,39,NA,47117.3984375,649,0,0,0,3,39,NA,NA,0
1943,6,NA,0,1,6645170,0,12,8,NA,NA,0,NA,53218,NA,NA,8,NA,NA,NA,NA,NA,NA,3,8,NA,0,NA
1961,4,5973001,0,1,5973008,0,4,42,NA,NA,6,NA,34397,NA,8,42,NA,19470,14927,0,0,0,3,42,NA,NA,0
1927,5,NA,0,1,1295001,1,10,41,26050.859375,2104,1,1,40432.69921875,1,41,41,0,NA,NA,NA,NA,0,3,41,0,1,0
1967,5,NA,1,0,6397003,1,12,42,NA,NA,2,NA,37642,NA,2,42,NA,NA,4543,0,NA,0,3,42,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1935,6,NA,0,0,5887001,1,8,4,36993,2050,4,1,53756.671875,1,34,4,0,NA,NA,NA,NA,0,4,4,0,1,0
1955,5,NA,0,1,2845173,1,8,4,NA,NA,6,NA,39978.3984375,NA,NA,4,NA,NA,NA,NA,NA,NA,4,4,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,9,2610001,0,1,2610004,1,10,4,NA,NA,2,NA,81774,NA,6,4,NA,35046,46728,0,0,0,4,4,NA,NA,0
1958,8,NA,0,0,8157001,1,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1916,10,NA,1,0,6258002,0,9,12,0,0,1,1,42535.4609375,NA,51,12,NA,NA,NA,NA,NA,0,2,12,NA,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,1,NA,0,1,7531001,1,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,11,NA,0,0,8553001,1,NA,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1963,6,NA,0,1,1970173,1,11,14,NA,NA,3,NA,69378.1015625,NA,NA,14,NA,NA,NA,NA,NA,NA,2,14,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,9,NA,NA,NA,2321177,1,10,45,NA,NA,3,NA,47247.19921875,NA,NA,45,NA,NA,NA,NA,NA,NA,3,45,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,6,6682001,1,0,6682003,1,7,10,NA,NA,4,NA,37518.69140625,NA,8,10,NA,37518.69140625,0,0,0,0,3,10,NA,NA,0
1965,9,NA,1,0,5600171,1,8,10,NA,NA,3,NA,46728,NA,NA,10,NA,NA,NA,NA,NA,NA,3,10,NA,0,NA
1955,5,NA,0,1,1807170,0,11,12,NA,NA,3,NA,96052,NA,NA,12,NA,NA,NA,NA,NA,NA,2,12,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,4,NA,1,0,5903172,1,11,24,NA,NA,1,NA,15576,NA,NA,24,NA,NA,NA,NA,NA,NA,2,24,NA,0,NA
1959,11,NA,0,1,7287170,0,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,9,5281001,1,0,5281003,0,10,42,NA,NA,1,NA,38940,NA,19,42,NA,30438.099609375,NA,NA,0,0,3,42,NA,NA,0
1964,1,1709001,0,1,1709004,1,11,16,NA,NA,2,NA,112277,NA,5,16,NA,77880,34397,0,0,0,3,16,NA,NA,0
1900,11,NA,0,1,1048178,0,7,4,NA,NA,4,NA,21962.16015625,NA,NA,4,NA,NA,NA,NA,NA,NA,4,4,NA,0,NA
1945,8,NA,0,1,1058001,1,10,19,55814,3315,1,1,55814,1,23,19,0,NA,NA,NA,NA,0,3,19,0,1,0
1948,4,5764001,0,1,5764021,1,8,31,NA,NA,7,NA,40497.6015625,NA,20,31,NA,0,0,0,0,1,1,31,NA,NA,0
1969,12,1144171,0,1,1144030,1,8,41,NA,NA,1,NA,60590.640625,NA,NA,41,NA,NA,NA,0,NA,NA,3,41,NA,0,NA
1957,11,NA,0,1,6328181,1,11,17,NA,NA,2,NA,35461.359375,NA,NA,17,NA,NA,NA,NA,NA,NA,3,17,NA,0,NA
1963,3,NA,NA,NA,2848171,0,8,10,NA,NA,8,NA,35500.30078125,NA,NA,10,NA,NA,NA,NA,NA,NA,3,10,NA,0,NA
1950,12,6196001,0,1,6196004,1,10,37,NA,NA,5,NA,51134.7109375,NA,18,37,NA,51024.37890625,0,0,0,1,1,37,NA,NA,0
1947,12,NA,1,0,5425170,1,5,4,42834,3340,0,1,49421.3515625,1,21,46,0,NA,NA,NA,NA,0,4,46,0,1,0
1963,1,NA,0,1,1802170,0,9,21,NA,NA,2,NA,68352.6796875,NA,NA,21,NA,NA,NA,NA,NA,NA,2,21,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,3,NA,0,1,3084001,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1924,5,NA,1,0,5477001,0,11,34,0,0,6,0,11759.8798828125,0,44,34,1812,NA,NA,NA,NA,0,2,34,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,5,NA,0,1,8208001,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1897,12,NA,1,0,5491006,0,6,19,NA,NA,2,NA,56463,NA,71,19,NA,NA,NA,NA,NA,0,3,19,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,7,NA,0,0,8142002,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1938,8,NA,1,0,6592171,1,8,19,NA,NA,2,0,12850.2001953125,NA,NA,19,NA,NA,NA,NA,NA,NA,3,19,NA,0,NA
1961,1,NA,0,1,8924001,0,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,9,NA,1,0,6768172,0,9,23,NA,NA,2,NA,19470,NA,NA,23,NA,NA,NA,NA,NA,NA,3,23,NA,0,NA
1944,2,1184001,0,1,1184021,0,11,20,NA,NA,2,0,123796.75,NA,24,20,NA,68145,0,0,0,1,1,20,NA,NA,0
1950,3,NA,0,1,8626001,1,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1948,11,NA,1,0,6502001,0,12,19,5412.66015625,484,2,0,17561.939453125,0,20,19,0,NA,NA,NA,NA,0,3,19,0,1,0
1928,10,NA,0,1,8867001,1,NA,42,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1964,1,2902001,0,1,2902004,1,12,13,NA,NA,2,NA,99297,NA,5,13,NA,55814,43483,0,0,0,2,13,NA,NA,0
1966,9,5264001,1,0,5264005,1,10,42,NA,NA,3,0,60811.30078125,NA,2,42,NA,60681.5,0,0,0,0,3,42,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,11,NA,1,0,5126002,1,8,42,NA,NA,4,NA,22066,NA,14,42,NA,NA,12201.2001953125,0,NA,0,3,42,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,10,NA,0,1,7729002,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,7,NA,NA,NA,2920176,1,9,48,NA,NA,3,0,37109.8203125,NA,NA,48,NA,NA,NA,NA,NA,NA,2,48,NA,0,NA
1969,12,NA,1,0,5683204,1,9,9,NA,NA,5,NA,36344,NA,NA,9,NA,NA,NA,NA,NA,NA,3,9,NA,0,NA
1954,6,NA,1,0,2316004,0,5,9,NA,NA,3,NA,22676.060546875,NA,13,9,NA,NA,8858.849609375,0,NA,0,3,9,NA,NA,0
1928,7,NA,1,0,5230193,1,10,39,NA,NA,6,NA,16276.919921875,NA,NA,39,NA,NA,NA,NA,NA,NA,3,39,NA,0,NA
1952,1,NA,1,0,6284176,1,8,42,NA,NA,7,NA,15186.599609375,NA,NA,42,NA,NA,NA,NA,NA,NA,3,42,NA,0,NA
1951,5,660001,0,1,660003,0,11,29,NA,320,2,NA,82098.5,NA,19,29,NA,77880,0,0,0,0,1,29,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,1,NA,0,1,577170,0,9,21,NA,NA,2,NA,73012.5,NA,NA,21,NA,NA,NA,NA,NA,NA,2,21,NA,0,NA
1913,6,NA,0,1,1321002,0,11,34,0,0,0,1,197945,NA,55,34,NA,NA,NA,NA,NA,0,2,34,NA,NA,1
1955,1,NA,NA,NA,2666173,0,9,42,NA,NA,1,NA,58410,NA,NA,42,NA,NA,NA,NA,NA,NA,3,42,NA,0,NA
1909,3,NA,0,1,583001,1,12,29,181720,3000,0,1,201190,1,60,29,0,NA,NA,NA,NA,0,1,29,0,1,0
1967,11,NA,0,1,682004,1,11,42,NA,NA,1,NA,34429.44921875,NA,1,42,NA,NA,NA,0,NA,0,3,42,NA,NA,0
1930,3,NA,0,1,733002,0,10,34,16874,1224,3,1,74959.5,NA,40,34,NA,NA,NA,NA,NA,0,2,34,NA,NA,1
1931,11,NA,0,1,8172228,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1931,5,NA,0,1,2882001,1,9,43,45430,2000,2,1,84370,1,38,43,0,NA,NA,NA,NA,0,4,43,0,1,0
1921,11,NA,0,1,1740001,1,10,42,53146.609375,1763,3,1,53146.609375,1,47,42,0,NA,NA,NA,NA,0,3,42,0,1,0
1950,4,NA,0,1,7743002,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1912,11,NA,0,1,6006001,1,10,2,64900,3000,0,1,107085,1,57,2,0,NA,NA,NA,NA,0,4,2,0,1,0
1960,4,1028001,0,1,1028006,0,5,37,NA,NA,4,NA,66639.3203125,NA,7,37,NA,NA,0,0,0,0,1,37,NA,NA,0
1963,4,3294001,0,1,3294171,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1953,6,NA,1,0,6802005,1,6,17,NA,188,1,NA,17756.640625,NA,15,17,NA,NA,4672.7998046875,0,NA,0,3,17,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,6,NA,NA,NA,5550181,0,8,21,NA,NA,6,NA,52030.328125,NA,NA,21,NA,NA,NA,NA,NA,NA,2,21,NA,0,NA
1947,4,6567001,1,0,6567003,0,11,17,NA,NA,2,NA,18035.7109375,NA,22,17,NA,14011.91015625,1687.40002441406,0,0,0,3,17,NA,NA,0
1941,9,NA,0,1,7817001,1,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1926,11,NA,1,0,5697001,0,11,31,19470,1032,0,0,28231.5,1,42,31,0,NA,NA,NA,NA,0,1,31,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,1,649001,0,1,649003,0,10,21,NA,NA,2,NA,59987.0703125,NA,3,21,NA,59708,0,0,0,0,2,21,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,6,NA,0,1,53207,0,11,34,NA,NA,8,NA,64004.37890625,NA,NA,34,NA,NA,NA,NA,NA,NA,2,34,NA,0,NA
1963,1,NA,0,1,9273002,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1956,5,NA,0,1,1445171,0,12,48,NA,NA,4,NA,69832.3984375,NA,NA,48,NA,NA,NA,NA,NA,NA,2,48,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1923,1,NA,0,0,5439190,0,6,14,NA,NA,7,NA,52569,NA,NA,4,NA,NA,NA,NA,NA,NA,4,4,NA,0,NA
1933,5,NA,0,1,9025001,1,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1929,8,NA,0,1,203001,1,9,31,116820,2940,3,1,118118,1,38,31,0,NA,NA,NA,NA,0,1,31,0,1,0
1961,8,NA,1,0,5782005,1,11,24,NA,NA,3,0,30723.66015625,NA,7,24,NA,NA,11136.83984375,0,NA,0,2,24,NA,NA,0
1916,4,NA,0,1,1281174,1,10,31,NA,NA,1,1,173283,NA,NA,31,NA,NA,NA,NA,NA,NA,1,31,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,9,321001,0,1,321004,0,12,21,NA,NA,2,NA,94105,NA,15,21,NA,94105,0,0,0,0,2,21,NA,NA,0
1967,6,5450001,1,0,5450004,0,8,32,NA,NA,3,0,16614.400390625,NA,3,32,NA,13369.400390625,3245,0,0,0,3,32,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,2,NA,0,1,2178170,1,9,31,NA,NA,2,NA,113575,NA,NA,31,NA,NA,NA,NA,NA,NA,1,31,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,12,1803001,1,0,1803170,1,6,19,NA,NA,2,0,34312.62890625,NA,NA,19,NA,31152,3160.6298828125,0,0,NA,3,19,NA,0,NA
1966,2,NA,1,0,5274177,0,9,45,NA,NA,2,NA,34643.62109375,NA,NA,45,NA,NA,NA,NA,NA,NA,3,45,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,6,NA,0,1,8311002,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1949,5,NA,0,1,7702002,0,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,10,NA,0,1,545170,1,11,24,NA,NA,0,NA,38485.69921875,NA,NA,24,NA,NA,34591.69921875,0,NA,NA,2,24,NA,0,NA
1949,7,2773001,0,1,2773003,1,10,16,NA,480,0,0,89918.953125,NA,20,16,NA,47195.28125,32054.109375,0,0,0,3,16,NA,NA,0
1960,11,NA,0,1,8132001,1,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
