"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"11061",0,0,1,15,3,7,1947,NA,1171,35,29640,5283,2,1,83980,11,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,12,12,81510,0,0,0,0,1,20,0,1,NA,1
"11099",0,0,1,13,11,10,1953,34,0,28,0,160,4,1,31616,2,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"11106",0,0,1,12,2,8,1957,5,1225,25,3025.75,6154,2,1,61132.5,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"11114",1,0,1,12,1,8,1957,14,480,25,NA,1578,0,NA,65393.25,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,16,12,31616,20068.75,0,0,0,2,14,0,1,NA,0
"11117",0,0,1,9,12,8,1929,NA,0,52,0,2274,1,NA,34649.16015625,10,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"11132",1,0,1,8,2,9,1927,NA,2024,55,66690,95,1,1,97071,31,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"11142",1,0,1,12,11,10,1947,NA,1452,34,59280,312,3,1,65825.5,10,0.800000011920929,0,1729,1729,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,37,0,1,1,0
"11183",0,0,1,12,3,13,1928,NA,0,53,0,954,0,NA,54340,25,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"11186",0,0,1,17,6,10,1956,24,1092,25,21728.58984375,6236,1,1,10477.740234375,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"11207",1,0,1,16,8,9,1938,NA,2122,43,67349.4921875,4730,0,0,69819.4921875,19,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"11209",1,0,1,12,2,13,1946,NA,2132,36,64220,3438,1,1,109174,12,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,22,0,1,1,0
"11241",0,1,0,14,11,11,1940,NA,1248,41,17784,5949,0,0,49301.19921875,15,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"11270",0,0,1,8,11,7,1923,NA,692,58,7410,47,0,NA,22269.51953125,30,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"11274",0,0,1,12,8,10,1951,40,2058,30,29887,3376,2,1,96626.3984375,6,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,0,1,NA,1
"11284",1,0,1,12,6,11,1926,NA,1880,55,83980,144,1,1,138085.34375,31,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"11302",1,1,0,12,9,11,1938,NA,1625,43,61750,1688,0,1,104048.75,19,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"11324",0,0,1,14,10,10,1921,NA,1380,54,59280,1370,0,NA,177840,1,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"11329",0,0,1,6,8,11,1938,NA,0,44,0,1162,0,1,66690,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"11347",1,0,1,17,8,10,1927,NA,2574,54,87191,96,0,1,93785.8984375,23,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,0,1,0
"11349",0,NA,NA,12,NA,10,NA,NA,2008,32,22230,4832,2,NA,63948.30078125,14,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"11351",0,0,1,16,7,12,1949,NA,702,32,23220.470703125,1298,0,0,34755.37109375,8,0.200000002980232,0,6718.39990234375,6718.39990234375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,1,0
"11365",0,0,1,12,10,11,1940,NA,2000,41,29640,3921,0,1,88092.546875,15,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,0,0,NA,1
"11369",0,NA,NA,12,11,8,1950,NA,1857,31,14820,5286,2,NA,59774,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"11441",0,0,1,16,3,8,1927,NA,1292,55,11856,747,0,0,24453,19,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"11496",0,1,0,13,7,7,1949,NA,1800,32,22230,3798,1,NA,44460,13,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"11512",1,0,1,12,1,12,1947,NA,2573,35,27878.890625,3546,3,1,49414.8203125,11,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"11541",1,0,1,12,1,7,1953,4,958,29,11115,5140,1,1,26132.599609375,6,1,0,2667.60009765625,2667.60009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"11571",1,0,1,12,5,8,1954,34,1718,27,63217.1796875,1752,0,0,71696.6875,8,0.200000002980232,0,6676.41015625,6676.41015625,0,0,0,0,0,12,12,36062,0,0,0,0,2,34,0,1,1,0
"11588",0,0,1,12,7,9,1923,NA,1646,58,39273,1523,0,0,65455,10,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"11595",0,0,1,10,12,8,1952,45,0,29,0,6299,1,0,9509.5,NA,0.5,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,45,0,0,1,0
"11597",1,0,1,17,8,10,1953,14,1558,28,34086,1612,0,0,55688.62109375,7,0.5,0,0,0,0,0,0,0,0,12,12,17260.359375,5928,0,0,0,2,14,0,1,1,0
"11659",0,0,1,16,2,8,1925,NA,588,57,6175,2114,0,1,44867.55078125,27,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"11660",0,0,1,14,5,10,1956,31,709,25,7410,3885,2,1,61626.5,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,27664,0,NA,0,1,31,0,1,NA,1
"11690",0,0,1,12,5,11,1934,NA,0,47,0,6010,0,1,186238,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,0,NA,1
"11731",1,0,1,14,3,11,1953,4,2036,29,30628,3857,0,0,31369,4,0.300000011920929,0,0,0,0,0,0,0,0,NA,16,114855,NA,NA,0,0,4,4,0,1,1,0
"11745",1,0,1,14,5,12,1944,NA,1717,37,62985,1678,1,1,88179,16,0.400000005960464,0,0,10374,10374,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"11749",0,0,1,14,4,10,1952,46,1912,29,61750,2600,0,0,61750,5,0.300000011920929,0,0,0,0,0,0,0,0,14,16,108680,20995,0,0,0,4,46,0,1,1,0
"11775",0,0,1,14,9,12,1944,NA,1565,37,17290,1602,2,1,52611,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"11805",1,1,0,12,11,7,1931,NA,2060,50,51870,3957,0,1,56686.5,26,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"11811",1,0,1,12,6,4,1955,37,1330,26,14815.0595703125,3238,1,1,36659.73828125,1,NA,0,2420.60009765625,2420.60009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"11814",1,0,1,16,10,11,1941,NA,2254,40,118560,2745,0,1,118560,13,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"11847",1,0,1,12,12,7,1954,12,1960,27,74100,5559,0,1,137826,9,0.300000011920929,0,0,0,0,0,0,0,0,8,12,34580,27170,0,0,0,2,12,0,1,1,0
"11872",0,0,1,8,8,8,1930,NA,0,52,0,1303,2,1,74897.8125,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"11881",0,1,0,14,8,10,1933,NA,1788,48,61750,663,1,0,64961,16,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,8,0,1,1,0
"11894",0,0,1,12,8,9,1951,37,2352,30,NA,315,0,0,139641.453125,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,10,50635,0,0,0,0,1,37,0,1,NA,0
"11898",0,0,1,13,7,12,1944,NA,1928,37,46930,3799,1,1,91711.1015625,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"11913",1,0,1,12,NA,8,NA,NA,747,31,0,234,4,NA,34898.62890625,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,0,0,0,0
"11917",0,0,1,15,2,9,1957,43,520,25,0,210,0,1,88920,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,39520,37050,0,0,0,4,43,1,0,NA,0
"11936",0,0,0,9,12,7,1953,4,1445,28,9880,3100,3,1,52816.01171875,1,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,8,11,0,0,0,0,0,4,4,0,1,NA,1
"11953",0,0,1,16,7,13,1947,NA,1354,34,24700,4722,3,1,59280,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,0,1,NA,1
"11954",0,0,1,11,10,12,1937,NA,0,44,0,3340,0,1,51618.05859375,5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"11963",1,0,1,12,7,8,1955,21,1420,26,32110,5396,3,1,59991.359375,2,0.800000011920929,0,1896.9599609375,1896.9599609375,0,0,0,0,0,NA,8,NA,NA,NA,NA,0,2,21,0,1,1,0
"11979",0,0,1,13,3,11,1943,NA,1020,39,7657,1070,1,1,112632,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"11994",1,0,1,12,5,11,1943,NA,2147,39,52050.30859375,4807,4,1,101640.5,14,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"12012",1,0,1,13,10,9,1945,NA,1968,36,59280,4911,0,1,90219.21875,15,0.5,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,3,9,0,1,1,0
"12019",1,0,1,7,2,1,1941,NA,2507,41,35958.26171875,934,0,0,72249.96875,17,0.699999988079071,0,812.630004882812,812.630004882812,0,0,0,0,0,NA,2,0,NA,NA,0,0,3,16,0,1,1,0
"12027",0,NA,NA,12,1,7,1956,10,0,26,0,6035,2,NA,37050,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,0,0,NA,1
"12029",1,0,1,12,7,10,1940,NA,2000,41,41990,1952,1,1,86450,8,0.400000005960464,0,0,0,0,0,0,0,0,4,NA,NA,0,0,NA,0,3,9,0,1,1,0
"12030",1,0,1,12,10,12,1936,NA,2356,45,79040,1124,1,1,92402.703125,21,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"12040",1,0,1,10,7,8,1928,NA,1640,53,45942,4782,0,1,88090.078125,27,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"12045",0,0,1,12,8,10,1945,NA,1840,36,13585,3464,4,1,63387.609375,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"12061",0,0,1,12,6,9,1946,NA,2095,35,44460,1825,0,0,75335,11,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"12072",0,0,1,12,6,8,1955,36,0,27,0,4902,3,1,72939.1015625,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"12083",1,0,0,14,5,10,1941,NA,2648,40,92276.7265625,4390,4,1,95129.578125,17,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"12084",1,0,1,13,9,11,1941,NA,2096,40,42978,6423,5,1,42978,17,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"12119",1,0,1,6,6,0,1946,NA,1940,35,22432.5390625,4986,1,1,50521.37890625,11,0.5,0,3477.76000976562,3477.76000976562,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"12139",1,0,1,17,7,13,1948,NA,1647,33,46930,5952,1,1,75211.5,9,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"12150",0,0,1,12,2,8,1935,NA,1615,46,21983,3854,0,1,53524.8984375,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"12209",0,0,1,9,10,9,1928,NA,942,53,9880,4978,1,NA,50573.25,20,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"12268",0,0,1,17,1,12,1932,NA,2639,50,64590.5,5255,0,0,68295.5,26,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"12273",0,0,1,14,12,9,1940,NA,1843,41,22230,2,2,0,34678.80078125,15,0.400000005960464,0,0,0,0,0,0,12448.7998046875,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"12296",1,0,1,12,10,6,1956,37,1598,25,27170,4048,2,1,48214.3984375,2,0.800000011920929,0,1284.40002441406,1284.40002441406,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"12297",1,0,1,9,3,10,1946,NA,2187,35,56810,1811,2,1,123500,9,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"12298",1,0,1,10,12,6,1926,NA,960,55,10374,1895,0,1,45685.12109375,25,0.600000023841858,0,3695.1201171875,3695.1201171875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"12301",1,0,1,12,3,7,1950,NA,1140,32,19760,452,4,1,55822,9,1,0,0,0,0,0,0,0,0,5,2,14820,9880,0,0,0,4,4,0,1,1,0
"12329",0,0,1,12,12,10,1948,NA,0,33,0,2992,3,1,14079,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"12340",0,0,1,12,6,8,1941,NA,1960,41,34580,5690,1,1,10127,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"12365",1,0,1,12,11,6,1942,NA,1880,39,44460,4658,0,0,44460,16,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"12375",0,0,1,16,6,9,1952,34,1253,29,29640,3299,1,1,130169,6,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"12380",0,0,1,7,5,10,1944,NA,1164,37,10583.9501953125,1072,6,1,54095.46875,3,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"12417",0,0,1,12,1,11,1943,NA,2080,39,23119.19921875,3066,1,NA,73754.203125,7,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"12422",1,0,1,17,8,12,1950,NA,1172,31,49400,1393,0,1,89414,8,0.5,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,4,5,0,0,1,0
"12439",1,0,1,9,11,10,1927,NA,3120,54,28652,5588,2,1,31122,31,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"12480",0,0,1,12,6,12,1932,NA,2071,49,59280,2106,0,NA,131404,23,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,37,0,1,NA,1
"12503",1,0,1,12,5,9,1947,NA,1885,34,60515,3455,3,1,66134.25,11,0.699999988079071,2161.25,0,2161.25,0,0,0,0,0,6,NA,NA,0,0,NA,0,1,37,0,1,1,0
"12518",0,0,1,12,4,9,1929,NA,0,53,0,4323,0,1,11905.400390625,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"12542",0,1,0,16,6,11,1922,NA,0,59,0,1907,1,0,66937,8,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,0,1,0
"12549",0,0,1,8,1,11,1922,NA,0,60,0,262,0,1,25678.119140625,26,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"12559",0,1,0,16,6,7,1953,23,2082,28,9880,4740,3,NA,64220,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,0,0,NA,1
"12570",0,0,1,17,10,11,1948,NA,0,33,0,4939,2,1,74841,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,0,0,NA,1
"12575",0,0,1,8,3,9,1932,NA,990,51,13767.7802734375,3895,0,1,41098.328125,15,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"12579",0,0,1,11,6,11,1926,NA,0,55,0,311,0,1,156845,6,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"12587",0,1,0,12,5,5,1953,3,0,28,0,4759,4,1,14543.3603515625,3,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"12597",1,0,1,16,9,13,1955,46,1227,26,16474.900390625,3994,0,0,16474.900390625,5,1,0,0,0,0,0,0,0,0,16,16,38223.25,37744.0703125,0,0,0,6,NA,0,1,1,0
"12619",0,0,1,12,10,12,1924,NA,1911,57,24047.919921875,5537,0,0,94526.8984375,30,0.400000005960464,0,0,0,0,0,0,0,0,11,NA,NA,0,0,NA,0,1,29,0,1,1,0
"12621",0,1,0,14,3,5,1954,31,1899,28,11917.75,6702,2,0,14634.75,7,1.5,0,0,1482,0,0,0,0,600,8,12,0,0,0,0,0,1,31,0,1,1,0
"12623",0,0,1,12,8,9,1950,NA,1840,32,33322.76953125,4430,2,1,82747.46875,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,11,8,0,32566.94921875,0,0,0,2,12,0,1,NA,1
"12641",0,0,1,12,6,11,1944,NA,0,38,0,4807,4,1,101640.5,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"12645",1,0,1,16,10,11,1934,NA,3220,47,246997.53125,1849,2,1,382603,23,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"12646",1,0,1,12,7,7,1950,NA,1960,31,61750,760,1,1,65850.203125,7,0.600000023841858,0,889.200012207031,889.200012207031,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"12687",0,0,1,15,11,9,1938,NA,1984,43,29640,136,2,1,141037,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"12747",1,0,1,17,6,10,1954,31,2695,27,66690,4794,0,0,100116.5078125,8,0.600000023841858,0,0,0,0,0,0,0,0,12,NA,NA,27664,0,NA,0,1,31,0,1,1,0
"12776",1,0,1,16,8,12,1954,37,2124,27,49400,1411,0,1,79040,3,0.5,0,0,0,0,0,0,0,0,12,16,98800,0,0,0,0,1,37,0,1,1,0
"12781",1,0,1,13,11,12,1950,NA,2402,31,60021,958,2,1,90599.6015625,8,0.699999988079071,1432.59997558594,0,1432.59997558594,0,0,0,0,0,12,12,5606.89990234375,7039.5,0,0,0,2,48,0,1,1,0
"12782",1,0,1,16,12,10,1953,20,1960,28,54340,4245,1,1,75088,4,0.5,0,0,0,0,0,0,0,0,9,NA,NA,0,0,NA,0,1,20,0,1,1,0
"12792",1,0,1,13,4,10,1948,NA,1984,33,30381,140,2,1,54340,9,0.800000011920929,0,0,0,0,0,0,0,0,12,12,83980,26490.75,0,0,0,4,4,0,1,1,0
"12819",1,0,1,16,5,10,1947,NA,1840,34,44460,2871,1,1,74347,10,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"12824",1,0,1,15,8,11,1940,NA,2400,41,88920,1398,2,1,91970.453125,18,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"12836",0,0,1,12,1,11,1944,NA,1976,38,46930,2655,2,NA,160550,11,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"12858",1,0,1,14,1,10,1955,24,2080,27,21093.80078125,4832,2,1,63948.30078125,3,0.699999988079071,0,0,0,0,0,0,4668.2998046875,0,12,16,69160,10621,0,0,0,2,24,0,1,1,0
"12883",1,0,1,17,12,12,1945,NA,3067,36,71753.5,4037,2,1,121153.5,12,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"12888",0,0,1,12,5,9,1951,21,450,30,2223,3102,2,1,76323,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"12889",0,NA,NA,16,2,7,1941,NA,768,41,4940,4876,0,NA,39816.3984375,16,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"12895",1,0,1,12,6,7,1924,NA,2646,57,66334.3203125,5008,0,1,234183.171875,33,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"12902",0,0,1,9,11,8,1954,34,208,27,2964,6152,3,1,84474,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"12910",0,1,0,9,3,5,1924,NA,0,58,0,4762,0,1,19473.48046875,12,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"12930",0,0,1,12,12,9,1951,46,0,30,0,5338,2,1,61750,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"12960",1,0,1,16,2,9,1956,21,3220,26,66319.5,1955,0,1,87067.5,7,0.5,0,0,0,0,0,0,0,0,12,12,63602.5,0,0,0,0,2,34,0,1,1,0
"12966",0,0,1,12,7,8,1927,NA,2174,54,23052.509765625,5144,0,1,86361.078125,25,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"12974",0,0,1,16,11,11,1944,NA,1375,37,3211,3441,2,1,76817,9,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,NA,0,0,1,6,0,1,NA,1
"13007",0,0,1,14,10,9,1950,NA,0,32,0,3444,3,1,78014.953125,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,11,11,0,13767.7802734375,0,0,0,1,31,0,0,NA,1
"13031",0,0,1,16,10,10,1941,NA,2352,39,49400,2995,1,1,127205,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"13075",0,0,1,12,11,7,1926,NA,0,55,0,1425,0,1,45040.44921875,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"13087",0,NA,NA,12,3,9,1944,NA,1936,38,32110,361,0,NA,65455,14,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"13095",1,0,1,11,5,9,1943,NA,1736,38,45695,5919,3,1,65998.3984375,13,1,2272.39990234375,0,3408.60009765625,0,0,460,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"13099",0,0,1,12,1,13,1922,NA,2304,60,NA,2930,0,NA,123339.453125,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,0,0,NA,0,1,37,0,1,NA,0
"13129",0,1,0,11,10,0,1953,34,0,28,0,618,2,0,7795.31982421875,2,0.800000011920929,0,0,11648.51953125,0,0,1560,0,3156,11,NA,NA,0,0,NA,0,2,34,0,0,1,0
"13134",0,1,0,11,5,10,1953,8,0,28,0,667,1,0,44460,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,61750,0,NA,0,3,19,0,0,NA,1
"13145",0,0,1,14,12,12,1943,NA,258,38,2223,4579,0,0,86203,5,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5,50,1,0,1,0
"13160",0,0,1,12,9,8,1951,37,0,30,0,5032,4,1,45275.1015625,6,1,NA,NA,NA,NA,NA,NA,NA,NA,12,10,35815,5187,0,0,0,1,37,0,0,NA,1
"13170",1,0,1,17,8,10,1926,NA,2332,56,67925,4721,2,1,72741.5,31,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"13172",1,0,1,15,8,10,1947,NA,1000,34,8645,6131,0,0,27170,10,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"13180",1,0,1,12,11,10,1953,37,2064,35,37050,4331,1,1,64975.8203125,16,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
