"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"64959",0,1,0,10,5,7,1932,1960,39,22640.509765625,61,1,1,58441.98828125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"64988",1,0,1,16,2,10,1941,2024,31,59176,2756,2,1,64638.3984375,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,88,0,1,1,0
"65005",1,0,1,12,10,10,1941,NA,31,NA,929,0,0,64979.80078125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,12,8,43835.76171875,2276,0,0,0,2,21,NA,NA,NA,NA,NA,0
"65034",1,1,0,11,NA,5,NA,2220,56,79660,3078,1,1,131200.015625,0.600000023841858,330.019989013672,330.019989013672,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"65080",0,0,1,14,2,12,1932,2256,40,28450,401,2,1,118010.6015625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"65152",0,1,0,12,1,10,1944,0,28,0,4549,2,1,56900,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"65173",0,0,1,15,10,12,1944,500,27,15647.5,4302,2,1,73970,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"65226",1,0,1,15,12,11,1925,2770,47,135194.40625,4934,2,1,264585,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,51,0,1,1,0
"65238",1,0,1,12,12,8,1942,2080,29,NA,1125,0,0,128417.609375,1,NA,NA,NA,NA,NA,NA,NA,12,12,34885.390625,0,0,0,0,1,20,NA,NA,NA,NA,NA,0
"65260",1,0,1,17,3,12,1918,0,54,0,236,1,1,71733.828125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,4,NA,1,0,1,0
"65271",0,0,1,13,3,11,1913,1769,59,35152.8203125,3621,0,0,39363.421875,0.100000001490116,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,33,0,1,1,0
"65299",1,0,1,12,7,12,1942,2117,29,53844.46875,1788,5,1,59170.30859375,1.20000004768372,0,5325.83984375,0,5325.83984375,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,51,0,1,1,0
"65301",0,0,1,11,4,0,1921,0,51,0,2566,0,NA,51210,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"65319",0,0,1,12,9,11,1926,0,45,0,859,2,1,91040,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"65321",0,0,1,12,10,12,1945,0,26,0,4912,3,1,45520,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"65337",1,1,0,12,2,8,1938,2000,34,43346.421875,3077,0,1,60985.421875,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,61,0,1,1,0
"65342",0,0,1,14,1,12,1941,1120,32,4324.39990234375,1596,3,1,70043.8984375,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"65364",1,0,1,15,9,13,1938,2430,33,56900,407,2,1,60348.140625,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,61,0,1,1,0
"65411",0,0,1,12,6,12,1935,0,36,0,3590,2,1,80365.5625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"65427",0,0,1,12,7,7,1943,640,27,3829.3701171875,2435,1,1,40876.9609375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"65435",1,0,1,16,11,13,1946,2040,25,18208,3062,0,1,40609.53125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,91,0,1,1,0
"65466",1,0,1,12,4,13,1926,1960,46,50072,2267,1,1,89333,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,86,0,1,1,0
"65477",1,0,1,12,9,10,1926,2600,45,91040,4498,3,1,96730,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,71,0,1,1,0
"65566",1,0,1,13,8,11,1940,3364,31,64496.1484375,841,2,1,66260.046875,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,92,0,1,1,0
"65575",1,0,1,12,NA,11,NA,990,25,27881,2406,1,1,64297,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,0,0,1,0
"65592",0,0,1,12,12,8,1919,800,52,9428.330078125,1280,1,0,14890.73046875,0.5,0,5462.39990234375,5462.39990234375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,0,0,1,0
"65599",1,0,1,9,NA,10,NA,1840,59,25149.80078125,4209,0,1,65435,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,51,0,1,1,0
"65627",1,0,1,12,2,13,1947,1611,25,28450,1275,2,1,53565.66015625,0.600000023841858,2355.65991210938,2355.65991210938,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,0,0,1,0
"65687",1,0,1,12,2,8,1915,2323,57,71125,1922,1,1,71125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,30,0,1,1,0
"65742",0,0,1,17,6,11,1947,1435,25,38123,3979,1,1,106403,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,28,NA,NA,NA,NA,NA,1
"65751",1,1,0,5,5,7,1930,2250,42,66004,2455,4,1,112662,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,1,61,0,1,1,0
"65765",0,NA,NA,11,NA,3,NA,NA,55,NA,2925,0,NA,24563.73046875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,0
"65796",1,0,1,16,5,9,1934,2384,37,60951.28125,4112,4,1,86374.203125,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,62,0,1,1,0
"65797",1,0,1,16,3,12,1923,2070,49,221910,3867,0,1,248084,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,44,0,1,1,0
"65827",0,0,1,12,1,12,1928,0,44,0,2334,0,1,80229,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"65858",0,1,0,12,9,7,1940,80,31,1138,760,2,1,40968,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"65873",0,0,1,12,6,11,1928,0,43,0,146,2,1,76985.703125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"65922",1,0,1,17,11,10,1943,2066,28,45235.5,3808,3,1,82817.953125,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,71,0,1,1,0
"65955",0,0,1,7,5,10,1926,0,45,0,570,1,NA,30532.5390625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"65960",0,0,1,12,4,10,1941,1760,31,17070,2339,3,1,46089,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"66086",0,0,1,13,4,12,1946,0,26,0,553,1,1,163303,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"66132",1,1,0,6,1,9,1917,2080,56,21895.119140625,3965,4,1,21895.119140625,1.39999997615814,0,6554.8798828125,0,0,1152,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,92,0,1,1,0
"66164",0,0,1,12,8,11,1920,4050,52,30726,2533,0,0,30726,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"66244",0,0,1,14,2,13,1946,0,26,0,4055,2,1,43813,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"66261",0,0,1,1,10,10,1914,0,58,0,3728,0,1,76530.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"66275",0,0,1,16,4,11,1923,0,48,0,2660,0,NA,131723.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"66314",0,0,1,12,3,13,1917,0,55,0,118,0,NA,68280,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"66323",0,0,1,7,9,9,1944,0,27,0,1109,2,NA,27312,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"66356",0,0,1,NA,NA,7,NA,344,25,NA,867,0,NA,17206.560546875,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,1991.5,0,NA,0,3,41,NA,NA,NA,NA,NA,0
"66390",1,0,1,16,NA,10,NA,2508,34,69987,3000,4,1,76246,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,31,0,1,1,0
"66466",0,0,1,11,4,9,1924,960,48,15721.4697265625,4069,1,1,96747.0703125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"66471",1,0,1,16,12,12,1944,0,27,0,4183,0,1,78578.8984375,0.699999988079071,0,0,0,0,0,0,0,12,NA,10242,0,0,0,0,2,21,NA,NA,1,0,1,0
"66473",0,0,1,12,8,9,1931,416,40,4028.52001953125,3206,1,1,85475.1796875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"66481",0,0,1,12,10,12,1934,0,38,0,1300,2,1,85702.78125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"66491",1,0,1,12,11,12,1944,2000,27,NA,2894,0,0,62794.83984375,0.5,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,17070,0,NA,0,1,6,NA,NA,NA,NA,NA,0
"66514",1,0,1,15,9,11,1928,2112,43,113800,147,3,1,127740.5,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,85,0,1,1,0
"66541",0,0,1,6,9,8,1936,0,36,0,1952,3,NA,69133.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"66551",1,1,0,3,NA,6,NA,NA,58,NA,41,0,NA,27881,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,NA,NA,NA,NA,NA,0
"66564",1,0,1,8,1,9,1917,2060,55,66117.796875,870,0,1,80763.859375,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,55,0,1,1,0
"66574",1,0,1,12,5,9,1914,3060,57,44382,2883,1,1,51210,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,61,0,1,1,0
"66577",0,0,1,15,NA,12,NA,0,39,0,1644,3,NA,84496.5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"66593",1,0,1,8,9,9,1922,2000,49,65435,1584,2,1,97299,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,33,0,1,1,0
"66642",0,0,1,16,5,11,1930,150,41,1536.30004882812,1101,3,NA,122352.0703125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"66672",0,0,1,8,11,8,1930,220,42,1991.5,1906,5,1,121128.71875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"66691",1,0,1,NA,NA,9,NA,2880,29,46089,3668,2,1,63830.421875,0.800000011920929,0,14987.4599609375,0,13758.419921875,216,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,51,0,1,1,0
"66697",0,NA,NA,6,NA,5,NA,0,54,0,1671,0,NA,29411.609375,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"66732",0,0,1,14,9,8,1946,0,25,0,3354,2,1,51870.0390625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"66736",0,0,1,9,5,10,1921,1975,49,18435.599609375,2543,0,1,114027.6015625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"66740",0,0,1,12,5,9,1941,1976,30,38709.0703125,232,3,0,46219.87109375,0.800000011920929,0,0,0,0,0,8535,0,12,NA,NA,0,0,NA,0,2,21,NA,33,0,1,1,0
"66754",0,0,1,12,8,9,1918,0,54,0,1453,0,1,147940,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"66762",1,0,1,7,5,9,1939,2000,32,27312,1109,2,1,27312,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,61,0,1,1,0
"66817",1,0,1,3,NA,10,NA,NA,37,NA,500,5,NA,35915.28125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,0
"66841",0,0,1,12,3,11,1924,0,47,0,2192,0,1,77549.0078125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"66846",0,1,0,6,3,9,1941,0,31,0,1986,1,NA,34140,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"66921",1,1,0,12,NA,9,NA,640,26,NA,2173,2,NA,44080.4296875,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,0,0
"66926",0,0,1,8,7,9,1916,0,55,0,298,2,0,114909.546875,0.699999988079071,0,3869.19995117188,3869.19995117188,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,0,0,1,0
"66930",0,0,1,13,3,9,1942,0,30,0,3235,3,NA,109589.3984375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"66932",1,0,1,12,7,9,1936,2136,35,65435,4554,3,1,73036.84375,0.699999988079071,0,0,0,0,0,1422.5,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,55,0,1,1,0
"66981",1,0,1,16,3,11,1922,2887,50,165010,2880,6,1,178666,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,62,0,1,1,0
"66985",1,0,1,8,9,11,1912,2450,59,59033.75,2706,1,1,74396.75,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,30,0,1,1,0
"66988",0,0,1,12,2,10,1918,120,54,1564.75,787,2,1,65508.96875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"66989",0,0,1,12,11,9,1939,336,32,3983,3668,2,NA,63830.421875,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"67002",1,0,1,12,5,10,1927,2184,44,28558.109375,2007,1,1,41076.109375,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,42,0,1,1,0
"67052",1,0,1,16,8,10,1945,2448,27,65435,4663,0,0,65435,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,71,0,1,1,0
"67064",1,0,1,16,NA,13,NA,2500,46,125180,389,2,1,133715,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,40,0,1,1,0
"67090",0,0,1,11,2,11,1944,NA,27,NA,1390,2,0,110670.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,73970,0,0,0,1,1,20,NA,NA,NA,NA,NA,0
"67123",0,0,1,15,1,9,1930,2000,42,49503,1136,2,NA,109908.0390625,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"67126",0,0,1,12,6,11,1913,0,57,0,1285,0,1,269706,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"67133",0,0,1,12,3,10,1930,1000,42,13087,1591,3,1,73657.046875,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"67136",1,0,1,12,5,9,1931,1920,40,59460.5,1262,2,1,107484.1015625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,40,0,1,1,0
"67137",1,0,1,16,11,10,1921,1960,50,52814.578125,2534,3,1,55602.6796875,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,2,40,0,1,1,0
"67190",1,0,1,12,8,9,1929,2940,42,113800,2093,2,1,126887,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,61,0,1,1,0
"67242",1,0,1,17,5,11,1927,3096,44,85350,1260,1,1,86488,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,88,0,1,1,0
"67243",0,NA,NA,12,NA,9,NA,2000,30,42675,1685,1,NA,113800,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"67262",1,0,1,9,6,10,1941,2250,30,NA,729,0,NA,58663.8984375,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11380,0,NA,0,1,31,NA,NA,NA,NA,NA,0
"67331",0,0,1,12,2,10,1934,3230,38,19915,3470,3,0,29588,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,84,0,1,1,0
"67388",1,0,1,14,5,9,1931,1983,40,68280,1673,3,1,78721.1484375,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,4,32,0,1,1,0
"67404",0,0,1,12,11,11,1923,1960,48,43158.6484375,1257,0,NA,97486.7734375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4,27,NA,NA,NA,NA,NA,1
"67412",0,0,1,14,7,10,1938,2519,33,NA,1531,0,NA,57070.69921875,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11835.2001953125,0,NA,0,1,20,NA,NA,NA,NA,NA,0
"67419",0,0,1,13,8,9,1938,2008,33,29588,2469,2,0,34367.6015625,0.600000023841858,0,4779.60009765625,4779.60009765625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,30,0,1,1,0
"67422",1,0,1,13,7,11,1923,2690,49,53184.4296875,616,1,1,147940,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,11,0,1,1,0
"67431",1,0,1,14,NA,12,NA,2600,47,66288.5,2924,0,1,108775.7265625,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,62,0,1,1,0
"67472",0,0,1,12,4,10,1931,52,41,569,3177,5,1,111125.703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"67500",0,0,1,13,3,10,1920,0,58,0,591,0,1,56900,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"67519",0,0,1,12,4,10,1943,0,28,0,290,3,1,18025.919921875,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"67529",0,0,1,14,10,9,1943,0,28,0,1762,3,1,69418,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"67567",1,0,1,8,11,10,1932,2118,54,61008.1796875,787,2,1,65508.96875,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,32,0,1,1,0
"67581",0,NA,NA,12,NA,9,NA,0,29,0,2889,2,NA,51210,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"67606",0,0,1,12,5,10,1918,1260,54,22191,2448,0,NA,137766.28125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4,4,NA,NA,NA,NA,NA,1
"67614",0,0,1,10,6,9,1940,0,31,0,2468,0,1,47227,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,NA,NA,NA,NA,NA,1
"67622",1,0,1,10,7,10,1924,1966,47,63728,1577,3,1,95421.296875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,NA,40,0,1,1,0
"67643",1,1,0,12,NA,6,NA,2000,32,NA,3006,1,NA,63608.51171875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,0
"67647",0,NA,NA,8,NA,12,NA,1224,41,11380,4801,1,NA,71409.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"67651",0,0,1,15,8,9,1941,2096,30,26134.169921875,2963,0,0,26845.419921875,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,2,82,0,1,1,0
"67678",0,0,1,10,4,10,1919,800,53,11380,4500,0,0,11664.5,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,2,NA,0,0,1,0
"67698",1,0,1,NA,NA,8,NA,0,26,0,257,0,0,13087,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,1,0,1,0
"67720",0,0,1,11,8,7,1916,240,57,19459.80078125,4595,1,1,59881.55859375,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,1,NA,0,0,1,0
"67809",1,0,1,12,8,9,1927,2178,44,65588.6328125,3425,1,0,94840.921875,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,1,92,0,1,1,0
"67832",1,0,1,7,12,7,1913,2090,60,22748.619140625,2324,0,1,24455.619140625,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,62,0,1,1,0
"67840",1,0,1,8,10,11,1926,2304,45,81936,3123,1,1,85065.5,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,31,0,1,1,0
"67865",1,0,1,12,NA,10,NA,NA,33,NA,2997,3,NA,49503,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,31,NA,NA,NA,NA,0,NA
"67924",1,0,1,12,NA,0,NA,1320,44,51210,4753,3,1,94158.1171875,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,51,0,1,1,0
"67928",0,0,1,12,11,8,1943,200,29,2845,4187,1,1,65435,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"67945",1,0,1,11,NA,10,NA,3354,57,8597.58984375,3527,1,1,33599.44921875,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,11,0,1,1,0
"67968",0,NA,NA,NA,NA,10,NA,340,43,2731.19995117188,978,0,NA,75278.703125,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,NA,1
"67975",1,0,1,13,7,12,1941,2080,30,50413.3984375,4509,0,0,79660,0.200000002980232,0,0,0,0,0,0,0,12,8,40512.80078125,0,0,0,0,3,3,NA,51,0,1,1,0
"68019",1,0,1,10,3,11,1942,1960,30,34140,2130,0,0,34140,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,51,0,1,1,0
"68039",0,1,0,8,1,10,1931,0,41,0,3585,4,1,92178,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"68042",0,0,1,13,4,10,1927,520,45,2845,792,2,0,20239.330078125,0.400000005960464,0,9314.5302734375,0,0,432,0,1205,NA,NA,NA,NA,NA,NA,0,4,5,NA,61,0,1,1,0
"68072",1,1,0,12,1,10,1929,1860,43,51210,2226,2,1,79660,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,86,0,1,1,0
"68081",0,0,1,8,6,7,1914,1880,57,28450,899,0,0,28450,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,86,0,1,1,0
"68099",1,0,1,12,NA,10,NA,1960,50,113800,3810,0,1,139405,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,92,0,1,1,0
"68129",1,0,1,12,7,11,1938,2650,34,43130.19921875,1332,2,1,90926.203125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,69,0,1,1,0
