"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"72",0,1,0,12,4,8,1952,10,2100,34,25620,1519,1,0,26250,15,1,0,0,0,0,0,0,630,0,12,11,0,0,0,0,0,3,10,0,1,1,0
"73",1,1,0,12,3,8,1961,10,1505,26,27300,1518,2,0,27300,2,5,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,3,10,0,1,1,0
"75",1,1,0,12,2,8,1953,10,1892,34,47250,4716,2,1,76020,14,3,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,3,10,0,1,1,0
"76",0,1,0,12,3,8,1958,10,1970,29,31500,2930,2,0,31500,9,2,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,3,10,0,1,1,0
"594",0,0,1,12,1,11,1942,NA,NA,45,NA,5718,0,NA,22079.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,0
"600",1,0,1,12,7,3,1954,4,1882,32,63105,3839,1,1,63105,12,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"632",1,0,1,11,5,11,1934,NA,2450,52,144900,152,0,1,144900,33,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"637",1,0,1,17,12,12,1943,NA,2160,43,126000,3087,1,1,160089.296875,23,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"671",0,0,1,12,7,11,1954,13,325,32,1260,4746,3,NA,66990,11,2,0,0,0,0,0,NA,5880,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"674",0,0,1,17,8,10,1951,40,634,35,14700,2867,2,1,113400,10,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,NA,1
"677",0,0,1,8,2,11,1934,NA,0,53,0,1976,0,NA,47250,18,5,0,0,8719.2001953125,8719.2001953125,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"701",1,0,1,17,9,9,1955,21,5200,31,67200,3916,2,1,91350,11,1,0,0,0,0,0,0,0,0,12,NA,NA,26848.5,0,NA,0,4,4,0,1,1,0
"759",0,0,1,17,4,11,1959,12,3060,27,23940,3576,0,1,57960,1,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"764",0,0,1,13,5,11,1960,12,1936,26,25200,5393,1,1,58800,7,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"769",0,0,1,12,4,10,1960,24,704,27,1365,6333,2,NA,48825,NA,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"770",0,1,0,13,1,9,1959,20,1871,28,43260,30,1,1,85890,8,2,0,0,0,0,0,NA,0,0,NA,11,52298.3984375,NA,NA,0,0,1,20,0,1,NA,1
"780",1,0,1,15,10,13,1960,32,2860,26,0,3206,0,0,2.09999990463257,6,1,0,0,0,0,0,0,0,0,16,16,75600,21000,0,0,0,3,32,0,1,1,0
"790",1,0,1,12,2,11,1952,12,3263,35,58800,2766,0,1,107100,15,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"796",1,0,1,12,5,12,1952,48,1762,35,36617.69921875,5208,0,0,39469.5,15,2,0,0,0,0,0,0,0,0,12,12,35882.69921875,0,0,0,0,2,48,0,1,1,0
"805",1,1,0,12,12,8,1949,NA,88,37,2520,3035,4,1,5922,17,2,0,0,8064,0,0,2220,0,1620,12,9,44100,0,0,0,0,2,34,1,0,1,0
"817",1,0,1,12,1,10,1943,NA,2232,45,39900,5095,0,0,40530,25,3,0,630,630,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"839",1,0,1,12,3,10,1945,NA,3060,42,47250,1163,2,1,49841.3984375,20,2,0,0,0,0,0,0,0,0,8,8,12600,0,0,0,0,3,41,0,1,1,0
"840",1,0,1,17,5,10,1954,34,2509,32,84000,5269,1,1,160650,13,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"841",0,0,1,12,12,10,1941,NA,0,45,0,4878,2,1,136080,7,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"842",0,0,1,16,2,11,1944,NA,250,43,5880,6364,3,1,472321.5,8,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,NA,1
"863",0,0,1,17,11,10,1950,NA,1740,36,66150,4325,1,NA,124950,18,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"865",1,0,1,10,9,9,1956,48,1800,30,52500,2133,2,0,75656.703125,10,3,2520,0,23083.19921875,20563.19921875,0,0,0,0,5,NA,NA,20727,0,NA,0,2,48,0,1,1,0
"892",1,0,1,12,7,9,1932,NA,1864,54,46200,5643,0,1,80220,33,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"893",0,0,1,16,2,10,1957,32,1384,30,17850,1611,2,1,89250,8,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"894",0,0,1,17,4,9,1943,NA,2013,44,29977.5,3039,1,1,132037.5,21,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"951",0,0,1,17,11,11,1958,14,1512,28,27300,3616,1,NA,56175,4,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"970",0,0,1,12,10,11,1948,NA,2040,38,16380,6204,0,1,21210,12,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,17,0,1,NA,1
"975",1,0,0,12,12,9,1938,NA,2410,48,88200,6314,0,1,131460,29,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"976",0,0,1,12,5,10,1960,41,2000,26,29400,1624,1,NA,102900,7,2,0,0,0,0,0,NA,0,0,5,5,10059,10920,0,0,0,3,41,0,1,NA,1
"998",0,0,1,12,5,11,1958,37,1114,29,9645.2998046875,6368,0,0,13530.2998046875,5,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"1036",0,1,0,13,7,10,1947,NA,2000,39,27300,1030,1,1,67515,12,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,NA,1
"1068",1,0,1,17,1,11,1950,NA,3440,37,24612,1559,1,1,85995,13,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"1106",1,0,1,12,5,7,1943,NA,NA,44,NA,822,1,1,12474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,630,0,NA,0,3,32,NA,NA,NA,0
"1114",1,0,1,14,12,13,1953,4,1560,33,76650,5897,0,0,93030,13,1,0,0,0,0,0,0,0,0,14,14,0,7192.5,0,0,0,4,4,0,1,1,0
"1154",0,0,1,17,12,8,1953,10,1756,33,55650,6516,1,1,94626,11,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"1161",1,0,1,13,9,10,1930,NA,NA,56,NA,6947,0,1,6652.7998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,0,0
"1172",1,0,1,16,7,12,1959,34,2214,27,65520,2842,0,0,66832.5,7,1,0,0,0,0,0,0,0,0,16,17,90300,42350.69921875,0,0,0,2,21,0,1,1,0
"1180",0,0,1,17,9,12,1948,NA,80,38,8400,1596,1,1,273000,NA,1,0,0,0,0,0,NA,0,0,12,11,NA,2100,0,0,0,2,24,0,0,NA,1
"1185",1,0,1,12,7,10,1958,39,2550,28,39900,2682,0,1,77700,8,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"1187",0,0,1,17,5,9,1952,20,1434,34,56700,1713,2,1,174825,14,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1205",1,0,1,17,3,11,1957,29,2470,30,84000,3954,0,1,141330,10,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"1211",0,0,1,17,11,7,1943,NA,1780,43,42000,4762,1,1,94806.6015625,19,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"1212",0,0,1,12,11,9,1943,NA,1344,42,14280,6314,0,1,131460,8,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1247",0,0,1,17,8,10,1956,37,1308,30,31500,3318,2,1,77595,7,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"1249",1,0,1,14,1,10,1958,29,2698,29,79800,1178,0,0,79800,9,2,0,0,0,0,0,0,0,0,12,14,59938.19921875,16380,0,0,0,1,31,0,1,1,0
"1289",0,0,1,14,3,12,1959,22,1752,28,25200,2504,1,1,77700,6,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,0,NA,1
"1290",0,0,1,16,5,10,1961,31,2480,25,37800,3449,0,1,132552,6,2,0,0,0,0,0,NA,0,0,12,NA,NA,16800,0,NA,0,3,45,0,1,NA,1
"1313",0,1,0,12,6,9,1924,NA,2000,60,30450,3709,0,NA,88670.3984375,41,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"1314",0,0,1,14,9,11,1960,14,2076,26,16800,1544,0,1,55650,7,1,0,0,0,0,0,NA,0,0,12,14,0,18270,0,0,0,2,26,0,1,NA,1
"1328",1,0,1,16,8,12,1926,NA,2508,60,129150,3656,0,1,191310,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"1334",0,0,1,12,1,10,1942,NA,1528,45,25830,2837,1,1,61143.6015625,25,3,0,1999.19995117188,1999.19995117188,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"1345",1,0,1,17,7,9,1953,4,2153,33,48888,1968,0,0,48909,12,2,0,0,0,0,0,0,0,0,15,16,58800,0,0,0,0,4,4,0,1,1,0
"1358",0,0,1,12,5,10,1943,NA,1800,43,21420,4623,0,1,90720,8,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"1371",1,0,1,17,11,12,1948,NA,1880,38,65100,1548,2,1,84567,15,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"1412",0,0,1,12,3,11,1960,39,1912,27,22050,3230,2,1,71400,1,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"1419",0,0,1,12,1,8,1956,20,0,31,0,2224,3,1,56700,6,2,0,0,0,0,0,NA,0,0,11,10,56700,12600,0,0,0,1,20,0,0,NA,1
"1427",1,0,1,16,12,11,1952,42,2763,34,NA,4563,0,NA,98000.703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,0,0
"1431",1,0,1,16,3,11,1927,NA,1944,60,110040,5493,0,1,191940,40,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,0,1,0
"1490",0,0,1,11,10,11,1941,NA,1936,45,29400,1716,0,1,85449,25,3,0,105,105,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"1495",0,0,1,12,3,11,1944,NA,1785,43,25200,4294,2,NA,105420,11,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"1505",1,0,1,12,8,9,1943,NA,2210,43,65465.3984375,4502,2,1,77151.8984375,26,1,0,0,1302,0,0,620,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"1506",0,1,0,14,10,4,1953,10,1984,33,31836,500,2,0,39767.69921875,18,2,0,0,0,0,0,0,6048,0,8,NA,NA,0,0,NA,0,3,10,0,1,1,0
"1511",1,0,1,16,4,10,1957,34,1250,29,0,542,0,NA,65100,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"1544",0,0,1,12,12,9,1950,NA,904,36,13337.099609375,2048,2,1,75786.8984375,7,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"1546",0,0,1,14,9,10,1951,23,0,35,0,3093,3,1,69730.5,14,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,0,NA,1
"1558",1,0,1,12,6,10,1958,4,1200,28,NA,6678,2,NA,105735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,0,0
"1576",1,0,1,12,12,10,1945,NA,2000,41,NA,1431,0,NA,100373.703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,1,0,NA
"1584",0,0,1,16,9,11,1943,NA,1820,43,79800,751,3,1,158865,23,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,38,0,1,NA,1
"1597",1,1,0,14,1,1,1958,34,1990,29,39690,1785,0,1,63315,9,1,0,0,0,0,0,0,0,0,11,NA,0,0,0,0,0,2,34,0,1,1,0
"1608",0,0,1,16,7,9,1936,NA,0,50,0,2223,1,1,223219.5,8,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"1612",0,1,0,12,5,7,1952,19,1920,34,31500,127,1,0,33843.6015625,14,4,0,0,0,0,0,0,2343.60009765625,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"1626",0,0,1,14,9,10,1950,NA,1085,36,7560,5259,0,1,145320,9,1,0,0,0,0,0,NA,0,0,14,NA,NA,60480,0,NA,0,2,34,0,1,NA,1
"1631",0,0,1,16,8,12,1953,34,256,33,8721.2998046875,1497,2,1,154654.5,12,2,0,0,0,0,0,NA,0,0,16,12,0,0,0,0,0,4,5,0,0,NA,1
"1644",0,1,0,16,2,4,1959,1,1452,28,6300,2516,1,1,15859.2001953125,5,2,0,319.200012207031,319.200012207031,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,NA,1
"1647",0,0,1,12,5,9,1953,32,0,33,0,4502,2,NA,77151.8984375,NA,3,0,0,0,0,0,NA,3477.60009765625,0,11,7,0,10500,0,0,0,3,32,0,0,NA,1
"1662",0,0,1,16,9,11,1938,NA,973,48,22260,895,0,1,207060,20,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"1664",0,0,1,12,11,12,1951,4,1822,35,60900,3400,1,NA,135609.59375,14,4,8400,0,8400,0,0,NA,0,0,12,17,0,0,0,0,0,4,4,0,1,NA,1
"1674",0,0,1,16,5,8,1950,NA,490,36,8400,6979,2,1,95907,17,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"1679",0,0,1,12,10,12,1956,29,0,30,0,1981,3,1,75600,NA,1,0,0,0,0,0,NA,0,0,12,12,0,0,0,0,0,1,29,0,0,NA,1
"1722",0,0,1,12,3,11,1954,36,2088,33,136500,4944,1,NA,346500,14,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1734",0,0,1,12,11,12,1949,NA,1988,37,29610,938,2,0,40362,17,2,0,0,0,0,0,0,10080,0,9,12,0,0,0,0,0,4,4,0,1,1,0
"1751",1,0,1,13,4,9,1959,37,NA,28,NA,4624,0,0,14771.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,14771.400390625,0,NA,1,1,37,NA,NA,NA,0
"1772",1,0,1,8,2,10,1928,NA,1962,59,48300,3809,0,1,48300,40,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"1776",1,0,1,12,1,10,1938,NA,2090,49,33600,6831,1,1,37380,29,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"1781",1,0,1,11,11,13,1959,34,1892,27,16800,4087,1,1,19950,8,2,0,0,5344.5,0,3150,1045,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"1834",1,0,1,12,8,9,1929,NA,1634,57,25200,863,0,1,40110,37,2,0,5250,5250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"1843",0,0,1,13,11,10,1961,45,2214,25,21630,1056,0,0,69930,5,3,0,0,0,0,0,NA,0,0,12,12,0,26880,0,0,0,3,35,0,1,NA,1
"1844",1,0,1,12,12,11,1928,NA,2000,57,75182.1015625,305,0,0,75182.1015625,NA,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"1847",0,1,0,12,7,9,1958,16,0,28,0,1455,3,0,6199.2001953125,NA,3,0,0,12650.400390625,0,0,3072,0,2952,8,NA,NA,0,0,NA,0,3,16,0,0,1,0
"1863",1,0,1,17,6,9,1949,NA,2127,37,88200,4853,3,1,97230,17,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"1869",0,0,1,13,2,11,1958,32,2000,28,36750,6280,0,NA,77170.796875,8,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"1889",1,0,1,15,4,11,1954,46,1920,33,58800,5797,1,1,67200,13,1,0,0,0,0,0,0,0,0,12,14,123900,16235.099609375,0,0,0,4,46,0,1,1,0
"1929",1,0,1,16,8,11,1926,NA,2500,60,49665,6432,0,1,84113.3984375,40,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"1945",1,0,1,16,10,11,1946,NA,2450,40,105000,5752,2,1,115500,20,1,0,0,0,0,0,0,0,0,17,16,17850,0,0,0,0,1,6,0,1,1,0
"1955",0,0,1,12,5,12,1960,16,0,26,0,1987,3,1,30951.900390625,1,3,0,0,0,0,0,NA,0,0,10,9,52500,31500,0,0,0,3,16,0,0,NA,1
"1956",0,0,1,12,8,11,1958,37,1157,28,16800,6131,1,1,63000,8,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"1981",0,0,1,12,2,10,1950,NA,1258,37,31500,632,2,1,84378,15,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"1982",0,0,1,16,5,12,1951,40,0,35,0,1277,4,1,37800,10,2,0,0,0,0,0,NA,0,0,12,12,41160,72030,0,0,0,2,40,0,0,NA,1
"1990",0,0,1,12,9,10,1947,NA,2400,39,81900,6738,1,1,178080,18,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"2001",0,0,1,16,10,13,1953,37,1530,33,18900,4427,2,1,75915,10,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2016",0,0,1,16,6,8,1949,NA,1556,37,18337.19921875,1223,3,1,57273.30078125,10,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
