"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"40974",0,0,1,12,11,11,1926,0,54,0,5693,2,1,96075.3984375,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,0,0,NA,1
"40987",0,0,1,16,9,8,1948,178,32,2882,419,2,NA,66086.8828125,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,14,16,104800,0,0,0,0,2,48,0,1,NA,1
"40993",1,0,1,17,3,12,1947,2623,34,89080,2450,0,1,141742,11,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,27,0,1,1,0
"41001",0,0,1,17,9,10,1945,541,35,15720,1213,2,NA,71264,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"41033",0,0,1,14,10,9,1952,0,27,0,6508,6,NA,32805.01953125,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0,0,NA,0,1,29,0,0,NA,1
"41081",0,0,1,17,10,11,1955,1880,25,36680,3220,0,1,73438.6015625,2,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"41101",1,0,1,12,8,9,1954,2080,26,47160,5680,2,1,47160,5,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"41106",1,0,1,16,12,9,1947,2550,32,83840,1484,0,0,96940,6,0.300000011920929,0,0,0,0,0,0,0,0,14,12,0,40610,0,0,0,1,29,0,1,1,0
"41130",1,0,1,17,5,12,1941,2016,40,73360,2494,2,1,73360,16,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"41165",1,0,1,10,9,11,1930,2323,50,51493.48046875,1558,0,1,96955.71875,30,0.600000023841858,0,1551.0400390625,1551.0400390625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"41192",0,0,1,12,3,11,1938,1984,43,23580,4717,1,NA,79608.703125,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"41196",1,0,1,14,1,10,1953,2430,28,89080,3947,1,1,108468,5,0.400000005960464,0,0,0,0,0,0,0,0,11,14,94058,0,0,0,0,3,42,0,1,1,0
"41231",1,0,1,6,3,8,1930,1966,51,52787.76171875,4189,1,1,77342.3984375,24,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"41249",1,0,1,15,4,10,1932,1920,47,94058,4884,0,1,94058,25,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"41288",1,0,1,16,4,11,1951,2191,30,55806,6147,0,1,94582,7,0.300000011920929,0,0,0,0,0,0,0,0,12,9,112660,0,0,0,0,1,29,0,1,1,0
"41312",0,0,1,17,12,10,1937,1404,44,13100,5468,0,0,27758.900390625,26,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"41365",1,0,1,16,6,10,1935,2490,45,55661.8984375,5986,2,1,116328,22,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"41366",0,0,1,14,3,11,1939,NA,42,0,3024,0,1,37990,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,0
"41376",1,0,1,12,6,12,1947,2316,33,60784,5394,2,1,75456,11,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"41379",1,0,1,14,11,12,1951,1960,29,62880,3400,3,1,67203,5,0.699999988079071,0,0,0,0,0,0,0,0,16,16,105324,46374,0,0,0,1,29,0,1,1,0
"41384",0,0,1,16,3,11,1950,1845,30,41920,1228,0,1,112817.203125,11,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"41386",0,0,1,9,3,11,1924,0,57,0,1500,0,0,6099.35986328125,24,0.400000005960464,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,3,45,0,0,1,0
"41400",0,0,1,12,12,12,1921,0,59,0,1736,0,1,28558,10,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,2,34,0,0,NA,1
"41409",1,0,1,12,12,7,1929,4284,51,60260,5732,2,1,75980,26,1.20000004768372,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"41427",0,0,1,13,6,11,1954,2250,26,25545,4246,2,1,45195,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,11,11,52400,27248,0,0,0,1,31,0,1,NA,1
"41441",1,0,1,15,1,10,1922,2160,59,41920,2123,0,1,65552.3984375,36,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"41455",1,0,1,12,8,11,1930,840,50,18340,5197,0,1,74539,27,0.300000011920929,0,8515,8515,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"41465",1,1,0,14,9,9,1944,640,36,9432,2487,3,1,41906.8984375,13,1,0,12447.6201171875,12447.6201171875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"41466",0,0,1,12,9,11,1938,1920,42,30130,5946,0,1,73753,13,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"41467",1,0,1,12,9,10,1936,2000,44,67334,2779,0,1,136743.046875,22,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,1,0
"41472",0,0,1,12,5,7,1925,NA,56,0,260,2,NA,96940,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,0
"41477",0,0,1,16,12,10,1948,2000,32,47160,5844,1,1,86551.703125,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"41494",0,1,0,12,12,12,1945,1840,35,32750,1810,2,1,53385.12109375,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"41514",0,0,1,16,10,12,1949,0,31,0,4890,3,1,175802,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,0,0,NA,1
"41544",1,1,0,12,11,12,1927,2205,53,47160,3840,1,1,73360,31,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"41553",0,0,1,17,4,8,1954,2950,27,41147.1015625,4040,1,1,78675.9765625,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,41846.640625,0,NA,0,3,45,0,1,NA,1
"41569",0,0,1,12,5,5,1950,1840,30,20960,1336,0,0,20960,7,0.699999988079071,0,0,631.419982910156,0,0,241,0,0,6,NA,NA,786,0,NA,0,1,37,0,1,1,0
"41581",0,0,1,17,2,13,1951,1673,30,39300,450,0,1,60312.3984375,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,16,16,37633.6796875,38199.6015625,0,0,0,1,31,0,1,NA,1
"41597",0,0,1,16,9,7,1948,416,32,3406,44,2,1,66286,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"41611",1,0,1,12,5,9,1922,1423,59,NA,3948,0,NA,35286.16015625,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,2,14,0,1,NA,0
"41612",1,NA,NA,12,NA,11,NA,NA,26,NA,5166,0,NA,35894,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,0
"41659",0,0,1,12,8,10,1923,0,56,0,3811,0,NA,52400,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"41683",0,0,1,12,6,12,1930,894,51,12576,423,0,1,104800,26,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"41693",0,0,1,14,12,10,1946,1632,33,19650,3571,2,NA,82006,11,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"41695",1,0,1,12,7,12,1933,1852,47,78600,6582,0,1,148868.40625,30,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"41700",1,0,1,17,7,13,1944,2160,36,36889.6015625,943,0,0,68167.15625,13,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"41752",1,1,0,12,5,9,1946,1856,34,40610,5838,0,0,42182,11,0.100000001490116,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"41769",0,0,1,17,6,10,1951,0,29,0,1502,3,1,46636,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,8,0,0,0,0,0,3,19,0,0,NA,1
"41774",1,0,1,16,8,11,1953,2226,27,36680,1912,0,1,73150.3984375,5,0.699999988079071,0,0,0,0,0,0,0,0,16,16,66155,28820,0,0,0,3,9,0,1,1,0
"41776",0,0,1,17,5,11,1952,1140,28,12222.2998046875,1947,0,0,12539.3203125,4,0.300000011920929,0,0,0,0,0,0,0,0,12,NA,NA,43958.359375,0,NA,0,1,37,1,0,1,0
"41777",0,0,1,12,11,8,1946,384,35,10480,3470,4,1,56421.69921875,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"41785",1,0,1,16,5,10,1945,2262,35,75013.21875,4985,2,1,148816,10,0.699999988079071,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,42,0,1,1,0
"41791",0,0,1,17,12,9,1952,1904,28,62880,3461,0,1,130955.4609375,5,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"41794",0,0,1,16,4,11,1955,0,25,0,3467,1,1,64190,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,16,144100,786,0,0,0,3,45,0,0,NA,1
"41849",0,0,1,12,12,11,1947,30,33,262,567,2,1,66390.796875,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,0,0,NA,1
"41850",1,0,1,16,9,8,1949,2277,31,49780,1452,1,1,57116,8,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"41856",0,0,1,12,9,12,1935,1638,45,7860,935,2,0,20907.599609375,3,0.800000011920929,0,5449.60009765625,5449.60009765625,0,0,0,6812,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"41859",0,0,1,13,11,9,1945,1972,35,29606,1297,3,1,61638.12109375,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"41882",1,0,1,12,3,11,1923,2760,58,99560,2654,0,1,133620,23,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"41895",0,0,1,14,11,11,1955,1980,25,NA,3471,2,NA,109909,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,12,33669.62109375,655,0,0,0,1,20,0,1,NA,0
"41898",0,0,1,12,8,10,1950,660,28,6550,5658,2,1,70216,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,11790,0,0,0,1,37,0,0,NA,1
"41900",1,0,1,14,3,8,1947,2134,34,81220,5367,2,1,112660,11,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"41917",0,0,1,11,2,9,1930,0,51,0,1416,0,1,171348,10,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"41919",1,0,1,9,5,11,1928,2058,52,75980,4922,0,1,88765.6015625,27,0.5,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,31,0,1,1,0
"41935",0,0,1,12,6,10,1928,1896,52,37109.6796875,3067,0,1,110377.9765625,23,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"41955",1,0,1,12,2,10,1951,2834,30,66810,6563,2,1,95630,9,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"41956",0,0,1,12,9,11,1924,0,56,0,4831,0,NA,88110.6015625,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"41958",1,1,0,11,6,7,1939,NA,40,0,6075,1,NA,75749.4375,NA,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,3,3,0,0,NA,0
"41979",1,0,1,12,5,8,1950,2170,30,48994,4863,4,1,48994,7,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"42002",0,0,1,15,10,10,1933,1560,47,26200,1779,0,NA,98381,29,0.5,NA,NA,NA,NA,NA,NA,NA,NA,14,14,0,0,0,0,0,1,31,0,1,NA,1
"42019",1,0,1,17,6,13,1946,1600,34,26200,3505,3,1,66178.578125,7,0.800000011920929,0,5525.580078125,5944.77978515625,0,0,160,0,0,16,NA,NA,0,0,NA,0,1,18,0,1,1,0
"42028",1,0,1,12,9,9,1942,1960,38,NA,3141,2,NA,63338.5,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,0,NA
"42119",0,0,1,14,9,11,1941,823,39,9170,427,3,1,100817.6015625,7,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,2,21,0,1,NA,1
"42122",0,0,0,14,6,9,1946,2693,34,27517.859375,5538,2,1,83950.0390625,9,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,0,1,NA,1
"42129",0,1,0,12,7,11,1936,1696,44,17292,3729,2,0,42158.421875,20,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"42153",1,0,1,9,6,7,1933,2665,47,35144.6796875,5202,0,1,71264,24,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"42161",1,0,1,16,12,10,1955,2012,25,28806.900390625,3788,0,0,31426.900390625,3,0.100000001490116,0,0,0,0,0,0,0,0,12,13,0,2882,0,0,0,3,23,0,1,1,0
"42163",0,0,1,12,11,12,1945,900,36,9432,4297,3,1,103752,4,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"42211",1,0,0,NA,NA,3,NA,1484,51,26200,5267,0,1,41259.76171875,28,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"42235",0,0,1,17,2,11,1940,0,41,0,5520,3,1,65762,7,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"42240",0,NA,NA,13,7,10,1952,0,28,0,5215,1,NA,15219.580078125,4,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,0,0,NA,1
"42262",1,1,0,7,6,6,1948,2184,32,38566.3984375,6289,1,1,54506.48046875,8,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"42313",0,1,0,5,7,8,1932,0,49,0,731,1,1,38000.48046875,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"42326",1,0,1,12,11,12,1946,2650,34,32448.69921875,4101,3,1,55242.69921875,11,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"42338",1,0,1,12,4,11,1923,1837,58,131000,2322,0,1,210910,35,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"42344",1,0,1,16,6,12,1921,1750,59,91700,5691,0,1,99560,37,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"42345",0,0,1,9,11,9,1923,1960,58,15720,1699,0,1,20174,30,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,0,1,NA,1
"42365",0,0,1,12,8,9,1934,1974,46,15196,3475,0,1,92213.5234375,14,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"42380",0,0,0,12,8,10,1943,1912,37,30130,5600,1,NA,112712.3984375,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"42410",1,0,1,15,1,12,1956,2813,25,44540,176,0,0,45195,5,0.5,0,0,0,0,0,0,0,0,13,12,66810,2620,0,0,0,2,13,0,1,1,0
"42422",1,0,1,12,5,10,1947,2940,33,52400,3110,1,1,66810,10,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"42424",1,0,1,10,5,11,1928,1799,52,52177.30078125,413,1,1,69561,30,0.5,0,1650.59997558594,1650.59997558594,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"42454",1,0,1,16,9,10,1947,2224,33,55334.3984375,2233,2,1,69508.6015625,10,0.600000023841858,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,37,0,1,1,0
"42480",0,0,1,13,7,10,1955,2020,25,26462,5928,1,0,40028.359375,2,0.600000023841858,0,0,0,0,0,0,117.900001525879,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"42491",1,0,1,13,7,10,1922,1710,59,36680,4773,0,1,71630.796875,35,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"42492",1,0,1,12,6,11,1929,1610,52,63679.1015625,4861,0,1,131786,29,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"42493",0,0,1,14,10,10,1954,0,26,0,1945,2,1,58164,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"42495",1,0,1,14,8,11,1954,1560,26,36680,3220,0,1,73438.6015625,3,0.400000005960464,0,0,0,0,0,0,0,0,12,12,78600,0,0,0,0,1,20,0,1,1,0
"42540",0,0,1,16,6,9,1932,120,48,2096,6387,2,1,137235.59375,15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"42575",0,NA,NA,12,1,10,1935,878,46,5764,4850,2,NA,64556.80078125,14,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"42578",1,0,1,16,3,12,1954,1904,27,31440,4833,0,0,31466.19921875,3,0.5,0,0,0,0,0,0,0,0,16,16,261997.375,78600,0,0,0,1,20,0,1,1,0
"42589",1,0,1,17,2,12,1953,997,28,47149.51953125,5900,0,0,91831,3,0.5,0,0,0,0,0,0,0,0,8,8,44540,10480,0,0,0,3,45,0,1,1,0
"42608",1,0,1,12,2,11,1939,2470,42,73360,4288,2,1,73491,15,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"42614",1,0,1,10,1,9,1948,2148,33,36156,5261,2,1,36156,10,0.800000011920929,0,0,0,0,0,0,0,0,8,12,59212,0,0,0,0,1,37,0,1,1,0
"42617",1,0,1,12,11,10,1949,1310,31,55282,5648,1,1,71853.5,8,0.400000005960464,9694,0,9694,0,0,0,0,0,6,NA,NA,0,0,NA,0,3,45,0,1,1,0
"42631",1,0,1,12,12,12,1929,2400,51,209600,4665,1,1,237327.453125,28,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"42633",0,0,1,10,5,10,1947,0,33,0,241,2,NA,42837,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"42684",1,0,1,10,2,10,1933,2450,48,36831.9609375,2154,1,1,74735.5,25,0.600000023841858,0,0,0,0,0,0,0,0,3,NA,NA,0,0,NA,0,3,39,0,1,1,0
"42686",1,1,0,12,12,7,1955,1932,25,33012,4227,2,1,33536,2,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"42701",0,0,1,16,5,13,1930,2695,50,44540,1716,0,1,151174,5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"42702",0,0,1,14,2,8,1952,2080,29,NA,4611,1,0,42630.01953125,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,1,37,0,1,NA,0
"42747",0,0,1,15,5,12,1943,525,37,9374.3603515625,3328,4,0,53914.359375,3,5,0,0,0,0,0,0,18340,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"42770",0,0,1,17,5,12,1920,2832,60,69301.6171875,211,0,0,69956.6171875,37,0.100000001490116,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"42781",1,0,1,4,6,11,1931,0,50,0,5592,0,0,1310,26,1,0,0,1980.71997070312,0,0,756,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"42847",0,0,1,12,6,12,1938,2000,43,10480,1739,3,1,90730.6015625,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"42848",0,0,1,12,9,9,1934,1600,45,13624,5203,0,1,102180,7,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"42861",1,0,1,12,7,9,1928,1240,52,74670,5523,2,1,85150,32,0.699999988079071,0,3930,10480,6550,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"42866",1,0,1,12,12,12,1954,871,26,18976.66015625,243,0,1,34080.9609375,5,0.5,0,2292.5,4100.2998046875,0,0,690,0,0,12,16,60260,0,0,0,0,1,31,0,0,1,0
"42878",1,1,0,12,7,7,1950,2750,31,34584,3133,2,1,52027.9609375,7,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"42900",1,0,1,12,12,9,1950,2744,30,10880.8603515625,171,1,1,38686.921875,10,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"42901",0,0,1,14,2,9,1950,0,31,0,4239,3,NA,64111.3984375,10,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"42919",1,0,1,12,12,10,1947,1297,33,34322,5100,1,1,47558.23828125,10,0.5,0,5973.60009765625,5973.60009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"42922",1,0,1,16,4,11,1923,2450,58,144100,5905,0,1,151960,31,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"42949",0,0,1,16,11,13,1943,0,37,0,4902,2,1,94320,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"42982",1,0,1,3,5,4,1933,1640,44,6550,6122,0,0,6550,20,0.300000011920929,0,0,0,0,0,0,0,0,6,NA,NA,0,0,NA,0,3,23,0,1,1,0
"42984",1,NA,NA,16,2,12,1933,2399,48,NA,6523,0,NA,68140.9609375,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,0,NA
"43051",1,0,1,11,2,10,1956,1160,25,13624,1576,1,1,31405.939453125,4,0.800000011920929,0,2895.10009765625,2895.10009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"43053",0,0,1,12,4,8,1933,1746,48,15638.7802734375,4189,1,1,77342.3984375,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"43065",0,0,1,12,2,11,1926,1878,55,39300,2569,0,1,108730,23,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"43075",0,0,1,12,7,11,1934,0,46,0,3640,0,1,217648.640625,10,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,0,NA,1
"43101",0,0,1,12,NA,4,NA,NA,45,0,5876,0,NA,54236.62109375,NA,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,3,16,0,0,NA,0
"43110",1,0,1,16,2,12,1922,2351,59,78600,902,0,0,87070.4609375,34,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"43120",0,0,1,14,6,12,1949,2223,31,70740,3367,0,1,110406.796875,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"43156",1,0,1,16,NA,9,NA,NA,29,NA,3557,2,NA,98184.5,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,0
"43161",1,0,1,16,12,11,1947,2578,33,77814,6388,3,1,78023.6015625,10,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"43165",0,0,1,12,5,10,1947,1840,34,18340,5782,3,1,57640,8,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,0,1,NA,1
"43181",0,0,1,17,11,12,1936,1982,44,55020,614,0,NA,105989.4765625,17,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
