"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"38779",1,0,1,14,7,13,1951,1960,29,44540,2808,2,1,78076,6,0.5,0,0,0,0,0,0,0,0,NA,8,9170,NA,NA,0,0,3,45,0,1,1,0
"38809",0,0,1,14,3,12,1956,0,25,0,5028,1,1,55020,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"38811",0,0,1,17,9,12,1936,1230,44,44749.6015625,3399,2,1,155235,11,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"38830",1,0,1,12,9,11,1922,2064,58,91700,5693,2,1,96075.3984375,35,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"38851",0,0,1,17,5,13,1945,1760,35,57640,3951,0,0,57640,3,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"38868",0,0,1,11,11,12,1953,1656,27,31440,5187,2,0,46112,6,0.600000023841858,0,2096,2096,0,0,0,4716,0,8,8,52400,0,0,0,0,4,4,0,1,1,0
"38877",1,0,1,17,3,9,1930,2385,51,133620,6387,2,1,137235.59375,23,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"38889",0,0,1,16,5,12,1952,0,28,0,1256,1,1,106896,2,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,6,42244.87890625,12576,0,0,0,3,10,0,0,NA,1
"38891",1,0,1,16,2,13,1927,2750,54,72050,2706,0,1,116883.4375,27,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"38909",1,0,1,12,8,11,1922,2205,58,NA,2582,0,NA,87521.1015625,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,0
"38929",0,0,1,12,5,10,1955,2352,25,26200,1821,0,1,83892.3984375,6,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"38932",1,0,1,17,10,13,1948,2270,32,70740,3168,3,1,73412.3984375,9,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"38954",1,0,0,17,8,12,1923,2300,58,261997.375,2051,0,1,365490,18,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"38960",1,0,1,14,9,11,1924,2080,56,78600,2246,0,1,104800,34,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"38969",0,0,1,12,3,11,1936,1584,44,19060.5,1916,0,1,30164.060546875,22,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,49,0,1,NA,1
"38990",1,0,1,17,10,12,1945,3060,35,62958.6015625,5380,1,1,142790,9,0.800000011920929,0,0,0,0,0,0,0,0,14,12,0,40610,0,0,0,1,31,0,1,1,0
"39004",1,0,1,12,5,9,1938,1564,42,33488.83984375,4560,3,1,66810,20,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"39041",1,0,1,12,10,10,1952,2450,28,83840,6454,1,1,83840,5,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"39058",1,0,1,12,2,9,1943,3120,37,157200,4859,2,1,170326.203125,15,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"39066",0,0,1,13,11,11,1948,1830,32,47160,3735,1,0,52190.3984375,8,0.300000011920929,0,0,0,0,0,0,5030.39990234375,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"39076",1,1,0,6,8,9,1934,2100,46,41920,3623,0,1,47946,20,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"39079",0,0,1,9,7,4,1955,1940,25,17030,2305,1,1,41637.0390625,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0,0,NA,0,1,37,0,1,NA,1
"39083",1,0,1,12,7,11,1931,3030,49,40872,2662,2,1,41115.66015625,26,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"39084",0,0,1,14,9,11,1953,2166,27,23771.259765625,3260,4,0,36242.4609375,5,0.800000011920929,0,0,0,0,0,0,4611.2001953125,0,12,14,117900,0,0,0,0,3,39,0,1,1,0
"39091",1,0,1,17,6,11,1940,2160,40,66810,1648,2,1,85150,12,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"39104",1,1,0,14,9,12,1927,2537,53,90261.6171875,6358,2,1,94453.6171875,26,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"39111",0,0,1,6,10,10,1955,704,25,5240,858,2,0,26228.8203125,7,0.800000011920929,0,1163.28002929688,4136.97998046875,2832.21997070312,0,54,0,0,10,8,46486.66015625,0,0,0,0,2,13,0,1,1,0
"39145",1,0,1,17,9,10,1950,2030,30,50304,1926,2,1,50550.28125,7,0.800000011920929,0,0,0,0,0,0,0,0,12,12,25479.5,0,0,0,0,4,5,0,1,1,0
"39174",0,NA,NA,16,6,10,1949,1960,31,62880,539,0,NA,156283,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"39184",1,0,1,16,6,11,1946,847,34,20436,1126,2,1,32750,8,0.800000011920929,0,10742,10742,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"39190",1,0,1,16,1,11,1933,2820,48,204360,3640,0,1,217648.640625,21,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"39197",1,0,1,14,4,12,1955,0,26,0,6568,0,0,9956,2,1,0,0,165.059997558594,0,0,63,0,0,13,8,18340,4978,0,0,0,3,32,0,1,1,0
"39198",1,0,1,12,4,11,1947,2600,33,26200,3411,1,1,47160,11,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"39201",1,0,1,7,1,10,1941,1467,39,29150.119140625,1026,6,1,45037.80078125,16,1.29999995231628,0,911.760009765625,1771.11999511719,0,0,328,0,0,7,6,23318,0,0,0,0,3,45,0,1,1,0
"39229",1,0,1,13,8,13,1953,2205,27,66155,4251,4,1,66155,6,1,0,0,0,0,0,0,0,0,12,14,70740,0,0,0,0,2,21,0,1,1,0
"39231",0,0,1,16,5,10,1945,0,35,0,5211,5,1,62094,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,0,0,NA,1
"39240",0,0,1,12,8,13,1936,0,44,0,3847,0,1,110040,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"39253",1,0,1,12,7,11,1929,2800,51,78600,1825,0,1,139122,28,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"39291",1,0,1,16,8,11,1948,2260,32,41920,4061,1,1,46374,9,0.400000005960464,0,0,0,0,0,0,0,0,12,10,37466,9694,0,0,0,3,35,0,1,1,0
"39302",0,0,0,16,12,10,1944,1120,36,19529.48046875,3409,0,1,58174.48046875,13,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,0,0,NA,1
"39339",0,0,1,10,7,9,1920,0,60,0,951,0,1,73032.5,34,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"39389",0,0,1,12,8,10,1954,2128,26,26200,3779,0,0,26200,8,0.300000011920929,0,0,0,0,0,0,0,0,8,7,43209.0390625,0,0,0,0,3,45,0,1,1,0
"39395",1,0,1,15,NA,10,NA,480,32,9694,789,0,0,62120.19921875,9,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"39397",1,0,1,6,8,10,1939,0,41,0,5827,3,1,47896.21875,18,1,0,0,21696.220703125,21696.220703125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,0,1,0
"39408",1,0,1,12,7,12,1924,1941,56,67373.296875,5841,0,1,89381.296875,33,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"39417",0,0,1,12,7,11,1950,0,30,0,3659,1,1,32750,7,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"39460",1,0,1,17,1,11,1942,2940,39,196500,505,0,0,207504,20,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"39514",1,0,1,16,8,10,1947,4000,33,30339.599609375,5772,2,1,64609.19921875,5,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"39518",0,0,1,10,6,8,1943,0,37,0,219,4,1,37353.33984375,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,0,NA,1
"39521",0,0,1,12,7,13,1936,1880,45,25152,4208,1,1,74059.5390625,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,0,1,NA,1
"39531",1,0,1,12,8,11,1926,1960,55,NA,922,0,NA,52400,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,0
"39538",1,0,1,17,2,12,1940,3180,42,72374.8828125,6200,2,1,66508.703125,18,0.899999976158142,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"39589",1,0,1,14,8,12,1937,1888,43,47684,614,0,1,105989.4765625,17,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"39609",1,0,0,12,6,7,1955,2958,25,55020,1741,2,1,55020,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"39623",1,0,1,12,1,12,1953,2071,27,39300,2783,0,1,73884,3,0.300000011920929,0,0,0,0,0,0,0,0,12,12,44540,0,0,0,0,5,51,0,1,1,0
"39651",0,0,1,13,1,11,1940,2099,42,35370,4656,2,1,111350,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"39656",0,0,1,12,10,10,1953,640,27,32750,4115,1,1,103490,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,12,36680,3144,0,0,0,2,34,0,1,NA,1
"39688",1,NA,NA,NA,NA,5,NA,NA,28,NA,1336,0,NA,20960,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,0
"39702",1,0,1,14,12,10,1948,2016,32,45064,653,2,1,50094.3984375,5,0.600000023841858,0,0,0,0,0,0,0,0,11,12,81220,19650,0,0,0,1,20,0,1,1,0
"39731",0,0,1,12,2,7,1953,1836,28,14410,544,3,1,69561,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"39769",0,0,1,17,3,10,1945,1400,36,70478,3970,1,1,143052,12,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,13254.580078125,0,NA,0,1,31,0,1,NA,1
"39776",1,0,1,2,7,7,1929,2080,51,15720,6440,1,1,31440,29,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"39805",1,0,1,12,11,10,1950,2205,30,66548,1876,2,1,97988,7,1,0,0,0,0,0,0,0,0,12,8,68120,26200,0,0,0,2,40,0,1,1,0
"39816",1,0,1,12,8,11,1952,1235,29,NA,5355,1,NA,55457.5390625,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,0,0
"39829",0,0,1,12,12,9,1938,0,42,0,2388,1,1,51855.0390625,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"39848",1,0,1,16,12,10,1952,1260,28,63666,1378,1,1,72778.359375,6,0.5,0,0,0,0,0,0,0,0,12,8,57640,1310,0,0,0,2,12,0,1,1,0
"39849",0,0,1,12,9,9,1955,0,25,0,479,2,NA,64714,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,11,9,23580,18340,0,0,0,2,13,0,0,NA,1
"39865",0,0,1,12,12,10,1951,2096,29,26200,431,2,1,96940,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,8,68120,26200,0,0,0,2,40,0,1,NA,1
"39883",0,0,1,15,12,9,1955,1920,25,21287.5,580,1,1,56510.78125,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"39890",1,0,1,17,11,11,1949,2560,31,26200,2875,0,0,26304.80078125,8,1,0,0,0,0,0,0,0,0,12,11,68644,4118.64013671875,0,0,0,1,31,0,1,1,0
"39936",1,0,1,8,5,2,1920,1560,60,1021.79998779297,1701,0,0,8032.919921875,7,1,0,0,1006.08001708984,0,0,384,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,0,1,0
"39938",0,0,1,12,1,10,1936,1581,45,10480,531,0,1,63131.51953125,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"39942",0,0,1,17,10,10,1953,1351,27,34060,5836,0,1,88032,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"39973",0,0,1,14,4,11,1940,1300,40,2620,3018,3,1,119341,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,0,0,NA,1
"39987",0,0,1,12,10,8,1931,1120,49,15405.599609375,6239,1,NA,58253.078125,26,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"40007",1,0,1,17,11,9,1951,2259,29,74670,4184,0,1,108730,6,0.400000005960464,0,0,0,0,0,0,0,0,12,11,66804.7578125,19657.859375,0,0,0,3,42,0,1,1,0
"40016",1,0,1,16,9,10,1945,2793,35,45590.62109375,6103,5,1,33357.83984375,12,0.899999976158142,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"40018",0,0,1,16,10,8,1920,2000,60,18602,5055,0,1,66024,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"40019",0,0,1,14,1,10,1932,96,49,10480,6154,2,1,120651,15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"40031",0,0,1,14,1,8,1946,1920,35,11528,3998,3,NA,53448,13,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"40078",1,0,1,17,9,13,1953,2250,27,60260,4589,0,0,61832,4,0.300000011920929,0,0,0,0,0,0,0,0,15,15,88404.0390625,0,0,0,0,1,6,0,1,1,0
"40084",1,0,1,16,4,10,1933,3211,47,50110.12109375,497,1,1,50110.12109375,18,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"40125",0,0,1,12,2,10,1933,2080,47,NA,3039,0,0,64687.80078125,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,2,22,0,1,NA,0
"40161",0,0,1,12,5,9,1950,1651,31,12950.66015625,3530,2,1,71135.6171875,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"40168",0,0,1,11,10,9,1927,2340,51,11580.400390625,6435,0,1,48260.3984375,5,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,8,8,13100,0,0,0,0,3,9,0,1,NA,1
"40181",1,0,1,16,8,13,1948,2500,32,69430,1108,4,1,73949.5,9,0.899999976158142,0,0,0,0,0,0,0,0,14,13,34322,35370,0,0,0,4,5,0,1,1,0
"40189",0,0,1,16,5,11,1939,2151,42,55020,3655,0,1,102180,14,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"40201",1,0,1,14,1,10,1939,3092,42,70981.0390625,3215,1,1,101831.5390625,21,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"40212",1,1,0,2,6,7,1933,1908,47,23580,1209,2,1,37827.55859375,20,0.699999988079071,0,275.100006103516,275.100006103516,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"40213",1,0,1,17,7,12,1946,1960,34,52400,2308,0,1,99560,11,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"40215",0,0,0,12,6,13,1931,0,49,0,4324,0,1,94037.0390625,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"40217",0,0,1,12,1,8,1954,0,27,0,1860,2,NA,52400,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,12,9,36680,7860,0,0,0,3,10,0,0,NA,1
"40223",1,1,0,15,1,10,1951,1984,31,55020,6573,0,1,66024,12,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"40235",1,0,1,17,10,NA,1945,2940,36,88658.1796875,4259,1,1,147712.984375,13,0.400000005960464,0,0,0,0,0,0,0,0,12,14,26435.80078125,0,0,0,0,3,9,0,1,1,0
"40245",1,0,1,14,4,9,1939,2802,41,58950,3527,4,1,76032.3984375,18,1.20000004768372,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"40268",0,0,1,16,12,9,1946,2467,34,28820,363,1,0,35477.421875,15,NA,0,0,0,0,0,0,0,0,11,NA,NA,0,0,NA,0,1,29,0,1,1,0
"40300",0,0,1,12,9,10,1945,0,35,0,1851,0,1,68382,3,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"40341",0,0,1,16,8,11,1949,1992,31,36680,4315,1,1,105795.6015625,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,11,10,60260,28820,0,0,0,4,4,0,1,NA,1
"40345",1,0,1,14,11,11,1954,2376,26,35370,2000,0,1,51090,5,0.5,0,0,0,0,0,0,0,0,12,12,99560,19285.8203125,0,0,0,4,5,0,1,1,0
"40357",0,0,1,16,2,10,1945,2080,36,26200,1144,2,0,35684.3984375,10,0.5,0,0,0,0,0,0,4768.39990234375,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"40360",0,1,0,8,12,7,1921,0,59,0,3717,0,1,14771.5595703125,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,0,0,NA,1
"40373",1,0,1,14,9,12,1953,392,27,NA,190,0,0,187330,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,16,125760,31440,0,0,0,3,16,1,1,NA,0
"40375",1,0,1,17,4,11,1947,1800,33,57640,5322,0,0,99560,11,1,0,0,0,0,0,0,0,0,12,12,16768,0,0,0,0,2,22,0,1,1,0
"40376",1,0,1,17,8,11,1945,1930,35,36680,824,2,1,75744.203125,8,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"40378",0,0,1,15,4,12,1952,1644,28,57640,554,1,1,117114,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"40394",1,0,1,12,12,9,NA,160,30,5764,4269,1,1,21735.51953125,5,0.600000023841858,0,15971.51953125,17326.060546875,0,0,517,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"40441",1,0,1,17,6,11,1935,2490,45,233180,1595,3,1,299466,22,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"40446",1,0,1,16,11,11,1955,NA,25,NA,4778,0,0,101918,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,15,14,31440,26200,0,0,0,2,21,NA,NA,NA,0
"40459",1,0,1,12,9,11,1933,1912,48,70740,5598,1,1,77290,23,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"40488",0,0,1,11,5,7,1940,1960,41,10480,2554,4,1,51359.859375,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"40495",0,0,1,12,8,8,1935,720,45,6602.39990234375,18,2,1,126910.1796875,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"40501",1,0,1,13,4,10,1937,1600,43,54496,4075,1,1,184710,20,0.600000023841858,0,0,22008,22008,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"40584",1,0,1,12,4,11,1949,2550,31,31440,3659,1,1,32750,5,0.400000005960464,0,0,0,0,0,0,0,0,12,8,22068.259765625,0,0,0,0,2,14,0,1,1,0
"40591",0,0,1,13,5,11,1949,0,32,0,4561,2,1,33326.3984375,7,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"40598",0,0,0,14,10,10,1921,1880,59,37036.3203125,3063,0,0,39394.3203125,34,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"40601",0,0,1,12,11,10,1947,2100,33,39300,3242,2,1,105062,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"40611",0,0,1,16,1,11,1956,1880,25,45850,2597,0,NA,103883,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"40639",0,0,1,14,11,13,1955,156,25,2096,4096,2,1,59736,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"40650",1,0,1,12,2,9,1947,1974,34,78600,3173,0,1,146720,13,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"40676",1,0,1,8,7,6,1949,1647,31,1781.59997558594,1750,0,0,1781.59997558594,8,NA,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,3,41,0,0,1,0
"40696",0,0,1,7,6,7,1922,0,58,0,2458,0,1,51928.3984375,9,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"40732",0,0,1,14,10,10,1951,1250,29,13100,3593,2,1,71657,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"40743",0,0,1,14,6,10,1951,1816,29,18340,5058,4,1,43754,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,0,1,NA,1
"40751",1,0,1,17,8,8,1947,2558,33,91700,3152,2,1,144100,10,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"40752",1,0,1,12,8,10,1944,2820,38,73360,385,1,1,92168.9765625,14,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"40767",0,0,1,11,2,7,1951,160,30,209.600006103516,4964,4,NA,59945.6015625,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"40795",0,0,1,9,8,6,1928,1110,53,8384,2809,0,1,30748.3203125,25,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"40821",1,0,1,14,3,12,1954,2205,27,57640,3132,1,1,70740,4,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"40822",0,0,0,12,8,10,1948,0,32,0,4243,2,1,20436,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"40845",0,1,0,12,6,4,1941,2142,39,21887.48046875,2886,2,NA,63558.578125,16,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"40856",0,0,1,16,2,11,1948,759,33,7860,557,2,1,60522,10,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"40864",1,0,1,14,9,7,1931,1715,49,117900,2321,2,1,165060,26,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"40877",0,0,1,15,11,11,1951,240,29,681.200012207031,2762,3,1,64871.19921875,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,10,85674,0,0,0,0,2,26,0,0,NA,1
"40881",1,0,1,12,2,12,1941,1800,40,45475.33984375,3143,2,1,86693.1796875,17,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"40885",1,1,0,12,3,4,1949,2600,32,19073.599609375,1064,0,1,26021.83984375,13,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,17,0,1,1,0
"40903",1,0,1,12,8,8,1952,1560,29,13833.599609375,5057,2,1,23580,5,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"40912",1,0,1,12,12,11,1954,2984,26,47160,2136,2,1,47422,3,0.800000011920929,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,31,0,1,1,0
"40923",1,0,1,9,1,10,1947,2202,34,65500,3235,4,1,65500,11,1.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
