"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"46844",0,0,1,12,2,12,1927,NA,1880,45,51992,2320,1,NA,132091.84375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"46857",0,0,1,6,9,8,1927,NA,160,46,1876,699,2,1,59764,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"46870",1,0,1,12,9,11,1930,NA,2680,43,84044.796875,3753,2,1,87689.6015625,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,83,0,1,1,0
"46871",0,0,1,13,6,10,1946,NA,0,27,0,3107,1,1,64480.80078125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"46880",1,0,1,16,2,10,1933,NA,4020,40,89297.6015625,2972,3,1,114972,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,11,0,1,1,0
"46896",1,0,1,17,10,10,1946,NA,3380,26,214400,1199,0,1,273360,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,71,0,1,1,0
"46907",0,1,0,9,8,7,1908,NA,600,49,3752,4407,0,0,16187.2001953125,0.5,6003.2001953125,6003.2001953125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,0,0,1,0
"46925",0,0,1,12,7,11,1929,NA,1122,43,26800,3381,2,1,94336,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"46935",1,0,1,16,5,11,1937,NA,2576,36,69358.3984375,5063,4,1,73807.203125,0.699999988079071,0,0,0,0,0,0,8,7,0,49178,0,0,0,1,37,NA,92,0,1,1,0
"46945",1,0,1,17,8,11,1921,NA,2265,51,82008,2955,1,1,155761.59375,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,87,0,1,1,0
"46955",0,0,1,12,8,13,1917,NA,1946,56,43271.28125,3352,0,0,43941.28125,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,87,0,1,1,0
"46980",1,1,0,12,12,7,1947,NA,1840,25,16080,4588,0,1,16080,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,51,0,1,1,0
"47014",1,0,1,17,11,11,1927,NA,2047,45,53594.640625,3121,3,1,72461.84375,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,85,0,1,1,0
"47017",1,0,1,12,1,11,1943,NA,3000,30,34995.44140625,4051,0,1,44981.12109375,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,91,0,1,1,0
"47061",1,0,1,17,10,12,1944,NA,1480,28,29480,4109,0,0,32824.640625,0.100000001490116,3344.63989257812,3344.63989257812,0,0,0,0,8,NA,NA,25728,0,NA,0,2,21,NA,92,0,1,1,0
"47101",0,0,1,17,2,10,1926,NA,2200,47,53600,143,0,NA,120600,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"47117",1,0,1,12,NA,10,NA,NA,3366,35,37160.87890625,2387,2,1,62712,1.29999995231628,6432,6432,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,61,0,1,1,0
"47142",0,0,1,12,9,11,1919,NA,1984,53,26853.599609375,576,1,0,48974.3203125,0.400000005960464,0,0,0,0,4020,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,87,0,1,1,0
"47151",0,NA,NA,NA,NA,9,NA,NA,0,53,0,639,0,NA,58960,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"47176",1,0,1,12,8,12,1919,NA,2115,54,67000,604,0,1,109880,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,33,0,1,1,0
"47177",1,0,1,12,2,12,1926,NA,2500,47,90048,491,1,1,103040.640625,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,62,0,1,1,0
"47204",1,0,1,16,NA,0,NA,NA,4680,34,27684.400390625,5129,1,1,69690.71875,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,83,0,1,1,0
"47212",0,0,1,12,9,7,1917,NA,1960,56,18760,1410,0,1,51992,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"47242",0,0,1,10,2,8,1916,NA,2040,58,12531.6796875,2875,0,1,65928,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"47259",1,0,1,12,5,11,1917,NA,0,55,0,4435,0,1,63784,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,3,NA,0,0,1,0
"47297",1,0,1,8,12,10,1936,NA,2080,36,38940.3984375,240,4,1,53948.3984375,1.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,51,0,1,1,0
"47345",0,0,1,12,7,10,1931,NA,1960,41,24012.80078125,2191,2,1,85609.921875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"47353",0,0,1,17,1,12,1944,NA,1200,29,16080,2472,1,1,59094,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"47371",1,0,1,16,7,12,1926,NA,1992,48,64320,3105,0,0,70752,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,71,0,1,1,0
"47386",0,0,1,12,11,12,1923,NA,2000,49,24071.759765625,455,2,1,120064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"47465",1,1,0,5,NA,2,NA,NA,0,59,0,4542,1,1,27807.6796875,0.5,0,14150.400390625,14150.400390625,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,3,NA,0,0,1,0
