"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"55087",0,0,1,12,2,9,1940,696,48,9045,378,0,1,86430,27,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"55096",1,0,1,16,8,10,1953,2178,34,83790.8671875,6582,2,1,109518.8671875,14,2,0,0,0,0,0,0,0,0,13,NA,NA,30150,0,NA,0,1,31,0,1,1,0
"55097",1,0,1,16,1,11,1943,2300,45,804000,3030,1,1,962790,24,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,27,0,1,1,0
"55102",0,0,1,17,4,10,1940,2280,48,60300,4596,0,NA,100098,20,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"55141",0,0,1,15,4,7,1955,2060,33,45024,6783,1,0,51054,14,1,0,0,0,0,0,0,6030,0,3,NA,NA,0,0,NA,0,3,45,0,1,1,0
"55162",1,1,0,12,8,9,1956,1920,32,40200,6658,1,1,83415,12,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"55163",0,0,1,12,9,10,1935,1364,53,21708,5594,0,1,102791.3984375,31,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"55183",0,0,1,14,2,11,1945,2490,43,45225,2570,1,NA,281199,13,1,0,0,0,0,0,NA,3216,0,NA,NA,NA,NA,NA,NA,0,2,15,0,1,NA,1
"55184",0,0,1,12,11,10,1955,616,32,2412,4909,3,1,69747,1,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"55208",1,0,1,14,2,10,1959,2000,29,44220,6759,2,1,90450,6,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"55218",0,0,1,13,3,10,1960,416,28,2010,5546,2,1,91053,2,2,0,0,0,0,0,NA,0,0,12,12,76380,42210,0,0,0,6,NA,0,0,NA,1
"55232",1,0,1,12,12,8,1943,2760,45,86430,5178,1,1,100580.3984375,23,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"55257",0,0,1,12,9,7,1938,2016,49,28140,6426,1,1,112318.796875,20,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"55269",1,0,1,12,2,9,1960,2531,28,22887.869140625,2174,2,1,28200.30078125,6,3,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,4,5,0,1,1,0
"55276",1,0,1,12,7,9,1956,2136,31,36783,6922,0,1,63717,13,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"55280",0,0,1,10,12,11,1930,0,56,0,4150,0,1,127635,9,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,0,NA,1
"55304",0,0,1,14,5,8,1953,1840,34,42049.19921875,4731,0,0,80400,13,1,0,0,0,0,0,0,0,0,NA,10,0,NA,NA,0,0,4,4,0,1,1,0
"55336",1,0,1,17,2,12,1932,3520,56,452250,4522,0,1,469938,27,1,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,9,0,1,1,0
"55338",1,0,1,13,1,11,1960,2470,28,32160,1958,1,1,61305,6,1,0,0,0,0,0,0,0,0,17,NA,NA,66330,0,NA,0,3,9,0,1,1,0
"55339",0,0,1,14,12,11,1962,2340,25,37185,300,0,NA,82540.6484375,6,3,0,0,0,0,0,NA,0,0,12,12,100500,44220,0,0,0,2,13,0,1,NA,1
"55366",1,0,1,12,3,11,1960,2000,28,55677,2525,1,1,75777,7,2,0,0,0,0,0,0,0,0,10,NA,NA,7336.5,0,NA,0,2,13,0,1,1,0
"55377",0,0,1,15,10,9,1959,622,28,8707.3203125,1701,0,1,66076.7421875,8,3,0,0,0,0,0,NA,0,0,12,NA,NA,45036.05859375,0,NA,0,2,21,1,0,NA,1
"55414",0,0,1,12,6,12,1928,1560,59,1206,212,0,0,45130.53125,16,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,0,1,0
"55428",1,0,1,16,2,10,1952,2912,36,53719.26171875,4694,2,1,127112.3984375,15,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"55432",0,0,1,12,2,8,1948,576,40,6030,5082,0,NA,48240,8,1,0,0,0,0,0,NA,3015,0,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"55448",0,1,0,11,12,8,1954,120,34,NA,3857,0,0,30994.19921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,0
"55449",0,0,1,12,4,7,1960,1960,28,14070,5934,3,1,37530.71875,5,5,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"55450",1,0,1,12,12,8,1929,2550,59,12612.75,567,0,1,82812,38,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"55462",0,0,1,12,12,12,1945,1518,42,7555.58984375,3046,1,0,26467.6796875,8,2,0,0,0,0,0,0,6633,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"55494",1,0,1,13,7,12,1945,1316,42,71672.578125,2170,1,1,212055,NA,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"55516",0,0,1,17,1,10,1928,0,58,0,4020,0,1,53767.5,22,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"55517",0,0,1,14,2,12,1955,2400,33,59898,6831,0,0,59898,12,3,0,0,0,0,0,0,0,0,12,13,12060,16080,0,0,0,1,29,0,1,1,0
"55528",1,0,1,14,9,11,1953,2880,34,77385,4428,0,1,98088,13,2,0,0,0,0,0,0,0,0,NA,11,86430,NA,NA,0,0,3,41,0,1,1,0
"55536",1,0,1,14,5,11,1954,2160,33,51255,4939,2,1,54525.26953125,13,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"55555",0,0,1,12,3,12,1960,2000,28,24120,2657,1,NA,50652,4,2,0,0,0,0,0,NA,2613,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"55557",0,0,1,12,10,10,1936,1920,51,42700.44140625,2335,0,0,42700.44140625,27,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"55607",0,0,1,16,5,12,1939,1958,47,42406.98046875,750,1,0,53260.98046875,5,2,0,0,0,0,0,0,4824,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"55621",1,1,0,11,12,8,1958,2080,29,70350,3920,0,0,70350,8,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"55634",1,0,1,16,3,13,1951,976,37,164820,5560,2,1,165624,11,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"55660",1,0,1,12,1,9,1953,2647,35,46230,1082,2,1,72360,15,3,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,3,41,0,1,1,0
"55665",0,0,1,12,4,11,1928,1037,60,15113.1904296875,5424,0,NA,110550,33,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"55680",0,0,1,12,12,9,1943,3968,44,71757,2709,0,0,77385,21,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"55697",1,0,1,16,3,12,1948,2480,40,160800,1690,1,1,161805,19,3,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,1,37,0,1,1,0
"55698",0,0,1,12,12,8,1951,1800,36,30369.08984375,6222,1,1,85378.7734375,15,1,0,0,0,0,0,NA,0,0,12,10,4221,0,0,0,0,2,34,0,1,NA,1
"55708",0,0,1,12,6,13,1951,546,36,7035,5282,3,1,137685,10,2,0,0,0,0,0,NA,0,0,10,12,0,0,0,0,0,1,20,0,1,NA,1
"55713",1,NA,NA,12,11,10,1933,2080,54,NA,6748,0,NA,89730.421875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,1,1,NA,0
"55723",0,0,1,16,11,11,1958,2083,28,51255,2320,0,1,122208,7,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"55734",1,0,1,14,3,9,1949,2500,39,120600,1109,0,1,164820,18,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"55750",1,0,1,12,4,10,1941,3120,47,16200.599609375,5202,0,1,53739.359375,26,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"55761",0,0,1,14,1,13,1928,0,60,0,3324,0,1,134670,20,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,0,NA,1
"55762",1,0,1,12,1,9,1960,2295,28,40200,4350,2,1,59697,7,1,0,0,0,0,0,0,0,0,12,8,21306,13065,0,0,0,3,16,0,1,1,0
"55769",1,0,1,12,3,12,1961,1720,27,23115,1562,3,1,41205,6,1,0,5025,5025,0,0,0,0,0,16,17,86430,42406.98046875,0,0,0,2,34,0,1,1,0
"55799",1,0,1,16,5,11,1945,2124,42,79395,385,2,1,134328.296875,20,3,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,2,14,0,1,1,0
"55829",1,0,1,12,3,11,1936,1915,52,64320,3081,2,1,115575,34,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"55833",1,0,1,12,11,12,1932,2300,55,110550,3816,0,1,173865,34,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"55849",1,0,1,12,5,8,1952,2184,36,51918.30078125,5049,0,1,99915.09375,14,2,0,0,0,0,0,0,0,0,12,NA,NA,9045,0,NA,0,4,4,0,1,1,0
"55872",0,0,1,16,1,10,1940,0,48,0,3078,0,1,279390,22,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,1,0,NA,1
"55890",0,1,0,14,5,3,1956,872,31,6030,1497,5,0,23758.19921875,13,5,10251,0,11788.650390625,0,0,765,6271.2001953125,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"55905",0,0,1,17,5,10,1957,2052,30,10050,4852,2,1,50250,10,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"55917",0,0,1,17,8,10,1959,1728,28,37185,4226,1,1,77385,9,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"55923",1,0,1,12,7,11,1954,2244,33,58290,6532,0,0,85131.5390625,12,2,0,0,0,0,0,0,0,0,16,12,0,60300,0,0,0,3,39,0,1,1,0
"55925",0,0,1,15,12,11,1952,1920,35,20982.390625,3343,1,0,27205.349609375,13,2,0,0,6222.9599609375,6222.9599609375,0,0,0,0,10,NA,NA,0,0,NA,0,3,45,0,1,1,0
"55927",1,0,1,13,10,12,1938,1984,49,70350,269,0,1,114570,28,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"55929",0,1,0,11,10,7,1940,1238,48,15505.1396484375,5169,0,0,31066.560546875,2,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"55946",0,0,1,10,7,11,1940,1128,47,12060,2848,0,NA,108339,21,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,NA,1
"55964",1,0,1,17,8,12,1934,1998,53,86430,1040,0,1,132660,32,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"55971",0,0,1,13,1,8,1954,0,34,0,4112,3,1,135675,5,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"55993",1,0,1,14,9,10,1943,2000,44,69747,4581,1,1,111354,23,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"56002",1,0,1,15,1,10,1952,2268,36,53667,2861,1,1,89646,15,1,0,0,0,0,0,0,0,0,12,13,10974.599609375,4401.89990234375,0,0,0,3,23,0,1,1,0
"56028",1,0,1,11,9,8,1939,1792,48,31950.9609375,2933,1,1,114670.5,30,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"56041",0,1,0,16,1,11,1930,1920,58,46230,1061,0,1,116580,30,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"56042",1,0,1,16,1,13,1940,2000,48,113163,3003,1,1,152961,27,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"56052",1,0,1,12,3,13,1960,0,28,0,3275,0,0,4325.52001953125,4,4,0,0,5258.16015625,0,3280.32006835938,984,0,0,17,16,0,13065,0,0,0,2,34,0,1,1,0
"56077",0,0,1,14,3,10,1961,NA,27,NA,2049,0,1,32160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,0
"56088",0,1,0,17,2,10,1959,1380,29,18894,3716,2,1,89244,5,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"56103",1,0,1,16,5,11,1957,1934,31,152643.421875,4330,1,1,348735,7,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"56106",1,0,1,12,3,12,1954,2940,34,29084.69921875,3749,3,1,52260,13,2,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,3,3,0,1,1,0
"56112",0,0,1,16,11,13,1963,2000,25,45225,6832,0,1,57486,10,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"56126",0,0,0,12,4,11,1935,1568,53,22110,3,0,1,95836.796875,24,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"56153",0,0,1,13,11,10,1947,2464,40,75978,5577,0,1,152358,20,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"56174",1,1,0,12,11,11,1953,2318,34,24120,6564,0,1,47034,12,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,0,1,0
"56176",1,0,1,12,9,10,1962,NA,25,NA,2335,0,NA,42700.44140625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,42700.44140625,0,NA,1,3,42,NA,NA,NA,0
"56189",0,0,1,17,1,12,1949,46,39,6030,6825,2,1,69747,9,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"56197",1,0,1,17,6,12,1949,2386,38,63516,2724,1,1,114578.0390625,13,2,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,2,34,0,1,1,0
"56224",1,0,1,12,8,6,1952,2180,35,32964,3683,2,1,73467.5078125,13,2,0,0,0,0,0,0,0,0,13,12,NA,41004,0,NA,0,4,36,0,1,1,0
"56294",0,0,1,14,3,8,1960,1952,28,26483.759765625,3318,1,1,65417.4609375,6,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"56318",0,0,1,14,9,11,1960,2140,27,36180,2058,1,1,60754.26171875,6,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"56329",1,0,1,12,11,13,1958,655,29,13065,6926,3,1,19095,8,3,0,0,1206,0,0,600,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"56334",1,0,1,16,4,10,1960,2069,28,54973.5,4530,2,1,58189.5,7,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"56342",0,0,1,16,10,12,1932,2025,55,63879.80859375,3627,0,0,64884.80859375,34,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"56381",1,0,1,12,3,11,1960,2132,28,42210,2202,1,0,50320.3515625,7,3,4311.4501953125,0,4311.4501953125,0,0,0,0,0,12,NA,NA,15075,0,NA,0,2,21,0,1,1,0
"56399",0,0,0,14,3,10,1944,2500,44,28140,2024,0,NA,44348.640625,27,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"56415",1,0,1,12,7,13,1953,2940,34,49614.83984375,1126,1,1,97573.4375,12,1,0,0,0,0,0,0,0,0,12,12,4003.919921875,0,0,0,0,1,29,0,1,1,0
"56420",1,0,1,17,7,11,1953,2245,34,94470,3280,0,1,145765.203125,13,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"56449",0,0,1,13,9,5,1950,1530,37,22407.48046875,4815,1,NA,91455,9,2,0,0,0,0,0,NA,0,0,12,11,0,0,0,0,0,4,36,0,0,NA,1
"56453",1,0,1,10,6,11,1956,2019,31,34170,3227,4,1,66732,8,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"56458",1,0,1,12,1,10,1942,1092,45,10050,3298,2,1,21792.419921875,26,4,0,0,2436.1201171875,0,0,1212,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"56473",0,0,1,12,8,13,1954,952,33,12753.4501953125,1788,2,1,125434.046875,12,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"56474",1,0,1,17,6,10,1954,3146,33,47235,4775,5,1,47637,12,3,0,0,0,0,0,0,0,0,12,14,603,0,0,0,0,2,34,0,1,1,0
"56476",0,0,1,12,12,13,1928,1960,59,NA,4255,2,NA,82450.203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,0
"56505",1,0,1,12,7,13,1948,1960,40,60300,526,1,1,142408.5,20,2,0,0,0,0,0,0,0,0,8,NA,NA,28140,0,NA,0,2,22,0,1,1,0
"56513",1,1,0,11,3,7,1939,1920,49,34170,546,0,1,84420,27,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"56521",1,0,1,15,3,10,1959,645,29,15276,3050,1,1,59900.01171875,8,1,0,6836.009765625,6836.009765625,0,0,0,0,0,12,12,46230,19095,0,0,0,2,14,0,1,1,0
"56537",1,0,1,11,6,11,1929,1908,58,21703.98046875,4579,0,1,75174,37,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"56556",1,0,1,12,3,11,1942,1960,46,40200,735,0,1,106530,25,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"56559",1,0,1,12,11,11,1953,2310,34,92460,3123,2,1,93666,13,2,0,0,0,0,0,0,0,0,12,16,146730,0,0,0,0,2,34,0,1,1,0
"56560",0,0,1,12,4,11,1934,0,53,0,377,1,1,153564,15,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"56626",0,0,1,12,11,10,1932,2000,55,20100,3939,0,1,60300,10,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"56631",0,0,1,16,9,12,1960,1320,27,21708,6849,0,0,48093.26953125,6,1,0,0,0,0,0,0,0,0,16,14,30150,40200,0,0,0,2,12,0,1,1,0
"56650",1,0,1,12,10,10,1959,2072,29,22290.900390625,4897,1,1,30139.94921875,7,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"56652",0,0,0,12,8,9,1944,1924,44,51456,4454,1,1,113755.953125,24,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"56671",1,0,1,12,10,10,1956,2652,31,62310,2769,2,1,98490,10,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,0,1,1,0
"56692",1,0,1,15,8,10,1954,2080,33,65325,4007,3,1,104520,9,1,0,0,0,0,0,0,0,0,12,12,12261,3216,0,0,0,4,5,0,1,1,0
"56727",1,0,1,12,12,6,1945,3120,42,27255.599609375,6158,0,1,89344.5,25,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"56729",1,0,1,16,10,11,1949,1469,38,30150,105,0,1,52662,16,1,0,6030,6030,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"56749",0,0,1,12,12,11,1937,0,50,0,6913,0,NA,64320,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,5,50,NA,NA,NA,1
"56750",1,0,1,16,2,11,1957,2250,31,NA,4952,0,0,94301.15625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,2,12,1,1,NA,0
"56783",1,0,1,12,8,9,1954,2080,32,41808,6511,1,1,42813,12,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"56798",0,0,1,12,7,12,1939,1824,48,32160,2553,1,0,33341.87890625,27,3,0,0,1181.88000488281,1181.88000488281,0,0,0,0,12,12,0,0,0,0,0,2,34,0,1,1,0
"56817",0,0,1,13,2,10,1951,0,37,0,3215,3,NA,36180,16,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"56820",0,0,1,12,11,11,1960,1560,28,16884,3773,3,0,16884,3,3,0,0,0,0,0,0,0,0,12,11,29191.23046875,0,0,0,0,4,49,0,1,1,0
"56822",0,0,1,12,2,10,1930,218,58,1863.27001953125,4746,0,1,64374.26953125,33,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,18,0,0,NA,1
"56828",1,0,1,17,3,11,1948,1904,40,76380,3883,1,1,93465,14,3,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,2,21,0,1,1,0
"56838",1,0,1,12,2,10,1959,1975,29,24120,5453,2,1,48240,9,3,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,3,45,0,1,1,0
"56863",1,0,1,16,10,11,1960,872,27,NA,707,0,NA,47492.28125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,1933.61999511719,0,0,0,1,29,0,1,NA,0
"56865",0,0,1,12,10,12,1959,0,28,0,1221,2,1,102936.1171875,7,1,0,0,0,0,0,NA,0,0,12,NA,NA,38592,0,NA,0,2,24,0,0,NA,1
"56896",0,1,0,12,10,8,1961,1275,26,10584.66015625,6958,0,0,10584.66015625,7,4,0,0,0,0,0,0,0,0,10,5,2110.5,723.599975585938,0,0,0,3,42,0,1,1,0
"56922",1,0,1,17,7,12,1947,2880,40,402000,3230,2,1,402603,16,1,0,0,0,0,0,0,0,0,16,12,0,0,0,0,0,2,21,0,1,1,0
"56986",1,0,1,12,6,12,1957,2250,30,NA,1715,0,NA,126831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,54270,16080,0,0,0,3,45,0,1,NA,0
"56995",1,0,1,12,11,10,1948,1466,39,NA,4399,2,1,101848.7109375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,0,0
"57024",0,0,0,14,6,12,1964,NA,25,NA,4982,0,NA,8618.8798828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,0
"57052",1,0,1,12,12,10,1936,2180,51,43556.69921875,2211,1,1,54125.28125,30,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"57085",1,0,0,8,8,10,1927,0,60,0,2390,0,0,12711.240234375,NA,4,0,0,10661.0400390625,10661.0400390625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,1,0
"57102",1,0,1,17,1,11,1944,2450,44,120600,4974,0,1,174870,33,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"57125",1,0,1,12,4,9,1962,2304,25,84420,794,2,1,84420,5,2,0,0,0,0,0,0,0,0,9,9,29346,0,0,0,0,3,41,0,1,1,0
"57152",0,0,1,15,7,11,1940,2040,47,11135.400390625,154,2,0,30552,24,1,0,0,0,0,0,0,12462,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"57159",1,0,1,17,7,9,1960,1040,27,10050,3405,0,0,10050,6,3,0,0,0,0,0,0,0,0,14,NA,NA,39597,0,NA,0,4,5,0,1,1,0
"57185",0,0,1,14,1,8,1943,704,45,4472.25,2438,0,1,77797.046875,24,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"57205",0,0,1,16,12,12,1944,1960,43,20059.80078125,6908,3,1,92862,13,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"57208",1,0,1,12,1,9,1929,2542,59,18592.5,2135,0,1,38190,39,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"57209",0,0,1,6,8,11,1940,0,48,0,4118,2,1,62330.1015625,10,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"57211",1,0,1,14,1,10,1944,1971,44,78390,4973,2,1,124419,23,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"57248",1,0,1,12,2,13,1961,3305,27,136680,4169,0,0,136680,9,1,0,0,0,0,0,0,0,0,16,17,111333.8984375,0,0,0,0,2,14,0,1,1,0
"57249",0,0,1,16,1,8,1959,2678,29,35175,1941,0,1,85461.1796875,8,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"57251",0,0,1,16,5,9,1948,1536,40,52260,5903,2,1,130650,16,1,0,0,0,0,0,NA,0,0,12,12,0,0,0,0,0,2,26,0,1,NA,1
"57257",1,0,1,15,3,10,1957,2250,31,59295,2245,3,1,112015.2890625,10,1,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,3,23,0,1,1,0
"57263",1,0,1,17,4,11,1936,2750,51,180900,946,0,1,215070,23,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"57276",0,1,0,12,11,NA,1950,NA,37,0,3475,2,NA,20936.16015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0,0,NA,0,3,1,0,0,NA,0
"57295",1,0,1,12,9,11,1949,1728,38,26130,2157,1,0,41279.37109375,17,3,0,7236,7236,0,0,0,0,0,NA,11,0,0,0,0,0,2,13,0,1,1,0
