"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"11117",0,0,1,9,12,8,1929,NA,2340,54,0,1969,1,NA,11266.7998046875,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"11132",1,0,1,8,2,9,1927,NA,2061,57,60685,97,1,1,102592,31,2,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"11142",1,0,1,12,11,10,1947,NA,24,36,1145,1293,3,1,16121.599609375,10,2,0.600000023841858,0,9160,13694.2001953125,0,0,1980,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,1,0
"11143",0,0,1,12,11,11,1958,39,2004,25,20610,3656,0,1,61830,NA,2,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"11183",0,0,1,12,3,13,1928,NA,2008,56,30915,6372,0,0,37785,28,2,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"11186",0,0,1,17,6,10,1956,24,1680,27,31265.369140625,3761,1,1,57836.23828125,1,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"11207",1,0,1,16,8,9,1938,NA,2400,45,74138.75,4768,0,0,77631,19,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"11209",1,0,1,12,2,13,1946,NA,1985,38,77860,3451,1,1,126408,12,2,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,22,0,1,1,0
"11241",0,1,0,14,11,11,1940,NA,1880,44,34350,337,0,0,66359.6171875,15,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"11245",0,0,1,12,8,11,1958,31,1500,25,13740,5183,2,1,73051,NA,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,12,14,69146.546875,12240.0498046875,0,0,0,1,31,0,1,NA,1
"11270",0,0,1,8,11,7,1923,NA,2000,60,13740,493,0,NA,26051.0390625,30,4,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"11274",0,0,1,12,8,10,1951,40,2145,32,30686,2,2,1,90226,6,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,0,1,NA,1
"11284",1,0,1,12,6,11,1926,NA,1865,57,89768,756,1,1,160368.703125,31,3,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"11302",1,1,0,12,9,11,1938,NA,2030,45,64120,5369,0,1,112897,19,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"11324",0,0,1,14,10,10,1921,NA,1560,55,68700,1949,0,NA,146560,1,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"11329",0,0,1,6,8,11,1938,NA,0,45,0,274,0,1,69845,NA,3,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"11347",1,0,1,17,8,10,1927,NA,2640,56,53357,2679,0,1,54960,23,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"11351",0,0,1,16,7,12,1949,NA,2085,34,64120,272,0,0,105340,8,3,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"11365",0,0,1,12,10,11,1940,NA,176,43,2090.77001953125,5014,0,1,54479.1015625,15,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,0,1,NA,1
"11369",0,NA,NA,12,11,8,1950,NA,1562,33,NA,6915,0,NA,61296.4296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,0
"11441",0,0,1,16,3,8,1927,NA,2556,57,16030,5293,0,NA,65150.5,27,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"11496",0,1,0,13,7,7,1949,NA,1209,34,19236,1159,1,NA,65232.94140625,13,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"11512",1,0,1,12,1,12,1947,NA,2530,37,28086.849609375,1584,3,1,52212,11,2,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"11541",1,0,1,12,1,7,1953,4,368,31,1603,6641,2,1,36433.8984375,6,4,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"11568",1,0,1,14,12,10,1957,21,2220,26,56105,4600,2,1,61257.5,2,1,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"11571",1,0,1,12,5,8,1954,34,2060,29,80150,3269,0,0,80150,8,2,0.200000002980232,0,0,0,0,0,0,0,0,12,12,37155.25,0,0,0,0,2,34,0,1,1,0
"11588",0,0,1,12,7,9,1923,NA,1519,60,35724,266,0,0,63891,10,1,0.100000001490116,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"11595",0,0,1,10,12,8,1952,45,1685,31,6870,3561,0,NA,29770,6,1,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,3,45,0,1,NA,1
"11597",1,0,1,17,8,10,1953,14,1464,30,40207.8203125,876,0,1,65397.8203125,7,1,0.5,0,0,0,0,0,0,0,0,12,12,0,7786,0,0,0,2,14,0,1,1,0
"11659",0,0,1,16,2,8,1925,NA,2034,59,32060,3943,0,1,47632,27,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"11660",0,0,1,14,5,10,1956,31,393,27,10076,4143,3,1,77248.5703125,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,30686,0,NA,0,1,31,0,1,NA,1
"11690",0,0,1,12,5,11,1934,NA,763,49,16030,6277,0,1,165642.5625,NA,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"11721",1,NA,NA,12,5,10,1958,46,520,25,0,2981,0,NA,36685.80078125,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"11731",1,0,1,14,3,11,1953,4,704,30,20152,907,0,0,31299.720703125,4,3,0.5,0,7025.72021484375,7025.72021484375,0,0,0,0,0,NA,16,66877.15625,NA,NA,0,0,4,4,0,1,1,0
"11745",1,0,1,14,5,12,1944,NA,1760,39,41220,29,1,1,94435.0234375,16,1,0.400000005960464,0,1140.42004394531,11308.01953125,10167.599609375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"11749",0,0,1,14,4,10,1952,46,1964,32,82440,4930,0,0,82440,5,2,0.200000002980232,0,0,0,0,0,0,0,0,14,16,111065,38930,0,0,0,4,46,0,1,1,0
"11775",0,0,1,14,9,12,1944,NA,1440,39,12315.6201171875,769,1,1,39713.1796875,5,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"11805",1,1,0,12,11,7,1931,NA,1672,52,52670,1788,0,1,57250,26,4,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"11811",1,0,1,12,6,4,1955,37,2488,28,29765.419921875,1052,1,1,46603.7890625,1,2,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"11814",1,0,1,16,10,11,1941,NA,1960,42,122528.7421875,3729,0,1,134647.421875,13,2,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,1,0
"11847",1,0,1,12,12,7,1954,12,1862,29,79410.328125,1195,0,1,147242.421875,9,2,0.300000011920929,0,0,0,0,0,0,0,0,8,12,20610,32060,0,0,0,2,12,0,1,1,0
"11872",0,0,1,8,8,8,1930,NA,0,53,0,3380,3,1,23499.98046875,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"11881",0,1,0,14,8,10,1933,NA,1824,50,45800,6857,0,0,57250,16,2,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,8,0,1,1,0
"11894",0,0,1,12,8,9,1951,37,2450,32,NA,3555,0,0,143115.84375,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,10,45800,229,0,0,0,1,37,0,1,NA,0
"11898",0,0,1,13,7,12,1944,NA,1900,39,50380,2659,1,1,114500,5,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"11917",0,0,1,15,2,9,1957,43,624,27,1946.5,3902,2,1,35082.80078125,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,12,12,41220,45800,0,0,0,3,42,0,0,NA,1
"11936",0,0,0,9,12,7,1953,4,1393,30,14649.1298828125,5720,3,1,48999.12890625,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,4,4,0,0,NA,1
"11953",0,0,1,16,7,13,1947,NA,1250,36,29770,4548,3,1,79692,4,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,0,1,NA,1
"11954",0,0,1,11,10,12,1937,NA,0,46,0,3100,0,1,65274.16015625,5,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"11963",1,0,1,12,7,8,1955,21,2115,29,54960,6904,1,0,55972.1796875,2,1,0.600000023841858,0,1012.17999267578,1012.17999267578,0,0,0,0,0,NA,8,NA,NA,NA,NA,0,2,21,0,1,1,0
"11979",0,0,1,13,3,11,1943,NA,800,41,9160,1037,1,1,122744,3,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,0,NA,1
"11994",1,0,1,12,5,11,1943,NA,2304,40,109920,5456,3,1,118164,14,1,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"12012",1,0,1,13,10,9,1945,NA,2089,38,59540,3209,0,1,94462.5,15,2,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,9,0,1,1,0
"12019",1,0,1,7,2,1,1941,NA,1919,43,24507.580078125,3352,0,0,64868.828125,17,3,0.400000005960464,0,2720.52001953125,2720.52001953125,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"12027",0,NA,NA,12,1,7,1956,10,2295,28,27480,2758,2,NA,69387,3,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"12029",1,0,1,12,7,10,1940,NA,2000,43,45800,3760,1,1,88165,8,1,0.400000005960464,0,0,0,0,0,0,0,0,4,NA,NA,0,0,NA,0,3,9,0,1,1,0
"12030",1,0,1,12,10,12,1936,NA,2236,47,80150,52,0,1,99562.328125,21,3,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"12040",1,0,1,10,7,8,1928,NA,1200,55,31144,991,0,1,34350,27,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,0,1,0
"12045",0,0,1,12,8,10,1945,NA,2142,38,18091,6517,3,1,56031.71875,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"12061",0,0,1,12,6,9,1946,NA,1304,37,16414.720703125,6579,0,0,20994.720703125,11,2,0.5,0,4580,4580,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"12072",0,0,1,12,6,8,1955,36,0,29,0,3564,3,1,70394.6015625,2,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"12083",1,0,0,14,5,10,1941,NA,2225,43,76028,5556,4,1,77287.5,17,2,0.899999976158142,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"12084",1,0,1,13,9,11,1941,NA,2032,42,46487,398,4,1,57055.3515625,17,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"12119",1,0,1,6,6,0,1946,NA,1260,36,16994.08984375,5024,1,1,54630.23828125,11,4,0.600000023841858,0,5612.7900390625,5612.7900390625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"12139",1,0,1,17,7,13,1948,NA,1205,35,46372.5,2263,1,1,72707.5,9,3,0.5,0,0,5358.60009765625,0,0,2340,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"12150",0,0,1,12,2,8,1935,NA,1306,57,25190,1926,0,1,53668.44140625,2,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"12209",0,0,1,9,10,9,1928,NA,1666,55,18732.19921875,2932,0,NA,56494.30078125,20,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"12268",0,0,1,17,1,12,1932,NA,2078,52,80150,4547,0,0,82440,26,1,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"12273",0,0,1,14,12,9,1940,NA,2144,43,22900,3270,0,0,23850.349609375,15,3,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"12296",1,0,1,12,10,6,1956,37,1910,27,33205,1938,2,1,55239.37890625,2,1,0.800000011920929,0,1325.91003417969,1325.91003417969,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"12297",1,0,1,9,3,10,1946,NA,1856,38,50380,4653,2,1,104000.3515625,9,3,0.800000011920929,0,721.349975585938,721.349975585938,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"12298",1,0,1,10,12,6,1926,NA,1120,56,10992,5202,0,1,47288.5,25,2,0.5,0,2267.10009765625,2267.10009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"12301",1,0,1,12,3,7,1950,NA,2080,34,16030,4821,4,1,50380,9,2,0.899999976158142,0,0,0,0,0,0,0,0,5,2,18320,9160,0,0,0,4,4,0,1,1,0
"12303",1,0,1,16,9,11,1957,16,2034,26,35495,5768,0,1,59253.75,5,2,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"12329",0,0,1,12,12,10,1948,NA,30,35,114.5,4372,3,1,24732,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"12340",0,0,1,12,6,8,1941,NA,1920,42,36640,4627,0,1,68917.546875,5,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"12365",1,0,1,12,11,6,1942,NA,1904,41,51868.5,1800,0,0,74768.5,16,3,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,NA,0,NA,0,1,6,0,1,1,0
"12375",0,0,1,16,6,9,1952,34,749,31,16030,197,1,1,132133,6,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"12380",0,0,1,7,5,10,1944,NA,1613,39,13792.669921875,856,4,1,69934.3125,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"12398",1,0,1,12,5,9,1958,37,2250,25,32795.08984375,2874,0,0,32795.08984375,4,2,1,0,0,0,0,0,0,0,0,8,12,121.370002746582,0,0,0,0,1,37,0,1,1,0
"12417",0,0,1,12,1,11,1943,NA,1900,41,34350,2957,1,NA,100416.5,7,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"12422",1,0,1,17,8,12,1950,NA,2151,33,15331.5498046875,548,0,1,60270.51171875,8,1,0.5,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,4,5,0,1,1,0
"12439",1,0,1,9,11,10,1927,NA,1840,56,24365.599609375,5287,1,1,26174.69921875,31,2,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"12466",1,0,1,13,7,12,1958,39,2500,25,36640,6567,0,1,64120,3,3,0.300000011920929,0,0,0,0,0,0,0,0,12,6,50380,18320,0,0,0,3,39,0,1,1,0
"12480",0,0,1,12,6,12,1932,NA,2112,51,58624,2871,0,NA,106714,23,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"12503",1,0,1,12,5,9,1947,NA,1935,37,63222.3203125,4295,3,1,66233.671875,11,3,0.699999988079071,0,0,0,0,0,0,0,0,6,NA,NA,0,0,NA,0,1,37,0,1,1,0
"12513",0,0,1,16,5,10,1957,37,2002,26,20610,5624,0,1,71104.5,5,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"12518",0,0,1,12,4,9,1929,NA,1248,55,13740,4071,0,1,34441.6015625,2,3,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"12532",1,0,1,12,10,11,1958,16,2205,25,60227,2249,1,1,67967.203125,2,1,0.800000011920929,0,0,0,0,0,0,0,0,12,12,NA,NA,NA,NA,0,3,16,0,1,1,0
"12559",0,1,0,16,6,7,1953,23,1984,30,25190,1189,3,NA,38930,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"12570",0,0,1,17,10,11,1948,NA,0,35,0,5767,2,1,85417,4,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,0,0,NA,1
"12575",0,0,1,8,3,9,1932,NA,965,54,13128.5703125,1876,0,1,44936.671875,15,2,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"12579",0,0,1,11,6,11,1926,NA,0,57,0,1807,0,1,169460,6,1,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"12580",1,0,1,14,12,9,1957,43,1960,26,68700,4361,0,1,146560,6,1,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,80150,0,NA,0,4,43,0,1,1,0
"12587",0,1,0,12,5,5,1953,3,221,31,1832,6212,4,1,21755,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"12597",1,0,1,16,9,13,1955,46,1992,28,32662.26953125,3814,0,0,32662.26953125,5,2,0.300000011920929,0,0,0,0,0,0,0,0,17,17,41075.73046875,38662.0703125,0,0,0,6,NA,0,1,1,0
"12619",0,0,1,12,10,12,1924,NA,1900,59,26335,4287,0,0,113355,30,3,0.400000005960464,0,0,0,0,0,0,0,0,11,NA,NA,0,0,NA,0,1,29,0,1,1,0
"12621",0,1,0,14,3,5,1954,31,2105,30,20152,5328,2,0,22011.48046875,7,3,0.800000011920929,0,0,3199.1298828125,0,0,585,0,812,8,12,0,0,0,0,0,1,31,0,1,1,0
"12623",0,0,1,12,8,9,1950,NA,1112,33,25190,755,2,1,87489.453125,5,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,11,8,0,42227.6015625,0,0,0,2,12,0,1,NA,1
"12641",0,0,1,12,6,11,1944,NA,0,39,0,5456,3,1,118164,2,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"12645",1,0,1,16,10,11,1934,NA,2808,49,240450,6411,1,1,309768.3125,23,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"12646",1,0,1,12,7,7,1950,NA,2592,33,75570,2608,1,1,75570,7,1,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"12687",0,0,1,15,11,9,1938,NA,2205,45,61830,6310,1,1,183429,10,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"12747",1,0,1,17,6,10,1954,31,2250,29,70990,4407,0,1,147132.5,8,1,0.300000011920929,0,0,0,0,0,0,0,0,12,NA,NA,30686,0,NA,0,1,29,0,1,1,0
"12776",1,0,1,16,8,12,1954,37,2372,29,80150,3602,0,0,80150,3,1,0.300000011920929,0,0,0,0,0,0,0,0,12,17,15114,0,0,0,0,1,37,0,1,1,0
"12781",1,0,1,13,11,12,1950,NA,2625,33,46693.1015625,5715,2,1,84272,8,3,0.699999988079071,0,3435,3435,0,0,0,0,0,12,12,8908.099609375,0,0,0,0,2,48,0,1,1,0
"12782",1,0,1,16,12,10,1953,20,1800,30,60685,2916,2,1,61143,4,1,0.5,0,0,0,0,0,0,0,0,9,NA,NA,0,0,NA,0,1,20,0,1,1,0
"12792",1,0,1,13,4,10,1948,NA,2030,35,43510,170,2,1,65791.703125,9,2,0.699999988079071,0,0,0,0,0,0,0,0,12,12,89768,38701,0,0,0,4,4,0,1,1,0
"12819",1,0,1,16,5,10,1947,NA,2254,36,61257.5,4625,1,1,110263.5,10,1,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"12836",0,0,1,12,1,11,1944,NA,1904,40,45800,837,2,NA,166712,11,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"12858",1,0,1,14,1,10,1955,24,2550,29,32689.75,5285,0,0,59540,3,3,0.300000011920929,0,0,0,0,0,0,0,0,12,17,56746.19921875,16030,0,0,0,2,24,0,1,1,0
"12883",1,0,1,17,12,12,1945,NA,2508,38,68700,1116,2,1,118736.5,12,2,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"12888",0,0,1,12,5,9,1951,21,0,33,0,4880,2,1,91600,6,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"12895",1,0,1,12,6,7,1924,NA,2450,59,64120,1552,0,1,127628.5703125,33,3,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"12902",0,0,1,9,11,8,1954,34,1432,29,16259,6645,3,1,100164.6015625,1,3,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"12910",0,1,0,9,3,5,1924,NA,0,60,0,1325,0,NA,43297.03125,12,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"12930",0,0,1,12,12,9,1951,46,0,32,0,5458,2,1,66410,6,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"12960",1,0,1,16,2,9,1956,21,2500,28,54960,2279,0,1,76028,7,3,0.300000011920929,0,0,0,0,0,0,0,0,12,12,61601,0,0,0,0,2,34,0,1,1,0
"12966",0,0,1,12,7,8,1927,NA,2184,56,25476.25,1715,0,1,89424.5,25,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"12974",0,0,1,16,11,11,1944,NA,250,39,2748,3009,2,1,77516.5,9,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,NA,0,0,1,6,0,0,NA,1
"13007",0,0,1,14,10,9,1950,NA,0,33,0,2110,3,1,80150,5,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,11,11,0,13128.5703125,0,0,0,1,31,0,0,NA,1
"13031",0,0,1,16,10,10,1941,NA,1976,42,45800,867,1,1,137400,12,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"13075",0,0,1,12,11,7,1926,NA,733,57,7593.64013671875,2277,0,0,67358.0625,12,2,0.600000023841858,0,0,4580,4580,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"13087",0,NA,NA,12,3,9,1944,NA,1920,40,33333.23828125,5806,0,NA,67683.2421875,14,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"13095",1,0,1,11,5,9,1943,NA,231,40,6183,4348,2,1,14106.400390625,13,3,1,0,6549.39990234375,7786,0,0,540,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,0,1,0
"13129",0,1,0,11,10,0,1953,34,0,30,0,3580,2,0,7584.47998046875,2,3,0.800000011920929,0,0,11596.5595703125,0,0,1752,0,3312,11,NA,NA,0,0,NA,0,2,34,0,0,1,0
"13134",0,1,0,11,5,10,1953,8,0,31,0,6818,1,0,41220,3,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,45800,0,NA,0,3,19,0,0,NA,1
"13145",0,0,1,14,12,12,1943,NA,2136,40,43510,3299,0,NA,158376.40625,5,3,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"13160",0,0,1,12,9,8,1951,37,0,32,0,4748,4,1,60685,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,12,10,45165.671875,15352.16015625,0,0,0,1,37,0,0,NA,1
"13170",1,0,1,17,8,10,1926,NA,2337,57,68700,1780,0,1,76050.8984375,31,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"13172",1,0,1,15,8,10,1947,NA,1740,36,0,5807,0,0,2.28999996185303,10,2,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
