"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","height","weight","bmi","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"10117",0,0,1,17,3,10,1953,0,32,0,9,2,1,72044,NA,1,66,116,18.7208442687988,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"10129",1,0,1,17,10,12,1929,2115,56,117180,1315,0,1,206150,30,2,70,230,32.9979591369629,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"10131",0,0,1,12,4,10,1950,2450,35,33630.66015625,1158,2,1,121257.4296875,16,2,62,150,27.4323616027832,0,0,0,0,0,NA,0,0,8,9,65100,217,0,0,0,2,22,0,1,NA,1
"10134",0,0,1,12,8,10,1939,261,46,8246,2764,3,1,101556,5,3,64,135,23.170166015625,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"10143",1,0,1,12,3,8,1945,2120,41,60109,51,0,1,128984.796875,23,1,72,176,23.8672847747803,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"10162",1,0,1,16,11,11,1945,2600,40,75950,1061,2,0,75950,22,1,69,165,24.3635787963867,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"10237",0,1,0,11,12,7,1953,0,32,0,2074,2,0,10416,NA,3,65,150,24.9585800170898,0,0,14842.7998046875,0,0,2040,0,4800,12,NA,NA,13540.7998046875,0,NA,0,2,21,0,0,1,0
"10240",0,0,1,12,10,11,1928,828,57,12412.400390625,5488,1,1,40743.921875,20,5,62,129,23.5918312072754,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"10274",0,NA,NA,17,4,12,1951,2445,34,NA,1100,0,0,133400.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,1,1,NA,0
"10277",1,0,1,12,7,3,1957,2392,29,51420.3203125,6929,0,0,110776.328125,9,2,69,228,33.6660346984863,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,4,2,0,1,1,0
"10281",1,0,1,16,7,9,1928,2250,58,89154.453125,4832,0,1,123839.7265625,45,1,68,165,25.0854244232178,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"10312",1,1,0,14,5,12,1930,0,55,0,803,0,1,64854.7890625,NA,5,69,170,25.1018695831299,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,0,1,0
"10319",1,0,1,12,10,9,1959,2090,26,60760,4208,0,1,93744,7,2,71,160,22.3130340576172,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"10321",0,0,1,17,5,11,1939,609,46,NA,1064,0,NA,105939.3984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,3,23,0,1,NA,0
"10323",0,0,1,15,5,7,1950,1584,35,36890,4586,0,0,40253.5,15,2,64,120,20.595703125,0,3255,3255,0,0,0,0,0,12,10,39060,0,0,0,0,5,50,0,1,1,0
"10327",1,0,1,17,5,9,1938,3060,47,71176,68,0,1,107382.453125,28,1,70,185,26.5418357849121,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,0,1,0
"10333",0,0,1,6,10,8,1945,0,40,0,1017,0,1,21135.80078125,NA,2,67,175,27.4058818817139,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"10341",0,0,1,12,9,12,1947,1968,38,23870,2194,5,NA,100820.3671875,13,3,66,160,25.8218555450439,0,0,0,0,0,NA,15624,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"10363",0,1,0,12,7,7,1957,2000,28,41230,3052,1,0,44875.6015625,10,2,66,175,28.2426528930664,0,0,0,0,0,0,3645.60009765625,0,11,NA,NA,17568.3203125,0,NA,0,2,13,0,1,1,0
"10364",1,0,1,13,9,8,1940,1275,45,32333,1544,0,1,114793,25,4,68,165,25.0854244232178,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"10381",0,0,0,12,6,10,1958,0,27,0,6060,3,0,18553.5,2,2,66,124,20.0119380950928,0,0,1746.84997558594,0,0,805,3038,0,14,8,21912.66015625,8680,0,0,0,2,40,0,0,1,0
"10382",0,0,1,12,8,11,1957,1038,28,7812,3495,3,1,77353.9921875,6,2,69,159,23.4776306152344,0,0,0,0,0,NA,0,0,12,11,29783.25,0,0,0,0,4,49,0,1,NA,1
"10407",0,0,1,16,6,9,1930,968,55,26040,742,0,NA,104941.203125,14,1,66,130,20.9802570343018,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"10415",1,0,1,11,9,13,1932,1920,53,NA,3530,0,NA,31977.119140625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,3,32,0,1,NA,0
"10452",1,1,0,11,2,6,1956,2080,30,30495.009765625,5892,4,1,56535.01171875,12,2,65,173,28.7855625152588,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,27,0,1,1,0
"10491",0,0,0,7,9,8,1924,1496,60,10850,596,0,NA,32398.099609375,40,2,64,118,20.25244140625,0,325.5,325.5,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"10494",1,1,0,11,3,8,1961,2064,25,21700,2935,1,1,21700,6,3,71,165,23.0103149414062,0,0,1302,0,0,600,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"10496",0,0,1,11,6,8,1937,0,49,0,5376,1,1,88503.453125,NA,3,66,140,22.594123840332,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"10512",0,0,1,17,1,11,1955,1940,31,54250,2265,0,1,130655.703125,11,3,56,140,31.3839282989502,0,0,0,0,0,NA,0,0,10,11,62279,32984,0,0,0,1,38,0,1,NA,1
"10515",1,0,1,14,6,11,1937,1645,48,130200,2063,1,1,148428,29,2,69,165,24.3635787963867,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"10521",0,1,0,12,2,6,1950,2080,36,19530,6643,1,1,47740,16,2,67,220,34.4531059265137,0,0,0,0,0,NA,0,0,6,NA,NA,0,0,NA,0,3,1,0,1,NA,1
"10558",0,0,1,14,10,7,1955,850,30,26040,5540,2,NA,87023.5078125,10,2,66,145,23.4010562896729,136.710006713867,0,136.710006713867,0,0,NA,0,0,8,12,90814.5,35210.421875,0,0,0,2,34,0,1,NA,1
"10574",0,0,1,14,7,9,1957,750,28,23870,2836,0,1,95480,8,3,66,135,21.7871894836426,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"10575",1,0,1,14,9,10,1951,1959,34,29459.919921875,4557,2,1,98952,16,3,68,185,28.1260814666748,0,5260.080078125,5260.080078125,0,0,0,0,0,9,12,0,44485,0,0,0,1,37,0,1,1,0
"10583",1,0,1,17,6,9,1943,1392,42,75950,6348,2,1,106330,20,2,70,185,26.5418357849121,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"10591",1,1,0,12,3,10,1952,2226,34,67270,3504,1,1,78120,15,2,72,205,27.7999610900879,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"10611",0,0,1,12,5,10,1956,0,29,0,2871,3,1,56420,NA,3,62,110,20.1170654296875,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"10620",0,0,1,16,6,12,1952,520,33,4774,6000,2,1,46329.5,14,2,66,130,20.9802570343018,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"10626",1,0,1,13,12,11,1946,2862,39,52242.75,1284,2,1,52242.75,20,2,65,140,23.2946739196777,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"10659",1,0,1,12,10,9,1957,3996,28,48825,2625,2,1,50561,9,2,70,240,34.4326515197754,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"10660",1,0,1,14,5,10,1953,2673,32,32550,4144,2,1,122605,7,1,70,165,23.6724491119385,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,29,0,1,1,0
"10663",1,0,1,12,8,11,1955,2550,30,26625.900390625,1712,0,1,46014.8515625,22,2,71,150,20.9184684753418,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"10667",0,0,1,12,4,12,1939,48,46,358.049987792969,985,1,NA,101414.953125,NA,3,64,130,22.31201171875,0,0,0,0,0,NA,5208,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"10687",0,0,1,14,6,11,1960,260,25,2007.25,3561,2,1,26094.25,6,1,63,122,21.6089687347412,0,0,0,0,0,NA,0,0,12,12,60760,19530,0,0,0,1,6,0,1,NA,1
"10706",0,0,1,12,8,10,1952,1890,33,47740,4557,2,1,98952,14,2,66,120,19.3663921356201,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"10731",0,0,1,9,2,12,1944,1986,42,23870,3147,1,NA,58590,13,3,62,140,25.6035385131836,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"10753",0,0,1,12,8,10,1943,2010,42,21700,2791,1,1,34720,23,2,63,130,23.025951385498,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"10766",0,0,1,13,3,9,1957,30,29,868,794,1,1,51235.87109375,5,1,67,121,18.9492092132568,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"10767",0,1,0,12,2,10,1961,0,25,0,5577,2,0,2126.60009765625,NA,2,65,155,25.7905330657959,0,0,4270.56005859375,0,0,1968,1041.59997558594,0,NA,NA,NA,NA,NA,NA,0,3,17,0,0,1,0
"10775",0,0,1,12,10,10,1938,1970,47,52080,201,0,1,221340,23,3,60,165,32.220832824707,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"10795",1,0,1,12,4,9,1960,3075,26,39060,5451,0,1,48434.3984375,7,2,67,200,31.3210067749023,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"10826",1,0,1,14,1,10,1953,2005,33,58590,4353,0,1,66402,14,3,71,155,21.6157512664795,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,4,4,0,1,1,0
"10838",0,0,1,17,8,8,1957,1968,28,62930,3824,1,0,100295.2265625,5,4,63,115,20.3691101074219,0,0,0,0,0,0,0,0,15,16,71176,0,0,0,0,1,31,0,1,1,0
"10841",0,0,1,12,12,10,1947,702,38,3255,6080,4,1,2.17000007629395,10,1,70,135,19.3683681488037,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"10884",0,0,1,15,1,9,1954,1590,32,17794,958,1,1,49476,13,2,67,120,18.7926044464111,0,0,0,0,0,NA,0,0,10,10,7864.080078125,4383.39990234375,0,0,0,3,32,0,1,NA,1
"10890",1,1,0,12,8,10,1946,2244,39,34720,1000,0,0,34828.5,20,2,66,160,25.8218555450439,0,0,0,0,0,0,0,0,7,NA,NA,1627.5,0,NA,0,3,39,0,1,1,0
"10908",0,0,1,16,9,13,1950,817,35,3732.39990234375,6979,4,1,31291.400390625,7,2,64,140,24.0283203125,0,0,0,0,0,NA,0,0,15,17,151900,86800,0,0,0,6,NA,0,1,NA,1
"10918",1,0,1,14,8,9,1952,1880,33,54250,4395,2,1,54467,14,2,72,185,25.0877704620361,0,0,0,0,0,0,0,0,11,12,73780,0,0,0,0,4,46,0,1,1,0
"10940",0,0,1,13,9,10,1954,607,31,5993.5400390625,2494,2,1,57928.1484375,9,1,68,140,21.2846012115479,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"10998",0,0,1,14,4,11,1957,1595,28,20615,1771,0,1,72695,7,3,64,140,24.0283203125,0,0,0,0,0,NA,0,0,NA,11,117180,NA,NA,0,0,3,42,0,1,NA,1
"11008",0,0,1,17,8,8,1960,1741,25,18488.400390625,920,0,1,49736.3984375,6,2,69,175,25.840160369873,0,0,0,0,0,NA,0,0,13,14,33852,2604,0,0,0,2,33,0,1,NA,1
"11037",1,0,1,13,12,11,1942,2632,43,56420,5048,0,1,80311.703125,24,2,66,198,31.9545459747314,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"11054",0,0,1,16,6,9,1946,1996,39,49910,6274,2,0,70742,21,3,64,125,21.453857421875,0,0,7812,7812,0,0,13020,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"11061",0,0,1,15,3,7,1947,1260,39,32550,3713,2,1,110453,20,4,67,130,20.3586540222168,0,0,0,0,0,NA,0,0,11,12,0,0,0,0,0,1,20,0,1,NA,1
"11099",0,0,1,13,11,10,1953,0,32,0,2355,5,1,54250,NA,3,61,150,28.3391551971436,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"11106",0,0,1,12,2,8,1957,2000,28,10850,5833,2,1,45570,10,3,63,140,24.7971782684326,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"11114",1,0,1,12,1,8,1957,1192,29,14105,4067,1,0,16548.419921875,10,1,68,135,20.5244369506836,0,0,1302,0,0,600,0,0,16,12,14690.900390625,0,0,0,0,2,14,0,0,1,0
"11117",0,0,1,9,12,8,1929,3096,56,0,266,1,NA,10687.25,6,4,65,148,24.6257991790771,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"11132",1,0,1,8,2,9,1927,1582,59,45570,40,0,1,95165.3515625,40,3,68,173,26.3016872406006,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"11142",1,0,1,12,11,10,1947,1256,38,36890,340,3,1,57244.6015625,15,2,72,185,25.0877704620361,0,4991,4991,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,1,0
"11143",0,0,1,12,11,11,1958,1325,27,18011,2447,0,1,71176,8,2,62,110,20.1170654296875,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"11183",0,0,1,12,3,13,1928,1980,58,40796,6228,0,0,49801.5,30,3,67,135,21.1416797637939,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"11186",0,0,1,17,6,10,1956,1674,29,35371,5191,2,1,46281.76171875,10,2,67,120,18.7926044464111,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"11207",1,0,1,16,8,9,1938,2400,47,79747.5,2923,0,0,83328,28,2,68,175,26.6057529449463,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"11209",1,0,1,12,2,13,1946,2530,40,68897.5,4439,1,1,118612.203125,21,2,72,190,25.7658176422119,0,0,0,0,0,0,0,0,13,NA,NA,0,0,NA,0,2,22,0,1,1,0
"11241",0,1,0,14,11,11,1940,1968,45,43400,1642,0,0,57246.76953125,NA,2,66,155,25.0149211883545,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"11245",0,0,1,12,8,11,1958,1024,27,14105,5171,3,1,88970,5,2,65,124,20.6324253082275,0,0,0,0,0,NA,0,0,14,14,0,12412.400390625,0,0,0,1,31,0,0,NA,1
"11263",1,0,1,11,6,10,1960,2500,25,39060,5030,2,1,73780,6,1,67,190,29.7549571990967,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"11284",1,0,1,12,6,11,1926,1793,59,93310,2455,1,1,159755.40625,40,4,71,175,24.4048805236816,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"11302",1,1,0,12,9,11,1938,2500,47,60760,6901,0,1,100905,26,1,72,185,25.0877704620361,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"11329",0,0,1,6,8,11,1938,0,47,0,1985,0,1,58590,NA,2,68,160,24.3252601623535,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"11347",1,0,1,17,8,10,1927,2640,58,53165,4600,0,1,56637,39,2,74,190,24.3918914794922,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"11351",0,0,1,16,7,12,1949,1296,36,58590,1772,1,1,140535.703125,17,2,66,135,21.7871894836426,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"11365",0,0,1,12,10,11,1940,1976,45,27559,3138,0,1,86149,20,3,60,150,29.2916660308838,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,NA,1
"11441",0,0,1,16,3,8,1927,0,59,0,6798,0,NA,48738.19921875,NA,2,71,190,26.4967269897461,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"11496",0,1,0,13,7,7,1949,1387,36,NA,3691,0,NA,45136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,0
"11512",1,0,1,12,1,12,1947,2976,39,30245.4609375,4915,3,1,69748.140625,20,1,72,185,25.0877704620361,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"11541",1,0,1,12,1,7,1953,110,33,1124.06005859375,6316,3,1,18918.060546875,10,4,64,108,18.5361328125,0,0,6197.52001953125,0,0,2856,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,0,1,0
"11560",0,0,1,16,9,12,1959,4000,26,67270,5411,0,0,67356.796875,8,1,66,140,22.594123840332,0,0,0,0,0,0,0,0,12,NA,116095,10416,0,0,0,2,22,0,1,1,0
"11568",1,0,1,14,12,10,1957,2252,28,49910,1024,3,1,69440,9,2,73,200,26.3839378356934,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"11571",1,0,1,12,5,8,1954,2152,31,86800,892,0,1,128247,12,1,72,190,25.7658176422119,0,0,0,0,0,0,0,0,12,12,42315,0,0,0,0,2,34,0,1,1,0
"11595",0,0,1,10,12,8,1952,2490,33,31465,3305,0,NA,94438.3984375,4,2,65,130,21.6307697296143,0,0,0,0,0,NA,0,0,12,NA,NA,0,0,NA,0,3,45,0,1,NA,1
"11597",1,0,1,17,8,10,1953,2052,32,45570,4073,1,1,71610,13,1,69,153,22.591682434082,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,2,14,0,1,1,0
"11617",1,NA,NA,11,2,7,1942,3120,45,NA,1839,0,NA,69283.7578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,0
"11626",0,0,1,17,6,12,1960,1920,25,62930,5228,0,0,62930,7,1,65,130,21.6307697296143,0,0,0,0,0,0,0,0,13,17,0,50995,0,0,0,1,31,0,1,1,0
"11660",0,0,1,14,5,10,1956,720,29,6510,2988,3,1,66176.3203125,10,1,69,150,22.1487083435059,0,0,0,0,0,NA,0,0,12,NA,NA,34720,0,NA,0,1,31,0,0,NA,1
"11667",0,0,1,12,5,8,1930,2400,56,NA,5973,0,NA,77712.0390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,0
"11690",0,0,1,12,5,11,1934,368,51,15624,1581,0,1,182497,6,2,66,150,24.2079887390137,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"11731",1,0,1,14,3,11,1953,1698,32,22568,679,0,0,35154,10,2,68,140,21.2846012115479,0,2170,2170,0,0,0,0,0,NA,17,7156.66015625,NA,NA,0,0,4,4,0,0,1,0
"11738",0,0,1,12,1,8,1956,645,30,0,4067,1,NA,16548.419921875,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"11745",1,0,1,14,5,12,1944,1476,41,56420,903,1,1,91357,22,1,72,140,18.9853401184082,0,0,10850,10850,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,11,0,1,1,0
"11749",0,0,1,14,4,10,1952,1896,33,91140,3087,0,1,282100,15,2,66,125,20.1733245849609,0,0,0,0,0,NA,0,0,15,16,117180,60760,0,0,0,4,46,0,1,NA,1
"11775",0,0,1,14,9,12,1944,1992,41,21700,1496,1,1,87342.5,20,4,68,175,26.6057529449463,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"11805",1,1,0,12,11,7,1931,1760,54,58590,6318,0,1,62930,33,3,68,170,25.845588684082,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"11811",1,0,1,12,6,4,1955,2129,30,30047.990234375,932,2,1,47687.921875,10,1,71,190,26.4967269897461,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"11814",1,0,1,16,10,11,1941,2162,44,126825.6484375,5792,0,1,147983.15625,22,2,68,195,29.6464099884033,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"11847",1,0,1,12,12,7,1954,2160,31,80502.65625,3989,0,1,145754.5625,12,2,70,165,23.6724491119385,0,0,0,0,0,0,0,0,7,12,0,34746.0390625,0,0,0,2,12,0,1,1,0
"11872",0,0,1,8,8,8,1930,0,55,0,3164,1,1,23644.3203125,NA,3,62,130,23.7747135162354,0,0,5598.60009765625,5598.60009765625,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"11881",0,1,0,14,8,10,1933,1888,52,66783.921875,3783,0,0,97163.921875,25,2,62,115,21.0314769744873,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,8,0,1,1,0
"11894",0,0,1,12,8,9,1951,2860,34,NA,4399,0,0,97975.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9,19530,0,0,0,0,1,37,0,1,NA,0
"11897",0,0,1,12,3,11,1959,0,27,0,6897,1,1,51081.80078125,NA,1,67,112,17.5397644042969,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"11898",0,0,1,13,7,12,1944,2000,41,54250,1047,1,1,98735,15,2,60,120,23.4333324432373,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"11909",1,0,1,12,7,13,1960,2744,25,23870,2361,0,1,41316.80078125,7,2,74,195,25.0337829589844,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"11917",0,0,1,15,2,9,1957,312,29,7595,2060,2,0,18662,10,2,67,145,22.7077293395996,0,0,0,0,0,0,651,0,12,12,24651.19921875,82460,0,0,0,4,43,0,1,1,0
"11936",0,0,0,9,12,7,1953,1063,33,4374.72021484375,6120,3,1,49465.1484375,5,3,64,150,25.74462890625,0,0,0,0,0,NA,0,0,8,NA,NA,0,0,NA,0,4,4,0,1,NA,1
"11953",0,0,1,16,7,13,1947,800,38,23870,3090,3,1,82460,15,2,65,135,22.4627227783203,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,18,0,1,NA,1
"11954",0,0,1,11,10,12,1937,0,49,0,121,0,1,59792.1796875,NA,5,66,190,30.6634521484375,0,0,7864.080078125,7864.080078125,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"11963",1,0,1,12,7,8,1955,2058,30,65100,944,1,1,69548.5,11,1,72,170,23.0536270141602,0,0,0,0,0,0,0,0,NA,8,NA,NA,NA,NA,0,2,21,0,1,1,0
"11978",0,1,0,9,6,6,1959,0,26,0,6217,2,0,1731.66003417969,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,1
"11979",0,0,1,13,3,11,1943,172,43,1736,230,1,1,112189,8,1,60,120,23.4333324432373,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"11994",1,0,1,12,5,11,1943,2256,42,121797.7578125,6716,2,1,267127,23,1,70,138,19.7987747192383,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"12012",1,0,1,13,10,9,1945,2080,40,60760,3787,0,1,100905,21,3,69,140,20.6721267700195,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,9,0,1,1,0
"12019",1,0,1,7,2,1,1941,2210,45,21700,2039,0,0,37705.921875,27,1,72,190,25.7658176422119,0,2430.39990234375,2430.39990234375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"12029",1,0,1,12,7,10,1940,2000,45,65100,4483,1,1,117180,24,1,70,165,23.6724491119385,0,0,0,0,0,0,0,0,1,NA,NA,0,0,NA,0,3,9,0,1,1,0
"12030",1,0,1,12,10,12,1936,2232,49,88970,5633,0,1,136868.40625,30,4,69,203,29.9745845794678,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"12040",1,0,1,10,7,8,1928,0,57,0,128,2,1,27467.859375,NA,3,67,188,29.4417457580566,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,0,1,0
"12061",0,0,1,12,6,9,1946,1888,39,15190,760,0,0,15190,20,2,64,117,20.080810546875,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"12072",0,0,1,12,6,8,1955,132,31,1085,6713,3,1,96782,3,2,65,130,21.6307697296143,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"12083",1,0,0,14,5,10,1941,2727,44,97650,3407,3,1,118638.2421875,24,2,70,180,25.8244895935059,1302,0,1302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"12084",1,0,1,13,9,11,1941,2138,44,58590,4740,4,1,58590,24,1,70,190,27.259183883667,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"12119",1,0,1,6,6,0,1946,1575,38,23349.19921875,4354,1,1,59067.3984375,20,4,70,205,29.4112243652344,0,3560.96997070312,3560.96997070312,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"12139",1,0,1,17,7,13,1948,1480,37,49910,2484,1,1,82894,19,2,73,175,23.0859451293945,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
