"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","height","weight","bmi","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"60708",1,0,1,17,7,12,1952,2058,33,2170,6152,0,1,52470.6015625,15,3,69,145,21.4104175567627,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"60712",0,0,1,12,6,13,1954,658,31,13020,299,2,1,89404,NA,2,67,125,19.5756301879883,0,0,0,0,0,NA,0,0,12,12,0,0,0,0,0,2,22,0,1,NA,1
"60714",0,0,1,12,9,8,1948,2016,37,45570,506,2,0,80378.96875,8,1,66,150,24.2079887390137,0,349.369995117188,349.369995117188,0,0,0,14322,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"60722",1,0,1,17,3,13,1934,1928,52,55335,3278,0,1,81429.25,26,2,68,150,22.804931640625,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"60747",0,0,1,12,4,11,1954,0,31,0,2058,2,1,92008,12,2,67,120,18.7926044464111,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"60755",0,0,1,14,5,10,1957,2728,28,32550,2849,0,NA,55289.4296875,10,3,64,120,20.595703125,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"60763",1,0,1,17,4,9,1937,2382,49,130200,4420,1,1,226439.5,26,3,70,195,27.9765300750732,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"60814",0,0,1,14,8,12,1942,1384,43,8680,2573,0,NA,112840,21,3,67,140,21.9247055053711,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"60828",0,0,1,14,10,10,1949,0,35,0,402,2,NA,132370,NA,1,67,140,21.9247055053711,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"60833",0,0,1,17,10,10,1946,940,39,0,1071,2,NA,200725,16,1,63,120,21.2547245025635,0,0,0,0,0,NA,0,0,12,NA,NA,22785,0,NA,0,1,20,0,1,NA,1
"60840",0,0,1,12,1,10,1928,498,57,11284,1336,0,1,568974,9,2,69,135,19.933837890625,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"60859",1,0,1,17,6,13,1945,2340,40,60760,3024,0,1,132370,20,1,74,185,23.75,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"60872",0,0,1,14,5,12,1957,0,28,0,1350,2,1,98159.953125,9,3,62,116,21.2143592834473,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"60876",1,0,1,12,8,7,1939,2550,46,30380,1043,0,0,54312.9296875,27,3,64,135,23.170166015625,0,303.799987792969,303.799987792969,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"60881",0,0,1,14,10,13,1951,1133,35,47740,2524,3,NA,145390,15,1,62,132,24.1404781341553,0,4340,4340,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"60883",1,0,1,17,5,10,1962,2295,27,52080,5855,0,1,91140,5,2,68,135,20.5244369506836,0,0,0,0,0,0,0,0,12,12,72695,19530,0,0,0,1,37,0,1,1,0
"60890",1,0,1,12,5,11,1961,2038,25,20181,6706,2,1,25823,6,3,67,210,32.8870582580566,0,3472,3472,0,0,0,0,0,10,12,43400,0,0,0,0,3,3,0,1,1,0
"60907",1,0,1,16,5,12,1944,2976,42,42288.9609375,6849,1,1,135191,22,1,73,212,27.9669723510742,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"60928",1,0,1,16,5,11,1958,1917,27,56057.609375,5343,0,0,66243.59375,8,1,69,175,25.840160369873,0,0,0,0,0,0,0,0,12,17,70112.703125,52080,0,0,0,4,4,0,1,1,0
"60933",0,0,1,16,5,12,1954,0,31,0,2630,1,1,41915.71875,13,1,60,85,16.598611831665,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,0,NA,1
"60938",0,1,0,12,12,4,1957,1664,28,11501,3309,0,0,11501,8,2,60,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"60972",0,0,1,16,11,11,1926,1016,59,29295,3031,0,1,86231.4609375,40,3,66,150,24.2079887390137,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"61004",0,0,1,12,10,11,1955,910,30,0,6503,3,NA,24955,6,3,64,110,18.87939453125,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"61058",0,0,1,12,9,8,1937,682,48,21700,5589,0,NA,105679,20,2,65,123,20.4660358428955,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"61130",0,0,1,12,10,12,1937,2020,48,41230,134,2,NA,108500,20,2,66,140,22.594123840332,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"61132",0,0,1,15,6,11,1958,272,27,5859,1783,1,1,119784,7,1,66,130,20.9802570343018,0,0,0,0,0,NA,0,0,12,12,67476.1484375,15190,0,0,0,3,9,0,1,NA,1
"61137",0,0,1,16,9,10,1947,705,38,8708.2099609375,1477,3,1,52160.2890625,8,2,62,110,20.1170654296875,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"61147",0,0,1,16,8,8,1960,1960,25,26040,5489,0,NA,82460,7,3,67,132,20.6718654632568,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"61158",1,0,1,16,1,10,1960,1275,26,35805,6442,0,1,91574,8,1,72,200,27.1219139099121,0,0,0,0,0,0,0,0,12,8,17360,29837.5,0,0,0,2,24,0,1,1,0
"61189",0,0,1,12,10,10,1939,1421,46,29685.599609375,782,0,1,124540.640625,16,2,63,129,22.8488292694092,2343.60009765625,0,2343.60009765625,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,NA,1
"61216",0,0,1,15,6,8,1959,2055,26,36890,892,0,1,128247,7,1,62,160,29.2611865997314,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"61230",1,0,1,12,5,8,1955,1942,30,12794.3203125,4437,0,1,48174,10,1,70,150,21.5204086303711,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,2,14,0,1,1,0
"61261",1,0,1,14,6,8,1949,1960,36,97775.859375,5463,2,1,99806.9765625,18,3,70,170,24.3897953033447,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"61264",0,0,1,16,8,10,1947,1862,38,99820,1412,0,1,231105,15,2,62,120,21.9458904266357,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"61266",1,0,1,17,3,11,1953,320,32,NA,1290,2,NA,2864.39990234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,0
"61270",0,0,1,12,2,12,1952,500,34,32550,5024,1,0,34937,16,2,68,135,20.5244369506836,0,651,651,0,0,0,1302,0,12,14,104952.046875,21700,0,0,0,4,4,0,0,1,0
"61284",0,0,1,12,11,12,1957,1680,28,19747,3821,1,1,67704,9,2,68,135,20.5244369506836,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"61309",0,0,1,12,2,8,1937,2629,49,29108.380859375,5007,0,1,123690,30,1,70,150,21.5204086303711,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"61312",0,0,1,12,11,12,1944,0,41,0,6025,1,1,124965.9609375,NA,1,64,115,19.737548828125,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"61354",1,0,1,12,11,11,1959,2340,26,32550,2162,2,1,32550,7,2,73,173,22.8221054077148,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"61362",1,0,1,12,10,11,1951,2754,34,54846.75,3907,2,1,126077,16,1,71,190,26.4967269897461,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"61363",0,0,1,12,12,7,1951,2180,34,18228,2432,3,NA,21769.439453125,10,3,62,172,31.455774307251,0,0,0,0,0,NA,3541.43994140625,0,9,NA,NA,0,0,NA,0,4,2,0,1,NA,1
"61408",1,0,1,16,11,10,1925,2040,60,35967.75,5511,1,1,38354.75,25,1,68,143,21.7406997680664,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"61410",0,1,0,13,7,0,1957,1807,28,31465,5744,0,1,64232,9,1,65,170,28.2863903045654,0,0,0,0,0,NA,0,0,12,NA,NA,36744.609375,0,NA,0,3,9,0,1,NA,1
"61426",1,0,1,17,11,8,1939,2868,46,151900,6923,0,0,197470,27,1,72,175,23.7316741943359,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,0,0,1,0
"61435",0,0,1,17,11,12,1933,1519,52,39060,1498,0,1,141878.9375,13,1,63,130,23.025951385498,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"61436",0,0,1,16,12,10,1955,1378,30,19530,1024,3,1,69440,11,2,65,120,19.9668636322021,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"61446",0,0,1,16,10,11,1954,2000,31,71610,1210,0,0,72046.171875,12,1,65,145,24.1266269683838,0,0,0,0,0,0,0,0,12,13,23870,15190,0,0,0,1,20,0,1,1,0
"61456",1,0,1,12,10,10,1944,1178,41,20467.439453125,2560,3,1,20467.439453125,21,2,71,160,22.3130340576172,0,0,6041.27978515625,0,0,2784,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,1,0
"61460",1,0,1,12,1,10,1955,2838,31,62930,3006,1,1,62930,10,3,67,210,32.8870582580566,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"61462",1,0,1,10,6,10,1955,2906,31,26040,2317,2,1,47740,12,2,70,190,27.259183883667,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"61477",1,0,1,14,3,12,1956,2000,29,26691,237,0,1,39277,11,2,70,148,21.2334690093994,0,0,0,0,0,0,0,0,12,12,74648,5642,0,0,0,3,16,0,1,1,0
"61478",1,0,1,16,8,11,1955,2365,30,54423.6015625,4216,1,1,61194,11,2,70,185,26.5418357849121,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"61492",1,0,1,17,8,13,1951,1067,34,44485,14,2,1,57656.8984375,16,2,75,165,20.6213340759277,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,0,1,1,0
"61501",0,0,0,12,9,10,1951,1917,34,9626.1201171875,3532,2,NA,54516.91015625,15,3,63,170,30.1108589172363,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"61533",1,0,1,14,10,10,1928,773,57,134540,131,0,1,219061.5,37,1,71,150,20.9184684753418,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,1,0
"61545",0,0,1,12,2,9,1932,1715,54,48825,3849,0,1,126945,25,3,62,130,23.7747135162354,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"61572",1,0,1,12,5,9,1958,1500,28,NA,6703,0,NA,227372.59375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,75950,NA,NA,0,0,4,4,0,1,NA,0
"61583",0,0,1,12,5,8,1954,0,31,0,4694,3,1,64015,NA,3,66,130,20.9802570343018,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"61591",0,0,1,11,9,9,1956,1576,29,9942.9404296875,2113,1,1,41733.44140625,8,1,66,115,18.5594577789307,0,0,0,0,0,NA,0,0,8,12,1302,8300.25,0,0,0,1,37,0,0,NA,1
"61606",0,0,1,16,11,11,1950,2020,35,75950,2002,2,1,157813.25,16,1,68,135,20.5244369506836,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"61621",0,0,1,16,8,11,1934,1480,51,54033,5469,0,1,93483.6015625,25,3,67,162,25.3700160980225,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"61623",1,0,1,13,6,11,1947,NA,39,NA,6197,2,1,55920.8984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,27,NA,NA,0,0
"61663",0,1,0,10,8,12,1928,0,57,0,1246,0,1,84454.2265625,NA,3,68,168,25.5415229797363,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"61685",1,0,1,16,10,11,1945,2820,40,119350,6390,2,1,130916.1015625,21,2,71,155,21.6157512664795,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"61704",0,1,0,10,5,0,1926,0,59,0,4179,1,0,12525.240234375,NA,4,66,230,37.1189155578613,0,0,6145.43994140625,0,0,876,0,1956,NA,NA,NA,NA,NA,NA,0,2,34,0,0,1,0
"61714",0,0,1,16,5,12,1957,1904,28,41230,408,0,0,43834,9,1,64,105,18.021240234375,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,1,20,0,1,1,0
"61757",0,0,1,16,7,9,1951,1750,34,39060,1215,0,0,43400,12,2,63,100,17.7122707366943,0,0,0,0,0,0,0,0,12,17,0,3689,0,0,0,3,3,0,1,1,0
"61811",1,0,1,16,10,8,1949,1739,36,21700,2912,0,0,21700,17,2,72,180,24.4097213745117,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,3,9,0,1,1,0
"61814",1,0,1,12,5,9,1936,2573,50,130200,6098,1,1,214743.203125,31,1,71,220,30.680419921875,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"61819",1,0,1,12,4,10,1958,2196,27,52080,384,1,1,60760,9,3,69,200,29.5316104888916,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"61821",1,0,1,11,9,8,1952,1955,33,20615,4334,4,1,47740,13,3,69,175,25.840160369873,0,0,0,0,0,0,0,0,7,7,8788.5,6510,0,0,0,4,36,0,1,1,0
"61824",0,1,0,14,7,12,1940,0,46,0,5197,0,NA,98170.796875,NA,3,68,180,27.3659172058105,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,0,NA,1
"61840",0,0,1,12,9,12,1927,0,58,0,67,0,1,71610,NA,4,62,125,22.8603019714355,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,0,NA,1
"61867",1,0,1,16,6,12,1928,1864,57,130200,1044,0,1,189278.25,36,1,67,145,22.7077293395996,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"61878",0,0,1,16,11,12,1952,2256,33,10216.3603515625,1034,0,NA,60963.98046875,7,3,70,218,31.2763271331787,0,0,0,0,0,NA,0,0,16,NA,NA,4068.75,0,NA,0,2,48,0,1,NA,1
"61963",0,0,1,13,11,8,1960,1952,25,32550,51,0,1,128984.796875,7,1,63,112,19.8377418518066,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"61972",1,0,1,12,7,11,1959,NA,26,NA,1349,0,NA,57042.7890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,0,0,0,2,34,0,1,NA,0
"61994",1,0,1,16,8,12,1944,1920,41,105028,2592,2,1,105377.3671875,22,1,71,170,23.7075977325439,0,0,0,0,0,0,0,0,12,NA,NA,379.75,0,NA,0,3,42,0,1,1,0
"62015",0,0,1,12,3,9,1951,1040,34,10850,3746,1,NA,240870,10,2,62,130,23.7747135162354,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"62016",1,0,1,13,10,9,1950,1920,35,41230,6723,2,1,81179.703125,16,2,71,178,24.8232498168945,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"62017",0,0,1,12,11,13,1950,1599,35,17360,5664,3,1,75385.796875,10,1,64,130,22.31201171875,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"62022",0,0,1,12,8,8,1926,3000,59,14430.5,2886,0,1,33930.12109375,30,3,68,125,19.0041084289551,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"62027",1,0,1,12,8,10,1954,2170,31,52080,3804,2,1,52080,12,1,67,140,21.9247055053711,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"62041",0,0,1,12,7,11,1930,1470,55,16622.19921875,1092,0,1,83171.7578125,20,3,65,125,20.7988166809082,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"62066",0,0,1,14,4,8,1953,1932,33,29729,6842,1,NA,180761,10,2,69,110,16.2423858642578,0,0,0,0,0,NA,2604,0,NA,NA,NA,NA,NA,NA,0,1,18,0,1,NA,1
"62073",0,0,0,16,11,12,1952,2846,33,56420,1132,0,0,56420,11,2,65,135,22.4627227783203,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,1,37,0,1,1,0
"62082",1,0,1,12,9,9,1959,2175,26,70308,3672,0,0,73350.34375,12,2,73,210,27.7031345367432,0,0,0,0,0,0,0,0,10,8,84630,0,0,0,0,2,21,0,1,1,0
"62088",1,0,1,17,10,11,1940,561,45,60760,5895,1,1,128247,27,3,71,220,30.680419921875,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"62108",1,0,0,15,9,8,1942,4160,43,119350,4673,1,0,120652,24,2,61,180,34.0069885253906,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,0,1,0
"62112",1,0,1,12,2,11,1927,2400,59,52080,1855,0,1,69440,40,2,69,164,24.2159214019775,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"62130",0,0,1,16,2,11,1946,2184,40,15389.6396484375,747,0,1,163835,12,3,63,115,20.3691101074219,0,0,0,0,0,NA,0,0,12,10,8680,0,0,0,0,4,46,0,1,NA,1
"62133",1,0,1,12,12,8,1940,520,45,4991,80,3,1,20615,NA,5,73,145,19.1283550262451,0,0,3992.80004882812,0,0,1840,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,1,0
"62158",0,0,1,16,3,11,1930,1960,56,46062.58984375,5026,0,1,148156.75,23,1,64,130,22.31201171875,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"62167",1,0,1,17,6,10,1956,2080,29,NA,4202,0,0,87234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,NA,0,0,1,31,0,1,NA,0
"62202",1,0,1,13,1,11,1953,2695,33,69444.34375,3495,3,1,77353.9921875,14,2,71,170,23.7075977325439,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,49,0,1,1,0
"62214",1,0,1,14,5,13,1954,2750,31,95480,4536,5,1,95480,13,4,72,230,31.1902008056641,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"62237",0,0,1,12,8,12,1943,2041,42,49910,2972,0,NA,95046,17,3,67,120,18.7926044464111,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"62253",1,1,0,10,6,12,1926,240,59,4166.39990234375,6104,0,1,62322.3984375,40,2,68,170,25.845588684082,0,4340,4340,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"62256",1,0,0,14,2,11,1952,2020,34,61845,3426,3,1,61845,15,1,71,235,32.7722663879395,0,0,0,0,0,0,0,0,8,8,54250,0,0,0,0,4,4,0,1,1,0
"62280",1,0,1,12,2,11,1951,2256,35,86800,285,2,1,96836.25,16,2,75,255,31.8693332672119,0,0,0,0,0,0,0,0,12,15,43400,5425,0,0,0,3,3,0,1,1,0
"62291",1,0,1,14,8,10,1951,2120,34,47740,6428,0,0,47740,15,2,72,180,24.4097213745117,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"62312",1,0,1,10,12,8,1954,2066,31,36252.01953125,5951,2,1,37554.01953125,12,2,71,145,20.2211856842041,0,0,0,0,0,0,0,0,12,4,28210,1085,0,0,0,4,4,0,1,1,0
"62323",1,0,1,17,7,9,1959,3120,26,47306,2664,0,1,106981,4,1,70,200,28.6938781738281,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"62326",1,0,0,12,11,10,1953,2000,32,65100,5348,3,1,71610,12,2,69,180,26.5784492492676,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"62327",0,0,1,17,6,11,1937,1568,48,49910,1016,0,1,109042.5,13,2,61,108,20.4041919708252,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"62334",0,0,1,16,2,13,1956,1168,30,19530,3760,2,1,124775,11,2,66,125,20.1733245849609,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"62338",0,0,1,11,5,13,1947,1128,38,6293,4652,2,NA,56767.19921875,18,2,64,138,23.68505859375,0,6865.8798828125,6865.8798828125,0,0,NA,6431.8798828125,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"62417",1,0,1,14,3,8,1959,2550,27,35316.75,5008,1,1,74539.5,8,2,68,195,29.6464099884033,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"62421",0,0,1,8,9,11,1947,0,38,0,5410,3,NA,26467.490234375,19,4,64,118,20.25244140625,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"62431",0,0,1,14,7,8,1944,258,41,651,3380,3,NA,79530.5,10,1,66,135,21.7871894836426,0,0,0,0,0,NA,10850,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"62439",0,0,1,12,7,10,1928,0,57,0,4868,0,0,18236.6796875,13,4,60,198,38.6650009155273,0,0,12811.6796875,12811.6796875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,0,1,0
"62444",1,0,1,16,2,11,1961,2480,25,52080,6150,0,1,84630,6,2,72,165,22.3755779266357,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"62463",0,0,1,11,11,10,1930,1050,55,6564.25,4914,0,NA,71610,30,2,65,148,24.6257991790771,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"62468",1,0,1,17,11,10,1955,1896,28,79422,639,0,0,79856,9,1,71,162,22.5919456481934,0,0,0,0,0,0,0,0,12,NA,NA,36456,0,NA,0,1,31,1,0,1,0
"62471",0,1,0,12,9,8,1952,0,34,0,4300,4,1,36890,14,3,72,185,25.0877704620361,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"62479",1,0,1,14,8,10,1945,2000,39,59892,6437,2,1,88970,21,1,74,200,25.6756763458252,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"62502",0,0,1,12,10,9,1957,487,28,1844.5,577,2,1,27884.5,9,2,65,140,23.2946739196777,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"62503",0,0,1,12,7,9,1955,400,30,3255,1283,3,NA,38409,10,2,60,114,22.2616672515869,0,0,0,0,0,NA,0,0,NA,10,43400,16275,0,0,0,3,45,0,0,NA,1
"62507",0,0,1,12,5,9,1951,0,32,0,292,2,0,11815.650390625,NA,3,65,180,29.9502964019775,0,0,5208,0,0,2400,1399.65002441406,0,12,10,75950,10850,0,0,0,1,31,0,0,1,0
"62512",0,0,1,16,5,9,1929,1295,57,32550,6703,0,NA,227372.59375,26,3,62,118,21.5801258087158,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"62513",0,NA,NA,12,10,9,1960,3304,25,NA,854,0,0,100399.390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,0
"62522",0,0,1,12,4,10,1941,0,44,0,2034,3,1,151900,8,2,66,160,25.8218555450439,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"62530",1,0,1,12,8,10,1943,3635,42,50250.69140625,5173,1,1,98084,23,2,70,165,23.6724491119385,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"62537",0,0,1,9,10,12,1934,160,51,NA,3815,0,NA,17266.689453125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,0
"62570",0,0,1,12,9,9,1930,662,55,3689,1258,0,1,49790.6484375,36,3,65,140,23.2946739196777,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"62623",1,0,1,12,6,11,1931,1840,54,78120,3544,0,1,95480,35,3,69,170,25.1018695831299,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"62630",1,0,1,12,9,9,1958,2008,27,29295,4591,0,0,29295,8,1,65,160,26.622486114502,0,0,0,0,0,0,0,0,12,12,60760,32550,0,0,0,1,37,0,1,1,0
"62644",0,0,1,12,2,12,1944,0,42,0,4742,1,1,122171,NA,2,68,125,19.0041084289551,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"62671",1,0,1,13,9,10,1955,1104,30,12369,6970,0,0,12369,9,2,68,180,27.3659172058105,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,3,45,0,0,1,0
"62686",0,0,1,9,11,10,1943,0,42,0,399,3,NA,18228,23,2,62,200,36.5764846801758,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,0,NA,1
"62692",0,0,1,12,10,12,1957,1390,28,8680,549,0,1,74214,6,2,62,105,19.2026538848877,0,0,0,0,0,NA,0,0,16,17,86800,40904.5,0,0,0,1,31,0,1,NA,1
