"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","occ","study","works","head","wife"
"45213",1,0,1,12,10,12,1940,2600,38,42640,3985,3,1,65600,18,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,61,0,1,1,0
"45238",0,0,1,14,9,13,1922,0,57,0,3636,0,1,77932.796875,3,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,0,0,NA,1
"45283",1,0,1,14,6,8,1947,2800,31,52480,2964,1,1,52480,10,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,55,0,1,1,0
"45289",1,0,1,16,9,11,1947,2066,31,59040,5065,1,1,98400,10,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,92,0,1,1,0
"45292",1,0,1,15,10,12,1934,2728,44,118080,2627,0,1,160720,23,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,40,0,1,1,0
"45329",0,0,1,12,3,10,1924,1456,54,10233.599609375,2806,0,1,72448.640625,12,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,0,1,NA,1
"45334",1,0,1,16,1,10,1953,1720,25,28257.19921875,6022,0,0,28257.19921875,6,0.5,0,0,0,0,0,0,0,0,13,12,3772,16400,0,0,0,6,NA,NA,0,0,1,0
"45339",1,0,1,14,10,12,1924,1868,54,27880,1717,1,1,71832,25,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,87,0,1,1,0
"45361",1,0,1,12,10,10,1953,1920,25,13120,6128,0,1,20978.880859375,7,0.699999988079071,0,970.880004882812,970.880004882812,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,62,0,1,1,0
"45369",0,0,1,13,5,10,1943,0,35,0,5283,2,1,179826,13,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,0,NA,1
"45375",1,0,1,16,8,9,1946,2280,32,68880,3955,1,1,105944,9,0.400000005960464,0,0,0,0,0,0,0,0,12,10,34243.19921875,22960,0,0,0,4,4,92,0,1,1,0
"45389",0,0,1,12,11,8,1947,0,31,0,3766,3,1,74784,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,0,NA,1
"45404",1,0,1,15,10,10,1944,2205,34,65600,2469,5,1,65600,20,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,55,0,1,1,0
"45418",1,0,1,17,12,9,1947,1910,31,78720,4948,0,1,123984,10,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,88,0,1,1,0
"45441",1,0,1,16,4,11,1930,2235,49,85936,4403,0,1,122344,25,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,49,0,1,1,0
"45465",0,0,1,14,4,9,1943,80,36,1016.79998779297,5552,3,1,57996.9609375,1,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,9105.2802734375,0,NA,0,2,26,NA,0,0,NA,1
"45470",0,0,1,14,4,8,1953,878,26,8200,2946,2,1,37601.921875,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,6,NA,NA,0,1,NA,1
"45507",0,0,1,12,9,8,1946,2100,32,22304,5203,2,0,22304,11,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,86,0,1,1,0
"45530",1,0,1,14,7,11,1926,1862,52,73800,4195,0,0,74488.796875,34,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,32,0,1,1,0
"45557",0,0,1,12,10,6,1947,0,31,0,4705,5,1,60434,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,47,NA,0,0,NA,1
"45596",1,0,1,17,8,10,1942,2300,36,118080,2264,3,1,142568.484375,17,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,62,0,1,1,0
"45602",0,0,1,12,10,10,1952,950,26,8528,2512,2,1,57072,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,45920,0,NA,0,2,34,NA,0,0,NA,1
"45651",0,0,1,14,11,11,1922,80,56,2624,1690,3,1,204508,10,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,0,0,NA,1
"45675",1,0,1,12,8,7,1931,2796,48,68880,3930,1,1,154379.765625,26,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,51,0,1,1,0
"45678",1,0,1,14,6,12,1945,2275,33,62320,3147,2,1,67748.3984375,12,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,82,0,1,1,0
"45687",0,0,1,14,5,10,1941,1915,37,40262,4336,1,0,41039.359375,13,NA,0,0,0,0,0,0,328,0,NA,NA,NA,NA,NA,NA,0,4,4,61,0,1,1,0
"45697",0,0,1,12,7,12,1933,1976,46,9144.6396484375,5260,0,1,134480,8,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,0,1,NA,1
"45711",1,0,1,10,NA,11,NA,1520,30,22960,2674,1,1,68880,11,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,49,0,1,1,0
"45807",1,0,1,NA,5,13,1929,NA,50,0,2787,0,NA,199096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,3,1,NA,0,0,NA,0
"45815",1,0,1,16,11,11,1951,1879,27,32800,2564,0,1,67240,6,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,22,88,0,1,1,0
"45831",1,0,1,16,6,7,1952,2500,26,59696,1025,0,0,59761.6015625,7,0.200000002980232,0,0,0,0,0,0,0,0,12,12,60680,107721.7578125,0,0,0,4,30,21,0,1,1,0
"45836",1,0,1,9,1,8,1925,3000,54,NA,5976,0,NA,68552,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,0
"45864",1,0,0,14,11,7,1948,2880,30,45952.80078125,4840,2,1,45952.80078125,8,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,30,0,1,1,0
"45865",1,0,1,16,12,8,1940,2176,38,68880,4219,1,1,70218.2421875,16,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,56,0,1,1,0
"45866",0,0,1,16,12,11,1925,0,53,0,4568,1,1,163754,13,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,0,NA,1
"45899",0,0,1,12,12,10,1942,0,36,0,4915,2,1,46576,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,0,0,NA,1
"45913",1,0,1,16,9,10,1941,1592,37,78720,1482,2,1,155472,16,0.699999988079071,0,0,0,0,0,0,0,0,14,16,0,2125.43994140625,0,0,0,1,31,87,0,1,1,0
"45920",1,0,1,12,1,8,1929,2304,50,75440,4912,0,1,87658,29,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,55,0,1,1,0
"45929",1,0,1,9,5,7,1936,2185,42,46461.19921875,2252,5,1,64911.19921875,21,1.20000004768372,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,31,0,1,1,0
"45935",1,0,1,17,5,11,1947,4080,31,32800,1746,2,1,32800,10,1,0,0,0,0,0,0,0,0,6,5,44870.3984375,13120,0,0,0,1,31,55,0,1,1,0
"45940",1,0,1,16,7,12,1937,2295,42,115446.15625,4169,1,1,211068,20,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,61,0,1,1,0
"45944",0,0,1,15,8,10,1948,144,30,9184,3001,2,1,73406.3984375,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"45953",1,0,1,17,5,11,1948,2420,30,78720,3883,0,1,101680,9,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,82,0,1,1,0
"45955",0,1,0,12,4,9,1926,0,52,0,5758,0,1,74013.203125,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,0,NA,1
"45993",1,0,1,12,12,10,1929,2600,49,49200,3359,0,1,65928,29,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,0,1,0
"46013",1,0,1,9,1,11,1919,20,60,1640,2133,1,1,35023.83984375,38,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,0,0,1,0
"46014",0,0,1,6,1,10,1920,2000,56,13120,2620,0,1,28312.9609375,10,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,1,NA,1
"46040",0,0,1,12,8,10,1941,0,37,0,1128,3,1,69306.3984375,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,0,NA,1
"46045",0,0,1,12,9,11,1946,0,32,0,3177,4,1,65928,9,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,0,0,NA,1
"46059",1,0,1,12,3,8,1952,NA,27,0,1361,1,0,42640,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,8,11,42640,0,0,0,0,1,37,NA,0,0,NA,0
"46069",1,0,1,12,5,12,1935,1920,43,97088,5894,0,0,127329.6015625,21,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,55,0,1,1,0
"46072",1,0,1,13,12,8,1943,1940,35,65796.796875,3305,2,1,78490.3984375,14,0.800000011920929,0,0,0,0,0,0,0,0,8,8,9840,0,0,0,0,2,14,61,0,1,1,0
"46115",1,0,1,17,5,11,1925,2090,53,65600,3757,0,1,151270.3125,25,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,87,0,1,1,0
"46118",1,0,1,8,6,10,1921,2080,57,16072,2063,0,1,20542.640625,16,0.300000011920929,0,0,4470.64013671875,4470.64013671875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,40,0,1,1,0
"46121",0,0,1,12,6,12,1953,0,25,0,3055,1,1,39360,4,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,22960,0,NA,0,3,3,NA,0,0,NA,1
"46126",1,0,1,15,11,11,1936,1936,42,98400,2903,0,0,98606.640625,21,0.100000001490116,206.639999389648,0,206.639999389648,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,51,0,1,1,0
"46131",1,1,0,12,1,8,1951,2780,28,26240,1725,0,0,26240,7,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,92,0,1,1,0
"46151",1,0,1,14,7,12,1947,2080,32,55760,1943,0,0,68761.921875,10,0.200000002980232,0,0,0,0,0,0,0,0,12,10,88560,27719.279296875,0,0,0,1,20,92,0,1,1,0
"46154",0,0,1,16,3,12,1945,2020,34,45920,1472,2,1,104615.6015625,10,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,NA,1
"46162",1,0,1,12,8,11,1927,1960,51,36014.3984375,2521,1,1,97908,28,0.5,0,0,4100,4100,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,51,0,1,1,0
"46175",1,0,1,15,1,12,1929,2916,52,83502.2421875,4405,2,1,236832.40625,29,0.899999976158142,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,88,0,1,1,0
"46196",1,0,1,17,2,12,1947,1907,31,31045.19921875,1935,1,1,39356.71875,11,0.600000023841858,0,1968,1968,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,88,0,1,1,0
"46206",1,0,1,12,9,10,1949,2352,29,77736,4766,1,1,104632,8,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,32,0,1,1,0
"46207",0,1,0,10,10,0,1953,0,25,0,2077,2,0,6691.2001953125,2,0.800000011920929,0,0,9800.6396484375,0,0,948,0,2040,11,NA,NA,0,0,NA,0,2,34,NA,0,0,1,0
"46214",1,0,1,12,5,11,1950,2365,28,72160,4818,3,1,72258.3984375,7,0.699999988079071,0,0,0,0,0,0,0,0,12,12,84296,0,0,0,0,1,20,56,0,1,1,0
"46222",1,0,1,12,5,10,1953,1605,25,85280,1055,3,1,89468.5625,4,0.699999988079071,0,1377.59997558594,1377.59997558594,0,0,0,0,0,12,8,73882,8974.080078125,0,0,0,4,4,33,0,1,1,0
"46223",0,0,1,12,11,12,1918,0,60,0,846,0,NA,82000,6,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,0,NA,1
"46242",1,1,0,11,4,5,1950,1500,26,NA,3797,0,0,85634.2421875,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,12,12641.1201171875,12864.16015625,0,0,0,1,31,NA,0,1,NA,0
"46252",0,0,1,12,1,10,1944,1764,34,22960,3496,3,1,121360,7,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,1,NA,1
"46257",0,0,1,13,5,9,1948,80,30,836.400024414062,3799,2,0,19276.560546875,6,0.800000011920929,0,0,17790.720703125,0,0,1152,0,4272,NA,NA,NA,NA,NA,NA,0,4,4,71,0,1,1,0
"46310",0,0,1,16,1,11,1951,1488,28,36080,598,0,1,100499.203125,6,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,1,NA,1
"46362",1,0,1,17,10,12,1947,2080,31,63140,2343,1,1,65150.640625,11,0.5,0,0,0,0,0,0,0,0,12,10,0,3936,0,0,0,1,6,32,0,1,1,0
"46383",0,1,0,8,10,8,1928,540,49,3116,305,1,NA,28496.640625,26,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,1,NA,1
"46384",1,1,0,12,NA,11,NA,1276,28,19388.080078125,4643,4,1,24465.51953125,5,1.5,1141.43994140625,0,2519.0400390625,0,0,420,0,0,NA,NA,NA,NA,NA,NA,0,1,37,82,0,1,1,0
"46388",0,0,1,12,9,7,1946,1800,32,5576,793,2,1,53306.55859375,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,NA,1
"46395",0,1,0,12,7,11,1951,192,26,3936,4643,4,1,24465.51953125,7,1.5,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"46404",1,0,1,17,1,9,1954,2021,25,39196,5458,1,1,81875.359375,4,0.5,0,0,0,0,0,0,0,0,12,12,164000,0,0,0,0,1,31,88,0,1,1,0
"46410",0,0,1,10,8,12,1924,1537,54,21621.759765625,204,0,0,21621.759765625,10,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,86,0,1,1,0
"46412",1,1,0,12,1,10,1932,2352,47,78720,3818,1,1,80097.6015625,26,0.600000023841858,0,1377.59997558594,1377.59997558594,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,32,0,1,1,0
"46421",0,0,1,8,4,8,1934,64,45,328,4839,1,0,14182.7197265625,5,1,0,0,15645.599609375,0,0,546,0,4224,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,1,0
"46424",0,0,1,11,12,10,1920,0,58,0,2780,0,1,43296,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,0,NA,1
"46434",0,0,1,17,7,10,1949,1920,29,47560,3783,0,1,96809.203125,4,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,7,0,0,0,0,0,2,34,NA,0,1,NA,1
"46462",0,0,1,16,1,13,1939,857,40,11260.240234375,1449,3,1,66420,4,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,NA,1
"46469",1,0,1,12,11,10,1937,2805,41,98400,5666,1,1,135136,20,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,88,0,1,1,0
"46492",1,0,1,12,7,10,1941,3000,37,53300,3174,0,1,93480,16,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,61,0,1,1,0
"46515",0,0,1,12,6,6,1943,0,35,0,940,4,0,19778.400390625,10,1,0,0,0,0,0,0,13218.400390625,0,NA,NA,NA,NA,NA,NA,0,2,13,86,0,1,1,0
"46527",1,0,1,12,12,11,1937,3300,41,186960,2594,2,1,187862,20,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,69,0,1,1,0
"46555",1,0,1,12,8,10,1924,2400,55,59040,6093,0,1,75515.4375,35,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,40,0,1,1,0
"46570",0,0,1,12,11,7,1946,2058,32,32800,1956,2,1,72160,11,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"46574",0,0,1,12,5,10,1923,1960,56,28864,3367,0,1,140384,14,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"46585",1,1,0,17,7,12,1950,1200,28,22960,5224,0,0,22960,7,0.5,0,0,0,0,0,0,0,0,14,10,33062.3984375,45995.44140625,0,0,0,4,4,82,0,1,1,0
"46618",1,0,1,14,7,8,1951,2170,27,73144,86,0,1,125348.4765625,6,0.400000005960464,0,0,0,0,0,0,0,0,12,11,80412.4765625,42243.12109375,0,0,0,4,46,56,0,1,1,0
"46630",1,1,0,12,9,9,1953,2134,25,21320,719,0,1,21320,NA,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,86,0,1,1,0
"46635",1,0,1,12,NA,9,NA,2400,26,78720,2408,2,1,86920,5,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,83,0,1,1,0
"46669",0,0,1,12,9,7,1926,2110,52,52480,2907,2,1,122672,11,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,0,1,NA,1
"46674",0,0,1,14,9,12,1934,1913,44,25282.240234375,781,3,0,32649.119140625,11,0.699999988079071,0,0,0,0,0,0,4264,0,NA,NA,NA,NA,NA,NA,0,1,31,71,0,1,1,0
"46680",0,0,1,12,2,11,1924,0,55,0,1478,1,1,124230,6,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,0,0,NA,1
"46682",1,0,1,12,8,8,1929,1440,50,23616,210,0,1,130380,29,0.800000011920929,0,3936,3936,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,87,0,1,1,0
"46728",1,0,1,12,9,10,1930,2600,48,75440,4338,0,1,124508.796875,27,0.5,0,0,0,0,0,0,6560,0,NA,NA,NA,NA,NA,NA,0,2,34,32,0,1,1,0
"46732",0,0,1,12,3,10,1947,1071,31,6560,3810,3,1,50512,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,1,NA,1
"46740",0,0,1,16,3,10,1947,1530,31,50840,1440,0,1,101516,11,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,NA,0,0,NA,1
"46746",0,0,1,12,1,10,1952,0,27,0,5287,2,1,57242.55859375,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,0,NA,1
"46749",0,0,1,16,7,10,1943,1771,35,34440,413,0,1,88560,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,0,1,NA,1
"46764",1,0,1,16,NA,11,NA,660,39,181482.40625,3839,0,0,327996.71875,18,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,82,0,1,1,0
"46779",0,1,0,13,9,9,1952,1600,26,26240,3573,1,0,28864,5,0.5,2624,0,2624,0,0,0,0,0,10,10,0,26607.359375,0,0,0,1,29,49,0,1,1,0
"46793",0,0,1,9,4,9,1927,1600,50,NA,3139,0,NA,55195.83984375,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,1,NA,0
"46794",1,0,1,14,1,12,1947,3465,32,49200,2361,2,1,49200,11,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,55,0,1,1,0
"46834",1,0,1,12,7,11,1935,2573,43,165640,5417,1,1,206640,22,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,49,0,1,1,0
"46844",0,0,1,12,2,12,1927,1800,51,52480,2628,0,NA,120900.796875,27,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,1,NA,1
"46857",0,0,1,6,9,8,1927,0,51,0,5556,1,1,59040,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,0,NA,1
"46870",1,0,1,12,9,11,1930,1792,48,22618.880859375,2505,1,1,49528,28,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,83,0,1,1,0
"46871",0,0,1,13,6,10,1946,640,32,9840,3154,3,1,42640,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,0,NA,1
"46880",1,0,1,16,2,10,1933,3072,46,111638.078125,4368,3,1,219104,26,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,11,0,1,1,0
"46896",1,0,1,17,10,10,1946,2750,32,124640,6089,3,1,126280,11,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,71,0,1,1,0
"46925",0,0,1,12,7,11,1929,1004,49,14760,5680,1,1,69273.6015625,25,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,NA,1
"46935",1,0,1,16,5,11,1937,1962,41,77276.796875,866,4,1,85608,14,0.899999976158142,0,0,0,0,0,0,0,0,8,NA,NA,41262.3984375,0,NA,0,1,37,92,0,1,1,0
"46945",1,0,1,17,8,11,1921,1408,57,61992,4825,1,1,115128,35,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,87,0,1,1,0
"46977",0,0,1,14,5,13,1950,864,28,16777.19921875,6343,0,1,20057.19921875,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,14,14,26240,36080,0,0,0,6,NA,NA,1,0,NA,1
"46980",1,1,0,12,12,7,1947,2120,31,62320,2496,4,1,64937.44140625,10,0.800000011920929,0,1279.19995117188,1279.19995117188,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,32,0,1,1,0
"47006",1,0,1,12,2,9,1943,2286,36,68224,1967,1,1,88560,16,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,32,0,1,1,0
"47014",1,0,1,17,11,11,1927,2110,51,79313.6796875,4484,0,1,166469.84375,30,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,85,0,1,1,0
"47017",1,0,1,12,1,11,1943,2495,36,36080,4624,1,1,36080,16,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,91,0,1,1,0
"47021",0,0,1,14,10,8,1951,192,27,820,3511,1,1,39609.28125,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,82000,4920,0,0,0,4,4,NA,0,0,NA,1
"47036",1,1,0,9,NA,8,NA,1950,27,32800,3605,2,1,39360,6,1.29999995231628,0,656,767.52001953125,0,0,34,0,0,NA,NA,NA,NA,NA,NA,0,3,17,11,0,1,1,0
"47061",1,0,1,17,10,12,1944,2134,34,60024,4354,1,1,78720,10,0.800000011920929,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,2,12,88,0,1,1,0
"47101",0,0,1,17,2,10,1926,320,53,4870.7998046875,2057,0,NA,89471.84375,25,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,0,0,NA,1
"47142",0,0,1,12,9,11,1919,1645,59,26240,172,0,0,26568,14,0.100000001490116,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,87,0,1,1,0
"47159",1,0,1,12,NA,10,NA,2060,37,67023.5234375,2616,2,1,71408.8828125,16,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,55,0,1,1,0
"47173",1,0,1,12,5,7,1948,2028,30,47232,2097,3,1,71012,7,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,30,0,1,1,0
"47176",1,0,1,12,8,12,1919,2350,59,72160,3763,0,1,72160,39,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,34,0,1,1,0
"47177",1,0,1,12,2,12,1926,2820,53,75440,688,0,1,82820,29,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,62,0,1,1,0
"47204",1,0,1,16,NA,0,NA,2160,41,98400,4560,2,1,100040,14,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,88,0,1,1,0
"47254",0,0,1,16,3,10,1954,698,25,9840,4080,0,1,46576,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"47297",1,0,1,8,12,10,1936,1920,42,67049.7578125,2920,2,1,68873.4375,21,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,30,0,1,1,0
"47345",0,0,1,12,7,10,1931,1250,48,16780.48046875,2495,1,1,91702.2421875,21,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,1,NA,1
