"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","occ","study","works","head","wife"
"839",1,0,1,12,3,10,1945,954,34,33620,3743,1,0,33620,12,0.300000011920929,0,0,0,0,0,0,0,0,8,8,27880,11755.51953125,0,0,0,3,41,42,0,1,1,0
"841",0,0,1,12,12,10,1941,0,37,0,4644,3,1,91840,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,0,NA,1
"842",0,0,1,16,2,11,1944,0,35,0,38,3,1,313896,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,0,0,NA,1
"859",1,0,1,13,10,9,1919,1960,59,70520,1047,0,1,89245.5234375,37,0.400000005960464,0,0,4211.52001953125,4211.52001953125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,92,0,1,1,0
"892",1,0,1,12,7,9,1932,2169,47,75440,3998,0,1,92453.359375,25,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,31,0,1,1,0
"894",0,0,1,17,4,9,1943,1584,36,22960,3237,2,1,95415.203125,15,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,0,1,NA,1
"970",0,0,1,12,10,11,1948,0,30,0,1005,1,1,262400,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,0,1,NA,1
"975",1,0,0,12,12,9,1938,2756,40,93427.5234375,3044,3,1,110549.1171875,19,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,56,0,1,1,0
"991",0,0,1,12,8,11,1924,2010,54,26240,4847,0,1,91184,17,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,NA,1
"1036",0,1,0,13,7,10,1947,1651,31,9840,21,1,1,44280,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,0,0,NA,1
"1050",0,NA,NA,12,NA,9,NA,2024,33,16400,840,2,NA,46051.19921875,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,1,NA,1
"1114",1,0,1,14,12,13,1953,1896,25,45920,5274,0,0,45920,4,0.5,0,0,0,0,0,0,0,0,14,14,59040,32800,0,0,0,4,4,92,0,1,1,0
"1141",1,0,1,16,8,11,1949,2450,29,57072,4120,1,1,114800,8,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,91,0,1,1,0
"1154",0,0,1,17,12,8,1953,640,25,13120,503,0,1,34440,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,0,1,NA,1
"1161",1,0,1,13,9,10,1930,3380,48,236160,4801,1,1,327996.71875,27,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,30,0,1,1,0
"1180",0,0,1,17,9,12,1948,0,30,0,4212,0,1,288640,6,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,11,74288.71875,2906.080078125,0,0,0,2,24,NA,0,0,NA,1
"1187",0,0,1,17,5,9,1952,1365,26,49200,263,0,1,119064,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,1
"1211",0,0,1,17,11,7,1943,1785,35,39360,3701,2,1,99876,14,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"1212",0,0,1,12,11,9,1943,1330,35,12529.599609375,3044,3,1,110549.1171875,9,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,1
"1264",0,0,1,12,9,9,1949,1950,29,18040,5505,0,0,18368,8,0.200000002980232,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,9,61,0,1,1,0
"1313",0,1,0,12,6,9,1924,1800,53,22094.080078125,5069,0,NA,49449.28125,22,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"1328",1,0,1,16,8,12,1926,2375,52,70848,4807,0,1,116440,31,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,32,0,1,1,0
"1334",0,0,1,12,1,10,1942,1724,36,23288,4408,1,1,66095.28125,16,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,1
"1345",1,0,1,17,7,9,1953,2968,25,32865.6015625,3693,0,0,33193.6015625,4,1,0,0,0,0,0,0,0,0,15,16,88727.28125,39278,0,0,0,4,4,87,0,1,1,0
"1358",0,0,1,12,5,10,1943,0,35,0,4211,2,1,50020,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,0,NA,1
"1371",1,0,1,17,11,12,1948,1984,30,65600,5268,1,1,72898,6,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,92,0,1,1,0
"1374",0,0,1,12,2,10,1926,1365,52,15744,662,1,NA,41068.87890625,15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,1,NA,1
"1427",1,0,1,16,12,11,1952,1786,26,36080,2456,0,1,56809.6015625,3,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,51,0,1,1,0
"1431",1,0,1,16,3,11,1927,2040,52,108240,5817,0,1,164000,29,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,32,0,1,1,0
"1452",0,NA,NA,12,NA,10,NA,2200,29,26240,4165,0,NA,87451.359375,8,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,0,1,NA,1
"1489",1,0,1,8,NA,0,NA,1920,50,25944.80078125,3710,0,0,27584.80078125,29,0.200000002980232,0,0,78.7200012207031,0,0,24,0,0,NA,NA,NA,NA,NA,NA,0,1,31,31,0,1,1,0
"1490",0,0,1,11,10,11,1941,704,37,10824,4422,2,1,69880.3984375,15,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,0,1,NA,1
"1495",0,0,1,12,3,11,1944,0,35,0,1064,3,NA,59433.6015625,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,0,NA,1
"1506",0,1,0,14,10,4,1953,1960,25,28722.9609375,4274,1,0,28722.9609375,6,0.400000005960464,0,0,0,0,0,0,0,0,11,NA,NA,17056,0,NA,0,3,10,86,0,1,1,0
"1544",0,0,1,12,12,9,1950,0,28,0,516,2,1,71497.4375,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,0,NA,1
"1546",0,0,1,14,9,10,1951,0,27,0,2067,1,1,78720,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,0,0,NA,1
"1583",0,0,1,12,4,10,1947,0,35,0,3045,3,NA,90734.640625,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,NA,1
"1584",0,0,1,16,9,11,1943,1040,35,26240,3472,3,1,86264,8,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,38,NA,0,1,NA,1
"1608",0,0,1,16,7,9,1936,0,43,0,1598,4,1,104960,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,0,NA,1
"1612",0,1,0,12,5,7,1952,560,26,7806.39990234375,3490,1,0,11152,5,1,0,0,5589.1201171875,0,0,684,0,1020,NA,NA,NA,NA,NA,NA,0,3,19,86,0,1,1,0
"1626",0,0,1,14,9,10,1950,345,28,3936,1623,0,1,92496,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,42197.19921875,0,NA,0,2,34,NA,0,1,NA,1
"1631",0,0,1,16,8,12,1953,1988,25,45920,3768,0,0,45920,4,0.300000011920929,0,0,0,0,0,0,0,0,16,12,0,31278.080078125,0,0,0,2,34,86,0,1,1,0
"1647",0,0,1,12,5,9,1953,0,26,0,5520,2,1,89642.3984375,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,11,8,62320,0,0,0,0,3,45,NA,0,0,NA,1
"1662",0,0,1,16,9,11,1938,704,40,13120,3425,2,1,128248,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"1664",0,0,1,12,11,12,1951,2108,27,42640,2830,0,NA,64983.359375,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,16,0,0,0,0,0,4,4,NA,0,1,NA,1
"1674",0,0,1,16,5,8,1950,2450,28,50102,434,0,1,109798,4,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,NA,1
"1680",0,0,1,12,10,13,1924,0,55,0,981,0,1,63435.19921875,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,1,29,NA,0,0,NA,1
"1734",0,0,1,12,11,12,1949,1324,29,8938,756,2,0,20329.439453125,3,0.800000011920929,0,0,0,0,0,0,10430.400390625,0,10,12,0,22960,0,0,0,4,4,92,0,1,1,0
"1772",1,0,1,8,2,10,1928,2256,51,42312,1557,0,1,45329.6015625,30,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,31,0,1,1,0
"1776",1,0,1,12,1,10,1938,2000,41,39360,3740,2,1,48544,19,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,51,0,1,1,0
"1778",0,0,1,12,8,10,1920,1500,58,9840,4544,0,1,84296,15,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"1787",1,0,1,12,3,13,1921,2052,58,229600,4224,0,1,230387.203125,26,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,31,0,1,1,0
"1822",0,0,1,12,8,12,1923,390,55,2906.080078125,5598,0,1,78392,6,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,NA,1
"1834",1,0,1,12,8,9,1929,2340,49,56875.19921875,1803,0,1,56875.19921875,27,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,51,0,1,1,0
"1838",1,1,0,12,NA,8,NA,936,50,13120,2634,2,1,23878.400390625,27,1.29999995231628,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,51,0,1,1,0
"1844",1,0,1,12,12,11,1928,1608,50,61664,1067,3,1,67725.4375,30,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,32,0,1,1,0
"1858",1,0,1,12,9,10,1919,1872,59,19470.080078125,466,0,1,65167.0390625,39,0.300000011920929,0,0,9407.0400390625,9407.0400390625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,0,1,0
"1863",1,0,1,17,6,9,1949,1898,29,75440,5459,2,1,76194.3984375,7,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,92,0,1,1,0
"1886",0,NA,NA,16,NA,12,NA,0,52,0,1271,1,NA,109224,11,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,0,0,NA,1
"1888",0,0,1,13,12,13,1920,0,58,0,3382,0,1,298480,10,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,0,0,NA,1
"1889",1,0,1,15,4,11,1954,2805,25,22960,3624,0,0,23156.80078125,5,0.5,0,0,0,0,0,0,0,0,12,14,73800,20336,0,0,0,4,46,32,0,1,1,0
"1929",1,0,1,16,8,11,1926,1892,52,55760,4359,0,1,92023.6796875,27,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,61,0,1,1,0
"1945",1,0,1,16,10,11,1946,2875,32,101680,4694,1,1,103320,11,0.400000005960464,0,0,0,0,0,0,0,0,16,16,45920,75440,0,0,0,1,18,61,0,1,1,0
"1981",0,0,1,12,2,10,1950,1470,28,25584,3932,2,1,74836.4765625,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,0,1,NA,1
"1982",0,0,1,16,5,12,1951,0,27,0,5252,2,1,50249.6015625,6,1,NA,NA,NA,NA,NA,NA,NA,NA,12,12,45920,45920,0,0,0,2,22,NA,0,0,NA,1
"1990",0,0,1,12,9,10,1947,2068,32,58351.19921875,1473,1,1,132534.953125,11,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,NA,1
"2001",0,0,1,16,10,13,1953,800,25,11480,3876,1,1,53464,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,0,NA,1
"2016",0,0,1,16,6,8,1949,840,27,7872,1443,3,1,57072,8,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,NA,1
"2031",1,0,1,16,11,10,1939,3250,39,87330,4899,1,1,236488,18,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,11,0,1,1,0
"2032",1,0,1,16,5,11,1947,1736,32,65600,2320,3,1,75768,6,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,62,0,1,1,0
"2048",0,0,1,17,1,10,1947,0,32,0,6089,3,1,126280,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,16,0,0,0,0,0,1,29,NA,0,0,NA,1
"2065",1,0,1,16,4,13,1946,2500,31,62976,3109,0,0,62976,11,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,44,0,1,1,0
"2086",0,1,0,17,7,5,1950,1388,29,39360,1798,3,1,97875.203125,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,33685.6015625,0,NA,0,3,1,NA,0,1,NA,1
"2096",1,0,1,13,12,11,1930,2560,48,31848.80078125,2875,3,1,134621.046875,27,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,55,0,1,1,0
"2107",1,0,0,12,10,10,1953,4700,25,61008,4959,0,1,87297.203125,4,0.400000005960464,0,0,0,0,0,0,0,0,NA,8,36080,NA,NA,0,0,4,4,55,0,1,1,0
"2114",1,0,1,15,4,10,1930,2336,48,85280,1046,0,1,96563.203125,22,0.400000005960464,0,0,8659.2001953125,8659.2001953125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,31,0,1,1,0
"2147",1,0,1,14,8,9,1949,3060,29,68880,5623,2,1,68880,8,0.699999988079071,0,0,0,0,0,0,0,0,12,14,114800,0,0,0,0,3,39,61,0,1,1,0
"2205",1,0,1,13,3,11,1938,NA,39,NA,3592,2,1,25580.720703125,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,42,NA,NA,NA,0,NA
"2209",0,0,1,15,11,12,1946,675,32,7872,5692,1,NA,58056,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,0,0,NA,1
"2219",0,0,1,12,7,10,1923,0,55,0,3142,0,0,70834.8828125,18,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,0,1,0
"2263",1,0,1,16,7,12,1948,1952,30,10942.080078125,5190,0,0,16400,6,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,11,0,1,1,0
"2275",0,1,0,15,9,9,1951,2040,28,31488,5438,2,NA,111565.921875,7,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,0,NA,1
"2280",0,0,1,11,11,11,1944,0,34,0,4089,2,0,12221.2802734375,12,0.800000011920929,0,0,6992.9599609375,0,4349.27978515625,806,7872,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,0,1,0
"2296",0,1,0,7,10,8,1950,1222,29,3280,1814,5,1,9840,4,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,1,NA,1
"2347",1,0,1,16,10,12,1952,2217,26,62320,2837,0,0,62418.3984375,5,0.5,0,0,0,0,0,0,0,0,12,15,126280,0,0,0,0,2,34,92,0,1,1,0
"2355",1,0,1,12,6,10,1945,2007,33,28001.359375,696,0,0,28595.0390625,12,0.5,0,0,0,0,0,0,0,0,10,NA,NA,0,0,NA,0,2,13,85,0,1,1,0
"2357",0,0,1,12,3,10,1947,1055,31,14760,403,3,1,45920,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"2368",0,0,1,13,4,10,1942,448,36,3608,2264,3,NA,142568.484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,0,NA,1
"2387",0,1,0,16,8,10,1947,2000,31,NA,5080,0,NA,54644.80078125,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,19680,0,NA,0,3,16,NA,0,1,NA,0
"2393",1,0,1,12,11,10,1934,2000,44,58056,2687,0,1,134138.875,23,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,57,0,1,1,0
"2394",1,0,1,10,5,12,1943,2220,34,36080,269,2,1,36080,14,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,33,0,1,1,0
"2404",1,0,1,16,8,10,1952,2232,26,36080,4080,0,1,46576,6,0.300000011920929,0,656,656,0,0,0,0,0,12,12,40344,895.440002441406,0,0,0,1,37,31,0,1,1,0
"2415",0,0,1,7,3,7,1938,0,41,0,3920,0,1,72379.7578125,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,0,1,NA,1
"2423",0,0,1,12,7,8,1952,960,27,18856.720703125,2339,1,0,22267.919921875,8,0.699999988079071,0,3411.19995117188,3411.19995117188,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,31,NA,0,0,1,0
"2443",1,0,1,12,2,10,1945,2330,34,65600,1150,0,1,95120,13,0.300000011920929,0,0,0,0,0,0,0,0,12,8,2296,0,0,0,0,2,13,44,0,1,1,0
"2451",0,0,1,17,6,11,1948,1384,30,16400,3883,0,1,101680,9,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,12,65600,0,0,0,0,4,4,NA,0,1,NA,1
"2452",1,0,1,12,1,6,1927,0,52,0,2251,0,1,30769.6796875,25,0.300000011920929,0,0,13539.83984375,13539.83984375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,0,0,1,0
"2490",0,0,1,11,11,7,1942,0,36,0,1770,2,0,56599.6796875,2,0.400000005960464,26135.0390625,0,56599.6796875,30464.640625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,0,1,0
"2581",0,0,1,15,3,12,1924,96,54,10922.400390625,2244,0,1,148256,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,0,NA,1
"2582",1,0,1,12,1,8,1950,4540,29,49200,3938,0,1,81140.640625,7,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,15,83,0,1,1,0
"2586",0,0,1,8,9,5,1929,0,49,0,1718,3,0,14924,2,1.29999995231628,0,0,18079.359375,4500.16015625,0,962,0,3178,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,0,1,0
