"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"20195",0,0,1,16,10,11,1957,480,27,5746,2201,2,0,98566,5,2,0.5,0,0,0,0,0,0,0,0,12,12,6630,22939.80078125,0,0,0,4,4,0,1,1,0
"20203",0,0,1,14,12,11,1933,1152,51,11050,4572,1,1,522996.5,20,2,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"20207",1,0,1,12,2,12,1953,1952,32,66300,2127,2,1,83980,13,1,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"20209",0,0,1,12,7,10,1953,0,32,0,1350,3,NA,58808.1015625,NA,3,1.20000004768372,0,0,NA,NA,NA,NA,0,NA,12,12,0,0,0,0,0,2,21,0,0,NA,1
"20211",0,0,1,17,3,9,1954,2115,31,44200,139,0,1,110500,9,2,0.200000002980232,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,40,0,1,NA,1
"20257",0,0,1,17,12,12,1952,1963,32,20846.9296875,1327,0,NA,63316.5,12,1,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"20264",1,0,1,15,9,12,1926,1398,58,95030,4122,0,1,187850,40,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"20268",0,0,1,12,12,9,1957,0,27,0,5143,2,1,45349.19921875,NA,1,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,12,12,81770,0,0,0,0,1,20,0,0,NA,1
"20271",0,1,0,11,12,7,1939,2400,45,21216,2987,0,NA,62949.640625,20,4,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"20290",0,0,1,13,2,8,1939,0,46,0,5550,0,1,71884.671875,NA,5,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"20293",1,0,1,12,3,12,1947,665,38,NA,6251,2,NA,17423.640625,NA,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,0,0
"20313",1,0,1,12,10,10,1937,2600,47,69173,1709,0,1,207740,29,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"20317",1,0,1,17,1,12,1957,2945,28,72233.8515625,1638,2,1,74510.1484375,8,2,0.699999988079071,0,0,0,0,0,0,0,0,12,NA,NA,36350.078125,0,NA,0,3,45,0,1,1,0
"20323",0,0,1,12,8,11,1957,672,27,19890,130,1,NA,66275.6875,9,1,0.5,0,2185.68994140625,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"20338",0,0,1,17,10,9,1928,1665,56,41452.96875,4035,0,1,63110.96875,27,2,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"20341",1,0,1,11,7,12,1953,2080,31,NA,3171,1,NA,58697.6015625,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,0,0
"20385",0,0,1,14,9,11,1945,0,39,0,1919,3,1,88161.3203125,NA,2,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"20394",1,0,1,13,1,12,1949,3450,36,23852.529296875,1370,2,1,70278,18,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"20412",1,0,1,16,10,9,1951,1824,33,8265.400390625,2171,0,1,17050.150390625,15,2,0.400000005960464,0,0,884,0,0,400,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"20423",1,0,1,12,9,12,1959,2000,25,17680,2560,2,0,20144.150390625,7,2,1,0,0,0,0,0,0,0,0,NA,14,NA,NA,NA,NA,0,2,13,0,1,1,0
"20444",1,0,1,12,8,11,1959,1847,25,49901.80078125,22,2,1,49901.80078125,7,1,0.800000011920929,0,0,0,0,0,0,0,0,16,8,0,55250,0,0,0,3,39,0,1,1,0
"20456",1,0,1,12,12,11,1942,2261,42,71124.4296875,334,0,1,83500.4296875,24,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"20485",0,0,1,12,6,9,1958,2210,26,66300,2194,1,1,116025,9,3,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,6,663,NA,NA,0,0,2,21,0,1,NA,1
"20497",0,0,1,12,1,9,1931,0,53,0,6079,0,1,180557,NA,1,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"20498",0,0,1,11,6,10,1951,2254,33,33150,3045,2,1,55913,15,2,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"20499",1,0,1,17,8,12,1938,2923,46,85085,3774,0,0,85306,28,1,0.100000001490116,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"20503",1,0,1,12,3,7,1957,1545,28,27050.400390625,6664,0,1,41315.94921875,10,1,0.5,265.200012207031,2729.35009765625,2994.55004882812,0,0,0,0,0,8,NA,NA,17189.380859375,0,NA,0,2,24,0,1,1,0
"20506",0,0,1,12,8,13,1948,600,37,13260,6242,2,0,17238,19,2,0.400000005960464,0,0,0,0,0,0,0,0,7,12,0,30940,0,0,0,2,12,0,1,1,0
"20534",0,0,1,14,5,11,1931,582,53,4420,11,0,1,128180,11,3,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"20538",1,0,1,12,3,8,1959,2250,26,54145,4226,0,1,54145,7,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"20551",0,0,1,12,3,8,1958,38,27,99.4499969482422,2918,0,0,9814.6103515625,NA,3,0.400000005960464,0,0,0,0,0,0,0,0,12,12,67267.9765625,9449.9599609375,0,0,0,4,36,0,0,1,0
"20559",0,1,0,12,1,5,1955,688,30,5525,4554,4,0,22358.5703125,12,2,1,0,0,574.599975585938,0,0,260,2652,0,8,3,24310,11713,0,0,0,3,32,0,1,1,0
"20566",0,0,1,12,8,12,1926,0,58,0,3627,0,1,57950.62109375,NA,4,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,48,0,0,NA,1
"20567",1,0,1,10,1,13,1942,0,43,0,3493,0,1,6983.60009765625,NA,3,0.400000005960464,0,0,3845.39990234375,0,0,1740,0,0,9,7,0,25432.6796875,0,0,0,2,26,0,0,1,0
"20574",0,0,1,16,6,9,1957,1676,27,35360,553,0,1,92820,9,1,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"20580",1,0,1,12,12,11,1955,2050,29,59670,4796,1,1,62985,11,3,0.400000005960464,0,0,0,0,0,0,0,0,10,NA,NA,13260,0,NA,0,2,13,0,1,1,0
"20605",0,0,0,13,8,9,1946,270,38,3315,4552,1,1,108897.75,NA,3,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,0,NA,1
"20615",1,0,1,11,8,12,1934,2180,50,119340,6708,0,1,166938.984375,26,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5,50,0,1,1,0
"20643",1,0,1,11,9,11,1957,3514,27,41990,4923,2,1,41990,9,2,0.600000023841858,0,0,0,0,0,0,0,0,13,10,37128,39780,0,0,0,3,23,0,1,1,0
"20662",1,0,1,12,9,7,1954,867,30,NA,2968,0,NA,76061.5703125,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,0,1,0,0
"20670",0,0,1,12,4,11,1951,0,33,0,4993,3,1,39117,9,2,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"20695",1,0,1,12,1,12,1946,2623,39,57460,368,3,1,78187.59375,21,3,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"20696",0,0,1,17,9,10,1949,1787,35,48620,1303,3,1,161772,14,1,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,17,NA,NA,41548,0,NA,0,3,17,0,1,NA,1
"20700",1,0,1,15,10,11,1946,2000,37,57460,4409,3,1,65195,20,3,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"20703",1,0,1,17,2,11,1954,2475,31,57460,5314,2,1,73637.203125,14,1,0.800000011920929,0,0,0,0,0,0,0,0,17,NA,NA,57046.73046875,0,NA,0,1,20,0,1,1,0
"20704",0,0,1,12,1,8,1955,1020,30,7735,5027,3,1,34255,5,2,1,0,0,NA,NA,NA,NA,0,NA,8,7,0,0,0,0,0,2,14,0,1,NA,1
"20708",0,0,1,13,1,11,1939,1840,46,104804.828125,4346,0,NA,208940.03125,25,3,0.200000002980232,0,0,NA,NA,NA,NA,5967,NA,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"20709",0,0,1,16,1,9,1947,232,38,4420,573,2,1,93372.5,5,2,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,15,0,1,NA,1
"20722",1,0,1,12,4,9,1955,2056,30,23426,4711,3,1,112798.3984375,11,2,1.20000004768372,0,0,0,0,0,0,0,0,12,12,NA,0,0,0,0,1,37,0,1,1,0
"20727",0,0,1,12,12,8,1956,2080,28,NA,1089,1,0,134810,NA,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,27,0,1,NA,0
"20730",0,0,1,14,9,11,1956,1280,28,15470,908,2,1,55957.19921875,7,3,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,12,12,49725,0,0,0,0,3,42,0,1,NA,1
"20756",1,0,1,17,12,9,1953,2640,31,28730,2804,2,1,33150,13,1,0.699999988079071,0,0,0,0,0,0,0,0,2,8,0,13167.1796875,0,0,0,1,31,0,1,1,0
"20761",0,0,1,8,7,10,1939,1214,45,13260,6414,0,1,88400,18,2,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,18,0,1,NA,1
"20763",1,0,1,9,10,10,1944,1344,40,35802,2879,2,1,87560.203125,22,2,1,0,8539.4404296875,8539.4404296875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"20769",0,0,1,12,3,10,1955,1795,30,16575,4368,0,1,109063.5,12,2,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,12,16,92820,26520,0,0,0,3,19,0,1,NA,1
"20771",0,0,1,14,11,13,1949,2440,35,35360,5734,0,0,74035,17,2,0.300000011920929,0,0,0,0,0,0,0,0,12,15,66300,28730,0,0,0,4,2,0,1,1,0
"20773",0,0,1,17,3,7,1955,2031,30,57460,2915,0,0,59670,12,2,0.200000002980232,0,0,0,0,0,0,0,0,11,12,61880,0,0,0,0,2,22,0,1,1,0
"20788",1,0,1,12,4,9,1935,2280,50,64090,4210,1,1,86190,32,3,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"20791",1,0,1,11,1,10,1955,2205,30,110500,4236,1,1,112489,12,1,0.600000023841858,0,0,0,0,0,0,0,0,12,12,66768.5234375,36774.3984375,0,0,0,1,20,0,1,1,0
"20801",1,0,1,11,11,10,1941,1920,43,60151.78125,200,3,1,79484.859375,25,2,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"20829",0,0,1,12,6,11,1930,0,54,0,367,0,1,174590,NA,1,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"20852",1,1,0,17,12,4,1955,2203,29,41990,4247,2,1,41990,11,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"20858",1,0,1,12,6,8,1931,2862,53,27607.3203125,3488,1,1,65519.87109375,NA,3,0.699999988079071,0,0,19518.720703125,19518.720703125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"20869",1,0,1,12,2,12,1958,2142,27,35360,6589,0,1,48730.5,9,1,0.400000005960464,0,0,0,0,0,0,0,0,12,13,40885,11050,0,0,0,3,39,0,1,1,0
"20900",0,0,1,12,7,12,1955,2016,29,30940,3171,1,0,58697.6015625,11,2,0.5,0,0,0,0,0,0,3447.60009765625,0,11,7,0,0,0,0,0,3,45,0,1,1,0
"20915",1,0,1,9,6,5,1947,1736,37,17680,1219,3,1,44200,19,4,1.29999995231628,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,0,1,0
"20955",1,1,0,9,1,9,1935,1640,50,33150,510,2,1,33150,32,3,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"20975",0,0,1,15,6,12,1931,2352,53,77792,361,0,0,88400,30,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"20977",0,0,1,12,9,12,1956,2244,29,23205,1639,2,1,60792.6796875,4,4,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,12,14,77803.046875,20780.630859375,0,0,0,4,43,0,1,NA,1
"20992",0,0,1,11,9,11,1957,2040,27,19890,5939,2,1,55250,6,3,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"21023",0,0,1,17,10,9,1949,855,35,13702,2377,3,1,76189.75,14,3,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,16,0,NA,NA,0,0,4,2,0,1,NA,1
"21033",0,NA,NA,10,6,7,1935,1040,50,NA,4976,1,NA,27183,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,0
"21059",1,0,1,16,5,12,1947,2058,37,79560,2810,0,0,192933,19,1,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"21072",0,0,1,13,4,11,1955,2856,30,33150,4138,0,1,89284,12,2,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,15,12,0,0,0,0,0,2,12,0,1,NA,1
"21075",0,0,1,12,9,13,1950,440,34,7735,2110,1,1,136357,13,1,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,12,NA,NA,0,0,NA,0,3,9,0,1,NA,1
"21076",0,1,0,12,12,8,1959,436,26,0,3434,1,0,28730,NA,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,3,9,26520,0,0,0,0,3,32,0,0,NA,0
"21089",0,0,1,12,11,11,1946,1920,37,34476,4292,1,NA,125970,21,3,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"21097",0,0,1,12,8,11,1943,2950,41,6630,2344,2,1,85977.84375,10,4,0.899999976158142,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"21129",0,0,1,14,5,8,1959,1882,25,39780,1517,0,0,41990,7,1,0.300000011920929,0,0,0,0,0,0,0,0,12,12,38743.51171875,0,0,0,0,2,34,0,1,1,0
"21175",0,0,1,17,10,13,1942,1848,42,75140,2085,0,1,210944.5,20,2,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"21206",1,0,1,10,6,7,1946,2008,38,32517.939453125,4388,1,1,71005.09375,20,2,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"21208",0,0,1,12,4,12,1959,0,26,0,5644,2,1,19688.890625,NA,3,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"21219",1,0,1,16,6,9,1959,2040,25,22144.19921875,2639,2,1,72941.046875,7,1,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"21220",1,0,1,14,10,10,1949,1995,35,62985,6538,2,1,63758.5,17,2,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"21228",0,0,1,13,3,9,1949,0,35,0,2134,1,NA,159120,NA,1,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,12,12,71774.171875,0,0,0,0,2,21,0,0,NA,1
"21233",1,0,1,13,8,11,1957,2344,27,40885,3693,1,1,40929.19921875,9,2,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"21246",0,0,1,12,1,11,1956,1820,27,53040,671,3,NA,100776,9,1,1,0,0,NA,NA,NA,NA,5746,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"21275",1,0,1,12,10,7,1948,2422,36,59802.6015625,3504,2,1,61360.6484375,18,2,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"21280",0,0,1,17,3,10,1952,1954,33,48889.62109375,487,2,1,105368.3828125,15,3,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"21288",1,0,0,17,6,13,1932,2183,52,118524.5078125,762,0,0,122655,34,1,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"21301",0,0,1,17,12,11,1947,2330,37,67035.9296875,6484,2,NA,170028.5625,19,1,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,NA,1
"21337",0,0,1,12,4,10,1955,0,30,0,6136,1,NA,111605,NA,3,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,12,NA,NA,18785,0,NA,0,1,37,0,0,NA,1
"21344",1,0,1,12,1,10,1955,2200,30,NA,3081,0,0,125307,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,16,72930,0,0,0,0,2,48,0,1,NA,0
"21356",1,0,1,17,7,10,1929,3472,55,58945.12109375,3107,0,1,52251.03125,37,1,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"21367",1,0,1,16,1,11,1959,1272,26,13260,2466,0,1,37238.5,NA,1,1,0,0,0,0,0,0,0,0,16,16,0,46189,0,0,0,4,4,1,0,1,0
"21374",1,0,1,12,1,10,1948,880,37,11050,3312,3,1,29393,19,3,0.600000023841858,0,0,2928.25,0,0,1325,0,0,9,7,0,110.5,0,0,0,1,37,0,0,1,0
"21403",1,0,1,12,4,10,1930,2040,55,45084,4406,1,1,48273.03125,37,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"21449",1,0,1,14,5,12,1938,1608,48,34476,7023,1,1,41883.921875,30,1,0.300000011920929,0,2545.919921875,2545.919921875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"21460",1,0,1,12,10,10,1959,3660,25,11050,3108,0,0,4420,7,2,0.300000011920929,0,0,0,0,0,0,0,0,17,15,0,37570,0,0,0,3,42,0,1,1,0
"21473",0,0,1,12,10,11,1941,872,43,12376,3416,1,0,36765.55859375,NA,2,0.300000011920929,0,6046.56005859375,19306.560546875,13260,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"21534",0,0,1,12,6,10,1930,2112,54,35037.33984375,1969,0,0,35037.33984375,NA,2,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,0,1,0
"21583",1,0,1,17,4,13,1946,2420,39,121550,4753,2,1,137020,21,1,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"21606",0,0,1,12,12,10,1929,1750,55,26520,6908,0,1,163540,20,3,0.200000002980232,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"21613",1,0,1,12,4,9,1936,1984,48,62985,1343,1,1,92820,30,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"21637",1,0,1,16,7,11,1951,2080,33,50830,4250,2,1,50830,10,3,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"21665",1,0,1,12,1,10,1949,760,36,9374.8203125,4847,3,1,32005.220703125,14,1,0.600000023841858,0,10219.0400390625,10219.0400390625,0,0,0,0,0,16,12,19492.19921875,11271,0,0,0,2,14,0,1,1,0
"21691",0,0,1,17,1,10,1940,1365,45,28730,2239,2,1,173043,12,1,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"21735",1,0,0,12,5,9,1943,3290,42,22100,5337,3,1,37570,24,4,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"21782",0,0,1,16,4,13,1951,0,39,0,4405,1,NA,88400,NA,NA,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,1
"21804",0,1,0,5,4,5,1927,0,58,0,3307,0,1,21954.140625,NA,5,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,0,NA,1
"21816",0,0,1,12,4,10,1948,0,37,0,4088,2,NA,98566,NA,1,0.400000005960464,0,0,NA,NA,NA,NA,7956,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"21854",1,0,1,12,8,10,1935,2000,49,30940,2962,0,1,59369.44140625,31,3,0.400000005960464,0,0,6630,6630,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"21860",0,0,1,17,8,11,1948,514,36,39780,6510,1,1,358020,18,1,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,16,12,0,0,0,0,0,1,20,0,1,NA,1
"21864",0,0,1,17,9,12,1955,2000,29,66300,3424,0,0,66907.75,9,4,0.5,0,0,0,0,0,0,0,0,NA,17,103671.1015625,NA,NA,0,0,4,4,0,1,1,0
"21867",0,0,1,15,10,11,1949,1660,35,33150,6842,2,NA,92587.953125,17,3,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,15,0,1,NA,1
"21890",0,1,0,15,11,10,1949,776,35,26520,5119,1,1,95361.5,10,3,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"21898",1,0,1,14,3,10,1938,2940,47,99450,5505,2,1,113373,30,1,1.20000004768372,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"21900",0,0,1,12,3,11,1957,132,28,773.5,3581,2,0,38573.33984375,NA,2,0.400000005960464,0,0,0,0,0,0,9282,0,12,12,71473.609375,3978,0,0,0,4,5,0,0,1,0
"21914",1,1,0,12,9,11,1955,2500,29,46410,1571,0,0,46410,11,2,0.300000011920929,0,0,0,0,0,0,0,0,14,10,64090,39780,0,0,0,4,43,0,1,1,0
"21945",1,0,1,10,6,5,1948,0,36,0,3124,1,1,9624.5498046875,NA,3,0.800000011920929,0,0,14066.650390625,0,0,2010,0,4355,8,NA,NA,0,0,NA,0,1,37,0,0,1,0
"21960",0,0,1,16,8,10,1958,0,26,0,2717,2,1,54034.5,NA,1,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,12,12,62985,0,0,0,0,1,20,0,0,NA,1
"22009",1,0,1,15,6,10,1947,2750,37,50056.5,971,0,1,51824.5,19,1,0.300000011920929,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,4,4,0,1,1,0
"22017",1,0,1,8,5,4,1945,NA,39,NA,902,0,NA,5754.83984375,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,0,NA,0,2,24,NA,NA,NA,0
"22021",1,0,1,17,12,8,1952,3099,32,61880,6123,2,1,110942,4,2,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"22059",0,0,1,16,12,12,1940,1964,44,109229.25,5042,2,1,208900.25,26,1,0.200000002980232,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"22064",0,0,1,13,8,10,1954,185,30,7735,3584,2,1,37791,3,2,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"22072",0,0,1,14,1,9,1947,3440,38,117211.7734375,1301,1,1,98044.4375,20,2,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,10,0,NA,NA,0,0,5,50,0,1,NA,1
"22079",1,0,1,14,10,11,1926,2400,58,254150,3675,0,1,327080,41,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"22087",1,0,1,12,2,10,1960,2250,25,41106,5708,0,0,87295,8,1,0.5,0,0,0,0,0,0,0,0,12,12,39780,1768,0,0,0,1,31,0,1,1,0
"22100",0,0,1,13,7,11,1958,1816,26,22100,2466,0,1,37238.5,7,3,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"22120",0,0,1,12,6,6,1943,1248,41,18398.25,5279,1,1,176413.25,12,3,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"22155",0,0,1,12,8,9,1953,1760,31,28730,645,2,1,67659.1484375,12,3,0.800000011920929,0,917.150024414062,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"22179",0,0,1,12,2,9,1934,1912,51,17680,552,0,1,53437.80078125,NA,3,0.300000011920929,0,397.799987792969,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,0,NA,1
"22186",1,0,1,12,5,11,1958,2088,27,25415,2648,0,1,60333,9,1,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"22212",0,1,0,16,3,5,1958,1568,26,NA,1988,0,NA,48396.7890625,NA,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,0
"22240",1,0,1,16,12,10,1958,3190,27,23868,1680,0,0,23905.5703125,9,3,0.300000011920929,0,0,0,0,0,0,0,0,12,12,53040,26520,0,0,0,2,34,0,1,1,0
