"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"22245",1,0,1,16,3,12,1958,2043,27,35360,1535,3,1,38675,7,1,0.800000011920929,0,0,0,0,0,0,0,0,12,NA,NA,36350.078125,0,NA,0,4,11,0,1,1,0
"22247",1,0,1,9,9,10,1944,2000,40,24875.759765625,3681,2,1,38312.55859375,22,3,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"22267",1,0,1,14,6,8,1950,2288,35,30940,6545,0,0,30940,17,1,NA,0,0,0,0,0,0,0,0,12,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"22270",1,0,1,8,12,11,1930,3528,54,54145,5178,0,1,64576.19921875,36,3,0.300000011920929,0,0,8884.2001953125,8884.2001953125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"22275",0,0,1,12,4,11,1954,1374,31,9945,490,3,1,40885,13,3,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"22321",1,0,1,16,2,NA,1948,2433,37,50830,5552,2,1,93041,19,1,0.5,0,0,0,0,0,0,0,0,NA,8,0,NA,NA,0,0,3,45,0,1,1,0
"22343",1,0,1,12,1,8,1953,1906,32,24449.23046875,6176,4,1,25443.73046875,14,3,1.5,884,0,884,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"22347",0,0,1,12,5,10,1928,0,57,0,4177,0,1,83980,NA,1,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"22374",1,0,1,17,6,10,1949,2776,35,48620,719,2,1,79560,17,3,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"22387",0,0,1,12,10,6,1958,2295,26,36171.0703125,2152,2,1,33125.69140625,8,3,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,11,10,39857.3515625,28442.69921875,0,0,0,1,37,0,1,NA,1
"22415",0,0,1,8,7,5,1945,477,39,3768.05004882812,319,2,0,15702.0498046875,NA,3,0.400000005960464,0,0,14762.7998046875,0,0,1680,0,5000,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"22419",0,0,1,14,7,12,1955,485,29,4420,3052,2,1,70720,NA,2,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,16,17,67405,62927.5390625,0,0,0,3,1,0,0,NA,1
"22431",1,0,1,17,4,12,1951,2500,34,79560,4527,0,0,80223,14,1,0.300000011920929,0,0,0,0,0,0,0,0,17,16,0,0,0,0,0,4,4,0,1,1,0
"22439",0,0,1,16,2,10,1950,2000,35,46410,3320,1,NA,94809,10,3,6,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,1,37,0,1,NA,1
"22489",0,0,1,17,1,13,1945,0,40,0,3871,1,1,157904.5,NA,4,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"22492",0,1,0,12,2,7,1932,1428,53,33150,1417,0,0,44986.76171875,NA,3,0.100000001490116,0,0,3978,3978,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"22518",0,0,1,14,6,10,1956,1975,28,48620,1053,0,1,155805,7,1,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"22521",0,0,1,15,2,11,1955,0,30,0,3419,0,1,121992,9,1,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"22526",1,0,1,12,3,11,1951,2777,34,40885,2983,4,1,62985,18,3,0.899999976158142,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"22544",1,1,0,15,6,9,1939,60,46,439.790008544922,5713,0,0,2826.59008789062,NA,4,0.200000002980232,0,0,1745.90002441406,0,0,790,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,0,1,0
"22574",1,0,1,8,8,7,1927,0,57,0,260,0,1,89018.796875,NA,4,0.5,0,0,17238,17238,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"22594",1,0,1,16,1,12,1949,860,36,12155,6348,4,1,23205,19,2,1.20000004768372,0,0,4420,0,0,2000,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"22596",0,0,1,17,2,11,1960,1035,25,NA,5720,0,NA,177021,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,14,12,35360,95030,0,0,0,1,29,1,1,NA,0
"22597",1,0,1,12,6,9,1950,1761,34,62432.5,4770,3,1,93372.5,16,2,0.600000023841858,0,2652,2652,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"22615",0,0,1,12,4,8,1944,0,41,0,3705,1,NA,31492.5,NA,2,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"22618",1,0,1,10,4,4,1954,2080,31,NA,502,0,0,26520,NA,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,1,29,0,1,NA,0
"22620",1,0,1,14,1,7,1938,2210,47,18219.240234375,1689,0,1,34780.98046875,28,3,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"22631",0,0,1,12,3,12,1945,1705,40,30940,3280,2,NA,73593,14,2,0.699999988079071,0,1768,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"22633",0,0,1,12,5,10,1948,2056,37,0,5448,2,1,314041,19,1,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"22638",1,1,0,11,2,11,1959,2000,26,NA,5871,0,NA,64885.6015625,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33150,0,NA,0,4,4,0,1,NA,0
"22649",0,0,1,12,6,9,1958,955,26,3757,3329,0,1,31726.759765625,9,2,0.699999988079071,0,1768,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"22656",1,0,1,17,3,11,1955,2490,30,59670,5195,0,1,108555.203125,12,1,0.5,0,0,0,0,0,0,0,0,12,17,70720,55250,0,0,0,4,4,0,1,1,0
"22676",1,0,1,12,10,13,1946,3072,38,0,3140,2,1,34201.9609375,20,3,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"22700",1,0,1,11,8,7,1957,0,27,0,503,2,1,15620.2802734375,NA,4,1,0,0,10634.51953125,0,0,1584,0,3228,7,7,0,0,0,0,0,2,34,0,0,1,0
"22701",0,0,1,14,7,9,1951,1210,33,28288,4770,3,1,93372.5,12,2,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,12,12,74711.2578125,35399.78125,0,0,0,2,34,0,1,NA,1
"22705",1,0,1,17,4,13,1948,1568,36,NA,3822,2,NA,88400,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,1,1,0,0
"22717",0,0,1,12,6,11,1952,0,32,0,3494,2,NA,134810,NA,1,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"22723",0,0,1,8,12,3,1958,0,26,0,1082,3,0,4455.35986328125,NA,4,0.800000011920929,0,0,10661.0400390625,0,0,2808,0,2016,NA,NA,NA,0,0,NA,0,3,41,0,0,1,0
"22728",1,0,1,5,4,6,1928,2172,57,44200,6076,0,1,60443.5,40,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"22740",0,0,1,12,10,12,1950,2250,34,28730,3431,2,1,32929,7,3,0.5,0,0,NA,NA,NA,NA,0,NA,13,12,0,41397.71875,0,0,0,4,36,0,1,NA,1
"22749",0,0,1,16,4,11,1954,832,31,12641.2001953125,2193,2,1,81151.203125,7,1,NA,0,0,NA,NA,NA,NA,0,NA,12,12,88400,27625,0,0,0,1,31,0,1,NA,1
"22753",1,0,0,13,9,9,1939,1968,45,92820,4628,0,1,117417.296875,27,1,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"22759",0,1,0,12,6,8,1942,1802,42,44200,460,2,0,58118.578125,20,4,0.600000023841858,0,0,8840,8840,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"22760",1,0,1,15,3,8,1955,3000,30,33150,5220,0,0,68510,12,2,0.100000001490116,0,0,0,0,0,0,0,0,12,10,0,19890,0,0,0,4,4,0,1,1,0
"22767",0,0,1,7,8,9,1937,1224,49,56171.5703125,5039,0,1,254150,21,NA,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"22773",1,0,1,2,7,11,1943,2448,41,81770,2782,2,1,119782,23,1,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"22795",1,0,1,12,3,11,1937,3444,48,0,3870,0,1,2.21000003814697,30,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"22797",0,0,1,12,4,11,1935,0,50,0,5120,0,1,134001.140625,NA,5,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"22806",1,0,1,14,6,10,1937,2550,47,48951.5,3713,0,1,56677.66015625,29,1,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,0,1,1,0
"22813",1,0,1,17,6,13,1957,2148,27,48620,1838,0,1,93785.7734375,10,3,0.699999988079071,0,2298.39990234375,2298.39990234375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"22829",1,0,1,17,2,7,1942,2500,43,119340,2191,0,1,119340,15,2,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"22840",0,0,0,16,2,10,1935,1568,50,77129,3942,0,1,192049,28,1,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"22845",1,0,1,12,11,12,1953,2312,31,50830,3469,2,1,74300.203125,13,3,0.800000011920929,0,0,0,0,0,0,0,0,12,NA,NA,NA,0,NA,0,3,45,0,1,1,0
"22850",1,0,1,14,10,10,1957,1990,27,32575.400390625,2067,0,1,63515.3984375,9,1,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"22902",1,0,1,17,1,10,1959,2682,26,58344,2819,0,0,59670,8,1,NA,0,0,0,0,0,0,0,0,17,17,110500,37570,0,0,0,1,20,0,1,1,0
"22914",0,0,1,17,10,10,1958,2080,26,18785,6749,0,0,19890,6,1,0.5,0,0,0,0,0,0,0,0,17,17,110500,39780,0,0,0,1,37,0,1,1,0
"22920",0,0,1,12,4,13,1941,2000,44,27625,3140,2,1,34201.9609375,20,2,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"22938",0,0,1,17,6,10,1952,2116,32,22413.8203125,3007,3,0,37680.5,NA,3,0.699999988079071,0,0,0,0,0,0,0,0,10,NA,NA,0,0,NA,0,3,9,0,0,1,0
"22977",0,0,1,16,12,10,1932,77,52,3679.64990234375,6228,1,1,69979.6484375,34,1,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,18,0,0,NA,1
"23001",1,0,1,15,4,11,1957,2016,28,40001,908,2,1,55957.19921875,10,3,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"23025",0,0,1,12,5,12,1961,0,25,0,6238,5,1,9852.1796875,NA,2,1.20000004768372,0,0,NA,NA,NA,NA,0,NA,12,NA,NA,NA,0,NA,0,2,12,0,0,NA,1
"23035",1,0,1,12,4,10,1955,1575,30,28730,1966,1,1,34255,12,2,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"23039",1,0,1,16,11,8,1955,2500,29,35912.5,5308,1,1,100555,7,1,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"23047",0,0,1,12,4,9,1958,430,27,11050,3228,3,1,58189.30078125,NA,3,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,30,0,0,NA,1
"23048",1,0,1,17,2,10,1939,2200,46,90610,6071,2,1,155584,24,1,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"23054",0,0,1,10,9,9,1932,0,51,0,7,1,NA,56098.640625,NA,3,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"23063",1,0,1,12,9,9,1951,2250,33,72709,844,2,1,79140.1015625,15,1,0.600000023841858,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,4,46,0,1,1,0
"23068",0,0,1,14,9,9,1953,956,31,11492,2799,1,NA,103251.203125,13,1,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,10,10,3449.81005859375,0,0,0,0,2,21,0,1,NA,1
"23070",1,0,1,16,8,12,1956,2739,28,51714,6618,0,1,73814,9,1,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"23081",0,1,0,10,2,5,1952,0,33,0,1757,4,1,69296.7578125,NA,2,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"23086",1,0,1,15,4,11,1949,3640,36,127112.5703125,6609,4,1,274040,18,1,0.699999988079071,0,0,0,0,0,0,0,0,17,NA,NA,0,0,NA,0,4,46,0,1,1,0
"23089",1,0,1,17,5,13,1955,2008,29,49504,3816,0,0,86190,11,1,0.300000011920929,0,0,0,0,0,0,0,0,17,16,342550,46410,0,0,0,1,20,0,1,1,0
"23091",0,0,1,17,1,13,1957,427,28,1878.5,5646,1,1,55798.078125,NA,2,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,16,17,54938.390625,40118.12890625,0,0,0,2,48,0,0,NA,1
"23094",0,0,1,11,2,9,1926,2756,59,14365,1039,0,NA,36542.3515625,20,1,0.800000011920929,0,0,NA,NA,NA,NA,176.800003051758,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"23110",1,0,1,16,1,10,1958,2739,27,66300,5610,1,1,91825.5,9,3,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"23116",0,0,1,12,6,11,1956,2646,28,3094,3182,2,0,10055.5,7,2,0.800000011920929,0,0,9746.099609375,0,0,1260,0,3150,15,12,70720,7514,0,0,0,2,21,0,1,1,0
"23141",1,0,1,16,11,10,1941,2640,43,132600,2893,1,1,161053.75,25,2,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"23193",0,NA,NA,9,7,12,1955,NA,30,NA,1507,0,NA,12376,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,0
"23196",1,0,1,6,9,9,1950,2084,34,31351.060546875,2511,4,1,31351.060546875,16,3,1.20000004768372,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"23197",1,0,1,16,1,10,1949,2640,36,70720,4611,2,1,105196,18,1,0.600000023841858,0,0,0,0,0,0,0,0,12,8,NA,0,0,0,0,2,24,0,1,1,0
"23208",1,0,1,17,3,12,1949,2390,36,31370.94921875,5916,2,1,58852.30078125,16,1,0.5,0,0,0,0,0,0,0,0,14,16,33866.0390625,8234.4599609375,0,0,0,2,12,0,1,1,0
"23233",0,0,1,12,10,10,1951,2585,33,12802.5302734375,4611,2,NA,105196,13,2,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"23235",1,0,1,13,2,8,1959,2184,26,NA,6456,0,0,134958.0625,NA,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,0,0,0,0,3,42,0,1,NA,0
"23237",0,0,1,14,4,8,1955,2091,29,28730,654,1,1,53040,8,2,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,12,6,56576,21216,0,0,0,3,3,0,1,NA,1
"23267",1,0,1,8,3,9,1940,2008,45,35360,5463,0,1,81582.1484375,25,3,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,0,1,1,0
"23329",1,0,1,12,6,7,1957,2300,27,46962.5,5029,2,1,61327.5,11,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"23334",1,0,1,16,8,10,1944,2400,40,159860.34375,5585,2,1,333723.25,22,1,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"23352",1,0,1,12,6,7,1942,1976,42,59670,5647,2,1,104718.640625,25,3,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"23383",1,1,0,9,2,2,1959,50,26,0,898,0,0,9662.1201171875,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,0
"23399",1,0,1,12,8,8,1959,2044,25,22100,3626,0,1,34628.48828125,7,3,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"23408",1,1,0,9,10,5,1958,94,27,442,6153,4,1,11843.3896484375,8,1,1.20000004768372,0,0,10119.58984375,0,0,3060,0,1519,6,2,0,0,0,0,0,3,17,0,0,1,0
"23427",1,0,1,12,5,11,1934,0,50,0,992,0,1,81354.5234375,NA,5,0.400000005960464,0,0,17264.51953125,17264.51953125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,1,0
"23448",1,0,1,12,3,11,1931,1891,54,47957,496,0,1,88842,36,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"23450",0,0,1,12,1,8,1957,0,28,0,1974,2,1,55488.6796875,NA,3,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,22,0,0,NA,1
"23459",0,0,1,12,3,12,1958,140,27,1326,1292,2,1,69836,NA,3,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,9,12,114920,3315,0,0,0,2,13,0,0,NA,1
"23479",0,0,1,12,11,11,1950,248,35,4420,4329,3,1,75803,7,3,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"23483",0,0,0,12,7,11,1953,0,31,0,5177,3,1,64090,NA,2,1.29999995231628,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"23487",0,0,1,17,1,13,1941,1760,44,77350,4776,1,1,243652.5,12,2,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"23491",1,0,1,12,7,10,1941,1984,43,53040,3330,0,1,101218,20,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"23492",0,0,1,11,7,10,1936,0,48,0,236,0,1,85204.34375,NA,2,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,12,7,0,0,0,0,0,3,39,0,0,NA,1
"23522",1,0,1,12,1,10,1928,2140,57,66768.5234375,4719,0,1,116250.421875,39,2,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"23524",1,0,1,17,11,12,1932,2205,52,118898,1195,1,1,212115.796875,34,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"23526",1,0,1,14,3,13,1952,1828,33,66300,1064,0,0,66521,15,2,0.100000001490116,0,0,0,0,0,0,0,0,14,16,143650,0,0,0,0,2,48,0,1,1,0
"23528",1,0,1,16,11,13,1953,2005,31,40840.80078125,1291,1,1,101218,7,2,0.400000005960464,0,0,0,0,0,0,0,0,17,17,110500,44200,0,0,0,2,12,0,1,1,0
"23546",1,0,1,16,4,10,1954,1402,30,26179.66015625,819,0,0,27726.66015625,9,2,0.300000011920929,0,0,0,0,0,0,0,0,14,NA,NA,34210.80078125,0,NA,0,3,35,0,1,1,0
"23549",0,0,1,17,10,12,1954,2000,30,34586.5,2496,2,1,248227.203125,12,1,0.5,1326,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"23573",1,0,1,16,1,9,1948,2205,37,82875,5626,2,1,90468.5625,15,1,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"23576",1,1,0,12,1,5,1958,2626,26,NA,1362,0,1,38454,NA,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,0
"23589",1,0,1,12,10,10,1957,2250,27,NA,2623,0,0,87511.578125,NA,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,2,21,0,1,NA,0
"23651",0,0,1,11,10,11,1958,0,26,0,6049,2,1,26520,3,2,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,4,17680,NA,NA,0,0,3,45,0,0,NA,1
"23657",1,0,1,17,4,11,1943,1960,41,65769.6015625,251,4,1,98367.1015625,23,1,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"23679",1,0,1,16,4,12,1925,1703,60,69615,6598,0,1,69615,39,1,1.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,28,0,1,1,0
"23696",1,1,0,15,12,8,1946,0,38,0,1477,2,1,29393,NA,4,0.800000011920929,22100,0,22100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,0,1,0
"23712",1,0,1,14,4,7,1941,2450,44,66300,1885,1,1,96135,26,1,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"23719",0,0,1,12,10,9,1930,570,54,15470,3517,0,1,29709.029296875,37,4,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"23741",1,0,1,17,11,10,1953,240,30,331.5,3939,2,1,82101.5,10,2,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,0,1,0
"23753",0,0,1,14,1,12,1947,2310,38,46321.6015625,5459,1,0,98566,15,3,0.5,0,0,0,0,0,0,7293,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"23759",1,0,1,17,1,10,1953,2306,32,33039.5,2948,1,1,56708.6015625,14,3,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"23771",0,0,1,17,2,10,1951,1349,34,13260,2731,1,1,127959,16,1,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,12,13,0,0,0,0,0,1,20,0,1,NA,1
"23809",0,0,1,17,5,10,1949,1380,36,46410,2710,0,NA,80886,13,4,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"23822",1,0,1,12,6,10,1959,2144,25,24310,1682,0,1,34387.6015625,6,4,0.5,0,0,0,0,0,0,0,0,12,12,29614,18122,0,0,0,2,34,0,1,1,0
"23827",0,0,1,12,12,9,1949,1040,35,13260,5028,3,1,33012.98046875,5,2,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"23837",0,0,1,15,9,8,1959,2016,25,30940,4254,1,1,32873.75,7,2,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"23855",1,0,1,12,4,11,1948,1170,37,36907,1416,2,1,67824.8984375,18,2,1,3094,0,3094,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"23858",0,0,1,12,2,11,1939,224,46,1105,3870,0,1,2.21000003814697,10,1,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,26,0,1,NA,1
"23871",0,0,1,16,9,13,1946,2094,38,99450,5539,0,1,194480,17,1,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"23898",1,0,1,14,8,12,1949,1952,35,52156,4326,2,1,56134,12,1,0.699999988079071,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,3,19,0,1,1,0
"23904",1,0,1,12,8,11,1936,2530,48,110500,5120,0,1,134001.140625,30,2,0.400000005960464,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,2,13,0,1,1,0
"23908",0,0,1,12,1,8,1953,0,32,0,6176,4,1,25443.73046875,5,3,1.5,0,0,NA,NA,NA,NA,0,NA,9,NA,NA,0,0,0,0,4,2,0,0,NA,1
"23917",1,0,1,12,12,12,1937,2550,50,19392.75,1211,2,1,72930,32,1,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"23941",0,1,0,17,11,10,1945,1553,39,55250,1406,5,1,143826.796875,6,1,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"23955",0,0,1,12,5,12,1947,1450,38,9825.66015625,6251,2,0,17423.640625,15,3,0.600000023841858,0,0,1060.80004882812,0,0,480,3315,0,13,12,0,0,0,0,0,2,34,0,1,1,0
"23975",0,0,1,12,5,11,1949,0,35,0,3481,2,1,108732,NA,1,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"23977",0,0,1,12,7,10,1951,430,33,5155.93017578125,2634,2,1,68850.34375,5,1,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,12,12,40230.83984375,14239.0302734375,0,0,0,1,37,0,1,NA,1
"23990",0,NA,NA,NA,6,8,1951,0,33,0,4708,3,NA,66742,NA,NA,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,1
"23993",1,0,1,16,2,11,1938,2024,47,132600,2145,2,1,144644.5,20,1,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
