"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"68324",1,0,1,16,1,12,1950,1856,25,43316,4685,1,1,71162,7,0.600000023841858,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,39,NA,88,0,1,1,0
"68410",0,0,1,15,7,8,1946,2080,28,10201.3603515625,4949,1,1,44266.30078125,7,0.5,NA,NA,NA,NA,NA,NA,NA,16,12,24884.599609375,15912,0,0,0,2,26,NA,NA,NA,NA,NA,1
"68438",0,0,1,12,8,9,1931,0,43,0,4656,0,NA,59263.359375,18,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,1
"68451",0,0,1,8,NA,9,NA,2242,53,30498,3817,0,0,30498,13,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,31,0,1,1,0
"68480",1,0,1,14,12,10,1948,2080,26,44200,4801,1,1,66300,8,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,71,0,1,1,0
"68484",1,0,1,6,12,8,1923,3240,51,26785.19921875,3889,2,1,35713.6015625,34,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,4,11,0,1,1,0
"68525",0,NA,NA,11,NA,8,NA,0,48,0,4214,1,NA,107114.28125,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"68580",1,0,1,15,12,10,1921,2500,53,75140,1141,0,1,95472,35,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,31,0,1,1,0
"68635",1,0,1,12,10,10,1923,3348,51,53482,679,0,1,56032.33984375,26,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"68663",1,0,1,14,8,10,1948,2100,26,106080,2274,1,1,141440,6,0.5,0,0,0,0,0,0,0,12,NA,NA,115569.7421875,0,NA,0,3,45,2,51,0,1,1,0
"68688",0,0,1,12,5,10,1928,0,46,0,3156,3,1,91494,NA,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,NA,1
"68728",1,0,1,17,10,10,1934,2938,40,79560,477,5,1,80333.5,22,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,51,0,1,1,0
"68734",0,0,1,11,7,6,1935,320,39,5984.68017578125,5575,4,1,97602.4375,15,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"68737",1,1,0,4,6,5,1920,1936,54,35360,370,3,1,50564.80078125,36,1.39999997615814,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,92,0,1,1,0
"68738",0,1,0,15,9,8,1943,2080,31,NA,1367,4,NA,95869.796875,NA,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,9,16,3536,0,0,0,0,3,32,NA,NA,NA,NA,NA,0
"68774",1,1,0,14,7,10,1948,2894,26,29614,4822,0,1,56134,8,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,17,NA,83,0,1,1,0
"68793",1,0,1,12,12,8,1935,1984,39,48620,2561,1,1,99905.2578125,20,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,81,0,1,1,0
"68798",0,0,1,14,9,9,1918,1720,57,NA,1074,0,NA,124644,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,0
"68802",0,0,1,8,10,9,1926,1080,49,11492,3517,1,1,76908,10,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"68811",0,0,1,14,6,11,1937,1880,37,40664,418,1,0,40664,17,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,4,4,NA,NA,0,1,1,0
"68818",1,0,1,8,NA,5,NA,NA,49,NA,4100,2,NA,32637.279296875,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,0,NA
"68820",1,0,1,8,8,10,1921,1976,54,31824,385,1,1,46675.19921875,35,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,4,92,0,1,1,0
"68834",0,0,1,8,7,10,1931,0,42,0,2269,0,1,35360,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"68866",0,0,1,12,11,11,1932,2000,42,15912,4094,3,1,87958,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"68875",1,0,1,14,11,12,1948,1160,27,28018.380859375,2302,1,1,33764.37890625,8,0.699999988079071,5746,6780.27978515625,0,0,234,0,0,11,NA,NA,17945.19921875,0,NA,0,2,48,NA,61,0,1,1,0
"68925",0,0,1,13,11,9,1944,650,30,13260,4407,1,1,77650.5625,9,0.5,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,41990,0,NA,0,1,29,NA,NA,NA,NA,NA,1
"68949",0,NA,NA,17,NA,12,NA,1755,49,NA,1106,0,NA,97461,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,NA,0
"68950",1,1,0,7,NA,12,NA,1760,41,35360,3943,0,1,91927.15625,22,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,51,0,1,1,0
"68986",0,0,1,13,12,7,1942,2000,32,50830,2481,1,NA,117130,9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,NA,NA,NA,NA,NA,1
"69000",1,0,1,13,5,7,1923,NA,51,NA,3278,0,NA,53040,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,0,NA
"69019",1,0,1,10,NA,6,NA,2450,37,106080,5033,4,1,128887.203125,19,0.699999988079071,0,0,0,0,0,17680,0,NA,NA,NA,NA,NA,NA,0,2,13,4,51,0,1,1,0
"69037",1,1,0,12,11,8,1943,1440,31,NA,995,0,1,26944.3203125,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0,0,NA,0,3,42,NA,NA,NA,NA,NA,0
"69063",1,0,0,10,NA,8,NA,2080,41,37570,2794,2,1,37570,20,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,1,31,NA,62,0,1,1,0
"69065",0,0,1,17,2,12,1946,600,29,30056,1072,1,NA,61924.19921875,11,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"69114",0,0,0,12,9,5,1933,2423,42,31872.619140625,2774,1,NA,127296,21,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4,4,NA,NA,NA,NA,NA,1
"69115",1,NA,NA,NA,NA,8,NA,NA,30,NA,3335,0,NA,33592,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,0
"69128",1,0,1,12,12,11,1920,2091,54,44200,2361,1,1,47665.28125,36,0.5,3005.60009765625,3226.60009765625,0,0,50,0,0,NA,NA,NA,NA,NA,NA,0,1,18,NA,30,0,1,1,0
"69129",0,1,0,16,4,10,1949,480,25,NA,733,1,NA,51355.98046875,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,44200,0,NA,0,3,32,NA,NA,NA,NA,NA,0
"69136",1,0,1,16,9,11,1932,2032,42,53040,2187,3,1,53924,19,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,57,0,1,1,0
"69157",1,0,1,17,1,10,1949,2546,26,61880,2739,0,1,102986,8,0.300000011920929,0,0,0,0,0,0,0,12,NA,NA,27404,0,NA,0,1,31,NA,31,0,1,1,0
"69163",1,0,1,12,11,11,1943,2560,31,34387.6015625,4209,3,1,57460,14,1,0,0,0,0,0,0,0,12,8,663,0,0,0,0,2,21,NA,51,0,1,1,0
"69214",0,0,1,11,6,9,1927,2000,47,NA,2193,0,NA,26078,NA,0.5,NA,NA,NA,NA,NA,NA,NA,8,8,6188,0,0,0,0,3,9,NA,NA,NA,NA,NA,0
"69256",0,1,0,12,NA,8,NA,1000,26,8950.5,2416,1,NA,37680.5,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,0,0,3,42,NA,NA,NA,NA,NA,1
"69261",0,0,1,14,2,13,1948,2000,27,22100,2551,0,1,68753.1015625,8,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"69278",1,0,1,12,5,10,1941,780,34,26520,1439,8,1,43492.80078125,8,1.20000004768372,0,18122,0,0,260,0,3840,NA,NA,NA,NA,NA,NA,0,1,37,NA,51,0,1,1,0
"69288",0,0,1,17,7,10,1940,1415,35,55250,3440,0,0,55250,16,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,87,0,1,1,0
"69328",0,0,1,16,10,11,1949,540,25,4862,1447,0,1,60333,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,28,NA,NA,NA,NA,NA,1
"69333",1,0,1,16,5,11,1949,1950,25,23426,3834,0,1,45565.78125,6,0.5,0,0,0,0,0,0,0,16,16,126854,43316,0,0,0,3,42,NA,86,0,1,1,0
"69361",1,0,1,12,11,8,1928,2000,46,27846,2742,1,1,57460,29,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,42,0,1,1,0
"69372",1,0,1,17,9,11,1948,2497,26,60554,1573,1,1,93748.203125,9,0.699999988079071,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,9,NA,82,0,1,1,0
"69410",1,0,1,16,7,11,1934,2014,41,72488,2235,0,1,129638.6015625,22,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,71,0,1,1,0
"69411",0,0,1,7,1,7,1932,2000,43,31382,1691,3,1,100789.2578125,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"69428",1,0,1,10,NA,7,NA,2205,48,58786,1739,4,0,125086,30,1.29999995231628,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"69439",1,0,1,17,11,12,1945,0,29,0,2101,0,1,87348.0390625,6,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,91,0,1,1,0
"69485",0,0,1,12,12,10,1930,784,43,10608,2785,3,1,126522.5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"69517",0,NA,NA,NA,NA,10,NA,1560,39,NA,5095,0,NA,69946.5,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,0
"69533",0,0,0,16,10,12,1924,0,50,0,2534,1,1,441995.59375,6,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"69568",1,0,1,14,NA,9,NA,NA,27,NA,5012,0,NA,48178,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,44200,0,NA,0,2,34,NA,NA,NA,NA,NA,0
"69569",1,0,1,12,NA,10,NA,2080,48,63206,4770,1,0,63206,32,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,33,0,1,1,0
"69616",1,0,1,14,NA,11,NA,2916,26,34069.359375,4999,3,1,57460,8,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,61,0,1,1,0
"69619",0,0,1,12,2,11,1945,0,30,0,4209,3,1,57460,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"69674",0,1,0,12,8,12,1937,1694,38,37570,2489,2,0,43758,12,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,71,0,1,1,0
"69710",0,1,0,16,NA,7,NA,2226,26,33150,1340,0,0,33150,4,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,71,0,1,1,0
"69725",0,0,1,17,3,13,1948,0,27,0,4594,1,1,4.42000007629395,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,16,10,0,221,0,0,0,1,31,NA,NA,NA,NA,NA,1
"69735",0,0,1,12,6,11,1949,200,25,4420,5238,0,0,4420,1,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,82,0,1,1,0
"69777",0,NA,NA,12,7,8,1929,0,45,0,476,1,NA,204115.59375,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"69783",0,0,1,16,1,11,1928,208,47,2652,790,1,0,17569.5,12,0.5,0,0,0,0,0,3315,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,85,0,1,1,0
"69784",0,0,1,16,8,10,1948,0,26,0,2407,3,1,50830,2,1,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,19890,0,NA,0,3,42,NA,NA,NA,NA,NA,1
"69785",0,0,1,14,12,13,1919,1813,55,35360,1480,0,NA,77350,22,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"69792",0,0,1,13,11,8,1947,800,27,13260,3158,2,1,57919.6796875,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,10,12,38012,37128,0,0,0,1,37,NA,NA,NA,NA,NA,1
"69871",1,0,1,15,12,11,1930,2640,44,88400,469,3,1,88400,26,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,82,0,1,1,0
"69876",1,0,1,12,1,11,1941,3380,34,103428,1186,4,1,103671.1015625,16,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,61,0,1,1,0
"69883",1,0,1,12,4,8,1920,2760,55,24884.599609375,1292,1,1,55250,36,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,71,0,1,1,0
"69898",1,0,1,12,7,9,1932,2370,43,65416,2324,3,1,125970,25,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,31,0,1,1,0
"69923",1,0,1,7,1,7,1917,1957,58,49106.19921875,4074,1,1,49990.19921875,40,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,61,0,1,1,0
"69936",0,NA,NA,12,NA,10,NA,525,35,5891.85986328125,3959,4,NA,88987.859375,3,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"69946",1,0,1,16,10,9,1947,3000,28,75140,4805,1,1,75316.796875,9,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,62,0,1,1,0
"69949",1,0,1,17,11,10,1948,1150,26,33150,4698,0,1,68510,8,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,87,0,1,1,0
"69994",1,0,1,16,1,12,1942,2017,33,47294,3896,2,1,47294,15,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,55,0,1,1,0
"70034",1,0,1,8,5,11,1932,3000,42,14285.4404296875,3590,3,1,20804.939453125,24,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,11,0,1,1,0
"70038",0,1,0,12,8,11,1936,0,39,0,3563,2,NA,24097.83984375,10,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"70049",1,0,1,13,2,8,1936,5556,39,97240,5554,3,1,134810,21,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,3,61,0,1,1,0
"70050",0,0,0,11,NA,4,NA,1652,43,21101.080078125,3624,0,0,77146.6796875,6,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,33,0,1,1,0
"70067",1,0,1,14,11,11,1937,3120,37,103759.5,2894,1,1,171226.375,19,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,11,NA,61,0,1,1,0
"70079",0,0,1,12,10,11,1931,0,43,0,5417,2,NA,81893.7578125,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"70099",1,0,1,16,5,10,1932,3120,43,110500,3633,4,1,110500,21,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,61,0,1,1,0
"70110",1,0,1,13,9,10,1946,2080,28,34476,1442,2,1,49946,10,0.800000011920929,0,0,0,0,0,0,0,9,8,26520,13260,0,0,0,1,37,NA,55,0,1,1,0
"70167",0,0,1,13,1,10,1929,1196,46,14144,2632,1,0,54750.5390625,5,0.200000002980232,0,18564,18564,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,92,0,1,1,0
"70258",0,0,1,12,5,10,1943,0,31,0,1713,0,NA,79560,13,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"70259",0,0,1,12,7,11,1946,840,28,7956,956,2,1,61893.26171875,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"70322",1,0,1,12,9,10,1947,1560,27,21216,3589,1,1,47223.28125,9,0.5,3907.28002929688,3907.28002929688,0,0,0,0,0,5,5,35130.16015625,0,0,0,0,3,41,NA,86,0,1,1,0
"70323",0,0,1,5,5,10,1927,1500,46,16354,1228,0,1,84908.203125,30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"70342",0,0,1,8,2,9,1942,688,34,6188,5572,4,1,43758,1,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"70344",1,0,1,6,7,9,1925,1920,49,57018,472,2,1,127251.796875,31,0.699999988079071,0,12773.7998046875,12773.7998046875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"70360",0,0,1,9,5,9,1947,0,27,0,755,2,1,75803,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"70413",1,0,1,12,8,11,1919,2058,55,79560,4418,2,1,79670.5,40,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,32,0,1,1,0
"70414",1,0,1,12,NA,9,NA,2550,38,33150,743,3,1,43483.9609375,20,1.20000004768372,0,1365.78002929688,0,0,309,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,61,0,1,1,0
"70425",0,0,1,12,9,9,1940,1960,34,23426,216,1,1,77792,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"70472",1,0,1,14,NA,5,NA,3000,26,39338,1086,1,1,52156,8,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,1,0,1,0
"70487",0,0,1,14,4,11,1944,1020,30,18564,4054,1,1,106964,12,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"70488",1,0,1,12,10,12,1917,1880,57,47294,1822,1,1,126217.5234375,39,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,4,91,0,1,1,0
"70521",0,0,1,12,9,9,1928,1435,46,36686,4217,0,0,38012,28,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,1,31,0,1,1,0
"70545",1,0,1,6,NA,7,NA,0,57,0,5073,0,0,10453.2998046875,25,0.400000005960464,0,7164.81982421875,6316.18017578125,0,192,0,0,NA,NA,NA,NA,NA,NA,0,2,12,4,NA,0,0,1,0
"70548",0,0,1,16,11,12,1949,1710,25,48620,1479,0,1,97593.6015625,7,0.5,NA,NA,NA,NA,NA,NA,NA,14,16,79560,0,0,0,0,1,20,NA,NA,NA,NA,NA,1
"70555",1,0,1,12,1,12,1947,1897,28,30940,1935,2,1,39572.26171875,10,1,676.260009765625,1860.81994628906,0,0,268,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,21,0,1,1,0
"70557",0,0,1,8,NA,6,NA,0,56,0,4096,0,NA,12517.4404296875,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"70595",0,1,0,2,5,5,1925,640,50,3182.39990234375,371,0,1,39063.9609375,32,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"70612",1,0,1,16,12,13,1948,1848,26,37128,5541,1,1,37128,8,0.699999988079071,0,0,0,0,0,0,0,8,9,20323.16015625,0,0,0,0,3,16,NA,71,0,1,1,0
"70635",0,NA,NA,16,NA,13,NA,0,28,0,792,2,NA,37715.859375,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"70644",0,0,1,14,8,13,1948,450,26,2652,4582,3,1,52045.5,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"70652",1,0,1,12,2,8,1930,1724,45,110500,476,1,1,204115.59375,27,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,92,0,1,1,0
"70663",0,0,1,13,7,12,1949,0,25,0,1130,3,1,33592,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"70666",0,1,0,13,10,9,1949,1440,25,30940,3613,3,1,58344,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"70678",1,0,1,17,9,7,1946,96,29,7956,1853,1,1,41822.0390625,5,1,0,0,0,0,0,0,0,12,12,23819.380859375,17680,0,0,0,2,48,NA,NA,1,0,1,0
"70686",0,0,1,16,NA,8,NA,1935,26,12994.7998046875,5140,1,1,91697.3203125,NA,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,61,0,1,1,0
"70717",0,0,1,13,2,12,1931,1960,44,41990,1988,1,NA,111759.703125,13,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"70718",1,0,1,12,6,10,1927,1750,47,31824,807,1,1,99710.78125,31,0.800000011920929,3094,3094,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,32,0,1,1,0
"70745",0,0,1,12,6,11,1943,0,31,0,1658,2,1,92820,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"70755",1,0,1,10,2,10,1930,1822,45,63206,2288,5,1,71979.703125,23,0.899999976158142,8773.7001953125,8773.7001953125,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"70766",0,0,1,13,6,12,1945,308,29,4420,3364,0,1,76068.203125,12,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"70795",0,0,1,12,9,11,1937,360,37,7956,4552,3,1,49804.55859375,4,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"70826",1,0,1,9,12,8,1921,2205,53,47294,3825,1,1,87074,35,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,51,0,1,1,0
"70844",1,0,1,12,4,12,1949,2340,26,28730,675,0,1,28730,8,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,83,0,1,1,0
"70848",0,0,1,12,5,13,1940,0,34,0,166,2,1,88400,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"70861",1,0,1,15,5,11,1945,2250,29,97240,1017,0,0,97682,11,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,82,0,1,1,0
"70866",0,NA,NA,13,NA,11,NA,415,46,NA,4583,1,NA,78874.8984375,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,0
"70868",1,0,1,12,5,10,1947,1200,27,19890,4649,2,1,37570,8,1,0,331.5,0,0,75,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,0,0,1,0
"70896",0,0,1,12,5,11,1946,0,28,0,4281,2,NA,61703.19921875,6,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"70929",1,1,0,8,10,5,1944,480,30,12818,1299,1,1,32708,12,0.699999988079071,10829,10829,0,0,0,0,0,5,2,35360,0,0,0,0,3,32,NA,NA,0,0,1,0
"70931",1,0,1,17,4,12,1941,1990,34,53570.3984375,614,2,1,56023.5,8,0.699999988079071,0,0,0,0,0,0,0,11,8,18122,4420,0,0,0,3,9,NA,87,0,1,1,0
"70936",1,1,0,12,11,5,1948,2050,26,47638.76171875,2956,3,1,82998.7578125,8,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,44,0,1,1,0
"70947",0,0,1,8,9,9,1935,200,37,2652,635,3,1,89505,5,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
