"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"36093",1,0,1,16,9,12,1926,NA,3372,44,33915.83984375,3003,5,1,61269.6015625,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,51,0,1,1,0
"36111",1,0,1,14,4,11,1928,NA,2058,42,91728,1349,2,1,110191.203125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"36122",1,0,1,13,3,12,1931,NA,2144,40,44100,4018,7,1,44100,1.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,33,0,1,1,0
"36126",0,0,1,12,11,11,1911,NA,1392,59,19633.3203125,4563,0,NA,66320.5234375,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,NA,1
"36138",0,0,1,12,3,9,1940,NA,0,31,0,1660,4,1,55624.80078125,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"36156",0,0,1,16,2,11,1928,NA,0,43,0,4207,2,1,220317.71875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"36200",0,0,1,13,6,11,1941,NA,0,29,0,2772,3,1,15523.2001953125,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"36292",0,0,1,12,NA,10,NA,NA,500,52,12877.2001953125,221,0,0,30376.080078125,0.699999988079071,8114.39990234375,8114.39990234375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,1,NA,0,0,1,0
"36301",1,0,1,12,12,9,1929,NA,1960,41,67684.6796875,1207,2,1,94262.28125,0.699999988079071,517.440002441406,517.440002441406,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,92,0,1,1,0
"36320",0,1,0,12,7,7,1936,NA,1822,33,30576,389,4,NA,94668,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"36326",0,0,1,16,4,12,1943,NA,880,27,8820,867,2,1,56154,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"36365",1,0,1,4,NA,5,NA,NA,2397,59,44100,1201,0,1,68890.078125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,81,0,1,1,0
"36367",1,1,0,9,NA,9,NA,NA,1735,35,42053.76171875,1331,5,1,62580.83984375,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,51,0,1,1,0
"36408",1,1,0,3,2,7,1922,NA,2058,49,38220,4517,1,1,66444,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,92,0,1,1,0
"36451",0,0,1,14,2,7,1928,NA,2200,43,28812,2123,4,1,109320.9609375,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"36470",0,0,1,11,6,11,1938,NA,0,32,0,758,3,1,43347.359375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"36526",0,0,1,12,2,9,1931,NA,1040,40,8820,2655,3,1,83513.640625,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"36565",0,0,1,12,12,9,1919,NA,1512,51,38220,1973,0,1,144012.953125,0.699999988079071,7032.47998046875,7032.47998046875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,30,0,1,1,0
"36576",1,0,0,12,12,9,1921,NA,2000,49,68796,1410,2,1,86565.359375,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,2,51,0,1,1,0
"36600",1,1,0,3,8,2,1921,NA,NA,49,NA,625,0,0,24343.19921875,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1764,0,NA,0,3,41,NA,NA,NA,NA,NA,0
"36617",0,0,1,8,11,6,1931,NA,800,38,8820,2147,5,1,35291.76171875,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"36659",0,0,1,8,NA,8,NA,NA,0,39,0,1829,6,0,35280,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,2,NA,0,0,1,0
"36674",1,0,1,12,2,11,1934,NA,2407,37,44100,3202,2,1,44100,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,51,0,1,1,0
"36677",0,0,1,12,11,10,1929,NA,0,40,0,4538,2,1,61857.6015625,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"36686",1,0,1,9,6,9,1943,NA,2050,27,37044,3275,3,1,37044,0.800000011920929,0,2904.71997070312,0,0,494,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,57,0,1,1,0
"36705",0,0,1,9,10,10,1940,NA,0,31,0,4090,1,1,32634,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"36737",0,0,1,13,3,10,1937,NA,0,34,0,4220,2,1,95314.796875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"36750",0,0,1,14,2,11,1936,NA,2100,34,41160,4336,2,1,112896,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"36797",1,0,1,13,5,11,1937,NA,2500,33,135240,1751,3,1,135240,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,82,0,1,1,0
"36814",0,0,1,12,10,8,1922,NA,1260,48,14611.7998046875,2223,1,1,79497.6015625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"36894",1,0,1,8,7,10,1925,NA,1400,45,58800,182,6,1,77486.640625,1.10000002384186,5362.56005859375,5362.56005859375,0,0,0,8820,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,51,0,1,1,0
"36950",1,0,1,12,11,9,1918,NA,2288,52,42006.71875,1700,0,1,77910,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,4,81,0,1,1,0
"37023",0,0,1,5,6,3,1926,NA,0,45,0,2114,5,0,28717.919921875,1.70000004768372,0,24131.51953125,0,6420.9599609375,1464,0,1548,NA,NA,NA,NA,NA,NA,0,3,41,3,NA,0,0,1,0
"37037",0,0,1,12,11,12,1938,NA,2000,32,49980,4206,0,1,101547.6015625,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"37059",0,0,1,14,2,11,1941,NA,1880,32,47040,1318,0,1,117600,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"37060",0,0,1,15,11,12,1940,NA,1200,30,21209.16015625,1420,0,1,92645.28125,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"37083",0,NA,NA,6,12,10,1919,NA,800,51,11142.599609375,3317,0,NA,52608.359375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"37160",0,1,0,7,11,7,1932,NA,440,39,5115.60009765625,4394,7,1,15993.599609375,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3,32,NA,NA,NA,NA,NA,1
"37170",0,0,1,14,6,13,1923,NA,720,48,2058,2642,2,1,94962,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"37179",0,0,1,10,9,8,1914,NA,1360,56,7644,2105,0,0,12936,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,3,61,0,1,1,0
"37188",0,0,1,8,8,7,1913,NA,0,57,0,1397,1,0,10725.1201171875,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,4,NA,0,0,1,0
"37222",1,0,1,13,11,11,1932,NA,3380,38,50862,3632,4,1,82908,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,71,0,1,1,0
"37254",0,0,1,11,10,9,1934,NA,0,37,0,3387,3,1,57036,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"37275",0,0,1,12,10,10,1930,NA,0,40,0,2122,4,1,64438.921875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"37284",0,0,1,13,7,11,1941,NA,480,29,2822.39990234375,2801,2,1,62980.6796875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"37287",1,0,0,16,10,12,1943,NA,1989,27,49980,1950,1,0,49980,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,31,0,1,1,0
"37290",0,NA,NA,NA,NA,8,NA,NA,0,48,0,442,7,NA,76769.28125,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"37294",0,NA,NA,12,2,13,1941,NA,2000,30,23520,1015,0,NA,58800,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"37339",0,0,1,14,1,10,1940,NA,0,31,0,4333,3,1,84084,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"37362",1,0,1,11,4,8,1934,NA,2196,37,67620,3902,4,1,67620,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,83,0,1,1,0
"37473",1,1,0,4,4,7,1912,NA,3120,59,17640,4170,6,1,17640,1.29999995231628,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,11,0,1,1,0
"37482",0,0,1,12,8,12,1921,NA,600,49,8820,4013,1,1,111720,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"37520",1,0,1,14,3,10,1928,NA,2860,43,63945,4470,1,1,68502,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,51,0,1,1,0
"37541",0,0,1,12,11,11,1919,NA,1152,51,11760,617,0,1,45952.19921875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"37631",0,0,1,13,NA,9,NA,NA,2008,35,47040,1659,2,0,47040,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,32,0,1,1,0
"37650",1,0,1,12,9,10,1923,NA,2000,47,39396,2129,1,1,78204,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,87,0,1,1,0
"37671",1,0,1,11,5,5,1923,NA,2436,48,45864,4475,0,1,54713.3984375,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,61,0,1,1,0
"37684",1,0,1,7,8,10,1928,NA,1880,42,34104,3684,3,1,45276,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,44,0,1,1,0
"37713",1,1,0,NA,NA,8,NA,NA,NA,32,NA,4516,3,NA,15288,1.70000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,0
"37732",1,0,1,8,NA,12,NA,NA,2420,37,64386,2075,6,1,67326,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"37769",1,0,1,14,1,10,1942,NA,1566,29,22655.640625,1089,2,1,37561.44140625,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,11,0,1,1,0
"37806",1,0,1,12,NA,12,NA,NA,1884,52,45111.359375,2399,0,1,99489.6015625,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,30,0,1,1,0
"37811",1,0,1,12,3,11,1937,NA,1960,34,61740,3887,3,1,70295.3984375,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,32,0,1,1,0
"37812",1,0,1,8,3,6,1911,NA,2080,60,18345.599609375,1623,0,1,54513.48046875,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,87,0,1,1,0
"37864",1,0,1,12,NA,10,NA,NA,2576,52,28753.19921875,656,1,1,47592.71875,NA,0,1764,0,1764,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,1,11,0,1,1,0
"37885",1,0,1,12,6,11,1943,NA,2250,27,49392,2667,1,1,84848.3984375,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,31,0,1,1,0
"37887",0,NA,NA,8,NA,11,NA,NA,0,29,0,3160,3,NA,60270,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"37888",1,0,1,12,1,10,1943,NA,1960,28,61740,4034,3,1,64421.28125,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,57,0,1,1,0
"37901",1,0,1,14,12,13,1944,NA,1040,26,13524,2308,1,1,32928,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,4,NA,1,0,1,0
"37912",0,0,1,12,12,10,1945,NA,0,25,0,1656,3,1,49980,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"37917",0,0,1,12,1,13,1911,NA,1920,60,NA,955,0,0,68796,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,0
"37923",0,NA,NA,12,NA,11,NA,NA,0,26,0,2440,3,NA,47040,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"37934",1,0,1,12,4,9,1922,NA,1920,49,55860,3062,0,1,88200,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,56,0,1,1,0
"37935",1,0,1,7,5,9,1934,NA,2056,37,31928.400390625,4809,3,1,37726.078125,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,1,62,0,1,1,0
"37949",0,0,1,10,1,7,1915,NA,910,56,7644,183,0,1,36844.078125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"37952",1,0,1,12,NA,7,NA,NA,3120,41,45864,4251,3,1,53002.3203125,1.39999997615814,0,6632.64013671875,0,0,1128,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,11,0,1,1,0
"37993",1,0,1,13,8,11,1924,NA,3127,46,90316.796875,3444,1,1,136192.5625,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,88,0,1,1,0
"38012",1,0,1,12,11,11,1932,NA,2754,38,70560,1205,3,1,105840,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,51,0,1,1,0
"38079",0,0,1,12,11,12,1931,NA,2075,39,32457.599609375,924,2,1,123597.6015625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"38087",0,0,1,12,4,10,1921,NA,1370,49,30576,1171,4,0,125879.0390625,1,9219.83984375,9219.83984375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,31,0,1,1,0
"38142",0,0,1,12,2,11,1927,NA,0,44,0,4587,2,1,98196,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"38145",0,NA,NA,10,NA,9,NA,NA,0,27,0,1333,3,NA,23520,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"38172",1,0,1,16,9,10,1943,NA,2250,27,70560,1583,1,1,94080,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,30,0,1,1,0
"38188",0,0,1,16,10,11,1931,NA,165,39,3175.19995117188,4411,3,1,108597.71875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,34,NA,NA,NA,NA,NA,1
"38206",1,0,1,12,4,8,1945,NA,2104,25,45864,954,2,1,45864,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,61,0,1,1,0
"38229",0,0,1,8,7,6,1931,NA,180,39,529.200012207031,2970,1,0,7091.27978515625,0.400000005960464,0,7220.64013671875,0,0,112,0,1116,NA,NA,NA,NA,NA,NA,0,3,16,4,83,0,1,1,0
"38230",1,0,1,12,6,13,1914,NA,2080,57,91728,3122,0,1,146753.046875,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,51,0,1,1,0
"38240",0,0,1,12,7,11,1942,NA,2000,28,27636,1809,2,1,53508,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"38252",1,0,1,12,8,9,1944,NA,562,26,17640,1682,2,1,33692.3984375,1,12230.400390625,15170.400390625,0,2940,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,0,0,1,0
"38296",0,0,1,10,9,11,1935,NA,600,36,11760,646,4,0,68384.3984375,1.20000004768372,0,0,0,0,0,14700,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,0,0,1,0
"38312",1,0,1,9,4,9,1938,NA,1392,33,26460,4037,4,1,50279.87890625,1.20000004768372,0,2840.0400390625,0,0,483,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"38315",1,0,1,14,12,12,1927,NA,2250,42,117600,3405,3,1,130536,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,62,0,1,1,0
"38330",1,0,1,17,NA,12,NA,NA,2295,35,147000,4259,0,0,147000,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,88,0,1,1,0
"38349",0,0,1,8,5,8,1913,NA,1850,57,22443.9609375,2538,0,0,22443.9609375,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,2,61,0,1,1,0
"38380",0,0,1,14,6,11,1934,NA,1170,36,26460,3632,4,1,82908,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"38383",0,0,1,12,10,6,1928,NA,51,42,735,2120,0,1,67767,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"38385",1,0,1,7,10,12,1935,NA,2000,36,32340,3322,5,1,73500,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,31,0,1,1,0
"38392",0,0,1,12,7,12,1925,NA,384,46,1470,2737,1,1,85436.3984375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"38412",1,0,1,16,NA,7,NA,NA,180,34,1764,994,1,1,48804,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,0,0,1,0
"38414",0,NA,NA,13,NA,10,NA,NA,0,57,0,632,0,NA,18816,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,36,NA,NA,NA,NA,NA,1
"38417",0,0,1,12,12,11,1928,NA,1725,42,23284.80078125,4266,0,0,23378.880859375,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,87,0,1,1,0
"38418",1,0,0,NA,NA,NA,NA,NA,258,29,18639.599609375,4656,0,0,24813.599609375,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,1,0,1,0
"38591",1,0,1,9,10,13,1932,NA,2030,38,65032.80078125,1959,4,1,65032.80078125,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,32,0,1,1,0
"38603",1,0,1,17,10,12,1937,NA,2860,33,147000,2911,3,1,149940,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,62,0,1,1,0
"38617",1,0,1,12,6,7,1914,NA,2016,56,27977.0390625,1539,0,1,47334,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,82,0,1,1,0
"38643",1,0,1,8,3,10,1911,NA,4320,60,145824,4471,0,1,161112,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,71,0,1,1,0
"38657",1,0,1,16,1,13,1940,NA,3075,31,67837.5625,190,3,1,83966.3984375,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,85,0,1,1,0
"38658",0,1,0,1,5,3,1918,NA,80,53,147,608,5,NA,11342.51953125,1.79999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,NA,NA,NA,NA,1
"38693",1,0,1,11,7,10,1922,NA,1757,48,61740,3511,2,1,66267.6015625,0.699999988079071,2763.60009765625,2763.60009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,4,87,0,1,1,0
"38729",1,0,1,8,7,9,1935,NA,3404,36,90622.5625,851,2,1,131747.28125,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,62,0,1,1,0
"38775",1,0,1,10,8,9,1937,NA,3220,34,117600,2161,3,1,158172,0.800000011920929,0,22932,22932,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,71,0,1,1,0
"38788",1,0,1,14,1,10,1920,NA,4368,51,23520,3961,1,1,44688,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,11,0,1,1,0
"38811",0,0,1,17,9,12,1936,NA,0,35,0,3751,2,1,131712,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"38830",1,0,1,12,9,11,1922,NA,2976,48,105457.796875,3036,3,1,120745.796875,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,21,0,1,1,0
"38851",0,0,1,17,5,13,1945,NA,880,25,4704,2593,0,0,14406,0.300000011920929,0,0,0,0,0,0,0,NA,NA,67620,NA,0,0,0,4,4,NA,NA,1,0,1,0
"38852",0,0,1,12,9,10,1912,NA,2000,58,20580,1138,0,1,52967.0390625,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"38877",1,0,1,17,3,9,1930,NA,3224,38,78204,2717,2,1,79380,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,82,0,1,1,0
"38891",1,0,1,16,2,13,1927,NA,3000,44,111720,3023,3,1,138180,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,51,0,1,1,0
"38897",0,0,1,12,4,8,1916,NA,148,55,2369.63989257812,3172,0,1,37649.640625,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"38900",1,0,1,9,NA,11,NA,NA,1792,54,69489.84375,4415,0,1,69607.4375,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,34,0,1,1,0
"38924",0,1,0,NA,NA,3,NA,NA,NA,27,NA,470,3,NA,52038,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,2,34,NA,NA,NA,NA,NA,0
"38954",1,0,0,17,8,12,1923,NA,2500,47,587994.125,2113,3,1,587994.125,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,86,0,1,1,0
"38960",1,0,1,14,9,11,1924,NA,2450,46,99960,1128,0,1,101724,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,33,0,1,1,0
"38969",0,0,1,12,3,11,1936,NA,80,35,1470,2802,5,1,46628.3984375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"38990",1,0,1,17,10,12,1945,NA,2019,25,82320,4373,0,1,123480,0.699999988079071,0,0,0,0,0,0,0,NA,12,84672,77616,0,0,0,1,31,NA,88,0,1,1,0
"39004",1,0,1,12,5,9,1938,NA,1520,33,94080,2920,3,1,95256,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,1,51,0,1,1,0
"39058",1,0,1,12,2,9,1943,NA,3536,28,49286.16015625,3282,2,1,52814.16015625,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,69,0,1,1,0
"39076",1,1,0,6,8,9,1934,NA,1930,36,39984,3968,1,1,41512.80078125,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,31,0,1,1,0
"39083",1,0,1,12,7,11,1931,NA,2000,26,56448,3020,0,1,86012.640625,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,91,0,1,1,0
"39091",1,0,1,17,6,11,1940,NA,2400,30,71736,1718,0,1,114660,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,87,0,1,1,0
"39104",1,1,0,14,9,12,1927,NA,2241,43,69384,3844,1,1,108309.6015625,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,92,0,1,1,0
