"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"33634",1,0,1,12,NA,12,NA,NA,2000,52,49980,2953,1,1,79674,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,33,0,1,1,0
"33635",1,0,1,8,10,9,1926,NA,2156,44,73500,4384,3,1,73558.796875,0.800000011920929,0,482.160003662109,0,0,82,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,55,0,1,1,0
"33637",0,0,1,12,12,9,1930,NA,540,40,8820,847,3,1,82261.203125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"33644",1,0,1,14,5,12,1933,NA,2100,38,58800,3043,3,1,58800,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,91,0,1,1,0
"33662",1,0,1,16,10,13,1942,NA,1700,28,71736,2241,0,1,117952.796875,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,92,0,1,1,0
"33672",0,0,1,12,11,11,1920,NA,1200,51,14700,3980,0,1,43053.359375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,NA,1
"33686",0,0,1,12,5,8,1932,NA,0,35,0,1188,2,NA,217301.28125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"33733",1,0,0,16,6,10,1926,NA,2533,44,115248,1221,2,1,122304,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,71,0,1,1,0
"33759",1,0,0,7,6,8,1919,NA,980,51,20580,1831,0,1,34415.640625,0.400000005960464,0,13088.8798828125,13088.8798828125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,2,NA,0,0,1,0
"33765",0,0,1,NA,NA,8,NA,NA,NA,40,NA,3346,0,NA,57012.48046875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,0
"33773",1,0,1,12,6,9,1946,NA,2080,25,NA,191,2,1,156096.359375,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,8,NA,51979.19921875,529.200012207031,0,0,0,4,46,NA,NA,NA,NA,NA,0
"33786",1,0,1,12,11,13,1945,NA,1330,25,29400,3748,0,1,36738.23828125,0.699999988079071,4586.39990234375,4586.39990234375,0,0,0,0,0,12,13,81026.3984375,0,0,0,0,4,4,NA,71,0,1,1,0
"33845",0,0,1,5,1,6,1918,NA,0,54,0,514,0,1,27048,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"33852",0,1,0,6,7,10,1910,NA,480,60,1411.19995117188,1102,0,1,23778.720703125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,NA,NA,NA,NA,1
"33886",0,0,1,11,1,9,1914,NA,2091,56,47040,803,0,0,88082.3984375,0.300000011920929,0,1470,1470,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,69,0,1,1,0
"33898",1,0,1,10,4,11,1934,NA,3744,37,27048,3965,1,1,51367.6796875,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,92,0,1,1,0
"33920",0,0,1,12,2,10,1932,NA,0,39,0,4376,2,1,53508,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"33925",1,0,1,6,9,7,1911,NA,2352,59,5880,4574,0,1,11877.599609375,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,11,0,1,1,0
"33927",0,0,1,12,2,9,1936,NA,1680,34,NA,2400,0,0,29153.0390625,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,37,NA,NA,NA,NA,NA,0
"33942",0,0,1,12,5,11,1916,NA,1960,54,32340,2764,0,1,140484.953125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"34002",0,0,1,8,7,8,1917,NA,0,53,0,601,3,1,25842.599609375,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"34025",0,0,1,12,1,13,1934,NA,0,37,0,1959,4,1,65032.80078125,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,NA,1
"34065",1,0,1,13,NA,12,NA,NA,2167,35,42336,756,0,1,101724,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,NA,33,0,1,1,0
"34115",1,0,1,12,7,10,1943,NA,2499,27,38808,2326,2,1,38955,0.800000011920929,0,0,0,0,0,0,0,9,8,30870,0,0,0,0,2,14,NA,69,0,1,1,0
"34118",0,0,1,12,1,9,1920,NA,2112,51,32340,3062,0,NA,88200,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"34133",1,0,1,5,7,11,1917,NA,2040,53,37632,1436,0,1,87612,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,32,0,1,1,0
"34140",1,0,1,12,8,10,1921,NA,2710,49,23520,3182,0,1,71736,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,71,0,1,1,0
"34145",1,0,1,14,5,13,1928,NA,1993,41,39396,4214,2,1,42324.23828125,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,11,0,1,1,0
"34155",1,0,1,13,10,11,1936,NA,2110,34,39249,1636,0,0,49980,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,51,0,1,1,0
"34177",0,0,1,16,1,11,1916,NA,1480,55,48116.0390625,298,0,0,56936.0390625,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,87,0,1,1,0
"34187",1,0,1,9,5,12,1945,NA,4750,26,55860,3673,3,1,55860,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,55,0,1,1,0
"34217",0,0,1,12,11,10,1933,NA,1040,37,11172,3684,3,1,45276,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"34219",1,0,1,11,1,8,1933,NA,2310,38,64680,1550,5,1,68560.796875,1.39999997615814,3880.80004882812,3880.80004882812,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,62,0,1,1,0
"34224",1,1,0,7,2,4,1913,NA,1896,58,20580,4455,0,1,20580,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,8,3,82,0,1,1,0
"34228",1,0,1,17,2,11,1940,NA,2080,31,57624,4019,1,1,58800,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,0,0,1,0
"34277",0,0,1,13,8,10,1913,NA,1998,57,78792,309,0,0,94374,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,92,0,1,1,0
"34313",0,0,1,10,1,10,1937,NA,320,34,3175.19995117188,1654,5,NA,43159.19921875,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"34314",0,0,1,5,3,9,1921,NA,3828,50,21168,1964,1,0,24696,0.400000005960464,0,0,0,0,0,4410,0,NA,NA,NA,NA,NA,NA,0,2,48,4,61,0,1,1,0
"34324",0,0,1,12,7,5,1931,NA,720,39,7091.27978515625,4532,4,NA,56483.28125,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"34351",0,1,0,8,4,5,1916,NA,780,54,21168,4617,3,1,65573.7578125,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,NA,NA,NA,NA,NA,1
"34400",0,0,1,12,2,8,1930,NA,550,41,6544.43994140625,1826,0,1,78356.8828125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"34418",1,1,0,16,3,11,1920,NA,1845,51,58800,4556,0,1,97020,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,87,0,1,1,0
"34461",1,0,1,16,8,13,1934,NA,2530,36,205800,1443,2,1,211680,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,86,0,1,1,0
"34502",0,0,0,17,10,12,1936,NA,0,36,0,310,3,1,132888,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"34504",1,0,1,9,NA,10,NA,NA,2295,35,45158.3984375,4572,3,1,55860,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,51,0,1,1,0
"34543",1,0,1,NA,NA,NA,NA,NA,NA,45,NA,1516,0,NA,28341.599609375,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,0
"34546",0,NA,NA,12,NA,11,NA,NA,1920,55,21168,2589,1,NA,74558.3984375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"34582",1,0,1,10,9,NA,1918,NA,1874,52,NA,2439,2,NA,143295.59375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,0
"34625",1,0,1,13,8,12,1919,NA,960,51,31164,3004,0,1,126126,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,2,51,0,1,1,0
"34645",0,0,1,8,NA,8,NA,NA,0,60,0,3346,0,NA,57012.48046875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"34679",1,1,0,12,10,7,1941,NA,2000,30,35280,4659,4,1,35280,1.39999997615814,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,49,0,1,1,0
"34687",1,0,1,12,NA,10,NA,NA,2208,35,64386,3736,2,1,92757,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,92,0,1,1,0
"34703",0,0,1,14,11,12,1915,NA,2016,55,27489,1317,0,NA,73353,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"34726",0,1,0,NA,NA,7,NA,NA,NA,57,NA,3649,1,NA,19304.0390625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,0
"34784",0,0,1,12,1,12,1939,NA,50,32,588,34,4,1,112166.8828125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"34796",0,0,1,12,12,8,1943,NA,1450,27,22344,2146,3,1,94668,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"34809",0,0,1,12,9,10,1942,NA,1813,28,27636,3034,1,1,71471.3984375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"34811",0,NA,NA,14,NA,12,NA,NA,0,25,0,286,1,NA,40548.48046875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"34813",1,1,0,5,8,9,1916,NA,2308,54,47040,2172,0,1,70560,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,71,0,1,1,0
"34818",0,0,1,9,7,9,1935,NA,0,35,0,2354,2,1,41160,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"34868",0,NA,NA,11,NA,10,NA,NA,0,47,0,3257,0,NA,98143.078125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"34877",0,0,1,16,7,13,1929,NA,0,41,0,3803,4,1,170108.40625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"34878",0,0,1,12,7,9,1924,NA,1050,46,24696,1234,1,1,108192,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"34917",1,0,1,17,3,13,1937,NA,2460,34,47040,2685,2,1,47040,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"34931",0,NA,NA,12,NA,12,NA,NA,0,45,0,2295,0,NA,75264,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"34962",0,0,1,10,11,6,1922,NA,1326,48,11330.759765625,883,0,1,42171.359375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"34988",0,0,1,15,11,12,1922,NA,2000,49,41160,3694,2,1,116018.28125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"35003",0,0,1,12,7,11,1945,NA,0,25,0,1413,2,1,109956,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"35004",0,NA,NA,6,2,12,1913,NA,0,58,0,3050,0,NA,33692.3984375,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"35006",1,0,1,12,7,10,1941,NA,2067,30,40983.6015625,1712,1,1,40983.6015625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,1,34,0,1,1,0
"35031",1,0,1,11,5,11,1913,NA,3488,57,35280,617,0,1,45952.19921875,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,57,0,1,1,0
"35054",0,0,1,14,6,11,1940,NA,2052,30,20932.80078125,1617,2,0,25172.279296875,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,86,0,1,1,0
"35060",0,NA,NA,12,NA,12,NA,NA,1680,54,23719.919921875,2243,0,NA,70759.921875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"35080",1,0,1,10,4,9,1924,NA,2539,46,69448.6796875,2554,0,1,85659.84375,0.600000023841858,0,0,0,0,0,0,0,8,NA,0,923.159973144531,0,0,0,4,36,NA,33,0,1,1,0
"35090",1,1,0,6,12,11,1943,NA,2000,29,NA,1934,0,0,32669.279296875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,0
"35099",1,0,1,9,7,6,1942,NA,1365,29,23520,4162,4,1,28000.560546875,1.20000004768372,4480.56005859375,9278.6396484375,0,0,816,0,0,NA,NA,NA,NA,NA,NA,0,3,47,NA,51,0,1,1,0
"35108",1,0,1,12,6,NA,1945,NA,667,25,NA,3901,3,NA,55818.83984375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,0
"35125",0,0,1,16,10,12,1945,NA,1845,25,NA,373,0,0,93474.359375,0.5,NA,NA,NA,NA,NA,NA,NA,10,NA,0,0,0,0,0,2,22,NA,NA,NA,NA,NA,0
"35152",0,NA,NA,NA,NA,12,NA,NA,0,30,0,1322,2,NA,76440,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"35163",0,0,1,16,3,11,1932,NA,1920,39,46028.640625,861,4,1,53966.640625,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,87,0,1,1,0
"35214",0,0,1,6,6,11,1920,NA,2000,50,20580,1436,0,1,87612,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"35216",0,0,1,12,12,11,1915,NA,0,55,0,1321,0,1,141866.765625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"35235",0,0,1,12,6,11,1935,NA,1840,34,20580,2968,3,1,21756,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"35272",1,0,1,11,7,11,1914,NA,2880,56,70530.6015625,685,0,1,70654.078125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,4,57,0,1,1,0
"35276",0,0,1,7,9,11,1913,NA,1960,57,19986.119140625,386,0,1,77198.5234375,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"35293",0,0,1,17,11,12,1940,NA,0,30,0,1228,2,1,294000,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"35304",0,0,1,11,NA,10,NA,NA,1040,52,11877.599609375,2815,1,NA,37390.921875,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"35315",1,0,1,16,5,12,1927,NA,1880,43,107016,1976,1,1,160994.40625,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,44,0,1,1,0
"35338",0,0,1,5,7,10,1936,NA,NA,34,NA,3349,0,0,16464,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16464,0,NA,0,1,37,NA,NA,NA,NA,NA,0
"35340",0,0,1,9,7,11,1931,NA,0,38,0,3903,0,NA,82173,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"35341",1,0,1,16,NA,13,NA,NA,1960,34,70560,4553,1,1,70560,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,42,0,1,1,0
"35373",0,0,1,11,5,7,1924,NA,720,47,11760,536,0,1,42024.359375,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"35385",0,0,1,12,NA,10,NA,NA,2080,57,49980,1324,0,NA,85260,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"35422",1,0,1,12,9,8,1942,NA,3060,28,12606.7197265625,1507,2,1,12606.7197265625,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,11,0,1,1,0
"35447",0,1,0,12,10,8,1942,NA,2000,28,19721.51953125,393,2,0,25860.240234375,1,0,264.600006103516,0,0,45,0,0,NA,NA,NA,NA,NA,0,0,3,9,NA,83,0,1,1,0
"35482",0,1,0,12,1,4,1932,NA,0,38,0,3377,0,NA,43694.28125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"35489",0,0,0,16,2,10,1928,NA,400,42,7056,1221,2,1,122304,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"35493",1,0,1,8,2,7,1933,NA,1645,38,37632,4352,1,1,64915.19921875,0.5,1411.19995117188,1411.19995117188,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,42,0,1,1,0
"35523",0,0,1,16,7,8,1944,NA,2125,27,70560,2389,0,1,117012,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,NA,1
"35559",1,0,1,14,7,12,1914,NA,3600,57,86436,1186,0,1,115836,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,51,0,1,1,0
"35580",0,0,1,17,11,12,1927,NA,1230,42,30870,2686,2,1,130830,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"35593",1,0,1,12,12,11,1934,NA,NA,37,NA,4801,3,1,47404.55859375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,0,0
"35608",1,0,1,14,NA,11,NA,NA,4317,28,79162.4375,3308,0,0,81514.4375,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,55,0,1,1,0
"35628",1,0,1,12,3,12,1936,NA,2400,35,61740,1808,2,1,61740,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,21,0,1,1,0
"35649",0,0,1,5,9,6,1930,NA,2080,41,30434.880859375,780,0,1,81473.28125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"35670",0,0,1,10,5,7,1939,NA,0,31,0,4305,2,0,24696,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,0,0,1,0
"35685",1,0,1,16,11,10,1936,NA,2204,34,102900,477,2,1,108780,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,55,0,1,1,0
"35687",1,1,0,5,4,9,1915,NA,540,56,5909.39990234375,2603,0,0,5909.39990234375,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,1,51,0,1,1,0
"35690",1,1,0,9,3,2,1911,NA,2065,48,29400,4357,2,1,29400,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,51,0,1,1,0
"35695",0,NA,NA,12,NA,9,NA,NA,80,26,882,1682,2,NA,33692.3984375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"35707",1,0,1,4,2,8,1916,NA,1725,55,24696,1652,0,1,24696,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,1,21,0,1,1,0
"35711",1,0,1,13,3,12,1944,NA,2640,27,45864,2347,0,1,61152,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,0,1,1,0
"35714",1,0,1,13,4,11,1911,NA,2000,60,70560,3827,0,1,125385.1171875,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,62,0,1,1,0
"35744",0,0,1,14,10,11,1923,NA,1875,47,35280,2251,1,NA,148764,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"35750",1,0,1,17,5,11,1931,NA,1890,39,105981.1171875,2245,3,1,108239.0390625,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,87,0,1,1,0
"35776",0,0,1,12,7,11,1934,NA,2940,36,73500,1267,0,0,102547.203125,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,4,2,NA,56,0,1,1,0
"35784",0,0,1,12,7,8,1918,NA,519,52,4098.35986328125,3306,0,1,28347.48046875,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"35834",1,0,1,9,NA,10,NA,NA,0,51,0,413,3,1,87882.4765625,1.10000002384186,0,22790.880859375,14253.1201171875,0,0,0,1452,NA,NA,NA,NA,NA,NA,0,1,29,4,NA,0,0,1,0
"35867",0,0,1,10,3,10,1912,NA,280,59,2940,4135,0,NA,81438,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"35888",1,0,1,12,9,9,1934,NA,2112,37,51156,3905,3,1,60564,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,31,0,1,1,0
"35922",0,0,1,12,1,12,1933,NA,150,37,764.400024414062,3003,5,1,61269.6015625,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"35943",1,0,1,3,NA,5,NA,NA,1848,56,42630,4353,0,1,44864.3984375,0.300000011920929,1058.40002441406,1058.40002441406,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,32,0,1,1,0
"35957",1,0,1,12,9,11,1915,NA,2860,55,205800,347,0,1,205800,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,55,0,1,1,0
"35968",0,1,0,12,11,7,1923,NA,2000,46,11760,3283,0,NA,53802,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"35997",1,0,1,12,2,10,1923,NA,1840,48,64680,3195,0,1,88494,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,57,0,1,1,0
"36020",1,0,1,7,NA,NA,NA,NA,234,40,NA,1003,4,NA,26542.3203125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,0,0
"36068",1,0,1,16,2,13,1930,NA,2750,41,94080,4220,2,1,95314.796875,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,92,0,1,1,0
"36071",1,0,1,6,NA,NA,NA,NA,NA,58,NA,4689,0,NA,29694,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,0,NA
