"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","study","works","head","wife"
"43859",0,0,1,17,7,12,1929,520,40,3065,3842,3,1,85820,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,1
"43877",0,0,1,12,6,9,1923,1875,44,NA,3333,2,0,110340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,0
"43900",1,0,1,16,3,12,1928,2750,43,134860,405,1,1,166123,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,1,1,0
"43927",1,0,1,15,6,8,1938,2040,31,60687,2774,2,1,82755,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,12,NA,0,1,1,0
"43934",1,0,1,10,NA,9,NA,2010,50,88455.8984375,2860,0,1,122508.046875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"43946",1,0,1,17,1,12,1918,2703,52,110340,4484,2,1,144453.453125,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,0,1,1,0
"44013",1,0,1,12,3,10,1931,5710,39,49653,744,5,1,50082.1015625,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,1,0
"44023",1,0,1,12,6,9,1926,2860,43,13400.1796875,2040,7,1,27192.6796875,1.70000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,1,1,0
"44061",1,0,1,11,7,10,1918,2300,52,61300,3735,0,1,75331.5703125,0.800000011920929,790.77001953125,62084.640625,0,0,9999,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,1,0
"44102",1,0,1,12,5,9,1912,2340,57,17072.05078125,1988,0,1,31385.599609375,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,1,0
"44106",0,0,1,12,10,11,1944,1200,25,19003,1844,1,1,64395.6484375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,1
"44113",0,0,1,12,10,11,1931,150,37,2452,1048,4,1,68116.5625,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"44161",1,0,1,12,1,9,1934,3970,36,98080,2412,3,1,99919,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,1,1,0
"44179",1,0,1,NA,NA,NA,NA,NA,25,NA,2383,1,NA,171517.40625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,12,NA,95628,28688.400390625,0,0,0,2,12,NA,NA,NA,NA,0
"44182",1,0,1,NA,NA,10,NA,675,25,NA,641,1,NA,44608.01171875,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,0
"44186",0,0,0,12,3,7,1914,0,56,0,3837,0,1,23888.609375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,1
"44196",1,0,1,12,NA,NA,NA,2450,27,73560,1982,2,1,92023.5625,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"44209",1,0,1,16,NA,12,NA,2940,53,123948.6015625,2665,0,1,364735,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,3,0,1,1,0
"44276",0,NA,NA,10,NA,10,NA,0,46,0,3641,4,NA,55292.6015625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,1
"44280",1,0,1,11,3,8,1924,2285,46,61300,289,2,1,61778.140625,0.800000011920929,232.940002441406,232.940002441406,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,1,0
"44290",0,0,1,17,9,11,1909,2496,60,48427,1800,0,0,48427,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"44319",1,0,1,14,1,8,1936,2371,33,51492,1040,4,1,54557,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,33,NA,0,1,1,0
"44344",0,0,1,17,12,7,1943,1440,26,34328,4277,0,0,34328,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,0,1,1,0
"44345",1,0,1,4,10,11,1921,2260,49,47201,661,0,1,94653.328125,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"44349",1,0,1,8,NA,7,NA,1320,37,28198,876,5,1,35400.75,2,0,4291,0,0,0,0,700,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,1,0
"44374",0,NA,NA,10,NA,7,NA,908,50,8582,1694,0,NA,16918.80078125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,1
"44398",1,0,1,12,NA,8,NA,1920,42,NA,3044,3,NA,125885.6796875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,0
"44407",0,0,1,3,10,7,1913,192,57,882.719970703125,1915,1,0,16477.439453125,0.300000011920929,0,15447.599609375,15447.599609375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,4,0,0,1,0
"44525",1,0,1,4,1,8,1928,1924,42,50388.6015625,795,2,1,87855.15625,0.699999988079071,0,15962.51953125,15962.51953125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,1,1,0
"44533",1,0,1,14,8,11,1942,2000,27,42910,337,3,1,67430,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,1,1,0
"44556",0,NA,NA,12,NA,11,NA,0,43,0,4483,3,NA,110094.796875,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,NA,NA,NA,1
"44580",1,0,1,12,8,11,1931,1988,37,73560,1585,0,0,73866.5,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,0,1,1,0
"44582",1,0,1,4,7,4,1930,500,34,NA,2103,0,NA,23036.5390625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,23,NA,NA,NA,NA,0
"44619",0,0,1,17,10,11,1936,100,34,122.599998474121,3624,4,1,82963.421875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,1
"44663",0,0,1,15,3,10,1927,0,43,0,2024,2,1,123488.8515625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"44721",0,0,1,11,10,11,1927,2000,42,24520,2069,1,1,95321.5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,1
"44729",0,0,1,12,11,13,1921,0,48,0,2595,0,1,51308.1015625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,1
"44766",1,0,1,12,4,12,1933,2160,37,75766.796875,3331,2,1,76061.0390625,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,1,1,0
"44796",0,NA,NA,12,NA,10,NA,0,25,0,2340,1,NA,38251.19921875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"44808",1,0,1,10,1,11,1920,1924,50,51234.5390625,2956,0,1,87763.2109375,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"44829",0,0,1,12,3,12,1928,0,41,0,4022,4,1,155812.34375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,1
"44844",0,0,1,10,9,11,1931,0,38,0,315,4,1,73560,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,1
"44862",0,NA,NA,8,NA,8,NA,2100,47,16863.630859375,1198,2,NA,90478.796875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,1
"44887",1,0,1,8,12,8,1913,3000,56,87046,1670,0,1,87046,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,1,0
"44924",0,0,1,12,9,13,1940,0,29,0,1276,1,1,73560,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"44925",1,0,1,8,8,10,1918,2304,52,47814,4213,0,1,91275.703125,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,4,0,1,1,0
"44941",1,0,1,17,4,11,1917,2990,52,104210,1540,2,1,115090.75,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,0,1,1,0
"44974",1,0,1,8,3,12,1924,2093,46,64058.5,1956,0,1,83674.5,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,NA,0,1,1,0
"44989",0,0,1,12,4,11,1930,832,39,13486,1543,2,1,69943.296875,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,1
"45008",0,0,1,10,6,11,1922,1920,47,31876,141,0,0,76012,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,1,0
"45032",0,0,1,12,9,7,1914,0,54,0,2220,2,1,15705.0595703125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,1
"45047",1,0,1,17,5,11,1940,800,29,24520,1885,0,0,24520,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,1,0,1,0
"45074",1,0,1,12,4,9,1943,2160,27,58848,2089,2,1,58848,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"45076",0,0,1,12,1,8,1942,1960,28,6252.60009765625,2273,2,1,73682.6015625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,1
"45082",1,0,1,7,NA,11,NA,3050,34,87659,479,3,1,87659,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,1,1,0
"45108",0,0,1,13,10,10,1927,0,42,0,1056,1,1,95125.34375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,1
"45109",0,0,1,14,4,9,1945,416,25,8287.759765625,4548,1,1,37043.58984375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,1
"45122",0,0,1,7,12,8,1916,0,53,0,4180,0,1,109114,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,1
"45137",0,0,1,NA,NA,NA,NA,NA,60,NA,3160,1,NA,87046,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,0
"45140",1,0,1,12,1,10,1933,2205,37,28627.099609375,1651,3,1,28627.099609375,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,1,0
"45157",0,0,1,11,8,9,1914,1200,54,12260,1808,0,1,36780,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"45178",0,0,1,8,3,4,1918,0,53,0,2624,0,1,30650,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,1
"45208",0,0,1,12,9,10,1922,0,46,0,3814,1,1,70176.2421875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,1
"45213",1,0,1,12,10,12,1940,3500,29,44289.25,3262,2,1,44289.25,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,0,1,1,0
"45219",1,0,1,12,1,11,1917,1861,53,39845,1763,0,1,76747.6015625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,27,NA,0,1,1,0
"45238",0,0,1,14,9,13,1922,0,47,0,2525,2,1,157541,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,1
"45292",1,0,1,15,10,12,1934,2280,35,85820,1251,2,1,119535,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,1,1,0
"45305",1,0,0,3,NA,10,NA,1890,57,23294,1086,0,1,57009,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,1,1,0
"45329",0,0,1,12,3,10,1924,1225,46,11034,523,1,1,72334,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,1
"45339",1,0,1,14,10,12,1924,1600,44,23907,2191,2,1,53913.3515625,0.699999988079071,4413.60009765625,4413.60009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,1,0,1,1,0
"45367",0,NA,NA,8,NA,6,NA,0,58,0,579,0,NA,40353.7890625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,1
"45369",0,0,1,13,5,10,1943,1920,26,24274.80078125,1327,1,1,107275,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,1
"45370",0,1,0,NA,NA,9,NA,1040,51,NA,3578,6,NA,45484.6015625,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,NA,NA,NA,NA,0
"45404",1,0,1,15,10,10,1944,1708,25,33715,3671,0,1,41990.5,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,0,1,1,0
"45430",0,0,1,8,12,5,1913,0,52,0,4015,1,NA,23294,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,NA,NA,NA,NA,1
"45441",1,0,1,16,4,11,1930,2211,38,98080,1467,2,1,101941.8984375,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,0,1,1,0
"45465",0,0,1,14,4,9,1943,0,27,0,4615,2,1,44528.3203125,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,7969,0,NA,0,2,26,NA,NA,NA,NA,1
"45510",0,0,1,4,12,10,1935,0,35,0,3592,2,1,31336.560546875,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,1
"45530",1,0,1,14,7,11,1926,2750,43,91950,1727,2,1,134553.5,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,0,1,1,0
"45541",0,NA,NA,8,NA,NA,NA,NA,46,NA,3783,2,NA,14969.4599609375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,0
"45556",1,0,1,12,1,12,1918,1728,53,70495,4307,3,1,110953,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"45601",0,0,1,16,9,12,1916,1920,53,41684,4192,0,0,41684,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"45604",0,NA,NA,11,NA,NA,NA,0,42,0,1513,2,NA,87327.9765625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,1
"45651",0,0,1,14,11,11,1922,0,45,0,2190,7,1,196717.828125,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,1
"45673",1,0,1,12,NA,8,NA,0,60,0,276,2,1,33592.3984375,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,1,0
"45675",1,0,1,12,8,7,1931,2025,39,63022.53125,3372,4,1,88339.4296875,1,2022.90002441406,2022.90002441406,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"45687",0,0,1,14,5,10,1941,1968,29,36780,4594,1,0,41316.19921875,0.5,0,0,0,0,0,1532.5,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"45697",0,0,1,12,7,12,1933,900,36,7969,2193,1,1,85820,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,1
"45701",0,0,1,14,10,10,1913,2083,56,39845,2832,0,1,78096.203125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,1
"45766",0,0,1,13,6,13,1909,2080,60,9808,3791,0,1,34990.0390625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,1
"45804",0,0,1,NA,NA,NA,NA,1869,42,41071,761,0,0,41071,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,1,0
"45807",1,0,1,NA,5,13,1929,NA,41,NA,1422,0,NA,130838.71875,0.5,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,3,1,NA,NA,NA,NA,0
"45865",1,0,1,16,12,8,1940,2375,29,52718,1722,1,1,52718,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,1,0
"45866",0,0,1,16,12,11,1925,1931,45,45975,3874,2,1,156315,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,1
"45899",0,0,1,12,12,10,1942,0,28,0,1914,1,1,43719.16015625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,1
"45913",1,0,1,16,9,10,1941,1960,28,57315.5,3853,1,1,106355.5,0.5,0,0,0,0,0,0,0,14,NA,99306,4904,0,0,0,1,31,NA,0,1,1,0
"45920",1,0,1,12,1,8,1929,2070,41,55170,1734,1,1,76962.1484375,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,1,1,0
"45929",1,0,1,9,5,7,1936,1929,33,36461.23828125,597,5,1,54808.328125,2.29999995231628,3972.23999023438,7834.14013671875,0,0,630,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,1,1,0
"45933",1,0,1,14,7,11,1912,1880,57,40458,353,0,1,91827.3984375,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,4,0,1,1,0
"45936",0,0,1,17,4,11,1906,1617,58,47814,1820,0,0,57009,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"45940",1,0,1,16,7,12,1937,2235,32,98080,1714,4,1,98263.8984375,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,0,1,1,0
"45955",0,1,0,12,4,9,1926,1600,43,20229,3820,2,1,71377.71875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,1
"45956",1,0,0,7,NA,8,NA,2110,27,32489,4237,2,1,78310.75,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,1,0
"45969",0,0,1,8,8,11,1924,1920,48,19959.279296875,2480,0,0,22521.619140625,0.200000002980232,698.820007324219,698.820007324219,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,0,1,1,0
"45993",1,0,1,12,12,10,1929,3060,40,62526,1788,2,1,64696.01953125,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"46000",1,0,1,11,2,6,1941,1826,29,61300,3111,3,1,61913,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"46013",1,0,1,9,1,11,1919,1840,51,50879,1579,1,1,50879,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,0,1,1,0
"46014",0,0,1,6,1,10,1920,2040,50,12873,4420,0,1,68656,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,1
"46040",0,0,1,12,8,10,1941,0,28,0,3816,3,1,65253.8515625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"46069",1,0,1,12,5,12,1935,2660,35,109727,3867,2,1,124647.421875,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,0,1,1,0
"46072",1,0,1,13,12,8,1943,2040,26,33715,2520,1,1,56396,0.600000023841858,0,0,0,0,0,0,0,8,8,23815.05078125,0,0,0,0,2,14,NA,0,1,1,0
"46095",1,0,1,8,NA,9,NA,2500,56,22681,4166,2,1,30037,1.29999995231628,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,4,0,1,1,0
"46115",1,0,1,17,5,11,1925,1795,45,73627.4296875,4164,2,1,125309.4609375,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,1,1,0
"46118",1,0,1,8,6,10,1921,2116,48,40458,1556,0,1,47201,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,0,1,1,0
"46126",1,0,1,15,11,11,1936,2569,33,91950,3441,6,1,96473.9375,1.60000002384186,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,1,0
"46129",1,0,1,NA,NA,6,NA,400,29,NA,771,3,NA,37417.51953125,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,0
"46162",1,0,1,12,8,11,1927,1500,42,41377.5,1786,2,1,106662,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"46175",1,0,1,15,1,12,1929,2976,43,45901.44140625,4188,5,1,75092.5,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,0,1,1,0
"46223",0,0,1,12,11,12,1918,0,51,0,1673,0,NA,40335.3984375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,1
"46252",0,0,1,12,1,10,1944,0,26,0,896,3,1,59485.51953125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,1
"46335",1,1,0,10,NA,8,NA,2406,34,49040,1581,2,1,65591,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,0,1,1,0
"46339",0,NA,NA,8,NA,NA,NA,0,51,0,1556,0,NA,47201,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,1
"46383",0,1,0,8,10,8,1928,630,39,1716.40002441406,608,6,NA,32489,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,1
"46394",1,0,1,9,NA,11,NA,1850,58,90417.5,1169,0,1,90877.25,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"46410",0,0,1,10,8,12,1924,0,45,0,1098,0,1,64548.8984375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,1
"46412",1,1,0,12,1,10,1932,2544,38,67430,3835,4,1,67430,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,1,0
"46415",0,0,1,14,12,8,1917,1520,52,19616,1407,0,1,73560,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,1
"46421",0,0,1,8,4,8,1934,220,35,1226,1298,2,0,17703.439453125,0.600000023841858,0,18463.560546875,3089.52001953125,0,888,0,1620,NA,NA,NA,NA,NA,NA,0,4,4,3,0,0,1,0
"46422",0,0,1,12,NA,13,NA,2040,44,36780,611,1,0,40458,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,1,0
"46424",0,0,1,11,12,10,1920,0,48,0,821,0,1,37368.48046875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"46445",0,1,0,7,NA,NA,NA,1920,47,30650,1584,3,0,35983.1015625,0.800000011920929,0,0,0,0,0,1532.5,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,0,1,1,0
"46462",0,0,1,16,1,13,1939,0,31,0,204,2,1,50266,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,1
"46469",1,0,1,12,11,10,1937,3655,32,83913.5703125,2381,1,1,96621.0625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"46492",1,0,1,12,7,10,1941,2629,28,62526,1568,2,1,62955.1015625,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,1,0
"46515",0,0,1,12,6,6,1943,2470,27,30650,3159,4,0,84594,0.600000023841858,0,0,0,0,0,1532.5,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,0,1,0
"46516",1,0,1,3,9,10,1910,2040,59,33715,1907,0,1,33715,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,1,0
"46527",1,0,1,12,12,11,1937,2022,31,61036.41015625,2599,1,1,61036.41015625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,0,1,1,0
