"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"27",1,0,1,17,6,11,1948,NA,2460,44,111741,5545,1,1,370600,19,2,0,0,0,0,0,0,0,0,NA,17,0,NA,NA,0,0,2,21,0,1,1,0
"28",0,0,1,15,10,11,1963,34,729,28,34000,7516,0,0,34000,3,2,0,0,0,0,0,0,0,0,NA,17,0,NA,NA,0,0,2,12,0,1,1,0
"30",1,0,1,17,10,11,1951,34,2662,41,83012.703125,5546,2,1,258570,10,2,0,0,0,0,0,0,0,0,NA,17,0,NA,NA,0,0,2,34,0,1,1,0
"31",0,0,1,16,2,11,1953,34,2009,39,48960,6569,0,0,84796,14,1,0,0,0,0,0,0,0,0,NA,17,0,NA,NA,0,0,2,34,0,1,1,0
"32",0,0,1,16,9,11,1960,34,0,31,0,6146,2,NA,85000,7,3,0,0,0,0,0,NA,0,0,NA,17,0,NA,NA,0,0,3,39,0,0,NA,1
"33",1,0,1,17,1,11,1959,34,2500,33,328100,5369,3,1,418540,8,1,0,0,0,0,0,0,0,0,NA,17,0,NA,NA,0,0,2,34,0,1,1,0
"34",1,0,1,12,11,8,1965,13,1253,28,13815.900390625,8646,0,0,25500,1,3,0,0,0,0,0,0,0,0,8,8,0,8500,0,0,0,2,13,0,0,1,0
"37",0,0,1,12,5,10,1953,13,0,39,0,9774,2,NA,13260,NA,4,0,0,0,0,0,NA,0,0,8,8,0,8500,0,0,0,3,41,0,0,NA,1
"38",0,0,1,12,10,11,1951,13,1700,40,23800,5216,0,0,23800,10,4,0,0,0,0,0,0,0,0,8,8,0,8500,0,0,0,2,13,0,1,1,0
"39",0,0,1,17,2,8,1962,13,0,30,0,6075,1,1,75140,5,3,0,0,0,0,0,NA,0,0,8,8,0,8500,0,0,0,2,13,0,0,NA,1
"42",1,0,1,14,10,10,1947,NA,2024,44,28900,4126,3,1,37400,17,3,0,0,0,0,0,0,0,0,8,8,0,8500,0,0,0,2,13,0,1,1,0
"44",0,0,1,16,9,8,1959,13,2083,32,23800,5217,3,0,33864,4,1,0,0,0,0,0,0,9724,0,8,8,0,8500,0,0,0,2,13,0,1,1,0
"45",1,0,1,12,11,7,1949,NA,2030,43,47600,4693,1,1,80750,21,3,0,0,0,0,0,0,0,0,8,8,0,8500,0,0,0,3,41,0,1,1,0
"47",1,0,1,10,5,9,1962,14,2500,30,34000,6713,0,0,34000,5,2,0,0,0,0,0,0,0,0,12,NA,NA,10200,0,NA,0,2,14,0,1,1,0
"48",0,0,1,8,7,9,1960,14,1898,31,16150,3360,3,NA,54655,8,3,0,0,0,0,0,NA,6120,0,12,NA,NA,10200,0,NA,0,2,14,0,1,NA,1
"49",0,0,1,12,9,9,1963,14,1988,28,25500,3973,0,0,25500,8,2,0,0,0,0,0,0,0,0,12,NA,NA,10200,0,NA,0,2,14,0,1,1,0
"50",1,0,1,11,6,9,1949,NA,1960,42,32300,5534,2,1,56312.5,18,1,0,0,0,0,0,0,0,0,12,NA,NA,10200,0,NA,0,2,14,0,1,1,0
"51",0,0,1,12,6,9,1958,14,2378,33,25500,3964,2,1,43520,5,2,0,0,0,0,0,NA,0,0,12,NA,NA,10200,0,NA,0,2,14,0,1,NA,1
"52",0,0,1,10,6,6,1948,NA,1270,44,13260,5397,2,NA,128180,20,2,0,0,11220,11220,0,NA,0,0,12,NA,NA,10200,0,NA,0,2,14,0,1,NA,1
"54",1,0,1,12,3,9,1953,14,2110,39,17000,8784,1,1,28900,14,3,0,0,0,0,0,0,0,0,12,NA,NA,10200,0,NA,0,2,14,0,1,1,0
"55",1,0,1,12,5,12,1947,NA,3120,45,28900,5579,5,1,34850,19,2,0,0,0,0,0,0,0,0,12,NA,NA,10200,0,NA,0,2,14,0,1,1,0
"56",1,0,1,6,2,10,1948,NA,2400,44,22950,7586,1,1,35870,19,4,0,0,2040,0,0,1200,0,0,3,NA,0,0,0,0,0,3,3,0,1,1,0
"57",1,0,1,4,8,8,1946,NA,0,46,0,9677,5,1,4960.60009765625,22,5,0,329.799987792969,12610.599609375,0,0,6000,0,1224,3,NA,0,0,0,0,0,3,3,0,0,1,0
"58",0,0,1,9,8,8,1959,3,0,32,0,6565,3,1,12240,7,4,0,0,0,0,0,NA,0,0,3,NA,0,0,0,0,0,3,3,0,0,NA,1
"59",1,0,1,10,2,8,1955,3,1100,37,29070,718,2,1,41650,12,4,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,3,3,0,1,1,0
"60",1,0,1,12,7,8,1953,3,2080,38,31450,1060,2,1,46750,13,3,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,3,3,0,1,1,0
"61",1,0,1,10,11,8,1960,3,2040,32,10200,9225,0,1,10200,8,2,0,0,1377,0,0,810,0,0,3,NA,0,0,0,0,0,3,3,0,0,1,0
"62",1,0,1,12,5,11,1951,3,2220,40,21250,5684,1,1,52533.3984375,17,3,0,0,5783.39990234375,5783.39990234375,0,0,0,0,3,NA,0,0,0,0,0,3,3,0,1,1,0
"63",0,0,1,12,10,8,1963,3,968,28,13219.2001953125,6523,1,0,15393.5,NA,3,0,1900.59997558594,2684.30004882812,0,0,300,0,161,3,NA,0,0,0,0,0,3,3,0,1,1,0
"64",1,0,1,14,1,8,1956,3,2340,36,33745,7599,2,1,44489,12,3,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,3,3,0,1,1,0
"65",1,0,1,12,10,8,1962,3,2156,30,26010,9651,0,0,42840,4,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,3,3,0,1,1,0
"68",0,1,0,12,3,8,1965,10,0,27,0,2586,2,0,5712,7,1,0,0,10608,0,0,2880,0,3360,12,NA,NA,0,0,NA,0,3,10,1,0,1,0
"69",1,1,0,12,2,8,1960,10,1000,32,0,2527,0,0,18762.900390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,3,10,0,0,NA,0
"70",1,1,0,12,3,8,1962,10,2148,30,34000,2528,0,0,34000,5,3,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,10,0,0,1,0
"72",0,1,0,12,4,8,1952,10,3525,40,34000,2622,1,0,36040,15,1,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,10,0,1,1,0
"73",1,1,0,12,3,8,1961,10,1250,31,17000,8112,2,0,17000,2,2,0,0,3400,0,0,2000,0,0,12,NA,NA,0,0,NA,0,3,10,0,0,1,0
"75",1,1,0,12,2,8,1953,10,2162,39,49300,6151,2,1,62900,14,2,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,10,0,1,1,0
"76",0,1,0,12,3,8,1958,10,2000,34,22185,2872,3,0,24599,15,3,0,0,4450.60009765625,0,0,2618,0,0,12,NA,NA,0,0,NA,0,3,10,0,1,1,0
"600",1,0,1,12,7,3,1954,4,1934,37,61200,5641,2,1,72760,12,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"637",1,0,1,17,12,12,1943,NA,2385,48,122400,3242,1,1,185300,23,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"670",1,0,1,12,5,10,1963,45,2235,29,6998.89990234375,1399,1,1,22440,7,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"671",0,0,1,12,7,11,1954,13,1530,37,10200,6600,2,NA,56610,11,2,0,0,0,0,0,NA,2040,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"677",0,0,1,8,2,11,1934,NA,0,58,0,234,0,NA,43520,18,5,0,0,8840,8840,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"688",0,0,1,17,2,11,1966,19,1002,26,14450,7047,0,0,19550,7,1,0,0,0,0,0,0,0,0,13,17,68278.796875,32980,0,0,0,4,4,0,1,1,0
"701",1,0,1,17,9,9,1955,21,2940,36,71910,5076,2,1,118830,11,2,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,19,0,1,1,0
"731",1,0,1,16,10,8,1965,37,NA,27,NA,4439,0,NA,21930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,45900,16490,0,0,0,1,37,NA,NA,NA,0
"759",0,0,1,17,4,11,1959,12,2326,33,78606.296875,3424,0,1,165223,1,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"764",0,0,1,13,5,11,1960,12,2608,32,17850,6978,2,1,48450,7,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"769",0,0,1,12,4,10,1960,24,144,32,170,6463,3,NA,29070,NA,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"770",0,1,0,13,1,9,1959,20,1990,33,42500,8877,2,1,79376.3984375,8,2,0,0,0,0,0,NA,0,0,NA,11,0,NA,NA,0,0,1,20,0,1,NA,1
"780",1,0,1,15,10,13,1960,32,1368,31,20400,1278,0,0,27200,6,1,0,0,0,0,0,0,0,0,16,16,0,2380,0,0,0,3,32,0,1,1,0
"790",1,0,1,12,2,11,1952,12,3241,40,56100,1785,0,1,112200,15,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"796",1,0,1,12,5,12,1952,48,2110,39,53646.8984375,1045,0,0,54328.6015625,15,2,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,2,48,0,1,1,0
"805",1,1,0,12,12,8,1949,NA,1960,42,37400,402,4,1,61200,17,3,0,0,1700,0,0,1000,0,0,12,9,0,0,0,0,0,2,34,0,1,1,0
"817",1,0,1,12,1,10,1943,NA,2550,50,30600,4118,0,0,30600,25,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"839",1,0,1,12,3,10,1945,NA,2450,47,42500,4606,1,1,80248.5,20,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"840",1,0,1,17,5,10,1954,34,3028,37,187000,3176,2,1,258400,13,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"841",0,0,1,12,12,10,1941,NA,835,50,3570,1351,1,1,111435,7,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"842",0,0,1,16,2,11,1944,NA,141,48,3655,3439,0,1,578255,8,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,0,NA,1
"849",1,0,1,13,3,9,1963,35,2530,29,59840,3268,1,1,72326.5,4,1,0,0,0,0,0,0,0,0,14,12,79900,8500,0,0,0,3,42,0,1,1,0
"863",0,0,1,17,11,10,1950,NA,1560,41,59500,1307,1,NA,107780,18,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"865",1,0,1,10,9,9,1956,48,2799,35,49300,1531,1,0,97853.703125,10,3,0,0,20644.80078125,20644.80078125,0,0,0,0,5,NA,NA,5440,0,NA,0,2,48,0,1,1,0
"892",1,0,1,12,7,9,1932,NA,1944,59,40376.69921875,320,0,1,79345.796875,33,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"893",0,0,1,16,2,10,1957,32,180,35,1020,1032,2,1,74970,8,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"894",0,0,1,17,4,9,1943,NA,1752,49,40752.3984375,4662,0,0,45979.8984375,28,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"951",0,0,1,17,11,11,1958,14,1660,33,27137.099609375,7362,2,NA,67597.1015625,4,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"961",0,0,1,10,5,5,1964,37,0,28,0,6001,1,1,112200,NA,2,0,0,0,0,0,NA,0,0,8,NA,NA,0,0,NA,0,3,42,0,0,NA,1
"970",0,0,1,12,10,11,1948,NA,1906,43,18700,2731,0,1,91800,12,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,17,0,1,NA,1
"975",1,0,0,12,12,9,1938,NA,3430,53,96900,2277,0,1,125120,29,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"976",0,0,1,12,5,10,1960,41,0,32,0,6201,2,NA,68000,7,3,0,0,0,0,0,NA,0,0,5,5,9773.2998046875,0,0,0,0,3,41,0,0,NA,1
"998",0,0,1,12,5,11,1958,37,2012,34,22829.30078125,6053,0,0,25318.099609375,5,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"1036",0,1,0,13,7,10,1947,NA,2750,44,11687.5,4783,0,1,83436,12,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,NA,1
"1068",1,0,1,17,1,11,1950,NA,2540,42,63750,4998,0,1,151300,13,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"1081",0,0,1,12,2,11,1965,4,0,29,0,4661,2,1,9350,5,1,0,0,0,0,0,NA,0,0,12,12,0,0,0,0,0,4,4,0,0,NA,1
"1086",1,0,1,NA,5,11,1967,19,NA,25,NA,5997,0,NA,150620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,148240,0,0,0,1,3,32,NA,NA,NA,0
"1114",1,0,1,14,12,13,1953,4,2227,38,76500,3274,0,1,155040,13,1,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,4,4,0,1,1,0
"1154",0,0,1,17,12,8,1953,10,2597,38,98600,4206,1,1,139400,11,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"1162",1,0,1,15,11,11,1963,26,3377,28,40800,561,0,1,76500,3,2,0,0,0,0,0,0,0,0,14,14,61737.19921875,4700.5,0,0,0,3,42,0,1,1,0
"1172",1,0,1,16,7,12,1959,34,2024,32,85000,6130,0,1,105541.1015625,7,2,0,0,0,0,0,0,0,0,16,17,88400,24017.599609375,0,0,0,2,21,0,1,1,0
"1180",0,0,1,17,9,12,1948,NA,172,45,5100,1821,2,1,1.70000004768372,NA,2,0,0,0,0,0,NA,0,0,12,NA,NA,0,0,NA,0,2,24,0,0,NA,1
"1183",1,0,1,12,10,9,1956,29,972,39,6800,6706,2,1,16150,15,4,0,0,408,0,0,240,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"1185",1,0,1,12,7,10,1958,39,2304,33,71400,3673,0,1,122400,8,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"1187",0,0,1,17,5,9,1952,20,2304,39,98600,386,2,1,268600,14,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1205",1,0,1,17,3,11,1957,29,2294,35,90100,2754,2,1,121040,10,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"1211",0,0,1,17,11,7,1943,NA,1870,48,56100,8041,0,0,70446.296875,24,3,0,0,0,0,0,0,421.600006103516,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"1212",0,0,1,12,11,9,1943,NA,1638,48,17000,2277,0,1,125120,8,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1230",1,0,1,12,7,13,1934,NA,2040,58,NA,8907,0,NA,76222.8984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,0
"1247",0,0,1,17,8,10,1956,37,1352,35,17079.900390625,6838,2,1,72057.8984375,7,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"1249",1,0,1,14,1,10,1958,29,2760,34,57800,1691,0,0,57800,9,2,0,0,0,0,0,0,0,0,12,14,30387.5,13260,0,0,0,1,31,0,1,1,0
"1289",0,0,1,14,3,12,1959,22,0,33,0,5213,2,1,47260,6,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,0,NA,1
"1290",0,0,1,16,5,10,1961,31,1924,30,57800,1509,1,1,114750,6,2,0,0,0,0,0,NA,0,0,12,NA,NA,0,0,NA,0,1,29,0,1,NA,1
"1314",0,0,1,14,9,11,1960,14,548,31,11900,3517,2,1,69700,7,1,0,0,0,0,0,NA,0,0,12,14,0,17000,0,0,0,2,26,0,1,NA,1
"1334",0,0,1,12,1,10,1942,NA,1880,50,29610.599609375,2026,1,1,63100.6015625,25,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1345",1,0,1,17,7,9,1953,4,1778,38,63027.5,1049,0,0,63027.5,12,3,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,4,4,0,1,1,0
"1358",0,0,1,12,5,10,1943,NA,1707,49,20400,6085,0,1,141100,8,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"1371",1,0,1,17,11,12,1948,NA,1872,43,74800,2538,2,1,121635,15,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"1412",0,0,1,12,3,11,1960,39,1747,32,22950,313,2,1,65450,1,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"1419",0,0,1,12,1,8,1956,20,692,36,6800,1128,3,0,74596,NA,1,0,0,0,0,0,0,4896,0,11,10,52700,14960,0,0,0,1,20,0,1,1,0
"1429",1,0,0,3,10,8,1964,31,NA,28,0,6559,0,0,8690.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,1,31,0,0,NA,0
"1451",0,0,1,13,9,11,1964,43,1928,27,35700,28,0,0,36091,6,3,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,4,43,0,1,1,0
"1472",0,0,1,17,4,11,1956,36,2392,36,64600,8019,1,1,125800,10,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"1490",0,0,1,11,10,11,1941,NA,302,50,510,1544,0,1,43278.6015625,25,2,0,0,11913.599609375,11913.599609375,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,0,NA,1
"1495",0,0,1,12,3,11,1944,NA,1872,48,39100,226,1,NA,105585.296875,11,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"1505",1,0,1,12,8,9,1943,NA,2600,48,17664.69921875,1968,2,1,46104,26,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"1506",0,1,0,14,10,4,1953,10,2039,38,44200,6343,1,0,60860,18,2,0,0,0,0,0,0,1360,0,8,NA,NA,0,0,NA,0,3,10,0,1,1,0
"1511",1,0,1,16,4,10,1957,34,2340,34,42500,1744,1,1,74800,8,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"1524",0,0,1,12,10,12,1965,31,1714,26,22329.5,1559,1,0,22329.5,4,3,0,0,0,0,0,0,0,0,14,16,42500,39100,0,0,0,3,42,0,1,1,0
"1544",0,0,1,12,12,9,1950,NA,1960,41,22990.80078125,4627,2,1,90984,7,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"1546",0,0,1,14,9,10,1951,23,1152,40,20400,1486,3,1,102032.296875,14,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"1576",1,0,1,12,12,10,1945,NA,2080,46,NA,2331,0,NA,118192.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,1,0,NA
"1584",0,0,1,16,9,11,1943,NA,2000,48,91800,68,1,1,125891.796875,23,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,38,0,1,NA,1
"1597",1,1,0,14,1,1,1958,34,2000,34,50830,6602,2,1,95030,9,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"1608",0,0,1,16,7,9,1936,NA,0,55,0,2569,0,1,149770,8,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"1612",0,1,0,12,5,7,1952,19,0,39,0,5270,2,0,23290,18,4,0,0,20400,20400,0,0,850,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"1626",0,0,1,14,9,10,1950,NA,1734,41,25500,732,0,NA,86700,18,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"1631",0,0,1,16,8,12,1953,34,0,38,0,8504,3,1,170000,12,1,0,0,0,0,0,NA,0,0,16,12,0,0,0,0,0,3,42,0,0,NA,1
"1644",0,1,0,16,2,4,1959,1,336,33,2040,8256,1,1,38080,5,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,0,NA,1
"1647",0,0,1,12,5,9,1953,32,832,38,5652.5,1968,2,NA,46104,NA,3,0,0,0,0,0,NA,5304,0,11,NA,NA,0,0,NA,0,3,32,0,1,NA,1
"1662",0,0,1,16,9,11,1938,NA,1710,53,42500,916,0,1,177746.90625,20,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"1664",0,0,1,12,11,12,1951,4,1665,40,48042,857,0,NA,119690.203125,14,3,14790,0,14790,0,0,NA,0,0,12,NA,NA,0,0,NA,0,4,4,0,1,NA,1
"1674",0,0,1,16,5,8,1950,NA,1280,41,61200,4152,2,1,164645,17,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"1679",0,0,1,12,10,12,1956,29,0,35,0,3202,3,1,164900,NA,1,0,0,0,0,0,NA,0,0,12,12,0,0,0,0,0,1,29,0,0,NA,1
"1734",0,0,1,12,11,12,1949,NA,1963,42,34340,6453,0,0,38420,17,3,0,0,0,0,0,0,4080,0,9,12,0,0,0,0,0,4,4,0,1,1,0
"1797",0,0,1,16,9,9,1961,48,2640,31,64600,2241,0,1,105060,7,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"1843",0,0,1,13,11,10,1961,45,3464,30,30770,3753,0,0,30931.5,10,2,0,0,0,0,0,0,0,0,12,NA,NA,27200,0,NA,0,3,35,0,1,1,0
"1847",0,1,0,12,7,9,1958,16,260,33,3315,2645,5,0,12574.900390625,NA,4,0,0,17503.19921875,0,0,5748,0,4548,NA,NA,NA,NA,NA,NA,0,3,16,0,0,1,0
"1863",1,0,1,17,6,9,1949,NA,1930,42,44200,7474,2,1,75097.5,17,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,0,1,0
"1889",1,0,1,15,4,11,1954,46,1880,38,79050,3280,2,1,99671,13,1,0,0,0,0,0,0,0,0,12,14,0,17374,0,0,0,4,46,0,1,1,0
"1927",0,0,1,16,6,10,1963,39,1947,28,32300,968,0,0,32300,3,3,0,0,0,0,0,0,0,0,12,12,83300,0,0,0,0,3,39,0,1,1,0
"1945",1,0,1,16,10,11,1946,NA,2640,45,146370,6824,2,1,156651.59375,20,1,0,0,0,0,0,0,0,0,17,16,6800,0,0,0,0,4,4,0,1,1,0
"1955",0,0,1,12,5,12,1960,16,0,31,0,5308,3,1,41905,1,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
