"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"45157",0,0,1,11,8,9,1914,NA,400,60,6762,1897,0,1,19271.69921875,20,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"45160",1,0,1,7,5,7,1924,NA,2070,49,14359.58984375,2536,7,1,26700.240234375,31,1.5,1709.81994628906,10587.3603515625,0,724.5,816,0,872,NA,NA,NA,NA,NA,NA,0,4,4,NA,11,0,1,1,0
"45171",1,0,1,12,10,10,1945,NA,2304,28,38640,2342,0,1,38640,10,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,91,0,1,1,0
"45178",0,0,1,8,3,4,1918,NA,0,57,0,3593,0,1,42759.98828125,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"45208",0,0,1,12,9,10,1922,NA,0,53,0,3344,0,1,67620,10,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"45213",1,0,1,12,10,12,1940,NA,2190,33,67620,4563,3,1,69069,15,1,1449,1449,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,55,0,1,1,0
"45219",1,0,1,12,1,11,1917,NA,2013,57,46503.23828125,932,0,1,104922.09375,32,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,27,NA,57,0,1,1,0
"45238",0,0,1,14,9,13,1922,NA,0,52,0,1819,0,1,143934,4,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,NA,1
"45264",1,0,1,12,5,11,1913,NA,0,60,0,4017,1,1,19938.240234375,37,0.699999988079071,0,19938.240234375,19938.240234375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,2,NA,0,0,1,0
"45283",1,0,1,14,6,8,1947,NA,1040,26,34776,2337,1,1,44605.05078125,8,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,86,0,1,1,0
"45289",1,0,1,16,9,11,1947,NA,2056,27,53796.5390625,4890,0,1,90987.5390625,9,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,92,0,1,1,0
"45292",1,0,1,15,10,12,1934,NA,3000,39,86940,1505,2,1,114519.296875,21,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,40,0,1,1,0
"45305",1,0,0,3,NA,10,NA,NA,NA,60,NA,5373,0,NA,72517.6171875,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,0
"45329",0,0,1,12,3,10,1924,NA,2000,50,9660,4449,0,1,84138.6015625,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"45339",1,0,1,14,10,12,1924,NA,1837,48,30825.060546875,5091,2,1,63186.05859375,25,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,4,87,0,1,1,0
"45369",0,0,1,13,5,10,1943,NA,1470,31,19730.55078125,5201,1,1,111573,13,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"45370",0,1,0,NA,NA,9,NA,NA,NA,57,NA,4646,3,NA,61824,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,NA,NA,NA,NA,NA,0
"45375",1,0,1,16,8,9,1946,NA,2600,27,44919,3741,1,1,54579,9,0.600000023841858,0,0,0,0,0,0,0,12,NA,12075,29347.080078125,0,0,0,4,4,NA,61,0,1,1,0
"45389",0,0,1,12,11,8,1947,NA,0,26,0,687,2,1,30429,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"45404",1,0,1,15,10,10,1944,NA,1968,29,57960,334,3,1,60375,8,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,55,0,1,1,0
"45418",1,0,1,17,12,9,1947,NA,2282,26,72450,1196,0,1,111331.5,7,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,88,0,1,1,0
"45430",0,0,1,8,12,5,1913,NA,1404,60,6027.83984375,2050,0,0,9969.1201171875,10,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,61,0,1,1,0
"45441",1,0,1,16,4,11,1930,NA,2248,43,106260,303,1,1,117803.703125,23,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,31,0,1,1,0
"45465",0,0,1,14,4,9,1943,NA,0,30,0,3013,3,1,30752.609375,2,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,7389.89990234375,0,NA,0,2,26,NA,NA,NA,NA,NA,1
"45507",0,0,1,12,9,8,1946,NA,1440,27,22701,4882,2,0,29946,9,0.600000023841858,0,3245.76000976562,0,0,672,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,1,0,1,0
"45510",0,0,1,4,12,10,1935,NA,0,38,0,4335,2,1,38640,NA,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"45530",1,0,1,14,7,11,1926,NA,1937,47,66523.59375,734,1,1,112398.9296875,29,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,32,0,1,1,0
"45556",1,0,1,12,1,12,1918,NA,1920,56,72450,5385,1,1,155767.5,38,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,61,0,1,1,0
"45557",0,0,1,12,10,6,1947,NA,0,27,0,5147,5,1,30404.849609375,NA,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,47,NA,NA,NA,NA,NA,1
"45601",0,0,1,16,9,12,1916,NA,2156,57,41055,4421,0,0,41055,39,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,88,0,1,1,0
"45651",0,0,1,14,11,11,1922,NA,36,51,1207.5,1468,5,1,170257.5,5,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"45675",1,0,1,12,8,7,1931,NA,2232,42,76024.203125,4080,3,1,98628.6015625,24,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,55,0,1,1,0
"45678",1,0,1,14,6,12,1945,NA,2618,28,58017.9609375,353,1,1,70170.2421875,10,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,31,0,1,1,0
"45687",0,0,1,14,5,10,1941,NA,2082,32,38640,3577,1,0,38871.83984375,12,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,82,0,1,1,0
"45697",0,0,1,12,7,12,1933,NA,0,40,0,1771,0,1,86983.46875,5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"45701",0,0,1,14,10,10,1913,NA,2000,60,57960,4496,1,1,89142.4765625,22,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"45807",1,0,1,NA,5,13,1929,NA,NA,44,NA,1528,0,NA,127222.203125,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,3,1,NA,NA,NA,NA,NA,0
"45865",1,0,1,16,12,8,1940,NA,3245,34,85008,5225,1,1,85008,15,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,56,0,1,1,0
"45866",0,0,1,16,12,11,1925,NA,1560,49,44281.44140625,3122,1,1,171228.328125,10,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"45897",1,1,0,8,8,4,1946,NA,NA,28,NA,119,0,NA,15934.169921875,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,NA,NA,NA,NA,0
"45899",0,0,1,12,12,10,1942,NA,0,32,0,1848,2,1,36007.6484375,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,NA,1
"45913",1,0,1,16,9,10,1941,NA,1473,33,72450,2581,1,1,135240,15,0.5,0,0,0,0,0,0,0,14,NA,101430,5796,0,0,0,1,31,NA,87,0,1,1,0
"45919",0,NA,NA,12,NA,8,NA,NA,1260,28,12075,1135,2,NA,75734.3984375,6,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"45920",1,0,1,12,1,8,1929,NA,2224,45,67620,877,1,1,76410.6015625,27,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,55,0,1,1,0
"45929",1,0,1,9,5,7,1936,NA,880,37,24734.4296875,5045,7,1,57095.4296875,19,1.29999995231628,0,1521.44995117188,0,0,315,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,31,0,1,1,0
"45935",1,0,1,17,5,11,1947,NA,1816,26,57960,592,0,1,82110,8,0.400000005960464,0,0,0,0,0,0,0,NA,5,79695,15939,0,0,0,1,31,NA,87,0,1,1,0
"45940",1,0,1,16,7,12,1937,NA,2245,36,101430,23,4,1,104443.921875,18,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,61,0,1,1,0
"45944",0,0,1,15,8,10,1948,NA,0,25,0,5323,2,1,58022.7890625,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"45953",1,0,1,17,5,11,1948,NA,400,25,11592,1932,0,1,44919,7,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,1,0,1,0
"45955",0,1,0,12,4,9,1926,NA,1875,47,19320,1180,2,1,83829.4765625,11,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"45956",1,0,0,7,NA,8,NA,NA,2016,31,39123,5318,3,1,48783,13,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,33,0,1,1,0
"45969",0,0,1,8,8,11,1924,NA,1960,49,19320,2409,0,0,19320,31,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,61,0,1,1,0
"45993",1,0,1,12,12,10,1929,NA,3120,45,26854.80078125,3712,1,1,78473.0078125,27,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,81,0,1,1,0
"46000",1,0,1,11,2,6,1941,NA,1360,33,18981.900390625,2960,3,1,57477,15,0.600000023841858,4347,4347,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,51,0,1,1,0
"46013",1,0,1,9,1,11,1919,NA,1864,55,43470,3436,1,1,43470,37,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,87,0,1,1,0
"46014",0,0,1,6,1,10,1920,NA,1040,52,14490,3974,0,1,53130,6,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"46040",0,0,1,12,8,10,1941,NA,0,32,0,3433,3,1,79888.203125,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"46045",0,0,1,12,9,11,1946,NA,0,27,0,979,2,1,63273,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"46069",1,0,1,12,5,12,1935,NA,1952,38,84525,1688,1,1,115775.1015625,19,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,55,0,1,1,0
"46072",1,0,1,13,12,8,1943,NA,2000,30,52550.3984375,3338,2,1,57380.3984375,10,0.800000011920929,0,0,0,0,0,0,0,8,8,26685.75,0,0,0,0,2,14,NA,NA,0,1,1,0
"46095",1,0,1,8,NA,9,NA,NA,1160,60,14634.900390625,504,1,1,23811.900390625,42,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,4,NA,0,0,1,0
"46115",1,0,1,17,5,11,1925,NA,1805,48,63273,631,1,1,111911.1015625,26,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,87,0,1,1,0
"46118",1,0,1,8,6,10,1921,NA,1040,52,22218,148,1,1,31008.599609375,46,0.5,8790.599609375,8790.599609375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,51,0,1,1,0
"46126",1,0,1,15,11,11,1936,NA,3120,37,86940,1457,0,0,86940,18,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,8,NA,51,0,1,1,0
"46151",1,0,1,14,7,12,1947,NA,2500,26,46368,4293,0,0,46368,8,0.300000011920929,0,0,0,0,0,0,0,NA,NA,84525,24092.0390625,0,0,0,1,20,NA,91,0,1,1,0
"46154",0,0,1,16,3,12,1945,NA,2200,28,43470,1550,1,1,91803.8125,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"46162",1,0,1,12,8,11,1927,NA,1820,45,40620.30078125,331,1,1,79443.84375,25,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,61,0,1,1,0
"46175",1,0,1,15,1,12,1929,NA,2940,47,45740.1015625,5115,4,1,104579.15625,27,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,61,0,1,1,0
"46196",1,0,1,17,2,12,1947,NA,0,27,0,2038,0,1,11582.33984375,8,0.5,9843.5400390625,9843.5400390625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,86,0,1,1,0
"46223",0,0,1,12,11,12,1918,NA,0,54,0,3642,0,NA,67620,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"46252",0,0,1,12,1,10,1944,NA,2000,30,15456,3641,3,1,85008,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"46257",0,0,1,13,5,9,1948,NA,240,25,4347,4466,2,0,20846.279296875,7,0.699999988079071,0,18856.3203125,0,0,988,0,2916,NA,NA,NA,NA,NA,NA,0,4,4,NA,61,0,1,1,0
"46335",1,1,0,10,NA,8,NA,NA,2728,38,38640,4626,0,1,85249.5,20,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,2,87,0,1,1,0
"46362",1,0,1,17,10,12,1947,NA,1992,27,49749,1286,0,1,94185,9,0.699999988079071,0,0,0,0,0,0,0,12,NA,3067.05004882812,13041,0,0,0,1,6,NA,32,0,1,1,0
"46383",0,1,0,8,10,8,1928,NA,450,42,2608.19995117188,421,3,NA,61872.30078125,22,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"46388",0,0,1,12,9,7,1946,NA,0,27,0,3636,2,1,26565,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"46410",0,0,1,10,8,12,1924,NA,1763,49,21252,2948,0,0,21252,4,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"46412",1,1,0,12,1,10,1932,NA,2900,42,86940,3649,3,1,91576.796875,24,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"46415",0,0,1,14,12,8,1917,NA,0,54,0,1360,0,1,60495.75,33,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"46421",0,0,1,8,4,8,1934,NA,36,40,284.970001220703,3868,1,0,11732.0703125,3,0.699999988079071,0,11369.8203125,0,0,384,0,1970,NA,NA,NA,NA,NA,NA,0,4,4,4,NA,0,0,1,0
"46422",0,0,1,12,NA,13,NA,NA,2040,48,36225,2663,0,0,60375,26,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,86,0,1,1,0
"46424",0,0,1,11,12,10,1920,NA,0,53,0,5038,0,1,40572,10,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"46462",0,0,1,16,1,13,1939,NA,0,35,0,1354,3,1,52164,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"46469",1,0,1,12,11,10,1937,NA,2805,36,72450,594,1,1,75299.703125,18,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,85,0,1,1,0
"46492",1,0,1,12,7,10,1941,NA,2575,32,42441.2109375,1139,2,1,72450,14,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,61,0,1,1,0
"46515",0,0,1,12,6,6,1943,NA,1800,31,32844,4850,4,NA,129009.296875,10,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"46527",1,0,1,12,12,11,1937,NA,3010,36,64239,1833,2,1,64722,18,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,NA,0,1,1,0
"46555",1,0,1,12,8,10,1924,NA,1920,50,53130,3761,0,1,62307,33,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,40,0,1,1,0
"46570",0,0,1,12,11,7,1946,NA,240,26,2898,613,2,1,43953,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"46573",0,NA,NA,12,NA,10,NA,NA,192,47,2898,593,0,NA,46609.5,20,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"46574",0,0,1,12,5,10,1923,NA,1813,50,28014,1484,0,1,142968,15,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"46605",0,0,1,12,12,13,1916,NA,507,57,5651.10009765625,1397,0,1,84621.6015625,7,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"46622",1,0,1,NA,NA,8,NA,NA,1920,26,43470,3127,2,1,46851,6,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,33,0,1,1,0
"46669",0,0,1,12,9,7,1926,NA,384,48,1207.5,147,2,1,75787.53125,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"46674",0,0,1,14,9,12,1934,NA,1815,39,26545.6796875,4095,4,0,39103.6796875,11,0.699999988079071,0,0,0,0,0,12075,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,71,0,1,1,0
"46680",0,0,1,12,2,11,1924,NA,0,50,0,1531,1,1,125580,5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,1
"46682",1,0,1,12,8,8,1929,NA,1920,44,53130,4625,1,1,86940,24,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,83,0,1,1,0
"46728",1,0,1,12,9,10,1930,NA,2200,43,62790,4082,4,1,93943.5,25,1,0,0,0,0,0,1207.5,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,32,0,1,1,0
"46732",0,0,1,12,3,10,1947,NA,0,27,0,1835,3,1,37674,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"46740",0,0,1,16,3,10,1947,NA,1920,27,47334,4476,0,0,47334,6,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,8,NA,86,0,1,1,0
"46749",0,0,1,16,7,10,1943,NA,1900,30,38640,4277,0,1,86940,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"46764",1,0,1,16,NA,11,NA,NA,2695,34,115920,110,0,0,135240,14,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,61,0,1,1,0
"46765",1,0,1,9,NA,10,NA,NA,2205,41,43470,593,0,1,46609.5,23,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,86,0,1,1,0
"46793",0,0,1,9,4,9,1927,NA,2000,46,15456,3239,1,0,20286,7,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,86,0,1,1,0
"46794",1,0,1,14,1,12,1947,NA,3604,27,58443,2973,2,1,77763,9,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,61,0,1,1,0
"46834",1,0,1,12,7,11,1935,NA,2450,38,144900,2953,1,1,152628,20,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,33,0,1,1,0
"46844",0,0,1,12,2,12,1927,NA,1960,46,51681,890,1,NA,129656.5234375,24,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"46857",0,0,1,6,9,8,1927,NA,40,46,386.399993896484,502,2,1,28883.400390625,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"46870",1,0,1,12,9,11,1930,NA,1960,44,72450,2518,2,1,77280,26,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,83,0,1,1,0
"46871",0,0,1,13,6,10,1946,NA,0,28,0,95,2,1,72450,9,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"46880",1,0,1,16,2,10,1933,NA,3137,41,67953.2734375,4172,3,1,124614,22,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,11,0,1,1,0
"46896",1,0,1,17,10,10,1946,NA,3120,27,207690,1097,1,1,222421.5,9,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,71,0,1,1,0
"46907",0,1,0,9,8,7,1908,NA,650,50,6617.10009765625,911,0,0,16460.640625,25,0.400000005960464,4772.0400390625,4772.0400390625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,83,0,1,1,0
"46925",0,0,1,12,7,11,1929,NA,1020,44,24150,4250,1,1,95634,16,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"46935",1,0,1,16,5,11,1937,NA,2610,37,83563.828125,2926,4,1,100203.1796875,18,1,0,0,0,0,0,0,0,8,7,0,59761.58984375,0,0,0,1,37,NA,92,0,1,1,0
"46945",1,0,1,17,8,11,1921,NA,2000,52,74865,2532,1,1,144658.5,30,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,87,0,1,1,0
"46955",0,0,1,12,8,13,1917,NA,1883,57,40943.91015625,3368,0,0,43938.51171875,33,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,87,0,1,1,0
"46980",1,1,0,12,12,7,1947,NA,2000,27,32361,3729,0,1,32361,10,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"47014",1,0,1,17,11,11,1927,NA,1813,46,57960,3771,3,1,77280,28,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,85,0,1,1,0
"47017",1,0,1,12,1,11,1943,NA,3030,31,56607.6015625,889,1,1,61756.37890625,13,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,91,0,1,1,0
"47061",1,0,1,17,10,12,1944,NA,2395,29,43470,4782,0,1,87423,3,0.699999988079071,0,0,0,0,0,0,0,8,NA,NA,3622.5,0,NA,0,2,12,NA,57,0,1,1,0
"47101",0,0,1,17,2,10,1926,NA,2000,48,57960,232,0,NA,147604.796875,24,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"47117",1,0,1,12,NA,10,NA,NA,2592,36,51468.48046875,2095,2,1,67137,18,1.70000004768372,4347,4347,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,61,0,1,1,0
"47142",0,0,1,12,9,11,1919,NA,1976,54,25116,948,0,0,47334,12,0.400000005960464,0,0,0,0,0,3622.5,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,87,0,1,1,0
"47151",0,NA,NA,NA,NA,9,NA,NA,0,54,0,3275,0,NA,57960,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"47173",1,0,1,12,5,7,1948,NA,1480,25,36225,2296,1,1,68870.96875,4,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,31,0,1,1,0
"47176",1,0,1,12,8,12,1919,NA,2115,55,79695,2228,0,1,130410,36,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,31,0,1,1,0
"47177",1,0,1,12,2,12,1926,NA,2640,48,94668,1424,1,1,94668,27,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,62,0,1,1,0
