"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"47",1,0,1,10,5,9,1962,14,2090,26,40320,3254,0,0,40320,5,3,0,0,0,0,0,0,0,0,12,12,14976,7680,0,0,0,2,14,0,1,1,0
"48",0,0,1,8,7,9,1960,14,1235,28,6460.7998046875,1736,3,NA,52855.6796875,8,2,0,0,0,0,0,NA,5376,0,12,12,14976,7680,0,0,0,2,14,0,1,NA,1
"49",0,0,1,12,9,9,1963,14,NA,25,NA,4636,0,NA,7680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,14976,7680,0,0,1,2,14,NA,NA,NA,0
"50",1,0,1,11,6,9,1949,NA,2000,39,19200,3255,0,0,19200,18,1,0,0,0,0,0,0,0,0,12,12,14976,7680,0,0,0,2,14,0,1,1,0
"51",0,0,1,12,6,9,1958,14,2090,30,15360,4363,2,1,63377.28125,5,2,0,0,0,0,0,NA,0,0,12,12,14976,7680,0,0,0,2,14,0,1,NA,1
"52",0,0,1,10,6,6,1948,NA,5120,40,1152,3251,3,NA,72192,20,2,0,0,23040,23040,0,NA,0,0,12,12,14976,7680,0,0,0,2,14,0,0,NA,1
"54",1,0,1,12,3,9,1953,14,1465,36,15360,3253,1,1,29230.080078125,14,4,0,4270.080078125,4270.080078125,0,0,0,0,0,12,12,14976,7680,0,0,0,2,14,0,1,1,0
"55",1,0,1,12,5,12,1947,NA,2600,41,32640,5237,4,1,32640,19,3,0,0,0,0,0,0,0,0,12,12,14976,7680,0,0,0,2,14,0,1,1,0
"56",1,0,1,6,2,10,1948,NA,2600,41,21120,5724,3,1,24898.560546875,19,3,0,0,2394.23999023438,0,0,1247,0,0,3,NA,0,0,0,0,0,3,3,0,1,1,0
"59",1,0,1,10,2,8,1955,3,1912,34,30720,2058,2,1,40896,12,3,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,3,3,0,1,1,0
"60",1,0,1,12,7,8,1953,3,2070,35,23040,2683,0,1,42240,13,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,3,3,0,1,1,0
"61",1,0,1,10,11,8,1960,3,2470,28,17280,5764,0,1,19077.119140625,8,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,3,3,0,1,1,0
"62",1,0,1,12,5,11,1951,3,2400,37,22431.359375,2292,2,1,49509.12109375,17,3,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,3,3,0,1,1,0
"63",0,0,1,12,10,8,1963,3,1232,25,6144,5759,2,1,17341.439453125,4,1,0,0,0,0,0,NA,0,0,3,NA,0,0,0,0,0,3,3,0,0,NA,1
"64",1,0,1,14,1,8,1956,3,2244,33,37372.80078125,2060,2,1,38140.80078125,12,3,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,3,3,0,1,1,0
"65",1,0,1,12,10,8,1962,3,2080,26,19200,4052,2,1,21196.80078125,4,2,0,0,1290.23999023438,0,0,672,0,0,3,NA,0,0,0,0,0,3,3,0,1,1,0
"69",1,1,0,12,2,8,1960,10,2080,29,NA,2295,1,0,36226.55859375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11,0,0,0,0,0,3,10,0,1,NA,0
"70",1,1,0,12,3,8,1962,10,2216,27,28800,652,4,1,28800,5,4,0,0,5068.7998046875,0,0,2640,0,0,12,11,0,0,0,0,0,3,10,0,1,1,0
"72",0,1,0,12,4,8,1952,10,2268,37,36480,1705,1,0,36480,15,1,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,3,10,0,1,1,0
"73",1,1,0,12,3,8,1961,10,920,28,13248,626,2,1,26716.80078125,2,3,0,0,4608,0,0,2400,0,0,12,11,0,0,0,0,0,3,10,0,1,1,0
"75",1,1,0,12,2,8,1953,10,2126,36,47040,1194,2,1,62400,14,2,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,3,10,0,1,1,0
"76",0,1,0,12,3,8,1958,10,968,31,15360,6043,3,0,65280,9,3,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,3,10,0,1,1,0
"600",1,0,1,12,7,3,1954,4,1748,34,57600,5647,2,1,69120,12,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"632",1,0,1,11,5,11,1934,NA,2733,54,151680,2255,0,1,176640,33,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"637",1,0,1,17,12,12,1943,NA,2160,45,115200,3581,1,1,159936,23,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"670",1,0,1,12,5,10,1963,45,2838,26,20960.640625,6849,0,1,33600,7,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"671",0,0,1,12,7,11,1954,13,1041,34,7680,2865,2,NA,58560,11,3,0,0,0,0,0,NA,2880,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"674",0,0,1,17,8,10,1951,40,1361,37,28800,5230,3,1,113568,10,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"677",0,0,1,8,2,11,1934,NA,0,55,0,3870,0,NA,47554.55859375,18,5,0,0,8455.6796875,8455.6796875,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"701",1,0,1,17,9,9,1955,21,3430,33,70656,4849,2,1,100540.796875,11,1,0,0,0,0,0,0,0,0,12,NA,NA,22848,0,NA,0,4,4,0,1,1,0
"759",0,0,1,17,4,11,1959,12,2032,30,24192,5951,0,1,57600,1,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"764",0,0,1,13,5,11,1960,12,2128,28,17280,1266,1,1,18144,7,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"769",0,0,1,12,4,10,1960,24,0,28,0,412,2,NA,35664,NA,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"770",0,1,0,13,1,9,1959,20,2677,30,61056,2141,1,1,111600,8,3,0,0,0,0,0,NA,0,0,NA,11,15212.16015625,NA,NA,0,0,1,20,0,1,NA,1
"780",1,0,1,15,10,13,1960,32,2340,28,0,2165,0,0,18201.599609375,6,1,0,0,0,0,0,0,0,0,16,16,76992,9878.400390625,0,0,0,3,32,0,1,1,0
"790",1,0,1,12,2,11,1952,12,2490,37,64128,1111,0,1,129024,15,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"796",1,0,1,12,5,12,1952,48,2066,36,36019.19921875,3413,0,0,39411.83984375,15,3,1301.76000976562,1824,3125.76000976562,0,0,0,0,0,12,12,54405.12109375,0,0,0,0,2,48,0,1,1,0
"805",1,1,0,12,12,8,1949,NA,2000,39,28800,2888,4,1,44160,17,2,0,0,0,0,0,0,0,0,12,9,35020.80078125,0,0,0,0,2,34,0,1,1,0
"817",1,0,1,12,1,10,1943,NA,1968,47,13440,5015,0,0,20352,25,3,0,6912,6912,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"839",1,0,1,12,3,10,1945,NA,2750,44,46848,4291,1,1,68897.28125,20,3,0,0,0,0,0,0,0,0,8,8,21964.80078125,0,0,0,0,3,41,0,1,1,0
"840",1,0,1,17,5,10,1954,34,2788,35,119040,6053,1,1,185280,13,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"841",0,0,1,12,12,10,1941,NA,230,47,2112,2177,1,1,156288,7,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"842",0,0,1,16,2,11,1944,NA,824,45,11520,4762,2,1,304416,8,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,0,NA,1
"849",1,0,1,13,3,9,1963,35,2145,26,21120,2331,1,1,36648.9609375,4,1,0,2880,2880,0,0,0,0,0,14,12,63360,9360,0,0,0,3,42,0,1,1,0
"863",0,0,1,17,11,10,1950,NA,1512,38,67200,988,1,NA,137952,18,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"865",1,0,1,10,9,9,1956,48,2898,32,57408,5380,2,0,77683.203125,10,2,0,0,20275.19921875,20275.19921875,0,0,0,0,5,NA,NA,17971.19921875,0,NA,0,2,48,0,1,1,0
"892",1,0,1,12,7,9,1932,NA,2006,56,48000,2945,0,1,81792,33,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"893",0,0,1,16,2,10,1957,32,864,32,10560,5298,2,1,81600,8,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"894",0,0,1,17,4,9,1943,NA,2412,46,37440,5765,1,1,172920.953125,21,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"951",0,0,1,17,11,11,1958,14,1498,30,5667.83984375,708,2,NA,47808,4,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"970",0,0,1,12,10,11,1948,NA,2040,40,21120,6033,0,1,43200,12,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,17,0,1,NA,1
"975",1,0,0,12,12,9,1938,NA,2875,50,90624,3644,0,1,177947.515625,29,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"976",0,0,1,12,5,10,1960,41,1935,28,26880,2779,2,NA,97920,7,2,0,0,0,0,0,NA,0,0,5,5,20832,5760,0,0,0,3,41,0,1,NA,1
"998",0,0,1,12,5,11,1958,37,2057,30,23251.19921875,2951,0,0,26096.640625,5,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"1036",0,1,0,13,7,10,1947,NA,1960,41,28800,1162,1,1,81024,12,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,NA,1
"1068",1,0,1,17,1,11,1950,NA,3380,39,17644.80078125,6059,0,1,63936,13,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"1081",0,0,1,12,2,11,1965,4,160,26,0,2984,1,1,184594.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,95040,33600,0,0,0,4,4,0,0,NA,0
"1106",1,0,1,12,5,7,1943,NA,2080,46,NA,1872,1,1,92311.6796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,0,NA,0,3,32,0,1,NA,0
"1114",1,0,1,14,12,13,1953,4,1812,35,75436.796875,333,0,0,76419.84375,13,1,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,4,4,0,1,1,0
"1154",0,0,1,17,12,8,1953,10,2136,35,84480,2072,1,1,128928,11,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"1162",1,0,1,15,11,11,1963,26,2550,25,35520,4515,0,0,35520,3,1,0,0,0,0,0,0,0,0,14,14,92666.8828125,7872,0,0,0,3,42,0,1,1,0
"1172",1,0,1,16,7,12,1959,34,2050,29,80244.4765625,661,0,0,93114.2421875,7,1,0,0,0,0,0,0,0,0,16,17,84480,42005.76171875,0,0,0,2,21,0,1,1,0
"1180",0,0,1,17,9,12,1948,NA,120,40,0,3252,1,1,151712.640625,NA,2,0,0,0,0,0,NA,0,0,12,NA,NA,1751.0400390625,0,NA,0,2,24,0,1,NA,1
"1183",1,0,1,12,10,9,1956,29,2151,30,0,315,2,NA,63792,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"1185",1,0,1,12,7,10,1958,39,2500,30,55680,1416,0,1,96000,8,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"1187",0,0,1,17,5,9,1952,20,2430,36,80640,894,2,1,219456,14,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1205",1,0,1,17,3,11,1957,29,2420,32,94080,4062,1,1,114240,10,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"1206",1,0,1,12,2,10,1953,13,3094,36,48000,5954,1,1,61436.16015625,18,2,0,0,731.52001953125,0,0,381,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"1211",0,0,1,17,11,7,1943,NA,1608,45,58560,1394,1,0,66480,24,1,0,0,0,0,0,0,1113.59997558594,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"1212",0,0,1,12,11,9,1943,NA,1225,45,18432,3644,0,1,177947.515625,8,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1247",0,0,1,17,8,10,1956,37,1250,32,30720,4726,2,1,78988.796875,7,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"1249",1,0,1,14,1,10,1958,29,2853,31,76800,3110,0,0,78336,9,2,0,0,0,0,0,0,0,0,12,14,35802.23828125,17088,0,0,0,1,31,0,1,1,0
"1289",0,0,1,14,3,12,1959,22,0,30,0,6234,2,1,76848,6,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,0,NA,1
"1290",0,0,1,16,5,10,1961,31,2080,28,53760,6765,1,1,79526.3984375,6,1,0,0,0,0,0,NA,0,0,12,NA,NA,0,0,NA,0,1,29,0,1,NA,1
"1314",0,0,1,14,9,11,1960,14,1065,28,23040,3328,1,1,100032,7,1,0,0,0,0,0,NA,0,0,12,14,0,16704,0,0,0,2,26,0,1,NA,1
"1334",0,0,1,12,1,10,1942,NA,1417,47,14837.759765625,3032,1,1,44401.921875,25,3,0,3747.84008789062,3747.84008789062,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1345",1,0,1,17,7,9,1953,4,2243,35,54910.078125,3965,0,0,54910.078125,12,2,0,0,0,0,0,0,0,0,15,16,28800,0,0,0,0,4,4,0,1,1,0
"1358",0,0,1,12,5,10,1943,NA,1793,45,23040,1703,0,1,110574.71875,8,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"1371",1,0,1,17,11,12,1948,NA,1974,40,67601.28125,1634,2,1,93824.640625,15,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"1412",0,0,1,12,3,11,1960,39,1687,29,30720,695,2,1,87360,1,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"1419",0,0,1,12,1,8,1956,20,560,33,17280,1288,3,1,78720,6,3,0,0,0,0,0,NA,0,0,11,10,55680,11520,0,0,0,1,20,0,0,NA,1
"1490",0,0,1,11,10,11,1941,NA,0,47,0,4885,0,1,75129.6015625,25,3,6240,0,12576,6336,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,0,NA,1
"1495",0,0,1,12,3,11,1944,NA,1888,45,34560,5261,1,NA,108234.2421875,11,2,0,460.799987792969,460.799987792969,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"1505",1,0,1,12,8,9,1943,NA,2600,45,30336,3417,2,1,64488.9609375,26,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"1506",0,1,0,14,10,4,1953,10,2400,35,48000,5318,2,0,51916.80078125,18,2,0,0,0,0,0,0,3916.80004882812,0,8,NA,NA,0,0,NA,0,3,10,0,1,1,0
"1511",1,0,1,16,4,10,1957,34,2250,31,86400,4107,0,1,119040,8,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"1544",0,0,1,12,12,9,1950,NA,2097,38,22295.0390625,6090,2,1,85802.8828125,7,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"1546",0,0,1,14,9,10,1951,23,1118,37,12366.7197265625,781,3,1,89385.6015625,14,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"1576",1,0,1,12,12,10,1945,NA,2080,43,NA,3438,0,NA,101322.2421875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,1,0,NA
"1584",0,0,1,16,9,11,1943,NA,1692,45,80640,6566,3,1,153408,23,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,38,0,1,NA,1
"1597",1,1,0,14,1,1,1958,34,2004,31,51840,3370,1,1,90240,9,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,2,34,0,1,1,0
"1608",0,0,1,16,7,9,1936,NA,0,52,0,3436,0,1,276672,8,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"1612",0,1,0,12,5,7,1952,19,0,36,0,3293,2,NA,27486.720703125,16,4,0,0,13662.7197265625,0,11589.1201171875,NA,2304,1080,NA,NA,NA,NA,NA,NA,0,3,19,0,0,NA,1
"1626",0,0,1,14,9,10,1950,NA,2135,38,33600,998,0,0,40824.9609375,19,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"1631",0,0,1,16,8,12,1953,34,0,35,0,6223,2,1,155520,12,1,0,0,0,0,0,NA,0,0,16,12,0,0,0,0,0,4,5,0,0,NA,1
"1644",0,1,0,16,2,4,1959,1,1040,30,7296,5948,1,1,40032,5,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,0,NA,1
"1647",0,0,1,12,5,9,1953,32,0,35,0,3417,2,NA,64488.9609375,NA,3,0,0,0,0,0,NA,6888.9599609375,0,11,NA,NA,9600,0,NA,0,3,32,0,0,NA,1
"1662",0,0,1,16,9,11,1938,NA,851,50,20736,1989,0,1,201216,20,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"1664",0,0,1,12,11,12,1951,4,2016,37,78720,6299,0,NA,191232,14,4,19200,0,19200,0,0,NA,2304,0,12,NA,NA,0,0,0,0,4,4,0,1,NA,1
"1674",0,0,1,16,5,8,1950,NA,1046,38,12672,5473,2,1,113088,17,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"1679",0,0,1,12,10,12,1956,29,522,32,3840,1843,3,1,70080,NA,3,0,0,0,0,0,NA,0,0,12,12,0,0,0,0,0,1,29,0,1,NA,1
"1734",0,0,1,12,11,12,1949,NA,2266,39,33484.80078125,4225,1,0,44042.87890625,17,2,0,0,0,0,0,0,9216,0,9,12,0,0,0,0,0,4,4,0,1,1,0
"1751",1,0,1,13,4,9,1959,37,2205,29,48000,33,0,0,48000,11,1,0,0,0,0,0,0,0,0,11,NA,NA,15168,0,NA,0,1,37,0,1,1,0
"1797",0,0,1,16,9,9,1961,48,2000,28,46080,3676,1,1,97920,7,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"1834",1,0,1,12,8,9,1929,NA,1926,59,33600,2543,0,1,45361.921875,37,2,0,2161.919921875,2161.919921875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"1843",0,0,1,13,11,10,1961,45,1960,27,18240,2906,0,0,61344,5,3,0,0,0,0,0,NA,0,0,12,NA,NA,26995.19921875,0,NA,0,3,35,0,1,NA,1
"1844",1,0,1,12,12,11,1928,NA,1920,60,72768,3129,0,0,73536,NA,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"1847",0,1,0,12,7,9,1958,16,912,30,5184,137,3,0,8202.240234375,NA,3,0,0,5967.35986328125,0,0,1536,0,1572,8,NA,NA,0,0,NA,0,3,16,0,0,1,0
"1863",1,0,1,17,6,9,1949,NA,2195,39,95040,2580,3,1,103872,17,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"1869",0,0,1,13,2,11,1958,32,2520,31,38400,4150,0,NA,86400,8,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"1885",0,0,1,12,11,10,1963,37,1480,25,7680,5320,2,NA,42263.0390625,4,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"1889",1,0,1,15,4,11,1954,46,2268,35,80640,3021,2,1,81642.2421875,13,1,0,0,0,0,0,0,0,0,12,14,120879.359375,9287.0400390625,0,0,0,4,46,0,1,1,0
"1927",0,0,1,16,6,10,1963,39,1978,25,31584,613,0,0,35424,3,3,0,0,0,0,0,0,0,0,12,12,99840,0,0,0,0,3,39,0,1,1,0
"1945",1,0,1,16,10,11,1946,NA,2450,42,161280,5625,2,1,176832,20,1,0,0,0,0,0,0,0,0,17,16,15360,0,0,0,0,1,6,0,1,1,0
"1955",0,0,1,12,5,12,1960,16,0,28,0,4249,3,1,44736,1,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"1956",0,0,1,12,8,11,1958,37,235,30,16320,3289,2,1,62208,8,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
