"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","height","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"21600",0,0,1,16,10,12,1943,1637,52,25900,1645,0,NA,55796,NA,1,70,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"21613",1,0,1,12,4,9,1936,1904,60,57720,908,0,1,92794.5234375,30,2,68,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"21637",1,0,1,16,7,11,1951,1978,45,69412,197,2,1,87681.1171875,10,3,72,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"21665",1,0,1,12,1,10,1949,3040,48,0,753,3,1,20276,14,2,68,16,12,10360,0,0,0,0,2,14,0,1,1,0
"21682",1,0,1,12,10,11,1962,3276,34,108040,3427,2,1,109816,5,1,70,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"21691",0,0,1,17,1,10,1940,1603,57,52540,485,0,1,281348,12,2,64,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"21711",1,0,1,13,11,11,1963,2084,33,65120,5778,0,0,65120,11,2,70,12,NA,NA,11840,0,NA,0,4,46,0,1,1,0
"21730",1,0,1,12,6,11,1957,2064,39,25160,3227,0,1,66600,18,2,71,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"21735",1,0,0,12,5,9,1943,0,53,0,1035,1,1,27243.83984375,24,5,72,NA,NA,NA,NA,NA,NA,0,3,10,0,0,1,0
"21749",0,0,0,13,1,7,1962,1280,35,20720,276,2,NA,80809.4765625,12,1,60,NA,NA,NA,NA,NA,NA,0,3,35,0,1,NA,1
"21753",1,0,1,12,5,10,1970,4096,27,66600,5740,0,1,113220,6,2,71,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"21780",1,0,1,15,10,10,1962,2010,34,57720,1561,0,0,63801.3203125,6,2,72,12,12,0,25900,0,0,0,1,29,0,1,1,0
"21785",0,0,1,12,6,11,1971,1840,25,20720,1921,3,1,38480,5,3,64,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"21792",0,0,1,14,8,12,1962,0,34,0,2783,3,1,143856,5,2,65,NA,NA,NA,NA,NA,NA,0,4,43,0,0,NA,1
"21816",0,0,1,12,4,10,1948,1597,48,32967,2358,1,NA,133888.203125,13,2,66,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"21824",0,0,1,16,7,12,1969,2084,27,34040,4923,0,0,34054.80078125,2,2,64,17,NA,NA,79920,0,NA,0,4,4,0,1,1,0
"21836",1,0,1,12,7,7,1964,2378,32,28490,4846,0,0,28564,3,2,68,12,NA,NA,0,0,NA,0,3,16,0,1,1,0
"21846",0,0,1,12,8,9,1952,1800,34,23680,4444,0,NA,70196.3984375,10,2,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"21859",1,0,1,16,5,9,1971,1814,25,26640,918,1,1,56240,6,2,69,12,14,63640,56240,0,0,0,3,42,0,1,1,0
"21860",0,0,1,17,8,11,1948,0,48,0,1305,2,1,167240,18,1,65,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"21864",0,0,1,17,9,12,1955,2520,41,44400,2286,1,0,143628.078125,23,2,51,NA,17,40256,NA,NA,0,0,4,4,0,1,NA,1
"21867",0,0,1,15,10,11,1949,1944,47,35520,2262,1,NA,56832,17,2,62,NA,NA,NA,NA,NA,NA,0,2,15,0,1,NA,1
"21878",0,0,1,16,11,9,1965,2016,31,22200,2643,0,1,52836,NA,2,64,16,12,74000,0,0,0,0,1,28,0,1,NA,1
"21881",0,0,1,13,3,8,1959,1920,37,51800,4004,0,1,150368,10,2,67,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"21890",0,1,0,15,11,10,1949,640,47,7400,4951,0,0,12136,NA,4,64,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"21898",1,0,1,14,3,10,1938,2246,58,76960,966,1,1,104354.796875,35,1,67,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"21900",0,0,1,12,3,11,1957,624,40,6512,4644,0,NA,108928,3,3,64,12,12,14800,0,0,0,0,4,5,0,1,NA,1
"21909",0,0,1,17,9,9,1955,1904,41,51800,1377,0,NA,330928,17,3,67,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"21914",1,1,0,12,9,11,1955,2205,41,33248.19921875,3185,0,0,141288.203125,11,2,70,14,10,0,0,0,0,0,3,8,0,1,1,0
"21960",0,0,1,16,8,10,1958,2038,38,31376,3746,4,1,91122.1171875,6,1,69,12,12,0,0,0,0,0,1,20,0,1,NA,1
"21975",1,0,1,17,4,9,1963,1717,33,50191.23828125,2673,0,0,50191.23828125,4,3,69,12,8,0,44400,0,0,0,1,31,0,1,1,0
"22000",1,0,1,12,11,9,1964,2100,32,50320,4198,1,1,65120,11,2,77,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"22009",1,0,1,15,6,10,1947,1248,49,11840,592,0,1,50851.3203125,19,2,67,12,NA,NA,0,0,NA,0,3,9,0,1,1,0
"22012",1,0,1,12,7,11,1962,2142,34,37000,3663,0,1,38456.3203125,15,2,64,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"22019",0,0,1,16,9,10,1969,1500,27,23680,2516,0,1,68080,2,3,NA,12,16,42804.55859375,0,0,0,0,3,3,0,1,NA,1
"22021",1,0,1,17,12,8,1952,1920,44,162800,3900,4,1,344766,4,1,72,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,1,0
"22022",0,0,1,16,9,10,1968,2277,28,48840,3315,0,0,48928.80078125,3,1,68,16,NA,NA,51800,0,NA,0,1,37,0,1,1,0
"22027",0,0,1,16,5,9,1959,1660,37,15540,16,6,NA,39144.51953125,6,3,62,NA,NA,NA,NA,NA,NA,0,3,35,0,1,NA,1
"22042",0,1,0,13,8,10,1944,NA,52,0,1535,0,NA,160846.40625,NA,NA,NA,6,NA,NA,0,0,NA,0,4,4,0,0,NA,0
"22059",0,0,1,16,12,12,1940,1832,56,79325.0390625,5420,0,1,162202.078125,26,3,63,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"22064",0,0,1,13,8,10,1954,1760,42,38480,3697,1,1,66748,3,3,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"22071",1,0,1,12,6,12,1965,2350,31,38184,3748,1,1,203939.5625,10,2,76,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"22072",0,0,1,14,1,9,1947,1920,50,125800,3166,0,1,186924,20,2,64,NA,10,0,NA,NA,0,0,5,50,0,1,NA,1
"22078",0,0,1,12,1,10,1971,640,26,8436,1024,2,1,66156,1,1,62,7,7,38835.19921875,13468,0,0,0,3,45,0,0,NA,1
"22084",1,1,0,14,9,8,1965,1733,31,20720,508,0,0,20720,8,1,67,13,NA,NA,0,0,NA,0,3,32,0,1,1,0
"22087",1,0,1,12,2,10,1960,2130,37,113960,4136,2,1,171680,8,2,67,12,12,59200,20720,0,0,0,1,31,0,1,1,0
"22091",1,0,1,14,9,11,1964,2058,32,1480,2110,3,1,29715.439453125,4,1,70,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"22100",0,0,1,13,7,11,1958,0,38,0,2980,3,1,44400,7,2,68,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"22102",1,1,0,17,11,13,1944,NA,54,NA,282,0,NA,115440,NA,NA,NA,17,NA,NA,0,0,NA,0,3,39,0,1,NA,0
"22110",0,0,1,17,12,12,1960,1480,36,82880,1671,1,1,247160,1,2,66,17,16,148000,7400,0,0,0,1,29,0,1,NA,1
"22117",1,0,1,12,1,12,1953,1883,44,31080,2239,0,1,62174.80078125,24,2,69,NA,NA,NA,NA,NA,NA,0,2,21,0,0,1,0
"22139",0,1,0,17,4,10,1969,2008,28,59200,5609,2,1,103600,7,1,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"22146",1,0,1,14,9,12,1970,2507,26,22644,2558,2,1,34484,6,2,71,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"22155",0,0,1,12,8,9,1953,1200,43,20720,3854,1,1,78950.6015625,12,4,66,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"22157",1,0,1,12,11,6,1954,867,42,9620,1611,2,1,26492,16,3,71,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"22176",1,0,1,16,8,10,1966,3520,30,53280,4138,2,1,100640,2,2,75,7,7,38835.19921875,13468,0,0,0,3,45,0,1,1,0
"22186",1,0,1,12,5,11,1958,2100,38,36149,3817,2,1,97952.3203125,9,3,71,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"22193",1,1,0,11,5,NA,1954,2037,42,28120,696,0,0,28120,22,3,67,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"22211",1,0,1,17,4,8,1966,0,30,0,4409,0,NA,90280,NA,NA,66,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"22212",0,1,0,16,3,5,1958,2040,38,17760,399,1,NA,53280,9,1,63,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"22215",1,0,1,12,3,9,1966,NA,30,0,2799,0,NA,33892,NA,NA,NA,NA,12,0,NA,NA,0,0,3,3,0,0,NA,0
"22230",0,0,1,NA,7,12,1951,0,45,0,2869,1,NA,154364,NA,1,64,NA,NA,NA,NA,NA,NA,0,3,39,0,0,NA,1
"22237",0,0,1,16,3,8,1965,1862,31,26640,1636,3,1,69227,3,4,69,14,16,116920,22244.400390625,0,0,0,2,14,0,1,NA,1
"22245",1,0,1,16,3,12,1958,1480,39,63640,5112,6,1,74784.3984375,7,2,72,12,NA,NA,40404,0,NA,0,4,46,0,1,1,0
"22247",1,0,1,9,9,10,1944,2020,52,26941.919921875,1831,0,1,36809.078125,22,4,73,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"22275",0,0,1,12,4,11,1954,1856,43,34040,5794,2,1,75468.15625,13,4,62,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"22289",0,0,1,14,7,NA,1949,2040,47,16280,4629,1,NA,82880,25,3,67,12,NA,NA,0,0,NA,0,2,26,0,1,NA,1
"22343",1,0,1,12,1,8,1953,1638,44,29600,5578,2,1,109608.625,23,2,70,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"22360",0,0,1,12,10,8,1961,520,35,25900,3622,2,NA,65723.84375,5,3,69,12,NA,NA,0,0,NA,0,3,42,0,1,NA,1
"22374",1,0,1,17,6,10,1949,3000,47,82880,658,1,1,124764,17,3,69,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"22395",0,0,1,12,7,10,1939,2160,57,43269.28125,4439,0,NA,84093.6015625,32,2,65,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"22410",0,0,1,16,8,NA,1946,2585,50,78736,3475,0,1,313168,25,1,67,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"22419",0,0,1,14,7,12,1955,959,41,7400,1388,1,1,100122,8,1,63,16,NA,NA,0,0,NA,0,2,34,0,1,NA,1
"22431",1,0,1,17,4,12,1951,1920,45,103600,2247,0,0,107177.15625,14,1,73,17,NA,NA,0,0,NA,0,4,2,0,1,1,0
"22439",0,0,1,16,2,10,1950,2208,47,54760,1954,1,NA,99160,10,1,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"22458",0,1,0,14,9,9,1962,2040,34,25160,2220,3,1,106560,10,1,65,13,NA,NA,0,0,NA,0,2,12,0,0,NA,1
"22504",1,0,1,12,7,8,1968,NA,28,NA,4662,0,0,95038.203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,0,0
"22515",0,0,1,14,11,6,1970,0,26,0,3823,2,1,28120,6,1,59,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"22518",0,0,1,14,6,10,1956,0,40,0,3711,2,1,133200,7,1,64,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"22538",1,0,1,12,9,10,1966,0,30,0,2453,0,1,134532,NA,NA,65,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"22544",1,1,0,15,6,9,1939,0,57,0,110,0,0,16280,27,3,73,NA,NA,NA,NA,NA,NA,0,3,9,0,0,1,0
"22594",1,0,1,16,1,12,1949,1497,48,51800,1261,4,1,71780,19,2,70,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"22596",0,0,1,17,2,11,1960,200,36,6364,5853,2,1,132164,5,2,65,15,NA,NA,97976,0,NA,0,1,29,0,0,NA,1
"22597",1,0,1,12,6,9,1950,2213,46,66600,5131,1,1,101750,26,2,70,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"22605",0,0,1,14,10,13,1957,930,39,14800,4890,0,NA,74999,22,3,66,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"22615",0,0,1,12,4,8,1944,0,52,0,4646,0,NA,17742.240234375,NA,2,67,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"22620",1,0,1,14,1,7,1938,1944,59,35520,4427,0,1,52569.6015625,28,3,69,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"22630",1,1,0,12,9,1,1970,2080,26,38480,5446,1,1,186478.515625,8,2,72,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"22631",0,0,1,12,3,12,1945,1705,51,2220,3544,1,NA,65860,14,2,61,NA,NA,NA,NA,NA,NA,0,4,2,0,0,NA,1
"22633",0,0,1,12,5,10,1948,2612,49,22200,6141,0,NA,91760,26,2,68,NA,NA,NA,NA,NA,NA,0,2,40,0,1,NA,1
"22638",1,1,0,11,2,11,1959,1000,38,6512,3133,0,0,11946.5595703125,5,4,72,NA,NA,NA,51800,0,NA,0,4,4,0,0,1,0
"22656",1,0,1,17,3,11,1955,2160,42,92796,3555,0,0,212676,12,1,69,12,17,0,0,0,0,0,4,4,0,1,1,0
"22672",1,0,1,13,5,10,1962,1912,34,52244,591,0,1,109224,10,1,64,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"22674",1,0,1,12,7,8,1964,2295,32,40682.23828125,3036,1,1,68918.921875,12,2,72,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"22676",1,0,1,12,10,13,1946,2288,50,14800,1952,1,1,41144,20,4,70,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"22679",0,0,1,13,4,11,1953,1920,44,34188,4903,2,NA,65386.3984375,22,2,63,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"22700",1,0,1,11,8,7,1957,0,39,0,1111,5,1,16872,NA,4,83,7,NA,NA,0,0,NA,0,2,34,0,0,1,0
"22701",0,0,1,14,7,9,1951,1810,45,43216,4280,0,0,60680,19,2,65,12,12,0,0,0,0,0,2,34,0,1,1,0
"22717",0,0,1,12,6,11,1952,1040,44,16280,1570,2,NA,115736,10,1,62,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"22723",0,0,1,8,12,3,1958,0,38,0,1076,1,0,25538.880859375,10,4,62,NA,NA,NA,NA,NA,NA,0,3,41,0,0,1,0
"22740",0,0,1,12,10,12,1950,1888,46,37922.0390625,1410,1,0,44141,11,3,70,13,NA,NA,0,0,NA,0,4,36,0,1,1,0
"22751",1,0,1,12,7,8,1957,2100,39,19240,6038,2,1,26462.400390625,5,3,69,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"22753",1,0,0,13,9,9,1939,1800,57,58008.6015625,126,0,1,136071.203125,27,3,73,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"22759",0,1,0,12,6,8,1942,2000,54,17908,131,0,0,17916.880859375,20,3,63,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"22767",0,0,1,7,8,9,1937,0,59,0,4628,0,1,51060,21,5,62,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"22794",1,0,1,17,12,11,1962,2204,34,103600,2852,3,1,104192,9,1,72,17,NA,NA,407,0,NA,0,1,20,0,1,1,0
"22795",1,0,1,12,3,11,1937,4373,59,0,3078,0,1,42268.80078125,30,4,68,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"22806",1,0,1,14,6,10,1937,3437,59,28498.880859375,946,0,1,33690.71875,29,4,70,NA,NA,NA,NA,NA,NA,0,1,18,0,1,1,0
"22807",0,0,1,13,11,9,1961,2227,35,14800,2549,2,1,46620,3,3,66,12,NA,NA,0,0,NA,0,4,4,0,1,NA,1
"22813",1,0,1,17,6,13,1957,2739,39,84360,3491,2,1,91760,10,3,72,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"22824",1,0,1,16,8,10,1970,2160,26,47360,5723,0,1,62160,6,1,77,16,15,59200,0,0,0,0,4,43,0,1,1,0
"22845",1,0,1,12,11,12,1953,2600,43,26640,4872,0,0,26640,22,3,67,12,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"22856",1,0,1,13,4,12,1947,1896,50,56240,4716,2,1,104202.359375,24,4,71,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"22858",0,0,1,14,5,11,1969,0,27,0,1369,0,1,59274,NA,2,66,11,14,0,59200,0,0,0,2,15,0,0,NA,1
"22862",1,1,0,13,3,7,1962,2008,34,50320,1998,2,1,87320,7,2,66,12,12,26640,26640,0,0,0,1,31,0,1,1,0
"22867",1,0,1,16,9,11,1970,2291,26,118400,4642,0,1,166648,4,2,68,17,17,113960,14060,0,0,0,4,4,0,1,1,0
"22869",0,0,1,11,7,10,1960,2651,36,11507,1373,2,1,80438,3,2,65,12,NA,NA,0,0,NA,0,2,40,0,1,NA,1
"22893",0,0,1,16,3,11,1968,2725,29,42920,5487,0,1,28120,11,1,68,NA,NA,NA,NA,NA,NA,0,1,28,0,0,NA,1
"22902",1,0,1,17,1,10,1959,2711,38,185000,3012,2,1,185592,8,2,74,17,17,222000,59200,0,0,0,1,20,0,1,1,0
"22914",0,0,1,17,10,10,1958,2940,38,381840,1742,2,1,457408.8125,12,1,68,16,NA,NA,51800,0,NA,0,1,37,0,1,NA,1
"22920",0,0,1,12,4,13,1941,1536,55,23680,1952,1,1,41144,20,4,69,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"22934",1,0,1,12,3,11,1966,1956,31,53280,4704,3,1,53280,5,2,74,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"22938",0,0,1,17,6,10,1952,1500,44,59200,5758,0,0,63640,20,1,63,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"22985",0,0,1,12,1,10,1966,2500,31,25900,1850,2,1,64380,3,1,NA,12,NA,NA,29600,0,NA,0,3,3,0,1,NA,1
"22998",1,0,1,14,5,11,1963,2008,33,35521.48046875,3379,0,0,35816,3,1,68,12,16,106560,29600,0,0,0,1,29,0,1,1,0
"23001",1,0,1,15,4,11,1957,1755,39,29600,5203,3,1,46975.19921875,10,3,73,NA,NA,NA,NA,NA,NA,0,3,42,0,0,1,0
"23003",1,0,1,17,7,12,1962,2640,34,145040,1670,1,1,145114,3,1,72,16,14,20720,32560,0,0,0,4,2,0,1,1,0
"23008",0,0,1,13,7,11,1967,504,29,13024,4127,1,1,96888.203125,5,2,68,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"23010",0,0,1,17,11,10,1967,2550,29,37000,2503,0,1,111444,10,1,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"23025",0,0,1,12,5,12,1961,1940,35,14060,1805,1,NA,104340,14,2,66,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"23035",1,0,1,12,4,10,1955,2080,41,37000,2194,0,1,65268,12,3,71,NA,NA,NA,NA,NA,NA,0,1,31,0,0,1,0
"23039",1,0,1,16,11,8,1955,2500,41,38480,3594,3,1,128612,7,2,75,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"23047",0,0,1,12,4,9,1958,2500,38,31080,65,1,1,128168,7,3,66,NA,NA,NA,NA,NA,NA,0,4,30,0,0,NA,1
"23048",1,0,1,17,2,10,1939,NA,58,NA,4580,0,1,75221,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,0,0
"23063",1,0,1,12,9,9,1951,2268,45,54020,5710,0,1,117452.796875,15,1,71,8,NA,NA,0,0,NA,0,4,46,0,1,1,0
"23068",0,0,1,14,9,9,1953,1440,43,7400,4451,1,0,34040,14,2,67,10,NA,NA,0,0,NA,0,2,21,0,1,1,0
"23081",0,1,0,10,2,5,1952,0,45,0,5360,2,1,38983.19921875,NA,1,63,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"23086",1,0,1,15,4,11,1949,2540,48,0,5394,3,1,91826.6015625,18,3,71,17,NA,NA,0,0,NA,0,4,46,0,1,1,0
"23091",0,0,1,17,1,13,1957,3920,40,39590,738,2,1,198468,4,1,68,16,17,0,184261.484375,0,0,0,2,48,0,1,NA,1
"23110",1,0,1,16,1,10,1958,2518,39,91020,829,2,1,125800,9,2,73,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"23116",0,0,1,12,6,11,1956,1573,40,14623.7763671875,4285,3,0,26167.775390625,18,3,67,NA,12,1332,NA,NA,0,0,2,21,0,1,1,0
"23141",1,0,1,16,11,10,1941,2370,55,133200,2469,0,1,142598,25,2,76,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"23197",1,0,1,16,1,10,1949,3000,48,66008,3157,0,1,119773.4375,18,2,72,12,NA,NA,0,0,NA,0,2,24,0,1,1,0
"23208",1,0,1,17,3,12,1949,2640,47,122840,1951,2,1,166796,16,2,73,15,16,38480,0,0,0,0,2,12,0,1,1,0
"23209",1,0,1,14,7,10,1962,2090,34,44400,3136,0,1,86432,5,1,69,12,NA,NA,0,0,NA,0,3,35,0,1,1,0
"23233",0,0,1,12,10,10,1951,2750,45,23088,3157,0,NA,119773.4375,13,3,64,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"23237",0,0,1,14,4,8,1955,2166,41,51800,3194,0,1,106560,8,2,64,12,6,0,28168.83984375,0,0,0,3,3,0,1,NA,1
"23239",1,0,1,14,1,10,1965,2223,32,53280,3618,0,1,100684.3984375,9,2,70,12,15,57720,60680,0,0,0,4,4,0,1,1,0
"23240",1,0,1,16,1,8,1969,2198,28,66600,3384,2,1,74000,4,2,75,12,6,0,28168.83984375,0,0,0,3,3,0,1,1,0
"23244",0,0,1,12,6,11,1963,1133,33,41440,2306,1,NA,126688,15,2,68,12,12,0,32708,0,0,0,4,27,0,1,NA,1
"23246",1,0,1,13,7,10,1955,1984,41,26640,1551,1,1,35816,17,3,NA,17,17,1480,0,0,0,0,3,42,0,1,1,0
"23267",1,0,1,8,3,9,1940,1733,56,8655.0400390625,2101,0,1,56004.6796875,25,2,72,NA,NA,NA,NA,NA,NA,0,1,18,0,1,1,0
"23312",0,1,0,15,10,8,1970,2040,26,27158,57,2,0,27158,1,3,61,8,8,14800,0,0,0,0,3,3,0,0,1,0
"23334",1,0,1,16,8,10,1944,1960,52,0,5096,2,1,181529.40625,22,1,72,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"23335",1,0,1,12,8,10,1958,3108,38,35534.80078125,1533,0,1,58341.6015625,20,2,71,NA,NA,NA,NA,NA,NA,0,4,30,0,1,1,0
"23343",0,0,1,16,11,10,1961,192,35,4440,1815,2,1,66711,1,1,65,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"23348",0,0,1,16,9,12,1970,640,26,10360,3748,1,1,203939.5625,5,1,63,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"23352",1,0,1,12,6,7,1942,2205,54,48840,4449,0,1,112184,25,2,74,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"23386",1,0,1,12,12,8,1953,3185,44,26640,4514,2,1,46315.12109375,8,3,72,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"23401",1,0,1,NA,11,11,1960,2314,36,29668.080078125,4466,0,1,52893.71875,NA,3,76,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"23412",1,NA,NA,NA,8,9,1962,NA,35,NA,1169,1,1,33625.6015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,0
"23413",0,0,1,12,6,9,1951,0,45,0,2975,2,NA,225714.796875,NA,NA,67,NA,NA,NA,NA,NA,NA,0,2,13,1,1,NA,1
"23414",1,0,1,12,7,8,1964,2146,32,62308,5466,0,1,72668,7,3,NA,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"23459",0,0,1,12,3,12,1958,110,38,3254.52001953125,219,0,1,134025.84375,7,4,68,9,12,0,0,0,0,0,2,13,0,0,NA,1
"23479",0,0,1,12,11,11,1950,2036,46,19240,3440,1,0,59348,15,3,62,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"23483",0,0,0,12,7,11,1953,1637,43,37000,159,2,1,98867.8125,4,3,67,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"23487",0,0,1,17,1,13,1941,1816,56,99160,2999,0,1,199800,12,1,69,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"23491",1,0,1,12,7,10,1941,0,55,0,1127,2,1,146860.40625,20,4,70,NA,NA,NA,NA,NA,NA,0,2,13,0,0,1,0
"23492",0,0,1,11,7,10,1936,0,60,0,2277,0,1,30991.19921875,19,2,65,12,NA,NA,0,0,NA,0,3,39,0,0,NA,1
"23517",0,0,1,12,8,7,1968,2040,28,22940,5921,0,0,25604,10,1,62,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"23526",1,0,1,14,3,13,1952,2196,45,64528,3747,2,1,98079.6015625,15,2,67,14,16,0,0,0,0,0,2,48,0,1,1,0
"23528",1,0,1,16,11,13,1953,2450,43,38480,1042,3,1,75480,7,1,72,17,17,41133.640625,25900,0,0,0,2,12,0,1,1,0
"23529",0,0,1,12,6,11,1969,1020,27,10360,2903,2,NA,60680,NA,2,68,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"23545",1,1,0,12,8,4,1963,2104,33,38480,5430,2,1,82880,8,2,74,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"23546",1,0,1,16,4,10,1954,2250,42,23847.240234375,1947,0,0,26141.240234375,9,5,68,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"23548",1,0,1,14,2,10,1966,2662,31,59200,4441,2,1,88800,10,1,73,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"23549",0,0,1,17,10,12,1954,0,42,740,1412,3,1,280386,12,1,61,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"23568",0,1,0,13,10,12,1961,NA,35,NA,3914,0,0,69930,NA,NA,NA,14,NA,NA,0,0,NA,0,3,9,0,1,NA,0
"23571",0,0,1,14,1,11,1966,1570,31,25160,3990,2,0,39406.48046875,13,2,67,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"23573",1,0,1,16,1,9,1948,2550,49,148000,4322,1,1,152736,15,1,72,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"23589",1,0,1,12,10,10,1957,NA,39,NA,1185,0,0,75480,NA,NA,NA,12,NA,NA,0,0,NA,0,2,21,0,1,NA,0
"23591",0,0,1,12,8,11,1950,1750,46,30784,4325,2,NA,108336,25,1,67,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
